geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d15_01,log2 daf2_d15_02,log2 daf2_d15_03,log2 daf2_d15_04,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04, -Log.p.value,Student's T-test q-value daf2_d15_daf2_d5,log2FC,Student's T-test Test statistic daf2_d15_daf2_d5,Sign p-val: 0.05 
ivd-1,0.115243,0.335229,G5EEH6,IsoValeryl-CoA Dehydrogenase,16.9928,17.0411,16.5469,16.9206,16.6314,16.7563,16.6241,17.0287,0.335229,0.304746,0.115243,0.785325,
npp-10,-0.251558,0.988522,G5EEH9,Nuclear pore complex protein Nup98-Nup96,16.399,16.8042,16.2887,16.5212,16.6712,16.6177,16.8054,16.925,0.988522,0.0495629,-0.251558,-1.92412,+
asp-1,-0.285315,0.4983,G5EEI4,ASpartyl Protease,18.9357,18.8941,18.7312,19.0284,19.553,19.677,18.8512,18.6495,0.4983,0.182197,-0.285315,-1.09018,
chp-1,-0.670303,2.36998,G5EEI8,CHORD Protein,14.3967,13.9718,13.9948,14.4754,14.8055,14.742,15.073,14.8994,2.36998,0.00295519,-0.670303,-4.46371,+
"CELE_K11D9,3",-0.22036,0.1694,G5EEI9,Uncharacterized protein,12.059,11.3101,12.932,12.2794,13.1057,11.418,12.8115,12.1267,0.1694,0.530056,-0.22036,-0.437559,
msd-2,-0.225052,0.536326,G5EEJ7,Major Sperm protein Domain containing,19.0445,19.0019,19.1593,18.3179,19.0402,19.0613,19.1117,19.2105,0.536326,0.16289,-0.225052,-1.15805,
aqp-4,2.33526,5.43669,G5EEK0,AQuaPorin or aquaglyceroporin related,15.081,15.1145,15.2043,15.4905,13.0989,12.8319,12.5986,13.02,5.43669,0,2.33526,16.0934,+
golg-4,-1.7516,3.70733,G5EEK2,GOLGi associated coiled-coil protein homolog,14.5557,14.735,13.9657,14.5369,16.1026,16.5085,15.8637,16.3249,3.70733,0.000401384,-1.7516,-8.05267,+
sca-1,-0.52442,2.56254,G5EEK8,Calcium-transporting ATPase,18.9321,18.7217,18.7516,18.9431,19.1815,19.5644,19.2422,19.4581,2.56254,0.00203895,-0.52442,-4.89008,+
vha-5,-0.13132,1.19105,G5EEK9,V-type proton ATPase subunit a,17.2142,17.0938,17.3517,17.2983,17.3634,17.3766,17.3365,17.4069,1.19105,0.0304769,-0.13132,-2.26157,+
alp-1,-0.556337,2.03419,G5EEL1,ALP/Enigma encoding,17.5851,17.2188,17.3015,17.5645,17.6652,18.0229,17.9881,18.2192,2.03419,0.00559038,-0.556337,-3.77421,+
plrg-1,-0.507363,0.954231,G5EEL2,PLeiotropic ReGulator (Vertebrate) homolog,15.2714,15.2318,15.2555,14.9429,15.9256,16.0996,15.7789,14.927,0.954231,0.0539422,-0.507363,-1.86717,
hmg-11,-1.00212,3.88104,G5EEL9,HMG,19.0839,19.0568,19.1636,19.1881,20.2977,20.3334,19.9779,19.8919,3.88104,0.000472505,-1.00212,-8.65079,+
gmn-1,-0.843012,1.04035,G5EEM1,GeMiNin homolog,13.1832,12.0128,13.3197,13.6391,13.4274,13.7021,13.9175,14.4799,1.04035,0.0442714,-0.843012,-2.01022,+
clec-248,5.62431,5.12543,G5EEM2,C-type LECtin,18.2168,17.7074,18.1083,18.7406,12.537,11.6435,13.1259,12.9694,5.12543,0,5.62431,14.2423,+
zyg-9,-0.800425,2.65785,G5EEM5,Zygote defective protein 9,14.7591,15.0612,15.1418,14.5048,15.6319,15.8309,15.6341,15.5716,2.65785,0.0018837,-0.800425,-5.11051,+
tap-1,2.41226,4.06531,G5EEM6,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,15.5582,15.6991,14.8752,15.1161,12.4767,13.3077,12.814,13.0011,4.06531,0.000568627,2.41226,9.32723,+
fars-2,-1.76711,1.52893,G5EEN1,Phenylalanyl Amino-acyl tRNA Synthetase,13.5152,12.9991,15.1491,15.4335,16.2423,16.2513,15.5469,16.1249,1.52893,0.0152351,-1.76711,-2.83955,+
gck-3,-1.97323,1.57892,G5EEN4,Germinal center kinase 3,11.8959,14.6518,12.1137,12.2027,14.391,14.5929,15.225,14.5482,1.57892,0.0140008,-1.97323,-2.92763,+
"CELE_Y39A1A,3",2.75201,2.86432,G5EEN7,Uncharacterized protein,14.2188,15.0015,14.7883,15.3222,12.2274,12.1946,12.9923,10.9085,2.86432,0.00169114,2.75201,5.61119,+
"CELE_F41E7,9",2.53344,4.05721,G5EEQ1,Uncharacterized protein,19.8076,20.0291,19.1548,19.7771,17.2175,17.6377,16.6766,17.103,4.05721,0.000563107,2.53344,9.29657,+
nkcc-1,-1.24054,3.46497,G5EEQ4;G5EFE5;H8ESD4;H8ESD5;L8E912,Na-K-Cl Cotransporter homolog,13.9491,14.3804,13.9672,14.3159,15.6184,15.5782,15.0749,15.3031,3.46497,0.000489684,-1.24054,-7.27711,+
sftb-1,-0.700257,2.01557,G5EEQ8,Splicing Factor ThreeB (3b) Subunit homolog,14.9946,15.7151,15.7215,15.5418,16.0859,16.4137,16.1018,16.1727,2.01557,0.00595526,-0.700257,-3.73776,+
ger-1,-1.1788,2.28623,G5EER4,GDP-L-fucose synthase,15.0677,15.7619,14.72,15.1125,16.5503,16.6956,15.9648,16.1666,2.28623,0.00330173,-1.1788,-4.28567,+
alg-1,0.478693,1.02483,G5EES3;G5EGR6,Protein argonaute,15.5488,15.297,14.7033,15.6283,14.7311,14.7203,14.6408,15.1703,1.02483,0.0455344,0.478693,1.98443,+
ufd-3,-1.04602,2.53531,G5EES6;G5EFK5,Ubiquitin Fusion Degradation (Yeast UFD homolog),14.9932,15.146,14.9669,14.8954,15.9604,16.0902,15.5578,16.5772,2.53531,0.00211934,-1.04602,-4.82829,+
nspd-5,-1.4251,1.75029,G5EES8,"Nematode Specific Peptide family, group D",14.5479,15.0755,13.4395,14.0855,15.954,16.36,15.315,15.2198,1.75029,0.0100477,-1.4251,-3.23622,+
txl-1,0.25724,0.29852,G5EES9,ThioredoXin-Like,14.7778,14.2816,14.6988,14.1383,13.9307,13.4341,14.6985,14.8043,0.29852,0.343796,0.25724,0.712517,
dut-1,-0.616862,2.63533,G5EET2,DeoxyUTPase,15.4538,15.5913,15.3429,15.6185,16.1808,16.3768,16.0189,15.8976,2.63533,0.00191573,-0.616862,-5.05784,+
cdr-6,-0.910415,2.55134,G5EET3,CaDmium Responsive,16.4894,16.8689,16.2824,16.2493,17.2119,17.5146,17.148,17.6571,2.55134,0.00205563,-0.910415,-4.86459,+
hpl-1,-0.753651,1.52585,G5EET5,HP1 Like (Heterochromatin protein),12.2611,12.0975,11.6392,12.1084,12.0949,13.0356,12.9474,13.0428,1.52585,0.0153104,-0.753651,-2.83413,+
"pud-1,2",-1.54662,4.63468,G5EET8,Protein Up-regulated in Daf-2(Gf),19.5983,19.4378,19.15,19.6044,21.0583,21.1833,20.8469,20.8885,4.63468,0.000246445,-1.54662,-11.7277,+
nbet-1,-0.598752,1.37667,G5EEU1,BET1,14.3255,14.0913,13.841,14.2892,14.5084,14.2948,14.9446,15.1943,1.37667,0.0202773,-0.598752,-2.57577,+
pud-3,-2.67585,4.62952,G5EEV5,5C820,16.6546,16.9382,16.4044,16.3801,19.2262,19.6424,18.7676,19.4444,4.62952,0.000242991,-2.67585,-11.7036,+
"C18B12,6",-1.21626,2.58591,G5EEW1,Uncharacterized protein,12.023,11.7283,11.1125,12.0424,12.9213,13.2754,12.7541,12.8204,2.58591,0.00195924,-1.21626,-4.94353,+
"CELE_F54E12,2",-1.12376,2.36017,G5EEW5,Uncharacterized protein,12.1253,11.8052,11.7252,11.6353,13.1166,13.3878,12.3086,12.9732,2.36017,0.00296322,-1.12376,-4.44265,+
sig-7,-0.756996,1.09749,G5EEW6,Peptidyl-prolyl cis-trans isomerase sig-7,11.7669,11.5227,12.8,12.9095,13.0663,13.1409,12.9855,12.8344,1.09749,0.0382003,-0.756996,-2.10526,+
asd-1,-0.396719,0.353897,G5EEW7;M1ZJT7;Q86G94,RNA-binding protein ASD-1;Uncharacterized protein;Uncharacterized protein,12.8439,13.7498,12.3146,12.8078,12.4085,13.3854,13.2486,14.2604,0.353897,0.287145,-0.396719,-0.82165,
pbrm-1,-2.74408,2.39428,G5EEY5,PolyBRoMo domain containing,13.5718,14.7097,15.0627,12.7728,16.0662,16.5077,17.4435,17.0759,2.39428,0.00287321,-2.74408,-4.5162,+
"CELE_ZK1010,2",-0.405045,0.62821,G5EEZ0,Uncharacterized protein,13.368,14.3333,13.5258,14.0196,13.8803,14.6276,14.5357,13.8234,0.62821,0.125108,-0.405045,-1.31862,
"CELE_W09G3,7",-1.96484,3.08291,G5EEZ1,Uncharacterized protein,11.987,12.9097,12.0665,12.0563,14.2697,14.7501,13.6248,14.2343,3.08291,0.00105729,-1.96484,-6.179,+
3E324,3.78001,6.03703,G5EEZ4,3E324,16.9195,16.3487,17.0259,16.6059,12.961,13.1664,12.6637,12.9889,6.03703,0,3.78001,20.3385,+
tbb-6,0.557837,1.50874,G5EF01,Tubulin beta chain,16.942,17.5471,17.0133,17.2331,16.3749,16.9207,16.3784,16.8302,1.50874,0.0157085,0.557837,2.80418,+
"CELE_W07E11,1",-0.404587,2.54706,G5EF05,Uncharacterized protein,16.934,17.2634,17.2741,17.1361,17.5065,17.5831,17.6169,17.5192,2.54706,0.0020502,-0.404587,-4.8549,+
ncx-1,1.19052,1.40428,G5EF08;Q1RPT9,Na/Ca eXchangers,14.8657,14.1707,13.9987,14.8624,12.1872,13.3509,13.5617,14.0358,1.40428,0.0190974,1.19052,2.62314,+
efl-1,-0.979991,3.76984,G5EF11,E2F-like (Mammalian transcription factor),12.8832,12.7535,12.8332,12.8291,13.5113,13.7748,13.8642,14.0687,3.76984,0.000425688,-0.979991,-8.26365,+
5N226,-1.22441,2.46573,G5EF26,"Putative low density lipoprotein receptor associated protein (37,4 kD)",15.2661,15.6791,15.0965,14.6933,16.408,16.7702,15.9752,16.4792,2.46573,0.00253408,-1.22441,-4.67267,+
fbxa-136,1.07508,4.16141,G5EF28;G5EGC2,F-box A protein,18.1857,18.3195,18.1195,18.3925,17.0309,17.3502,17.0102,17.3257,4.16141,0.000635616,1.07508,9.69824,+
npa-1,0.772424,2.09288,G5EF32,Nematode Polyprotein Allergen related,21.0264,20.8379,20.4295,20.4497,20.0179,20.2361,19.7563,19.6436,2.09288,0.00492476,0.772424,3.89023,+
pat-10,-1.24369,3.75764,G5EF37,Paralysed Arrest at Two-fold,18.557,18.4574,18.754,18.9232,19.6965,19.7641,20.0559,20.1498,3.75764,0.000422587,-1.24369,-8.22212,+
snf-11,-1.37756,1.3572,G5EF43,Transporter,11.3245,12.1251,12.4449,10.0356,12.8977,12.9098,12.9858,12.6469,1.3572,0.0211722,-1.37756,-2.54248,+
"CELE_Y63D3A,8",0.0602179,0.106421,G5EF48,Uncharacterized protein,13.9772,14.0004,14.1812,14.1092,13.8785,14.3862,14.2708,13.4917,0.106421,0.667323,0.0602179,0.288502,
swsn-4,-0.634092,2.20531,G5EF53,SWI/SNF nucleosome remodeling complex component,14.7028,14.5221,14.9372,15.2109,15.4829,15.3863,15.4667,15.5737,2.20531,0.00401491,-0.634092,-4.11761,+
"CELE_Y106G6A,4",1.59138,2.24948,G5EF57,Uncharacterized protein,15.7689,14.7002,14.3425,14.1155,13.1044,13.4157,12.9895,13.052,2.24948,0.00371429,1.59138,4.20887,+
ipla-7,0.94255,1.7489,G5EF58,Intracelllar PhosphoLipase A family,13.8011,13.2293,14.3047,14.2109,12.7523,13.3421,13.0452,12.6363,1.7489,0.0100644,0.94255,3.23368,+
"CELE_Y66A7A,2",1.42195,3.82362,G5EF59,Ribonuclease P/MRP protein subunit POP5,14.1396,14.8197,14.4877,14.7358,13.1366,13.3194,13.0287,13.0101,3.82362,0.000447013,1.42195,8.44899,+
stim-1,-0.463455,1.21715,G5EF60,Stromal interaction molecule 1,14.7976,14.9929,14.2675,14.9182,14.9636,15.5197,15.2147,15.1321,1.21715,0.0289345,-0.463455,-2.30537,+
ndg-4,1.01826,2.26311,G5EF61;Q86MD1,Transmembrane protein NDG-4;Uncharacterized protein,13.9967,13.5421,14.3956,14.3823,13.0937,13.3716,13.0459,12.7325,2.26311,0.00359296,1.01826,4.23727,+
sqv-1,-1.38067,4.74925,G5EF65;X5M5R6,SQuashed Vulva,12.9497,13.3124,13.1119,13.1382,14.5491,14.6486,14.2633,14.5739,4.74925,0.000287293,-1.38067,-12.2745,+
sars-2,0.421531,1.08136,G5EF77,Seryl Amino-acyl tRNA Synthetase,14.8415,15.5339,14.7448,15.0529,14.8204,14.6473,14.3398,14.6796,1.08136,0.0395354,0.421531,2.07841,+
"CELE_K01G5,9",-1.09745,2.70106,G5EF83,Uncharacterized protein,12.1844,11.6449,11.5728,12.0426,12.9346,13.37,12.6654,12.8645,2.70106,0.00187883,-1.09745,-5.21259,+
gip-2,-0.509901,0.306585,G5EF84,Gamma-tubulin interacting protein 2,14.5413,15.168,12.933,14.0606,15.3761,15.6962,13.4778,14.1924,0.306585,0.334229,-0.509901,-0.72868,
"CELE_Y48G10A,1",-0.171345,0.803909,G5EF86,S-formylglutathione hydrolase,15.9092,15.9392,15.9231,16.1488,15.9531,16.3561,16.0614,16.2351,0.803909,0.0789167,-0.171345,-1.61671,
swsn-1,-1.31441,3.25049,G5EF87;H8ESF3,SWI/SNF nucleosome remodeling complex component,16.0003,16.0868,15.5452,15.4416,16.9579,17.4135,16.903,17.0572,3.25049,0.000777143,-1.31441,-6.64311,+
"CELE_K01D12,15",0.0673571,0.085351,G5EF90,Uncharacterized protein,17.037,17.2407,16.6013,17.0567,17.1525,17.1858,16.1617,17.1664,0.085351,0.7208,0.0673571,0.2356,
sfa-1,0.293144,0.291208,G5EF97,SF1 protein,14.5508,14.5806,14.7008,14.7821,13.2645,15.1122,14.1734,14.8916,0.291208,0.352017,0.293144,0.697779,
"CELE_ZK1128,7",0.0306599,0.0254991,G5EF99,Uncharacterized protein,15.8706,15.2293,14.545,14.5921,14.9866,14.2908,15.4824,15.3545,0.0254991,0.90669,0.0306599,0.0745757,
bir-1,-1.10208,2.94992,G5EFA2,BIR (Baculovirus inhibitory repeat) family,16.2455,16.505,15.8601,15.9348,17.0877,17.3183,17.0164,17.5315,2.94992,0.00143885,-1.10208,-5.82872,+
cpn-1,-0.11302,0.332228,G5EFB5,CPN-1,17.619,17.6248,17.5338,17.7437,17.5957,18.1038,17.4702,17.8035,0.332228,0.307745,-0.11302,-0.779443,
rab-8,-0.67264,2.19796,G5EFC1,RAB family,16.4669,16.6688,16.6098,16.7943,17.7405,17.0968,17.2694,17.1237,2.19796,0.00410392,-0.67264,-4.10254,+
cdc-5l,0.66313,0.143106,G5EFC4,Cell Division Cycle related,14.0973,13.9206,13.8059,20.9012,14.7086,15.3289,15.5639,14.4712,0.143106,0.582371,0.66313,0.376821,
dap-3,-0.807913,0.929502,G5EFC8,Mammalian cell Death Associated Protein related,11.9098,11.9084,12.3043,12.0146,11.7815,13.1734,13.8166,12.5972,0.929502,0.0573349,-0.807913,-1.82608,
hmt-1,0.344502,0.240584,G5EFD4,Heavy Metal Tolerance factor,15.1927,13.7682,13.33,15.5008,14.3759,14.6224,13.6227,13.7927,0.240584,0.414501,0.344502,0.593271,
"CELE_F46C5,9",-0.779478,1.13324,G5EFD7,Uncharacterized protein,13.6334,14.2604,14.3594,14.6331,14.7234,14.7712,14.6379,15.8717,1.13324,0.0349114,-0.779478,-2.16488,+
"CELE_H03A11,2",-0.90497,2.98952,G5EFE3,Uncharacterized protein,18.159,18.0718,17.6169,17.793,18.941,18.9722,18.5994,18.748,2.98952,0.00143599,-0.90497,-5.93141,+
"C30H7,2",-0.58881,0.97749,G5EFF8;Q304D5,Uncharacterized protein,16.2499,15.1529,15.925,16.274,16.1616,16.3136,16.5687,16.9132,0.97749,0.0508062,-0.58881,-1.9058,
eif-2bdelta,0.835496,2.47278,G5EFF9;G5EG28,Eukaryotic Initiation Factor,14.4558,15.0167,14.7211,14.9909,13.844,14.1749,13.6786,14.1451,2.47278,0.00254363,0.835496,4.68828,+
sel-1,-0.0955276,0.190925,G5EFG0,SEL-1,15.033,14.9434,14.899,15.0469,14.6735,15.5896,14.9291,15.1123,0.190925,0.490011,-0.0955276,-0.485888,
abcf-2,-0.0468252,0.0854344,G5EFG4,"ABC transporter, class F",15.9407,16.1374,15.9767,15.8544,15.8231,16.535,15.6671,16.0714,0.0854344,0.720747,-0.0468252,-0.235813,
ins-17,-1.22065,3.01103,G5EFH1,Insulin-like peptide 17,12.0801,11.6385,11.5057,12.0575,13.0805,13.4176,12.7522,12.9141,3.01103,0.00146869,-1.22065,-5.98775,+
srp-6,0.110908,0.140961,G5EFH4,SeRPin,14.8957,15.0558,15.0191,14.9994,14.673,14.5898,14.4993,15.7642,0.140961,0.587052,0.110908,0.371778,
agef-1,-2.22623,2.56857,G5EFH7,Arf-1 Guanine nucleotide Exchange Factor homolog,12.2491,11.7703,11.7585,11.9355,13.4545,15.1623,13.3829,14.6186,2.56857,0.00197172,-2.22623,-4.90383,+
cbs-1,0.00105,0.00179226,G5EFH8,Cystathionine Beta-Synthase,16.4332,16.5367,16.4921,16.8634,16.7506,16.9683,16.3726,16.2297,0.00179226,0.992687,0.00105,0.0053802,
lec-5,0.480575,1.7818,G5EFI4,Galectin,19.9063,19.9095,19.8083,20.0905,19.2319,19.2201,19.5792,19.7611,1.7818,0.00939881,0.480575,3.29418,+
klp-12,1.81081,3.33812,G5EFJ0;G5EGS3,Kinesin-like protein,17.7185,17.0424,17.4669,17.4195,15.8331,15.8838,15.7481,14.939,3.33812,0.000710234,1.81081,6.89651,+
"C08E8,4",0.298308,0.594629,G5EFJ3,Uncharacterized protein,17.425,17.5529,17.4843,17.8453,17.0632,16.8931,17.2688,17.8892,0.594629,0.136498,0.298308,1.26043,
pcp-2,-0.381601,0.247883,G5EFJ8,Prolyl Carboxy Peptidase like,14.8164,13.0448,13.0146,14.7578,15.1171,14.6893,13.5518,13.8018,0.247883,0.405,-0.381601,-0.608622,
arf-3,-0.155959,0.758624,G5EFK4,ADP-Ribosylation Factor related,17.2313,17.006,17.3268,17.2358,17.5272,17.1862,17.2887,17.4218,0.758624,0.0886432,-0.155959,-1.54066,
hex-2,-0.300935,0.479794,G5EFL1,HEXosaminidase,16.2651,16.6291,15.749,16.2976,16.482,17.1603,16.3556,16.1467,0.479794,0.192924,-0.300935,-1.05679,
alp-1,-1.22961,2.26956,G5EFL5,ALP/Enigma encoding,12.2613,11.724,11.0587,12.0992,12.7917,13.3028,12.9037,13.0633,2.26956,0.00351823,-1.22961,-4.25074,+
mdf-1,-0.196949,0.269707,G5EFM0,MAD (Yeast Mitosis arrest DeFicient) related,13.303,13.3657,13.7462,14.1781,13.4351,14.4576,13.877,13.6111,0.269707,0.377946,-0.196949,-0.653937,
"CELE_F18C12,3",-0.925181,2.32228,G5EFM7,Uncharacterized protein,12.2987,12.0143,11.5934,11.9959,13.1021,13.1855,12.8122,12.5032,2.32228,0.00317359,-0.925181,-4.36179,+
rict-1,-3.62616,5.58235,G5EFN2,Uncharacterized protein,11.9059,11.7814,11.7518,11.7061,15.8835,15.3442,15.5381,14.8839,5.58235,0,-3.62616,-17.0368,+
"CELE_ZK1321,4",-1.14424,4.42574,G5EFP2,Uncharacterized protein,17.843,17.8238,17.8433,18.0002,18.8014,18.9166,19.1527,19.2165,4.42574,0.000671642,-1.14424,-10.7882,+
mrp-4,0.447867,0.161022,G5EFP3,Uncharacterized protein,12.1815,12.3105,13.4242,16.6883,13.2514,13.5388,12.6071,13.4157,0.161022,0.545137,0.447867,0.418419,
sym-1,-0.371695,0.576308,G5EFP4,SYM-1 protein,15.435,15.9496,15.499,15.6626,15.4681,16.6395,15.612,16.3134,0.576308,0.143789,-0.371695,-1.22845,
fut-3,-0.534058,0.71722,G5EFP5,"Alpha-(1,3)-fucosyltransferase fut-3",14.4902,13.1797,14.4836,14.8033,14.675,14.7608,14.79,14.8673,0.71722,0.0984741,-0.534058,-1.47073,
acl-7,-0.550488,0.426165,G5EFP8,ACyLtransferase-like,12.32,11.7891,11.6526,11.8967,12.9951,13.4094,10.8765,12.5793,0.426165,0.22922,-0.550488,-0.958487,
mec-5,-2.71816,1.35253,G5EFQ9,MEC-5,13.3072,16.8687,15.7973,12.6101,17.1731,17.2885,16.6249,18.3693,1.35253,0.0213769,-2.71816,-2.5345,+
tag-297,-4.2269,0.66289,G5EFR0,Uncharacterized protein,11.9018,12.037,0,12.0923,13.7231,14.7711,12.3184,12.1261,0.66289,0.114385,-4.2269,-1.37822,
msi-1,-0.0248747,0.050148,G5EFS2,MuSashI (Fly neural) family,15.7431,15.7571,15.8147,16.0744,15.5074,15.78,15.95,16.2513,0.050148,0.826547,-0.0248747,-0.143032,
dcs-1,-1.08028,2.26274,G5EFS4,m7GpppX diphosphatase,14.5084,14.831,15.1063,15.2924,16.1568,16.4291,15.532,15.9414,2.26274,0.00359098,-1.08028,-4.23649,+
"CELE_F45D11,15;CELE_F45D11,14",-0.318668,1.13171,G5EFS5;Q9N5T2,Uncharacterized protein,16.73,17.3193,17.1714,17.1399,17.2521,17.3767,17.3894,17.6171,1.13171,0.0349841,-0.318668,-2.16232,+
hpl-2,-3.49121,4.31177,G5EFS9;Q9U3C6,Chromo-domain protein;HP1 Like (Heterochromatin protein),12.2999,11.4749,11.7524,12.0193,15.742,15.9956,14.8382,14.9355,4.31177,0.000748387,-3.49121,-10.3054,+
hsf-1,-4.24468,5.5547,G5EFT5,Heat Shock Factor,12.2232,12.0166,11.3714,11.6618,16.0941,16.2168,16.3524,15.5884,5.5547,0,-4.24468,-16.8537,+
"ant-1,4",2.01571,3.19415,G5EFU2,Adenine Nucleotide Translocator,14.4424,15.3481,14.4094,15.5782,13.1272,12.8099,12.8899,12.8883,3.19415,0.000859649,2.01571,6.48414,+
"CELE_ZK524,4",-1.11433,3.09824,G5EFV2,Uncharacterized protein,12.232,11.7961,11.5292,12.1029,12.9476,13.2512,13.0608,12.8579,3.09824,0.00101937,-1.11433,-6.22037,+
"hmg-1,1",0.553498,0.876902,G5EFV4,HMG,17.8365,17.1317,18.3159,18.4649,17.1671,17.5945,17.2382,17.5352,0.876902,0.0650078,0.553498,1.73859,
pkn-1,-5.07822,4.87118,G5EFX2;G5EGE3,Protein Kinase N (PKN) homolog,12.2156,11.6938,11.49,11.589,16.7186,16.6127,16.1354,17.8346,4.87118,0.000315152,-5.07822,-12.8824,+
ntl-3,-0.896663,1.24628,G5EFX8,NOT-Like (Yeast CCR4/NOT complex component),15.5769,16.7028,15.7065,15.9181,17.2009,17.4545,16.1759,16.6597,1.24628,0.027298,-0.896663,-2.35437,+
sec-31,-2.67537,3.15292,G5EFY6,Yeast SEC homolog,13.1076,14.4628,13.1606,12.7758,15.7471,16.1151,15.7662,16.5799,3.15292,0.000942675,-2.67537,-6.36971,+
ipgm-1,-0.697147,1.22332,G5EFZ1,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",17.3416,17.1456,17.5962,17.5764,17.8094,17.4883,18.4322,18.7184,1.22332,0.0287334,-0.697147,-2.31574,+
icln-1,-1.44157,1.76015,G5EFZ5;G5EG22,ICLN (ICLn) ion channel homolog,15.8376,16.4995,15.466,16.1551,17.5271,18.0056,16.3193,17.8724,1.76015,0.00979681,-1.44157,-3.25431,+
pgp-8,-1.88412,4.22469,G5EG03,P-GlycoProtein related,13.6443,14.0232,13.5666,13.6924,15.2286,15.8674,15.4756,15.8915,4.22469,0.000688427,-1.88412,-9.94971,+
fat-4,-1.13397,3.50831,G5EG11,Delta(5) fatty acid desaturase fat-4,12.0105,11.8958,11.6701,11.8593,13.0285,13.3605,12.7511,12.8315,3.50831,0.000509299,-1.13397,-7.411,+
dhs-12,0.100112,0.254035,G5EG13,"DeHydrogenases, Short chain",16.8579,16.9184,17.326,16.9673,16.6331,16.8052,17.1727,17.0581,0.254035,0.397496,0.100112,0.621485,
crn-2,0.984092,2.03011,G5EG18,Cell death-related nuclease 2,17.3013,17.0338,17.3366,17.4333,16.5438,15.8313,15.9309,16.8626,2.03011,0.00572745,0.984092,3.76621,+
nspd-6,-1.27283,2.12474,G5EG23,"Nematode Specific Peptide family, group D",14.5389,14.8815,15.0487,15.759,15.8146,16.6794,16.2545,16.5708,2.12474,0.00443293,-1.27283,-3.95396,+
"R151,8A",1.3969,1.29892,G5EG26,"R151,8A protein",16.5149,16.7252,16.258,16.3495,13.3906,15.6845,15.4306,15.7543,1.29892,0.0242105,1.3969,2.44333,+
skr-10,-1.67587,1.53774,G5EG39,SKR-10,12.2966,12.0067,11.6343,12.0571,12.0465,13.7988,14.1889,14.6641,1.53774,0.0148762,-1.67587,-2.855,+
"CELE_W05H12,1",-0.941067,2.26879,G5EG41,Uncharacterized protein,12.304,12.0099,11.5996,12.1028,12.9004,13.415,12.6547,12.8103,2.26879,0.00356977,-0.941067,-4.24913,+
PRL-1,-0.858812,2.68084,G5EG43,Putative prenylated protein tyrosine phosphatase,12.1462,11.9742,11.4702,12.107,12.7937,12.627,12.908,12.8041,2.68084,0.00191813,-0.858812,-5.16464,+
"CELE_T04A11,1",1.42351,2.61678,G5EG50,Uncharacterized protein,14.9463,15.2002,15.2266,15.1645,13.9355,12.9233,14.2029,13.782,2.61678,0.0019653,1.42351,5.01473,+
pgp-9,-1.40449,1.95208,G5EG58,P-GlycoProtein related,12.2517,10.574,11.5553,11.9368,12.9205,13.3718,12.9033,12.7402,1.95208,0.00680776,-1.40449,-3.6148,+
unc-45,0.778745,1.18939,G5EG62,UNC-45,15.4762,14.5583,15.6754,16.054,14.3131,14.5952,14.8373,14.9034,1.18939,0.0305619,0.778745,2.25878,+
hid-1,-1.12892,1.00507,G5EG65;Q7Z135,HID-1;High temperature-Induced Dauer formation,13.6288,13.1419,14.2654,14.7032,15.4352,16.1832,14.5312,14.1054,1.00507,0.0481189,-1.12892,-1.95159,+
fat-2,-0.769728,1.3329,G5EGA5,Delta(12) fatty acid desaturase fat-2,14.281,15.3932,15.6901,15.1801,15.8253,15.9613,15.8169,16.0198,1.3329,0.0224796,-0.769728,-2.50105,+
dhrs-4,-1.52353,3.53001,G5EGA6,Dehydrogenase/reductase SDR family member 4,14.0144,14.1063,14.4966,14.7719,16.1243,15.9403,15.7611,15.6577,3.53001,0.000424419,-1.52353,-7.4788,+
ras-2,-0.689945,0.990877,G5EGA7,GTP binding protein,13.7365,13.9963,14.6583,14.3869,15.1485,14.7842,15.489,14.1161,0.990877,0.0492923,-0.689945,-1.92803,+
lec-2,1.84117,4.56696,G5EGB1,Galectin,19.5602,19.8723,19.6134,19.9729,17.8734,17.6503,17.8701,18.2602,4.56696,0.000227074,1.84117,11.4152,+
ragc-1,0.192675,0.345417,G5EGB3,RAs-related GTP binding protein C homolog,14.8446,15.2372,15.4921,15.633,15.4523,14.8229,14.8289,15.3322,0.345417,0.294832,0.192675,0.805204,
"CELE_DY3,8",-0.496126,1.04237,G5EGC1,Uncharacterized protein,13.2648,13.6252,12.5879,12.86,13.4995,13.3867,13.8292,13.6069,1.04237,0.0440926,-0.496126,-2.01357,+
skr-12,-2.36015,2.44398,G5EGD5,SKR-12,14.015,16.4073,15.5736,15.0091,17.4429,17.5666,17.5683,17.8678,2.44398,0.00267077,-2.36015,-4.62468,+
dpy-26,-0.992189,2.28329,G5EGE9,Condensin complex subunit dpy-26,11.8521,11.9782,11.7322,12.0883,12.3354,13.3991,12.9761,12.909,2.28329,0.00335671,-0.992189,-4.2795,+
