geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04, -Log.p.value,Student's T-test q-value eat2_d1_N2_d1,log2FC,Student's T-test Test statistic eat2_d1_N2_d1,Sign p-val: 0.05 
dhod-1,-0.476317,2.91774,O01815,"Dihydroorotate dehydrogenase (quinone), mitochondrial",14.6467,14.6148,14.4977,14.5634,15.106,15.0171,14.8712,15.2337,2.91774,0.0172562,-0.476317,-5.74623,+
"cytb-5,2",-0.0217457,0.0207529,O01816,YTochrome B,16.7634,15.8148,16.92,16.3822,16.7157,16.0391,16.0974,17.1151,0.0207529,0.967263,-0.0217457,-0.0610026,
htp-3,-0.380327,0.436014,O01820,Him-Three Paralog,13.8208,13.3668,13.1405,12.9145,13.1142,13.5186,14.6686,13.4627,0.436014,0.521444,-0.380327,-0.976725,
"C53H9,2",-0.422725,2.60924,O01826,Uncharacterized protein,15.0527,14.8157,14.8185,15.0552,15.3805,15.3371,15.2378,15.4778,2.60924,0.0262524,-0.422725,-4.99727,+
hil-5,-1.24264,2.94529,O01833,"Histone H1,5",14.826,15.5418,14.8919,15.0779,16.6845,16.2,16.0329,16.3909,2.94529,0.017,-1.24264,-5.81678,+
"CELE_T05E7,1",-3.32172,5.19651,O01862,Uncharacterized protein,10.656,10.2647,10.2633,10.6093,14.1359,13.2003,13.8495,13.8944,5.19651,0,-3.32172,-14.6462,+
nrd-1,1.06075,2.28778,O01864,NRD (Yeast Nuclear pre-mRNA Down-regulation) homolog,14.6164,15.2203,14.3807,15.259,13.9578,13.9282,13.8777,13.4697,2.28778,0.0368545,1.06075,4.28893,+
"rpl-24,1",-0.164163,0.612857,O01868,60S ribosomal protein L24,19.12,18.9673,19.2488,19.1732,19.047,19.4409,19.1593,19.5187,0.612857,0.396667,-0.164163,-1.29208,
rps-10,-0.337052,1.94707,O01869,"Ribosomal Protein, Small subunit",20.6609,20.5396,20.2434,20.4778,20.8847,20.8408,20.814,20.7305,1.94707,0.0597492,-0.337052,-3.60517,
"CELE_D1007,5",1.25582,1.43909,O01870,Uncharacterized protein,13.1984,13.2971,13.1596,15.0508,12.686,12.3382,12.2717,12.3867,1.43909,0.117852,1.25582,2.68313,
pqn-24,-1.2376,2.63275,O01876,Prion-like-(Q/N-rich)-domain-bearing protein,14.8522,14.4418,14.7328,14.6334,16.5862,15.6721,15.7343,15.6179,2.63275,0.0252237,-1.2376,-5.05182,+
acl-14,0.0707002,0.31717,O01882,ACyLtransferase-like,14.8601,14.87,14.6752,14.8813,14.8496,14.8974,14.7198,14.5371,0.31717,0.62098,0.0707002,0.749748,
coq-6,0.673532,0.680279,O01884,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",14.3473,16.4794,14.7972,14.9198,14.1569,14.6545,14.6222,14.416,0.680279,0.358262,0.673532,1.40793,
"CELE_R08F11,4",0.19695,0.324866,O01889,Uncharacterized protein,13.1629,12.4816,12.9403,12.848,12.8231,12.7771,13.0102,12.0347,0.324866,0.613777,0.19695,0.764965,
"CELE_R08F11,1",0.427492,0.61654,O01893,Non-lysosomal glucosylceramidase,13.6401,12.5984,12.5481,13.3486,12.7218,12.5267,12.1478,13.029,0.61654,0.394564,0.427492,1.29845,
bra-2,-1.32344,1.16515,O01918,BMP Receptor Associated protein family,12.26,12.8633,11.533,12.2191,13.3824,14.1142,14.5501,12.1224,1.16515,0.174364,-1.32344,-2.21819,
mboa-6,0.28528,1.04667,O01925,Lysophospholipid acyltransferase 5,16.2678,15.816,16.025,16.3866,15.7348,15.7329,15.9656,15.9211,1.04667,0.207505,0.28528,2.02072,
tag-96,-0.23537,0.245536,O01969;X5LVA8,Uncharacterized protein,11.6165,12.7914,12.5194,11.8763,11.635,12.8828,12.5072,12.72,0.245536,0.692337,-0.23537,-0.603698,
emr-1,-0.0159652,0.0232746,O01971,Emerin homolog 1,15.7319,14.9714,14.8236,15.5074,15.4249,15.0181,15.2759,15.3793,0.0232746,0.965168,-0.0159652,-0.0682307,
"eif-3,H",-0.13962,0.642848,O01974,Eukaryotic translation initiation factor 3 subunit H,17.1275,17.1013,16.8085,17.1673,17.251,17.2405,17.2713,17.0004,0.642848,0.382023,-0.13962,-1.34383,
"CELE_T23C6,4",-1.00181,1.91256,O02040,Uncharacterized protein,10.5877,10.1749,10.3691,10.6069,11.5652,10.718,11.9863,11.4764,1.91256,0.0624118,-1.00181,-3.53922,
san-1,0.642035,0.679062,O02053,Uncharacterized protein,12.9395,14.1311,13.4171,13.4361,11.7503,13.4982,13.2394,12.8677,0.679062,0.358817,0.642035,1.40585,
rpl-4,0.637812,3.1279,O02056,60S ribosomal protein L4,19.3557,19.2812,19.4155,19.133,18.448,18.8167,18.7463,18.6231,3.1279,0.0136444,0.637812,6.30105,+
ptps-1,-0.305112,0.246088,O02058,Putative 6-pyruvoyl tetrahydrobiopterin synthase,14.0857,12.0656,12.6545,12.946,13.9154,12.6716,12.957,13.4282,0.246088,0.692572,-0.305112,-0.604857,
smz-2,0.549037,0.506469,O02063,Sperm Meiosis PDZ domain containing proteins,17.033,14.806,15.3675,16.3002,15.1859,15.4681,15.3535,15.3031,0.506469,0.469019,0.549037,1.10484,
"CELE_F19B10,10",0.591323,0.239186,O02075,Uncharacterized protein,10.5433,6.57677,10.3853,10.653,9.11973,8.90108,9.2473,8.52495,0.239186,0.699746,0.591323,0.590318,
"C48E7,1",-0.497781,0.735624,O02082,Uncharacterized protein,16.8722,16.9665,17.6992,16.552,16.9634,17.4986,18.0697,17.5492,0.735624,0.326429,-0.497781,-1.50186,
haf-2,0.546087,1.148,O02086,HAlF transporter (PGP related),13.818,12.9451,13.1455,13.556,13.0348,12.4937,12.6295,13.1223,1.148,0.177705,0.546087,2.18953,
msra-1,0.115503,0.328118,O02089,Methionine Sulfoxide Reductase A,15.2316,14.7585,14.6537,14.8079,14.9247,14.5521,14.8097,14.7032,0.328118,0.610571,0.115503,0.771369,
rpb-4,0.550426,0.817638,O02092,RNA Polymerase II (B) subunit,16.2634,14.8802,15.4743,15.8043,14.8038,15.5342,15.0362,14.8464,0.817638,0.293161,0.550426,1.63969,
"C18E3,5",0.25142,0.255183,O02097,Uncharacterized protein,12.4249,12.1087,11.1942,12.6978,12.4981,11.3917,11.6621,11.8679,0.255183,0.683327,0.25142,0.623876,
"swsn-2,2",-0.03318,0.03658,O02101,SWI/SNF nucleosome remodeling complex component,14.2719,13.8799,13.5736,14.3309,14.0496,13.4769,13.934,14.7285,0.03658,0.946375,-0.03318,-0.105758,
mlt-8,-1.51573,2.49399,O02106,Uncharacterized protein,11.4077,12.5471,11.8041,11.4875,13.382,13.0052,13.0884,13.8337,2.49399,0.0297208,-1.51573,-4.73547,+
cdc-37,0.605823,1.80069,O02108;Q336L8,Probable Hsp90 co-chaperone cdc37;Cell Division Cycle related,18.019,18.481,17.8145,18.3217,17.6865,17.4694,17.3017,17.7554,1.80069,0.0732128,0.605823,3.32913,
"CELE_W08F4,3",-0.280393,0.594072,O02109,Uncharacterized protein,14.5412,14.9151,15.5182,15.2079,15.2102,15.172,15.4696,15.4522,0.594072,0.410142,-0.280393,-1.25946,
pcn-1,0.441633,0.971401,O02115,Proliferating cell nuclear antigen,17.8601,18.2611,17.9898,17.9808,17.0061,17.8915,17.9407,17.487,0.971401,0.232648,0.441633,1.89569,
"CELE_E03H12,7",-0.577085,0.914057,O02129,Uncharacterized protein,11.9967,11.7602,10.6322,11.0521,11.9727,11.7857,12.0724,11.9187,0.914057,0.251835,-0.577085,-1.80041,
"C46G7,2",0.26139,0.685096,O02141,Uncharacterized protein,16.552,15.9931,16.3219,16.1417,15.7373,16.1688,15.7677,16.2892,0.685096,0.354932,0.26139,1.41614,
grd-14,-0.0752852,0.253493,O02153,GRounDhog (Hedgehog-like family),14.0807,14.1526,14.1029,13.9716,14.2111,14.2727,14.3127,13.8124,0.253493,0.684356,-0.0752852,-0.620353,
grd-4,0.460565,1.92567,O02154,GRounDhog (Hedgehog-like family),10.6808,10.0576,10.4076,10.4315,9.96312,9.92728,9.95559,9.88935,1.92567,0.0614238,0.460565,3.56421,
"CELE_T09B4,5",-0.117515,0.188103,O02155,Uncharacterized protein,16.7926,16.1393,16.7376,16.3643,17.092,16.4242,16.2318,16.7557,0.188103,0.755096,-0.117515,-0.479619,
"CELE_T09B4,8",0.134645,0.335915,O02158,Uncharacterized protein,17.164,17.2905,16.7227,17.3302,16.7552,17.1308,17.1802,16.9027,0.335915,0.603478,0.134645,0.786668,
tin-44,-0.0104675,0.0270741,O02161,Probable mitochondrial import inner membrane translocase subunit tin-44,15.1248,15.1941,15.0958,15.5068,15.1012,15.0867,15.2953,15.4801,0.0270741,0.960916,-0.0104675,-0.0790506,
pigv-1,0.28643,0.127577,O02164,GPI mannosyltransferase pigv-1,13.1316,15.4224,12.8332,12.401,13.8377,11.6652,13.482,13.6574,0.127577,0.831406,0.28643,0.339981,
aakg-2,-0.0281727,0.0527472,O02168,AMP-Activated protein Kinase Gamma subunit,14.8595,14.9504,14.4181,14.761,14.707,15.1333,14.8378,14.4235,0.0527472,0.925552,-0.0281727,-0.150065,
oxa-1,-0.145065,0.0812546,O02207,OXA mitochondrial inner membrane insertase homolog,13.8487,13.4477,13.6045,12.8231,15.0508,12.1438,13.8561,13.2535,0.0812546,0.888522,-0.145065,-0.22511,
"C01A2,4",-0.190702,0.366731,O02208,Uncharacterized protein,14.2445,13.534,14.0993,14.4426,14.4933,14.3955,14.2133,13.9812,0.366731,0.578138,-0.190702,-0.846372,
tads-1,0.718926,0.238721,O02209,Temporal Asymmetry between Division of Sister cells,16.3755,11.1419,13.618,14.115,14.0116,13.6084,13.3505,11.4043,0.238721,0.699766,0.718926,0.589336,
cbl-1,0.106435,0.248877,O02215,Cystathionine Beta Lyase,15.6636,15.1207,15.1664,15.6949,15.5069,15.1313,15.2427,15.3389,0.248877,0.689397,0.106435,0.610706,
mrpl-34,-0.194845,0.310885,O02220,"Mitochondrial Ribosomal Protein, Large",13.8961,14.2492,13.1439,14.0915,13.9797,13.9582,14.334,13.8882,0.310885,0.626456,-0.194845,-0.737258,
gln-6,0.42492,0.78596,O02225,GLutamiNe synthetase (Glutamate-ammonia ligase),15.8949,16.2801,16.5037,15.6414,15.214,16.0649,15.8313,15.5103,0.78596,0.30786,0.42492,1.58661,
"C54C8,3;CELE_E03H4,11",1.63708,1.77991,O02231;O17750,Hexosyltransferase,15.759,15.7355,14.952,16.115,12.7549,14.0841,14.6094,14.5648,1.77991,0.0751588,1.63708,3.2907,
pqn-27,0.152245,0.563026,O02238,Prion-like-(Q/N-rich)-domain-bearing protein,15.8807,15.4627,15.5122,15.7323,15.7215,15.3483,15.4283,15.4808,0.563026,0.429371,0.152245,1.20516,
pcp-3,-0.0737877,0.176893,O02252,Prolyl Carboxy Peptidase like,16.4505,16.1713,16.0749,16.7564,16.5119,16.3381,16.545,16.3533,0.176893,0.769583,-0.0737877,-0.454518,
alh-7,0.51947,4.69471,O02266,ALdehyde deHydrogenase,16.6106,16.4613,16.4252,16.4517,15.9537,15.9507,15.9679,15.9987,4.69471,0.00233333,0.51947,12.0113,+
"CELE_F45H10,3",0.154913,0.331948,O02267,Uncharacterized protein,18.576,18.1789,18.1338,18.8272,18.5139,18.0929,18.0824,18.4071,0.331948,0.607327,0.154913,0.778894,
drr-1,-0.846417,0.575632,O02268,Dietary Restriction Response (WT but not eat-2 lifespan increased),13.3313,15.0112,15.6173,14.4135,14.1786,16.4716,15.2561,15.8526,0.575632,0.421033,-0.846417,-1.22727,
pck-2,0.166659,0.748899,O02286,Phosphoenolypyruvate CarboxyKinase,19.6416,19.7014,19.4489,19.7264,19.5197,19.6897,19.3469,19.2954,0.748899,0.32198,0.166659,1.52427,
lbp-7,0.16625,0.799857,O02323,Fatty acid-binding protein homolog 7,17.0978,16.7206,16.7499,17.0065,16.8006,16.6993,16.7938,16.6161,0.799857,0.301621,0.16625,1.60992,
prmt-9,0.151265,0.534415,O02325,PRotein arginine MethylTransferase,13.837,14.1185,13.7013,14.0361,13.5709,13.9364,13.9132,13.6674,0.534415,0.44987,0.151265,1.15466,
"T23D8,3",-0.204877,0.58665,O02327,Protein LTV1 homolog,14.4905,13.9513,14.0777,14.017,14.6642,14.2136,14.1872,14.2911,0.58665,0.413688,-0.204877,-1.24652,
"eif-3,C",-0.377251,2.11301,O02328,Eukaryotic translation initiation factor 3 subunit C,16.2609,16.1144,16.0149,16.2255,16.3281,16.6802,16.4942,16.6222,2.11301,0.0475166,-0.377251,-3.93045,+
lron-9,-0.0222602,0.0205994,O02329;Q58A95,ELRR (Extracellular Leucine-Rich Repeat) ONly,14.2063,14.2684,13.0615,14.4566,13.8354,14.308,14.3534,13.585,0.0205994,0.967303,-0.0222602,-0.0605614,
pri-2,0.0902274,0.0528412,O02334,DNA primase large subunit,13.1568,13.2344,12.1636,11.0822,11.5255,12.8977,12.7971,12.0557,0.0528412,0.925482,0.0902274,0.150319,
clec-186,-0.0195434,0.0266286,O02343,C-type LECtin,14.131,13.5151,13.4653,13.3543,13.7747,14.039,13.5421,13.1882,0.0266286,0.960841,-0.0195434,-0.0777863,
nstp-5,-0.180318,0.217604,O02345,Nucleotide Sugar TransPorter family,14.9938,15.5161,14.2802,14.3758,14.5682,14.9747,14.9798,15.3645,0.217604,0.72088,-0.180318,-0.544243,
irg-5,-0.331187,0.331196,O02357,Infection Response protein,12.648,11.3324,11.4814,12.3348,11.8325,12.8494,12.6724,11.767,0.331196,0.607913,-0.331187,-0.777418,
"CELE_F35E12,6",0.241985,1.51009,O02358,Uncharacterized protein,15.7865,15.4919,15.5824,15.6377,15.3597,15.2799,15.335,15.5561,1.51009,0.105513,0.241985,2.80654,
dct-17,-0.479583,1.54824,O02360;Q52GX8;Q52GY0;Q52GY1,"DAF-16/FOXO Controlled, germline Tumor affecting;DAF-16/FOXO Controlled, germline Tumor affecting;DAF-16/FOXO Controlled, germline Tumor affecting;DAF-16/FOXO Controlled, germline Tumor affecting",15.7862,15.4801,15.4953,15.8228,16.3384,15.8325,15.9438,16.388,1.54824,0.101187,-0.479583,-2.87348,
"CELE_F35E12,10",-0.659565,3.26485,O02362,Uncharacterized protein,13.9675,14.0105,13.7318,14.1104,14.5949,14.766,14.6109,14.4868,3.26485,0.0107383,-0.659565,-6.68414,+
ifa-2,-0.0618825,0.167349,O02365,Intermediate filament protein ifa-2,17.431,17.8474,17.3719,17.9203,17.6763,17.7805,17.6662,17.6951,0.167349,0.778648,-0.0618825,-0.43289,
unc-37,-0.43938,0.94635,O02482,Transcription factor unc-37,14.4795,14.1639,13.728,14.296,14.2149,14.7331,15.0237,14.4531,0.94635,0.240598,-0.43938,-1.85408,
"ZK1073,1",0.186987,0.62691,O02485,"Uncharacterized protein ZK1073,1",15.518,14.8515,15.1572,15.1742,14.8864,15.0505,14.9606,15.0555,0.62691,0.390628,0.186987,1.31638,
snb-1,-0.0348077,0.0405077,O02495,Synaptobrevin-1,17.3338,16.2295,16.8833,16.7717,17.2239,16.4368,16.5836,17.1132,0.0405077,0.941732,-0.0348077,-0.116648,
gpx-1,0.018995,0.0348035,O02621,Glutathione peroxidase 1,13.8788,14.2569,13.9158,14.5013,14.3044,13.8174,14.0527,14.3024,0.0348035,0.949619,0.018995,0.100806,
aex-3,1.78338,2.27631,O02626,MAP kinase-activating death domain protein,15.9876,15.9086,15.8715,16.8231,14.1888,14.9109,14.9152,13.4424,2.27631,0.0375856,1.78338,4.26487,+
cyp-35a2,1.02568,0.951875,O02628,CYtochrome P450 family,12.677,11.1791,13.4235,11.9639,11.6694,10.5583,11.7098,11.2034,0.951875,0.238821,1.02568,1.86325,
cah-6,-0.0305126,0.0640598,O02637,Carbonic AnHydrase,14.3189,14.3269,14.2672,14.9373,14.4174,14.5197,14.6469,14.3883,0.0640598,0.91038,-0.0305126,-0.180291,
rpl-19,-0.941748,3.40341,O02639,60S ribosomal protein L19,18.6543,19.1888,19.0405,19.1165,19.9247,20.097,19.9333,19.812,3.40341,0.0095935,-0.941748,-7.09033,+
mdh-2,0.46298,1.35624,O02640,"Probable malate dehydrogenase, mitochondrial",21.221,20.7762,20.6177,20.6163,20.0705,20.583,20.466,20.2597,1.35624,0.130744,0.46298,2.54084,
cyp-33c8,0.545435,0.640101,O02641,CYtochrome P450 family,13.5211,13.0883,13.1569,13.1507,13.0232,11.4998,13.1229,13.0894,0.640101,0.383442,0.545435,1.33911,
sucl-2,-0.264247,2.84742,O02642,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",16.8746,16.9298,16.9316,16.9409,17.0883,17.2665,17.2539,17.1253,2.84742,0.019408,-0.264247,-5.56897,+
gsp-3;gsp-4,-0.30147,0.348818,O02658;P91420,Serine/threonine-protein phosphatase PP1-gamma;Serine/threonine-protein phosphatase PP1-delta,12.4854,13.0538,12.9558,12.5333,13.1064,13.948,12.8823,12.2976,0.348818,0.593329,-0.30147,-0.81181,
unc-64,0.10318,0.137763,O16000,Syntaxin-1A homolog,13.9335,13.158,13.2456,14.0476,13.9075,13.0953,13.4703,13.4989,0.137763,0.817006,0.10318,0.36423,
gst-33,-3.67845,1.84752,O16198,Glutathione S-Transferase,10.62,10.3034,9.97009,10.5335,14.1297,15.2829,10.9985,15.7297,1.84752,0.0696269,-3.67845,-3.41641,
lys-7,0.949427,2.87326,O16202,Lysozyme-like protein 7,15.9539,15.3419,15.6079,15.7793,14.5529,14.6871,14.6144,15.0309,2.87326,0.0185041,0.949427,5.63363,+
"CELE_F17A9,4",-0.100495,0.370253,O16214,Uncharacterized protein,14.1401,14.183,14.1524,13.8123,14.24,14.0128,14.0747,14.3622,0.370253,0.575142,-0.100495,-0.853122,
"CELE_F17A9,5",0.70417,1.96333,O16215,Uncharacterized protein,15.043,14.604,14.3626,14.1443,13.8263,13.8917,13.8196,13.7997,1.96333,0.0582582,0.70417,3.63644,
"F17A9,2",-0.679912,0.305239,O16216,CWF19-like protein 1 homolog,15.3426,18.0099,15.0623,17.7369,16.097,18.1187,18.1096,16.5459,0.305239,0.631663,-0.679912,-0.725989,
phat-3,-0.728968,1.7236,O16225,PHAryngeal gland Toxin-related,16.0858,15.4572,16.0425,15.6597,17.0502,16.3928,16.3978,16.3203,1.7236,0.0802457,-0.728968,-3.18743,
"C49G7,3",-0.568438,1.18031,O16226,Uncharacterized protein,18.1966,17.2928,17.8396,18.0427,18.8381,18.0967,18.2679,18.4427,1.18031,0.170494,-0.568438,-2.24357,
"djr-1,2",2.87538,4.97982,O16228,"Glutathione-independent glyoxalase DJR-1,2",13.0127,13.0698,13.8532,13.1707,10.2283,10.5684,10.5355,10.2725,4.97982,0,2.87538,13.4478,+
"CELE_F44E7,4",0.282245,0.961422,O16249;Q8IA89;Q8MXK1,Uncharacterized protein,17.0394,16.4184,16.7947,16.734,16.3422,16.6155,16.5852,16.3146,0.961422,0.234826,0.282245,1.87911,
"CELE_F44E7,9",0.36155,0.972273,O16254,Uncharacterized protein,16.2087,15.6304,15.6526,16.0357,15.7502,15.2358,15.3829,15.7123,0.972273,0.232325,0.36155,1.89713,
sti-1,-0.0188746,0.0275084,O16259,Stress-induced-phosphoprotein 1,18.3549,17.71,17.4319,18.1605,18.2039,17.7295,17.8072,17.9921,0.0275084,0.960324,-0.0188746,-0.080282,
"CELE_F40A3,2",-0.772803,3.07222,O16265,Uncharacterized protein,13.9014,14.0075,13.5876,14.1559,14.7339,14.5788,14.7141,14.7168,3.07222,0.0145075,-0.772803,-6.15026,+
"CELE_F40A3,6",-0.153792,1.44762,O16266,Uncharacterized protein,16.8136,16.772,16.7834,16.8842,16.838,16.9358,17.0267,17.0679,1.44762,0.116508,-0.153792,-2.69789,
ugt-61,0.00849724,0.00531159,O16276,UDP-glucuronosyltransferase,14.5484,12.6993,13.5655,13.3155,14.0966,13.3409,12.5466,14.1106,0.00531159,0.990563,0.00849724,0.0158812,
"CELE_F59A7,2",-2.96654,4.08487,O16281,Uncharacterized protein,10.6501,10.2737,10.4123,10.5787,14.069,12.6734,13.2815,13.757,4.08487,0.00453731,-2.96654,-9.40172,+
cysl-4,-0.451477,0.761123,O16284,Cysteine synthase,15.2811,14.6519,14.6592,15.5405,15.7978,15.1598,15.1611,15.82,0.761123,0.316918,-0.451477,-1.54487,
"CELE_F32D1,7",1.20377,1.89367,O16291,Uncharacterized protein,14.5494,14.4153,14.2675,14.8841,13.2438,14.1106,13.3844,12.5624,1.89367,0.0646336,1.20377,3.50336,
"F32D1,5",0.0020628,0.00310922,O16294,GMP reductase,17.6111,17.9237,17.6953,18.1976,17.4185,18.26,17.984,17.7569,0.00310922,0.994427,0.0020628,0.00931957,
mcm-7,0.36642,0.996776,O16297,DNA helicase,15.2422,15.3939,14.8156,14.9612,14.8894,14.8824,14.3294,14.846,0.996776,0.22337,0.36642,1.93783,
hpo-18,0.165147,0.211836,O16298,Uncharacterized protein,20.355,19.364,19.3359,20.0167,20.1386,19.4805,19.4775,19.3144,0.211836,0.727861,0.165147,0.531762,
dnj-19,-0.12902,0.367764,O16303,DNaJ domain (Prokaryotic heat shock protein),15.983,15.6769,15.4331,15.8184,16.1344,15.8407,15.6852,15.7673,0.367764,0.577614,-0.12902,-0.848354,
cmd-1,-0.255939,1.56334,O16305,Calmodulin,18.3292,18.6666,18.538,18.612,18.6483,18.8324,18.8385,18.8503,1.56334,0.0991543,-0.255939,-2.90008,
fkb-3,-1.23758,3.03349,O16309,Peptidylprolyl isomerase,14.7675,14.5168,15.0724,14.4964,16.2445,15.6288,15.7474,16.1828,3.03349,0.0155619,-1.23758,-6.04703,+
"C05C8,2",-0.256938,0.328169,O16311,KRR1 small subunit processome component,13.5201,13.0784,12.2245,13.5312,13.121,13.236,13.3074,13.7175,0.328169,0.610679,-0.256938,-0.771469,
"C05C8,1",0.336442,1.36339,O16314,Uncharacterized protein,15.0453,14.919,14.7041,14.4793,14.422,14.4489,14.362,14.5691,1.36339,0.130004,0.336442,2.55304,
"C05C8,7",1.85428,2.05316,O16315,Uncharacterized protein,14.9091,14.6799,14.2997,16.4389,12.9461,13.1319,13.2822,13.5502,2.05316,0.0503173,1.85428,3.81151,
"C10B5,3",-0.103405,0.204785,O16319,Uncharacterized protein,15.843,15.0339,15.0714,15.2446,15.3115,15.2981,15.3922,15.6047,0.204785,0.734443,-0.103405,-0.516407,
irg-1,0.782848,1.79412,O16327,Infection Response protein,13.1154,12.7014,12.7095,13.2151,11.6033,12.1634,12.4737,12.3696,1.79412,0.074237,0.782848,3.31696,
catp-3,-0.76434,0.772753,O16331,Cation transporting ATPase,13.4689,13.6935,12.683,11.6295,13.2644,13.6701,13.9742,13.6234,0.772753,0.31305,-0.76434,-1.56443,
asp-8,-0.481668,0.447236,O16338,ASpartyl Protease,14.2796,12.035,12.8,12.6252,13.1948,13.4986,13.5054,13.4676,0.447236,0.514639,-0.481668,-0.997401,
rpt-2,0.174618,0.554712,O16368,Probable 26S protease regulatory subunit 4,16.3725,16.6595,16.0964,16.5124,16.2478,16.3849,16.3132,15.9964,0.554712,0.435123,0.174618,1.19054,
aps-1,-0.810815,1.38703,O16369,"AdaPtin, Small chain (Clathrin associated complex)",14.2779,14.8054,15.0117,14.2958,15.0077,15.9714,15.6978,14.9571,1.38703,0.12566,-0.810815,-2.59352,
"CELE_M03F8,6",2.23692,2.35541,O16379,Uncharacterized protein,15.6597,16.7588,16.5831,16.7161,14.7172,13.0841,13.948,15.0207,2.35541,0.0343747,2.23692,4.43244,+
"C36C5,5",-0.627452,0.881379,O16405,Uncharacterized protein,13.4383,13.0143,13.0508,11.8402,13.6955,13.4555,13.2131,13.4892,0.881379,0.264456,-0.627452,-1.74604,
"C36C5,12",0.21764,0.444192,O16406,"UPF0376 protein C36C5,12",14.3128,13.8339,13.8438,14.5798,14.0294,13.7345,13.7206,14.2152,0.444192,0.516892,0.21764,0.991805,
phat-5,0.100185,0.116786,O16420,PHAryngeal gland Toxin-related,14.1482,14.8204,14.0734,14.0272,13.5077,14.5233,14.6343,14.003,0.116786,0.843324,0.100185,0.313917,
phat-4,-0.0672174,0.127758,O16424,PHAryngeal gland Toxin-related,15.4686,15.7918,16.2456,15.7148,15.9982,15.5786,15.8223,16.0907,0.127758,0.831278,-0.0672174,-0.340413,
ftn-1,0.590704,2.72596,O16453,Ferritin,10.6547,10.305,10.3076,10.5954,9.697,9.8985,9.91262,9.99166,2.72596,0.023482,0.590704,5.27207,+
tag-196,-0.873523,2.12104,O16454,Uncharacterized protein,15.3826,14.4803,14.9898,14.7118,16.0387,15.6429,15.5578,15.8191,2.12104,0.0474588,-0.873523,-3.94653,+
vps-60,-0.138483,0.296132,O16458,Related to yeast Vacuolar Protein Sorting factor,14.8997,14.7086,15.5409,15.1728,15.2178,15.1651,15.0682,15.4248,0.296132,0.64048,-0.138483,-0.707712,
grd-5,0.201473,0.380359,O16462,GRounDhog (Hedgehog-like family),18.9683,18.3935,18.6014,18.4384,18.2921,18.5886,17.9189,18.7961,0.380359,0.565709,0.201473,0.872412,
"CELE_F41E6,12",-1.24766,2.7752,O16465,Uncharacterized protein,12.9512,13.2245,13.8634,13.0135,14.3722,14.4215,14.4403,14.8093,2.7752,0.0215639,-1.24766,-5.39105,+
cyp-33c9,0.0021379,0.00344928,O16482,CYtochrome P450 family,14.5246,14.6211,14.3717,13.9494,14.3001,14.0309,14.3978,14.7294,0.00344928,0.993723,0.0021379,0.0103349,
natc-2,0.169793,0.402179,O16486,N-alpha-AcetylTransferase C complex subunit,14.0022,13.4253,13.7109,14.1143,13.655,13.5385,13.4537,13.9263,0.402179,0.545479,0.169793,0.913682,
"B0238,11",-0.154455,0.439319,O16487,Uncharacterized protein,14.7413,14.9953,15.2185,14.8938,14.8489,15.1384,15.0479,15.4316,0.439319,0.518951,-0.154455,-0.982827,
"B0238,1",-0.102993,0.0280388,O16497,Carboxylic ester hydrolase,16.9975,18.371,14.8029,14.862,14.4363,18.1876,15.205,17.6164,0.0280388,0.96048,-0.102993,-0.0817842,
atp-4,-0.0640273,0.410719,O16517,ATP synthase subunit,20.4989,20.3096,20.2388,20.2451,20.4442,20.2968,20.3855,20.4219,0.410719,0.539509,-0.0640273,-0.929698,
alh-4,0.0672402,0.426099,O16518;Q86S57;Q8MXJ7,Aldehyde dehydrogenase,16.7421,16.5446,16.5541,16.7741,16.5592,16.6003,16.5098,16.6766,0.426099,0.527011,0.0672402,0.958365,
gad-1,-0.25843,0.931635,O16519,Gastrulation defective protein 1,12.8812,12.658,12.406,12.7292,12.85,13.0628,12.6793,13.1161,0.931635,0.245687,-0.25843,-1.82963,
erfa-1,-0.209988,1.27707,O16520,Eukaryotic peptide chain release factor subunit 1,16.2808,16.2031,16.2364,16.492,16.3826,16.458,16.5642,16.6474,1.27707,0.145784,-0.209988,-2.40634,
hpo-19,0.253237,1.94648,O16521,NADH-cytochrome b5 reductase,17.3598,17.5654,17.4417,17.525,17.1736,17.2934,17.3206,17.0914,1.94648,0.0596481,0.253237,3.60404,
gba-1,-0.567395,3.28085,O16580,Putative glucosylceramidase 1,14.5603,14.5655,14.3753,14.7547,15.0663,15.1703,15.0842,15.2045,3.28085,0.0104276,-0.567395,-6.73005,+
mtq-2,0.686178,0.577389,O16582,MethylTransferase modifying glutamine (Q),13.2352,15.5527,14.6065,14.7769,13.3046,14.4195,14.2526,13.4499,0.577389,0.419882,0.686178,1.23034,
"C33C12,10",-0.51877,1.83404,O16583,Uncharacterized protein,12.8477,12.518,12.981,13.0221,13.1147,13.5162,13.539,13.2738,1.83404,0.0710835,-0.51877,-3.3912,
