geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 eat2_d10_01,log2 eat2_d10_02,log2 eat2_d10_03,log2 eat2_d10_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04, -Log.p.value,Student's T-test q-value eat2_d10_N2_d10,log2FC,Student's T-test Test statistic eat2_d10_N2_d10,Sign p-val: 0.05 
rad-51,6.11677,5.11914,G5EGG8;L8E822;Q95Q25,RAD51 short isoform;Uncharacterized protein;Uncharacterized protein,20.9089,19.5211,20.9024,21.0579,14.3325,14.0191,14.4375,15.1341,5.11914,0,6.11677,14.2071,+
moc-1,-0.956475,2.87558,G5EGH2,MOlybdenum Cofactor biosynthesis,13.3759,13.1578,13.6589,13.333,13.9815,14.3566,14.3812,14.6322,2.87558,0.00109466,-0.956475,-5.63947,+
lon-8,-1.42799,2.25551,G5EGH7,Protein lon-8,14.8178,15.3727,14.9125,14.944,16.8746,15.8222,15.9817,17.0805,2.25551,0.00270045,-1.42799,-4.22142,+
zig-1,1.60442,2.96602,G5EGI7,Zwei Ig domain protein zig-1,15.6025,15.3221,16.31,16.3451,14.4903,14.0686,14.3976,14.2055,2.96602,0.000925586,1.60442,5.87029,+
ida-1,-1.10621,1.44182,G5EGJ5,IA2,13.2608,13.0916,12.516,12.8265,13.279,14.2436,13.6054,14.9918,1.44182,0.0139507,-1.10621,-2.68785,+
tln-1,-0.0216031,0.0563849,G5EGK1,TaLiN,17.3294,17.1775,16.8264,16.8707,17.0089,17.1064,16.9514,17.2238,0.0563849,0.817223,-0.0216031,-0.159851,
ugt-16,-1.24085,2.13446,G5EGK7,UDP-glucuronosyltransferase,13.094,13.2919,12.7704,13.2544,14.4673,13.5542,14.4109,14.9418,2.13446,0.00321699,-1.24085,-3.97351,+
let-92,-0.518703,2.08099,G5EGK8,Serine/threonine-protein phosphatase 2A catalytic subunit,17.892,17.6733,18.1306,18.0386,18.2228,18.4417,18.4858,18.659,2.08099,0.00352467,-0.518703,-3.86659,+
"CELE_T28D6,6",-0.74454,3.34824,G5EGL2,Uncharacterized protein,16.3849,16.5473,16.4225,16.2874,17.0739,16.9352,17.262,17.3491,3.34824,0.000359942,-0.74454,-6.92627,+
fat-6,1.23206,1.74921,G5EGN2,Delta(9)-fatty-acid desaturase fat-6,15.5001,15.0056,15.183,16.197,13.9246,13.664,14.4752,14.8937,1.74921,0.00732502,1.23206,3.23425,+
vha-6,-0.543786,2.16698,G5EGP4,V-type proton ATPase subunit a,17.5272,17.2381,17.6794,17.6496,17.9876,18.0469,17.9125,18.3224,2.16698,0.00315934,-0.543786,-4.03931,+
cpz-1,0.13405,0.119584,G5EGP8,CathePsin Z,17.4472,17.4593,17.009,17.2762,17.0076,16.3909,16.9538,18.3032,0.119584,0.646607,0.13405,0.320713,
"CELE_W02A11,1",-1.52031,1.77582,G5EGR8,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A,14.8102,15.3371,14.2272,14.6933,16.3993,15.4858,17.3589,15.9051,1.77582,0.00694977,-1.52031,-3.28315,+
gbf-1,-0.018188,0.00477113,G5EGS5,Uncharacterized protein,15.2439,14.9175,15.1344,15.2782,11.7018,15.91,15.2534,17.7817,0.00477113,0.984356,-0.018188,-0.014274,
syp-1,-1.5224,3.21222,G5EGS8,Synaptonemal complex protein SYP-1,13.3338,12.8189,12.6983,13.2622,14.3512,14.3526,14.4393,15.0596,3.21222,0.000405648,-1.5224,-6.53481,+
cyp-31a2;cyp-31a3,-1.00434,1.3829,G5EGT6;Q9N574,CYtochrome P450 family,13.3739,12.8554,14.3587,13.9856,14.0791,14.7206,14.7625,15.0288,1.3829,0.0161562,-1.00434,-2.58644,+
iffb-1,-0.760658,0.943727,G5EGT7,Eukaryotic translation initiation factor eIF5B,16.3813,16.7274,16.1677,16.2154,16.7196,16.3417,17.3423,18.1309,0.943727,0.0486949,-0.760658,-1.84972,+
egl-30,-0.342051,0.710851,G5EGU1,EGL-30,17.5285,17.4654,17.2318,17.3039,17.3768,17.6238,17.5183,18.3788,0.710851,0.0919539,-0.342051,-1.45993,
"B0416,5",0.208065,0.456825,G8JXY9;Q11073,"Uncharacterized protein;Uncharacterized protein B0416,5",16.0423,16.2391,16.2337,16.4354,15.6231,16.4578,16.2164,15.821,0.456825,0.198242,0.208065,1.01498,
pdxk-1,3.07671,4.32004,G8JXZ7;H1ZUV6;O01824,PyriDoXal Kinase homolog;PyriDoXal Kinase homolog;Putative pyridoxal kinase,18.0692,17.5355,17.3619,16.934,14.1229,14.4015,14.1557,14.9136,4.32004,0,3.07671,10.3397,+
pcm-1,0.354814,0.559801,G8JY24;Q27873,Protein-L-isoaspartate O-methyltransferase,15.3053,14.6179,14.136,14.455,14.1622,14.0627,14.111,14.7591,0.559801,0.143694,0.354814,1.19949,
"CELE_K07C11,7;K07C11,7",0.00472021,0.00599029,G8JY31;Q21268,"Uncharacterized protein;UPF0046 protein K07C11,7",17.8752,17.532,17.2158,17.8243,17.6083,17.1135,17.5434,18.1632,0.00599029,0.980053,0.00472021,0.0178967,
ubq-1;ubq-1;ubq-2,-1.34999,2.2721,G8JY83;P0CG71;P49632,UBiQuitin;Polyubiquitin-A;Ubiquitin-60S ribosomal protein L40,22.258,20.8479,21.8904,21.4548,22.8894,23.2113,22.979,22.7715,2.2721,0.00260661,-1.34999,-4.25606,+
asm-3,-0.942816,1.99344,G8JY85;Q9UAY4,Sphingomyelin phosphodiesterase;Putative sphingomyelin phosphodiesterase asm-3,13.057,13.3166,12.9134,13.2157,14.1292,13.3771,14.4409,14.3268,1.99344,0.00431223,-0.942816,-3.69467,+
ifc-2,2.44303,4.61665,G8JY94;Q21067,"Intermediate Filament, C;Intermediate filament protein ifc-2",18.9426,18.7045,19.1497,19.242,16.3807,16.3056,16.5123,17.0681,4.61665,0,2.44303,11.6438,+
"zfp-1;F54F2,2/F54F2,3/F54F2,4",-3.35367,1.32209,G8JYB8;P34447,"Zinc Finger Protein;Uncharacterized protein F54F2,2, isoform a",7.18589,13.289,12.1071,10.8692,13.841,14.1975,13.8122,15.0153,1.32209,0.0190287,-3.35367,-2.48266,+
"gcp-2,1",-1.4098,2.02352,G8JYE4;P91406,See cpr;Glutamate carboxypeptidase 2 homolog,17.3845,17.3099,16.6011,16.9886,18.3416,18.0753,18.054,19.4525,2.02352,0.00414779,-1.4098,-3.75331,+
nxt-1,-1.72197,3.57698,G8JYG1;Q9U757,NTF2-related eXporT protein;NTF2-related export protein,15.8869,16.3559,15.6441,15.3138,17.5645,17.3666,17.5471,17.6104,3.57698,0.000183824,-1.72197,-7.62735,+
vps-51,-1.06832,1.74166,G8XYY4;O01839,Related to yeast Vacuolar Protein Sorting factor;Vacuolar protein sorting-associated protein 51 homolog,13.2314,13.2299,12.9217,13.2501,13.5797,14.2529,13.9738,15.0999,1.74166,0.0074236,-1.06832,-3.22042,+
wdr-4,-0.688908,2.63822,G8XYY6;Q23232,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit,15.8565,16.0469,15.6807,15.8261,16.4171,16.3683,16.511,16.8695,2.63822,0.00137858,-0.688908,-5.06457,+
"CELE_Y48C3A,14",-0.209321,0.261087,H1UBJ9,DNA topoisomerase,14.3882,14.0605,13.8198,14.1756,13.7034,14.1487,14.262,15.1674,0.261087,0.385384,-0.209321,-0.636141,
zoo-1,-1.21918,2.09954,H1UBK8;H1UBK9;H1UBL0;Q56VX4;Q8I103,ZO-1 (Zonula Occludens tight junctional protein) Ortholog,13.1829,13.3585,12.7795,13.1999,14.0551,14.2859,13.8828,15.1737,2.09954,0.00334694,-1.21918,-3.9035,+
"CELE_Y65B4BL,1",-1.54318,2.06318,H1ZUX7,Uncharacterized protein,14.3829,14.8081,13.1924,14.3497,15.2249,15.7699,16.2281,15.6829,2.06318,0.00379221,-1.54318,-3.8313,+
"C06A1,2",0.999231,1.44861,H2FLG7,Uncharacterized protein,15.6039,15.2776,14.6175,15.8832,14.4771,14.3751,13.6653,14.8677,1.44861,0.0136437,0.999231,2.69961,+
stl-1,-1.51612,2.67413,H2FLJ1,STomatin-Like,16.6767,16.9558,16.7696,16.7267,18.2189,18.0261,17.8208,19.1275,2.67413,0.00139484,-1.51612,-5.14881,+
lea-1,-1.47397,5.0756,H2FLK8,Plant Late Embryo Abundant (LEA) related,20.2859,19.9704,20.1859,20.1686,21.5338,21.5835,21.5192,21.8702,5.0756,0,-1.47397,-13.9655,+
lea-1,-1.45504,2.04646,H2FLK9,Plant Late Embryo Abundant (LEA) related,18.836,19.1175,17.9043,18.4333,20.1559,19.8218,19.4085,20.7251,2.04646,0.00396441,-1.45504,-3.79832,+
"CELE_T10C6,6",-1.02386,2.28555,H2FLL6;H2FLL7;H2FLL8;H2FLL9;O62376;Q9U372,Uncharacterized protein,13.1486,13.3097,12.8395,13.0869,14.2313,13.4817,14.4618,14.3054,2.28555,0.00255133,-1.02386,-4.28424,+
"CELE_Y38E10A,22",-1.04468,2.39006,H2KMK6,Uncharacterized protein,15.6771,15.5375,15.1349,15.3909,16.9741,16.002,16.398,16.545,2.39006,0.00200743,-1.04468,-4.50706,+
"CELE_Y48G10A,4",-1.44183,2.01034,H2KML6;H2KML7,Uncharacterized protein,12.2724,13.2456,12.3359,13.1518,13.8051,13.8306,14.1078,15.0295,2.01034,0.00431376,-1.44183,-3.72756,+
ain-2,-1.05542,1.89522,H2KY58,ALG-1 INteracting protein,15.9679,16.4544,15.93,15.9102,16.875,16.6118,17.1251,17.8722,1.89522,0.00534699,-1.05542,-3.50629,+
ain-2,-1.30137,4.77065,H2KY60,ALG-1 INteracting protein,13.0249,13.2334,12.8961,13.0101,14.1438,14.3977,14.3128,14.5156,4.77065,0,-1.30137,-12.3792,+
cyp-34a9,-1.28177,1.30058,H2KY68;H2KY69,CYtochrome P450 family,13.9216,15.7938,15.2441,14.6707,16.3652,15.4951,15.8482,17.0488,1.30058,0.0201275,-1.28177,-2.44615,+
pqn-31,-1.86352,5.98924,H2KY72;Q7JNW7,Prion-like-(Q/N-rich)-domain-bearing protein,17.015,17.2284,16.9596,16.9483,18.7547,18.9419,18.8431,19.0657,5.98924,0,-1.86352,-19.9642,+
"CELE_F56C9,10",-0.246928,0.20934,H2KY88;Q8MQ22,Uncharacterized protein,13.5828,13.4876,13.9514,14.1223,14.3557,14.1155,12.7869,14.8737,0.20934,0.463828,-0.246928,-0.526339,
"CELE_Y25C1A,7",-0.00386858,0.00183131,H2KY99,Uncharacterized protein,15.1142,15.2874,14.0911,12.8907,13.7893,13.7631,14.2275,15.6188,0.00183131,0.993601,-0.00386858,-0.00549716,
unc-82,-1.78238,2.00015,H2KYA5,Uncharacterized protein,18.0041,16.0615,16.9216,16.8568,19.064,18.2814,18.2957,19.3324,2.00015,0.00433078,-1.78238,-3.70772,+
ttc-7,-0.186628,0.1676,H2KYB6,TeTratriCopeptide repeat domain protein related,13.3299,13.269,12.6513,13.0303,12.4395,13.0632,13.1603,14.364,0.1676,0.541494,-0.186628,-0.433461,
grld-1,-0.0498211,0.0193774,H2KYB8;H2KYB9,Glutamate Receptor Level Decreased,16.2143,12.226,14.0556,13.1707,14.0606,13.7584,13.5865,14.4605,0.0193774,0.933333,-0.0498211,-0.0570436,
ajm-1,-2.39498,6.31254,H2KYC6,Apical Junction Molecule,16.2718,16.4235,16.0133,16.0345,18.6765,18.549,18.4958,18.6017,6.31254,0,-2.39498,-22.634,+
"C01B10,6",0.731611,0.672732,H2KYC9;Q8MQF7;V6CLC8,Uncharacterized protein,14.3398,15.3196,14.3969,14.395,13.4454,14.3977,12.7987,14.8831,0.672732,0.103224,0.731611,1.39505,
nra-4,-0.144745,0.229561,H2KYE0;Q9UAN9,Nicotinic Receptor Associated,15.764,16.4436,15.883,15.4585,16.4365,15.7373,15.9099,16.0444,0.229561,0.43005,-0.144745,-0.569888,
"CELE_R11G1,6",-0.943868,2.94286,H2KYE1;Q7Z1P8;Q7Z1P9;Q8MPZ6,Uncharacterized protein,16.3541,15.8849,16.3611,16.3865,16.9863,17.4413,17.0333,17.3013,2.94286,0.00100596,-0.943868,-5.81054,+
bas-1,0.110888,0.125549,H2KYG4;O45137,Biogenic Amine Synthesis related,14.739,13.7824,14.6839,14.3766,13.7752,14.4175,14.0321,14.9135,0.125549,0.632114,0.110888,0.335112,
"C05D9,9",0.57769,1.03874,H2KYG6,Uncharacterized protein,16.0425,15.7242,15.9633,15.836,14.6669,15.0738,15.5765,15.938,1.03874,0.0386073,0.57769,2.00754,+
"C07A12,7",-1.02682,3.30922,H2KYH5;Q95QX5,Uncharacterized protein,17.2488,17.2865,16.8704,17.0766,18.0088,17.9251,18.2047,18.4511,3.30922,0.000343015,-1.02682,-6.8121,+
"C06G3,5",-0.84842,1.04732,H2KYI5;Q86NI2,Uncharacterized protein,18.6342,18.541,18.4559,18.535,19.7497,18.9771,18.4689,20.3641,1.04732,0.0376667,-0.84842,-2.02179,+
ttr-59,0.938115,2.79737,H2KYJ2,TransThyretin-Related family domain,18.5754,18.4443,17.9096,18.4792,17.5423,17.2392,17.2998,17.5747,2.79737,0.00121435,0.938115,5.44523,+
mtch-1,-0.0639725,0.0818995,H2KYJ5,MiTochondrial Carrier Homolog,17.4599,17.6165,18.5122,18.4996,18.0517,18.0466,18.1414,18.1044,0.0818995,0.744293,-0.0639725,-0.226767,
tmd-2,-1.1803,1.73433,H2KYK4;Q8I7M7,TropoMoDulin,13.345,13.2846,12.6457,13.0214,14.4386,14.2294,13.3768,14.9731,1.73433,0.00759703,-1.1803,-3.20702,+
"C39D10,8",-0.764188,0.657818,H2KYM0;H2KYM1;Q95QR7,Uncharacterized protein,13.5945,13.3384,12.4426,13.8738,14.2684,12.7594,14.3394,14.9388,0.657818,0.107668,-0.764188,-1.36953,
unc-73,-0.925977,1.73614,H2KYM2;H2KYM3;H2KYM4;O61528;Q7JNG4;Q7JNG6;Q95Q51,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Guanine nucleotide exchange factor UNC-73A;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein,16.2733,16.2271,15.9491,16.3025,17.3042,16.2993,17.5368,17.3157,1.73614,0.00758495,-0.925977,-3.21032,+
vps-45,0.519501,1.74381,H2KYN0,Related to yeast Vacuolar Protein Sorting factor,15.0455,15.3351,15.0251,14.9581,14.4396,14.3839,14.4818,14.9804,1.74381,0.00742668,0.519501,3.22435,+
acdh-13,-0.154404,0.0635162,H2KYN3,Acyl CoA DeHydrogenase,14.5278,17.3886,14.7348,14.2689,14.4468,15.2822,15.1323,16.6763,0.0635162,0.797095,-0.154404,-0.178852,
atg-18,-2.38034,4.51129,H2KYN5;O16466,AuTophaGy (Yeast Atg homolog),17.3069,16.4864,16.6588,17.0863,19.1218,19.188,19.1928,19.557,4.51129,0,-2.38034,-11.1642,+
smk-1,-2.19087,2.67908,H2KYN6,SMEK (Dictyostelium Suppressor of MEK null) homolog,12.5757,13.687,14.0071,12.4896,15.2249,15.2087,15.9139,15.1754,2.67908,0.00140031,-2.19087,-5.16049,+
lntl-1,-0.0473499,0.0647112,H2KYP1,LIN-24 (Twenty-four) Like,17.0171,17.0445,16.4673,16.8857,16.8013,16.7392,16.5178,17.5457,0.0647112,0.794254,-0.0473499,-0.182013,
ncx-2,-0.594059,1.06511,H2KYP2;H2KYP4,Na/Ca eXchangers,17.1502,17.0822,16.2833,16.6324,16.8656,17.4114,17.3732,17.874,1.06511,0.0363205,-0.594059,-2.05138,+
"C10G8,8",-2.59141,2.92147,H2KYP5,Uncharacterized protein,13.9899,13.0379,14.2821,14.1722,16.6102,15.6357,16.2861,17.3157,2.92147,0.00104688,-2.59141,-5.75576,+
pnk-1,-0.665903,0.233243,H2KYP7;Q86NC9,PaNtothenate Kinase,14.2169,15.217,16.2098,11.673,15.2215,16.1128,15.406,13.24,0.233243,0.424366,-0.665903,-0.577725,
"C12D12,1",-1.63169,2.77903,H2KYQ2;H2KYQ3;Q17921,Uncharacterized protein,17.4711,17.231,17.5795,16.7861,18.5021,19.2546,18.4504,19.3873,2.77903,0.00124031,-1.63169,-5.40039,+
gyg-1,5.03912,5.86497,H2KYQ5,Glycogenin-1,19.9609,19.5436,18.7837,19.1085,14.4958,14.1909,14.2496,14.304,5.86497,0,5.03912,19.0219,+
vig-1,-0.98167,2.09869,H2KYR1,VIG (Drosophila Vasa Intronic Gene) ortholog,18.2933,18.2245,18.1318,18.4713,19.391,18.9061,18.861,19.8895,2.09869,0.00334182,-0.98167,-3.90181,+
srr-4,-2.13687,2.13175,H2KYR4;O44618,"Serpentine Receptor, class R;Serpentine Receptor, class R",14.0735,14.4222,13.8206,13.3059,15.9834,15.2775,15.4822,17.4265,2.13175,0.00323721,-2.13687,-3.96806,+
hsp-43,-1.11673,3.95084,H2KYS1,Heat Shock Protein,19.0324,18.9693,18.9251,18.8837,19.7747,20.1242,20.0187,20.3598,3.95084,0,-1.11673,-8.90177,+
cpna-1,-1.61206,3.53787,H2KYS8,Copine family protein 1,15.1386,15.3233,15.0666,15.0944,17.1145,16.4244,16.3949,17.1374,3.53787,0.000239859,-1.61206,-7.5035,+
"npl-4,1",-1.55616,4.48352,H2KYU6;Q95QZ7,NPL (Yeast Nuclear Protein Localization) homolog,15.3533,15.878,15.612,15.8577,17.0958,17.2766,17.1505,17.4027,4.48352,0,-1.55616,-11.0409,+
"C25H3,9",0.456481,0.464799,H2KYV1,Uncharacterized protein,15.5824,15.3693,15.6927,16.1428,14.747,14.9878,14.7604,16.466,0.464799,0.193963,0.456481,1.02954,
"C18C4,5",-1.07474,1.89759,H2KYV8;Q8MNV5,Uncharacterized protein,15.0881,15.0856,14.7068,15.4808,16.9263,15.7986,16.0965,15.8388,1.89759,0.00531426,-1.07474,-3.51078,+
ppw-1,1.25479,2.17762,H2KYV9;Q86NJ8,Piwi-like protein,15.6145,15.9363,15.7921,15.8372,14.058,14.9627,15.1526,13.9877,2.17762,0.0030661,1.25479,4.06096,+
"C23H3,2",-1.17499,1.58321,H2KYX4,Uncharacterized protein,16.6052,16.7625,16.7526,16.533,17.7045,17.1488,17.5247,18.9754,1.58321,0.0100405,-1.17499,-2.93523,+
"C23H5,8",0.138248,0.167869,H2KYX9;H2KYY0;U4PRA9,Uncharacterized protein,14.5323,14.8104,14.1397,14.7867,14.4861,14.3111,13.7861,15.1329,0.167869,0.541264,0.138248,0.434074,
frm-4,-0.703366,0.629427,H2KYZ6;H2KYZ7;Q95Q79,"FERM domain (Protein4,1-ezrin-radixin-moesin) family",15.6377,15.4503,15.3092,15.1234,16.1964,15.9948,14.7986,17.3444,0.629427,0.116459,-0.703366,-1.32072,
"CELE_F55A12,2",-1.28005,2.87483,H2KYZ8,Uncharacterized protein,13.2133,12.7644,12.8743,13.1865,14.4037,14.0561,13.9063,14.7925,2.87483,0.00109261,-1.28005,-5.63758,+
"CELE_T05C3,6",0.707905,1.28997,H2KZ05,Uncharacterized protein,16.4474,16.5894,15.3578,16.3244,15.6083,15.2397,15.4609,15.5786,1.28997,0.0207069,0.707905,2.42818,+
clec-266,1.4346,1.61776,H2KZ06;H2KZ07,C-type LECtin,17.9001,17.7904,17.2632,17.7183,16.5321,15.7318,15.2971,17.3725,1.61776,0.00931059,1.4346,2.99664,+
ampd-1,-0.773152,2.51521,H2KZ18;H2KZ19,AMP deaminase,18.1295,18.0155,17.7875,17.9246,18.462,18.5224,18.9173,19.0479,2.51521,0.0016119,-0.773152,-4.78299,+
wip-1,-1.55446,4.4194,H2KZ22;Q8WT46,Wiskott-Aldrich syndrome protein (WASP)-Interacting Protein and gene assignment,16.8512,16.4635,16.5181,16.6916,18.0381,18.1865,18.0088,18.5087,4.4194,0,-1.55446,-10.7608,+
"C27H5,2",-1.37983,2.46456,H2KZ24;H2KZ25;H2KZ26;Q8IG43,Uncharacterized protein,13.278,13.3156,12.711,12.4885,14.2694,13.9757,14.1311,14.9362,2.46456,0.00174038,-1.37983,-4.67008,+
hpo-10,-1.4671,3.20684,H2KZ29;Q8I7L2,Uncharacterized protein,13.3267,12.927,12.9891,13.0416,14.4874,14.1804,14.3554,15.1297,3.20684,0.000402548,-1.4671,-6.5197,+
tat-4,-0.599697,1.07361,H2KZ37,Phospholipid-transporting ATPase,17.384,16.7611,18.0727,17.571,17.9018,18.1332,17.8526,18.2999,1.07361,0.0355576,-0.599697,-2.06552,+
"C30F12,5",-0.205193,0.150059,H2KZ48,Uncharacterized protein,16.8037,16.1356,15.3917,16.2793,15.5122,16.6433,15.8324,17.4432,0.150059,0.578524,-0.205193,-0.393076,
mrpl-14,0.0509562,0.0653214,H2KZ52,"Mitochondrial Ribosomal Protein, Large",14.4893,14.5528,14.0064,14.6685,14.4622,13.9086,14.1428,14.9997,0.0653214,0.792395,0.0509562,0.183624,
skpo-3,1.97141,5.46007,H2KZ53;Q95QH5,ShK domain and PerOxidase domain containing protein,16.1091,16.3774,16.0795,16.3351,14.1325,14.0686,14.3337,14.4807,5.46007,0,1.97141,16.2413,+
clec-88,2.3006,2.57927,H2KZ57;Q86NG3,C-type LECtin;C-type lectin domain-containing protein 88,17.235,17.4004,17.0124,16.8798,13.7086,15.2037,15.8284,14.5844,2.57927,0.00143648,2.3006,4.92832,+
"CELE_ZC477,3",-0.121228,0.127608,H2KZ70;Q5WRS7,Uncharacterized protein,14.7107,14.6588,13.6233,13.6027,14.4081,14.2625,13.7882,14.6216,0.127608,0.627087,-0.121228,-0.340054,
noah-1,-3.50558,2.42736,H2KZ73;H8W3Y1;Q8T3B7,NOmpA Homolog (Drosophila nompA: no mechanoreceptor potential A),15.6959,15.6624,14.5746,14.2463,17.9527,17.5921,18.1337,20.5231,2.42736,0.00188579,-3.50558,-4.58822,+
col-107,-1.04304,1.40063,H2KZ76;Q86S35,COLlagen,13.3455,13.2022,12.6058,12.7237,13.0209,14.4109,13.992,14.6255,1.40063,0.0155426,-1.04304,-2.61686,+
"CELE_R02F11,3",-1.41971,2.48129,H2KZ89;Q5ZR77,Uncharacterized protein,13.0494,13.1225,12.7681,12.6056,13.5881,14.2975,14.4078,14.931,2.48129,0.00171617,-1.41971,-4.70718,+
"CELE_Y48G9A,9",-0.898842,1.21814,H2KZ95;Q7YZG5,Protein-tyrosine-phosphatase,15.5836,14.6555,15.8696,15.9652,16.2656,16.9693,16.6305,15.8037,1.21814,0.0243121,-0.898842,-2.30703,+
"C41G11,1",3.14319,4.51329,H2KZ98;Q3Y403,Uncharacterized protein,18.9732,19.1817,18.4993,18.3681,15.7183,15.1265,16.1068,15.4979,4.51329,0,3.14319,11.1731,+
"CELE_F38A5,2",-1.03642,2.71093,H2KZA2;Q95Q55,Uncharacterized protein,16.8835,16.3778,16.1214,16.5436,17.4454,17.2661,17.5337,17.8268,2.71093,0.00134955,-1.03642,-5.23612,+
"CELE_R148,3",-1.58848,4.19796,H2KZA5;Q8ITY8,Uncharacterized protein,15.3588,15.2297,15.1589,15.0681,16.8367,16.8234,16.393,17.1164,4.19796,0,-1.58848,-9.84278,+
"CELE_R148,5",0.0175972,0.0404395,H2KZA6;Q8ITY9,Uncharacterized protein,15.8643,15.2462,15.3976,15.598,15.4456,15.698,15.3689,15.5233,0.0404395,0.866787,0.0175972,0.11646,
"CELE_M01B12,4",-0.96084,2.85591,H2KZB7;O61862,Uncharacterized protein,15.0277,15.4704,15.5185,15.4968,16.1991,16.1704,16.2772,16.71,2.85591,0.00107948,-0.96084,-5.59015,+
"CELE_ZK154,6",-1.24967,2.87644,H2KZC4;Q94315,Uncharacterized protein,13.2913,13.2572,12.8003,13.2725,14.1188,14.374,14.1847,14.9423,2.87644,0.00109671,-1.24967,-5.64163,+
"CELE_F58F9,3",-1.22836,2.87574,H2KZC6;Q20990,Uncharacterized protein,13.0891,13.1138,12.663,13.1009,14.0279,14.1746,13.916,14.7617,2.87574,0.00109568,-1.22836,-5.63987,+
"CELE_F53C3,13",-2.1027,3.71443,H2KZD2,Uncharacterized protein,16.5496,16.3104,16.3086,16.4403,18.1478,18.4257,18.2015,19.2446,3.71443,6.88E-05,-2.1027,-8.07639,+
csr-1,-0.459405,2.20048,H2KZD5;Q27GU1,Chromosome-Segregation and RNAi deficient,15.9021,15.8513,16.1368,15.8928,16.1673,16.3572,16.5373,16.5589,2.20048,0.00291087,-0.459405,-4.10771,+
"CELE_F48D6,4",0.70685,1.19925,H2KZD9;H2KZE0;Q20560,Uncharacterized protein,15.0413,14.5443,14.43,15.5083,13.8692,13.9632,14.1568,14.7073,1.19925,0.025584,0.70685,2.27532,+
"C53B7,3",2.49439,3.58039,H2KZE4,Uncharacterized protein,17.1199,17.1533,16.3769,16.2547,14.3341,13.574,14.4919,14.5272,3.58039,0.000184502,2.49439,7.63824,+
pmt-1,-1.43414,2.60915,H2KZF5;Q23552;Q86NB3,Phosphoethanolamine MethylTransferase,15.2495,15.8183,15.2454,15.3871,17.1581,17.2297,16.9236,16.1254,2.60915,0.00143297,-1.43414,-4.99706,+
test-1,-1.59043,2.74853,H2KZF8;O44466,Vertebrate proteoglycan TESTican homolog,13.341,13.1546,12.1996,13.2576,14.4712,14.3856,14.4744,14.9832,2.74853,0.00128859,-1.59043,-5.32637,+
"CELE_T23F2,2",-1.48505,3.50011,H2KZG3;Q8MPV6,Uncharacterized protein,13.2173,13.1569,12.7423,12.9553,14.1888,14.3756,14.4651,14.9824,3.50011,0.000420339,-1.48505,-7.38551,+
acdh-1,0.585075,0.980025,H2KZG6,Acyl CoA DeHydrogenase,14.21,15.0011,14.6705,14.0263,13.3688,14.2624,13.7264,14.2101,0.980025,0.0447971,0.585075,1.91001,+
"CELE_F09F7,5",0.116168,0.130303,H2KZJ1;Q19275,Uncharacterized protein,14.8301,13.72,14.6712,15.2158,14.3055,14.3836,14.4896,14.7937,0.130303,0.621612,0.116168,0.346502,
glrx-3,-0.995452,2.29269,H2KZJ5,GLutaRedoXin,17.2037,17.205,16.2387,16.7967,17.7836,17.8238,17.8628,17.9557,2.29269,0.00250116,-0.995452,-4.29925,+
praf-3,1.44585,1.32352,H2KZJ7,PRA1 family protein,16.1749,14.8668,15.7561,15.1122,12.5395,14.4515,14.4842,14.6513,1.32352,0.0189894,1.44585,2.48509,+
dpf-3,-0.54921,0.599465,H2KZK7;Q965K3,Dipeptidyl Peptidase Four (IV) family,16.4504,16.2685,15.9668,15.9679,16.3812,16.7242,15.8935,17.8515,0.599465,0.127818,-0.54921,-1.26884,
"CELE_Y54F10AL,1",-2.2938,1.47026,H2KZK9;Q9BL66,Uncharacterized protein,13.7677,15.0988,13.4315,16.9716,16.9166,16.8272,17.8259,16.8751,1.47026,0.012933,-2.2938,-2.73713,+
"CELE_W04B5,3",0.355691,0.640152,H2KZL1;Q9UA61,Galectin,15.8506,15.9017,15.7839,15.9757,15.6838,14.8802,15.3931,16.132,0.640152,0.113111,0.355691,1.33919,
yars-2,-1.38583,2.36225,H2KZL6;Q8MPU1,Tyrosine--tRNA ligase,13.1699,13.0722,12.446,13.3456,14.3738,13.8815,14.2738,15.0479,2.36225,0.00219722,-1.38583,-4.44711,+
"CELE_ZK1055,6",0.637507,2.38976,H2KZL9;H2KZM0,Uncharacterized protein,15.0471,15.1995,14.745,15.2409,14.4726,14.251,14.321,14.6379,2.38976,0.00200618,0.637507,4.50639,+
"CELE_F08F1,4",2.41994,2.68415,H2KZN5,Uncharacterized protein,18.1136,17.3421,18.3306,18.6999,15.7113,16.193,14.6531,16.2491,2.68415,0.00140916,2.41994,5.17248,+
wrk-1,0.873608,1.9075,H2KZN9,Wrapper/Rega-1/Klingon homolog,18.0934,18.3395,17.4573,17.6725,16.8272,16.9817,16.8178,17.4415,1.9075,0.00526013,0.873608,3.52961,+
