geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04, -Log.p.value,Student's T-test q-value eat2_d5_N2_d5,log2FC,Student's T-test Test statistic eat2_d5_N2_d5,Sign p-val: 0.05 
exl-1,3.87347,3.04188,O45405,Chloride intracellular channel exl-1,16.5576,16.5286,16.7021,16.6718,12.5733,14.0889,13.2308,11.0732,3.04188,0.000639391,3.87347,6.06927,+
kbp-3,-0.749117,2.91495,O45406,Kinetochore-binding protein 3,13.5428,13.9769,13.783,13.564,14.5154,14.276,14.6594,14.4123,2.91495,0.00074087,-0.749117,-5.73912,+
"CELE_F31D4,2",0.420148,0.732441,O45417,Uncharacterized protein,12.8228,13.5104,13.3417,13.5778,13.1449,12.3665,12.7008,13.36,0.732441,0.104107,0.420148,1.49649,
fkb-6,0.033565,0.124026,O45418,Peptidylprolyl isomerase,17.8903,17.7228,17.6257,17.6633,17.4958,17.8309,17.827,17.6142,0.124026,0.640115,0.033565,0.331446,
mccc-1,0.359412,1.50276,O45430,MethylCrotonoyl-Coenzyme A Carboxylase (Alpha),16.9722,17.0927,16.8884,16.8769,16.6805,16.338,16.4888,16.8852,1.50276,0.0134735,0.359412,2.79374,+
"CELE_F32B6,3",-0.201733,0.38829,O45431,Uncharacterized protein,13.9707,14.2351,14.2164,14.4671,13.8483,14.4775,14.5716,14.7989,0.38829,0.275614,-0.201733,-0.887471,
clec-62,1.32344,1.3558,O45440;O45441,C-type LECtin,15.2226,15.1624,15.2122,14.9702,14.0725,14.7985,14.0468,12.3559,1.3558,0.0197909,1.32344,2.54008,+
clec-65,-0.673602,2.88039,O45443,C-type LECtin,18.5352,18.5681,18.5534,18.5442,19.4303,19.1116,18.942,19.4115,2.88039,0.000787671,-0.673602,-5.65158,+
clec-63,1.00027,4.24851,O45444,C-type LECtin,20.1637,20.0584,19.997,20.0364,19.1487,19.2063,18.7913,19.108,4.24851,0.000116402,1.00027,10.0459,+
clec-66,-1.81602,3.37458,O45445,C-type LECtin,13.2493,13.8597,13.0802,13.6359,15.5229,15.1468,14.7968,15.6227,3.37458,0.000638452,-1.81602,-7.00421,+
gst-38,0.56282,2.61067,O45451,Glutathione S-Transferase,16.9052,16.6096,16.6349,16.7389,16.2615,15.9796,16.0366,16.3596,2.61067,0.00117143,0.56282,5.00058,+
oac-20,-0.265415,0.976289,O45470,O-ACyltransferase homolog,13.354,13.1504,13.2628,13.0347,13.2473,13.7412,13.5966,13.2784,0.976289,0.0537757,-0.265415,-1.9038,
uev-1,-0.0421629,0.0825646,O45495,Ubiquitin-conjugating enzyme E2 variant 1,16.6293,17.0871,16.7815,16.764,16.4054,16.8888,17.1022,17.0341,0.0825646,0.742012,-0.0421629,-0.228473,
"CELE_F39B2,3",-0.0778253,0.210401,O45496,Uncharacterized protein,15.5327,15.1262,15.1629,15.5059,15.1246,15.4628,15.5873,15.4644,0.210401,0.477283,-0.0778253,-0.528646,
rps-26,0.998808,4.69415,O45499,40S ribosomal protein S26,21.1948,21.4117,21.2579,21.383,20.3487,20.4457,20.3246,20.1332,4.69415,0.000180328,0.998808,12.0086,+
dnj-12,-0.237262,0.962107,O45502,DNaJ domain (Prokaryotic heat shock protein),16.2825,16.179,16.0663,15.8704,16.5493,16.2543,16.1353,16.4083,0.962107,0.0557489,-0.237262,-1.88025,
mtx-1,0.871762,2.54711,O45503,Metaxin-1 homolog,16.6565,16.2823,16.0336,16.7546,15.493,15.5611,15.7423,15.4436,2.54711,0.00143443,0.871762,4.855,+
argk-1,2.73352,1.21202,O45518,ARGinine Kinase,16.927,17.2155,16.781,17.1689,15.9441,12.9649,11.6422,16.6071,1.21202,0.028543,2.73352,2.29675,+
"CELE_F45H10,2",0.426917,1.67757,O45525,Uncharacterized protein,18.6601,18.5602,18.6644,18.8724,17.9123,18.3235,18.3462,18.4674,1.67757,0.0086133,0.426917,3.10396,+
lsy-27,-0.24171,0.718867,O45526,Uncharacterized protein,14.1125,13.6588,13.7962,14.3513,14.2669,14.1871,14.0991,14.3325,0.718867,0.108402,-0.24171,-1.47352,
dro-1,-1.83262,2.54693,O45550,DR1 (One) transcription factor family,13.8631,13.3427,12.6159,12.7848,15.1527,14.7974,14.4094,15.5776,2.54693,0.00143345,-1.83262,-4.85461,+
ife-1,0.695112,2.2558,O45551,Eukaryotic translation initiation factor 4E-1,16.363,16.1065,16.0179,16.0634,15.42,15.3141,15.1825,15.8537,2.2558,0.00247663,0.695112,4.22202,+
acaa-2,-0.634315,3.225,O45552,ACetyl-CoA Acyltransferase 2 homolog,18.4178,18.3636,18.3388,18.3402,18.8869,19.0303,19.2533,18.8272,3.225,0.000615716,-0.634315,-6.57083,+
nep-17,-0.00594282,0.0211004,O45569,NEPrilysin metallopeptidase family,17.2892,17.2761,17.187,17.3152,17.4103,17.1482,17.0842,17.4487,0.0211004,0.926208,-0.00594282,-0.0620008,
cpf-2,-1.16477,1.77064,O45577,Cleavage and Polyadenylation Factor,14.8608,14.5844,14.7442,14.6844,15.1005,16.6389,15.5126,16.2807,1.77064,0.00724944,-1.16477,-3.27362,+
pot-2,0.420371,1.80059,O45595,Protection Of Telomeres 1 (Pot1) homolog,11.9647,11.7514,11.7417,11.7376,11.3788,11.172,11.2687,11.6945,1.80059,0.00691354,0.420371,3.32895,+
"CELE_F57C2,4",1.78097,4.31132,O45596,Uncharacterized protein,15.4989,14.9998,15.0104,14.7511,13.1566,13.1582,13.398,13.4235,4.31132,0.000123944,1.78097,10.3035,+
cbd-1,-1.17239,4.58555,O45599,Chitin-Binding Domain protein,15.9127,15.9729,15.6538,15.9384,17.0743,16.9029,16.9631,17.2272,4.58555,0.000160584,-1.17239,-11.5003,+
erfa-3,0.291103,1.15308,O45622,Eukaryotic Release FActor homolog,17.3099,17.309,17.1954,17.2913,17.3331,16.7412,16.8451,17.0217,1.15308,0.0333061,0.291103,2.19801,+
"CELE_H40L08,1",0.446847,0.839406,O45628,Uncharacterized protein,15.1862,15.6457,15.5371,15.6104,15.0924,15.7243,14.7068,14.6685,0.839406,0.0775693,0.446847,1.67606,
"CELE_K10D6,2",0.418196,1.76019,O45669;O45670,Uncharacterized protein,11.8314,11.7704,11.4338,11.8398,11.4411,11.1629,11.1441,11.4546,1.76019,0.0074,0.418196,3.25439,+
cysl-2,-0.141224,0.465708,O45679,Bifunctional L-3-cyanoalanine synthase/cysteine synthase,18.1189,18.0869,18.1058,17.9639,18.1215,18.0328,18.083,18.6031,0.465708,0.218836,-0.141224,-1.0312,
asah-1,-1.42874,2.96073,O45686,Acid ceramidase,11.9181,11.9704,11.7542,11.6315,12.5603,13.5598,13.4685,13.4005,2.96073,0.000717489,-1.42874,-5.85661,+
"abhd-11,2",1.68186,2.9602,O45707,ABHydrolase Domain containing homolog,16.1491,15.5615,15.2499,15.6968,13.6593,13.6361,14.0691,14.5654,2.9602,0.000716204,1.68186,5.85524,+
"CELE_R09B3,2",-1.17352,1.80466,O45712,Uncharacterized protein,17.6794,17.9648,17.9141,17.5195,19.7065,18.3782,18.3783,19.3089,1.80466,0.00687375,-1.17352,-3.3365,+
"CELE_R09B3,3",-1.0956,4.07727,O45713,Uncharacterized protein,20.544,20.3369,20.6425,20.4622,21.5634,21.4944,21.8735,21.4366,4.07727,9.61E-05,-1.0956,-9.37273,+
nud-2,-2.12656,3.62061,O45717,Aspergillus NUclear Division related,13.255,12.6871,12.773,13.3169,15.5768,14.8043,14.7085,15.4486,3.62061,0.00052071,-2.12656,-7.76754,+
"CELE_R11H6,2",-1.61126,4.72769,O45719,Uncharacterized protein,12.0429,11.8619,11.6205,11.8807,13.2387,13.7177,13.4046,13.4901,4.72769,0.000186441,-1.61126,-12.1698,+
"CELE_R74,8",2.68192,1.85071,O45722;Q6BEV8,Uncharacterized protein,15.1793,15.8658,15.5733,15.8434,13.2981,14.5661,10.8696,13.0002,1.85071,0.00608438,2.68192,3.42238,+
pmp-4,0.593143,1.60329,O45730,Peroxisomal Membrane Protein related,11.9688,12.2042,11.7247,11.8034,11.463,10.9882,11.1341,11.7432,1.60329,0.0106569,0.593143,2.97087,+
cpl-1,0.493722,1.38597,O45734,CathePsin L family,20.2771,20.2797,20.0551,20.1679,20.2369,19.4883,19.4478,19.6321,1.38597,0.0181415,0.493722,2.5917,+
"CELE_T06E6,1",-2.41895,3.56179,O45757,Uncharacterized protein,12.808,12.8886,14.1186,13.0138,15.8189,15.5396,15.4262,15.72,3.56179,0.000733333,-2.41895,-7.57904,+
"CELE_T06E6,10",0.556845,2.22002,O45764,Uncharacterized protein,11.9971,11.8712,11.7644,11.8521,11.1699,11.2053,11.1924,11.6899,2.22002,0.00263194,0.556845,4.14788,+
"T10C6,5",-1.27734,4.16396,O45766,Protein CWC15 homolog,14.9691,14.8334,14.4237,14.6464,16.1535,15.8793,15.9868,15.9625,4.16396,0.000106538,-1.27734,-9.70828,+
drr-2,-0.0243945,0.0452561,O45781,Dietary Restriction Response (WT but not eat-2 lifespan increased),16.6304,17.2772,16.7893,16.8661,17.2577,16.9489,16.7867,16.6672,0.0452561,0.849097,-0.0243945,-0.129704,
"CELE_T12D8,5",-0.168522,0.82947,O45783,Uncharacterized protein,19.1957,19.2889,19.1147,19.2141,19.6487,19.3355,19.2796,19.2238,0.82947,0.0795408,-0.168522,-1.65947,
"CELE_T23G11,7",0.0379574,0.0264998,O45812,Uncharacterized protein,14.6605,15.6759,15.0316,15.5232,16.032,14.5312,14.3558,15.8203,0.0264998,0.908306,0.0379574,0.0774206,
act-5,-0.0527949,0.227701,O45815,ACTin,20.0702,19.8739,19.7943,19.9281,19.951,19.9932,19.7893,20.1443,0.227701,0.450602,-0.0527949,-0.565918,
gyg-2,-1.08784,3.06472,O45819,GlYcoGenin like,15.8323,15.46,15.0663,15.5791,16.5721,16.4025,16.5364,16.778,3.06472,0.000652427,-1.08784,-6.13018,+
"CELE_T27E7,1",-0.456869,0.508636,O45855,Uncharacterized protein,12.7486,12.9553,13.0996,13.4542,12.4753,14.0833,14.1138,13.4127,0.508636,0.19243,-0.456869,-1.10872,
"CELE_T27E9,2",-0.14937,0.657082,O45864,Cytochrome b-c1 complex subunit 6,19.0376,18.6984,18.7334,18.7341,18.833,18.8092,19.064,19.0947,0.657082,0.127623,-0.14937,-1.36827,
"ant-1,1",1.29467,4.73429,O45865,Adenine Nucleotide Translocator,22.6928,22.5323,22.4025,22.4788,21.2642,21.4532,21.1667,21.0436,4.73429,0.000188034,1.29467,12.2017,+
pars-2,0.23096,0.375829,O45869;Q1ZXR9,Prolyl Amino-acyl tRNA Synthetase,13.6568,14.8714,14.0482,14.303,14.1619,13.7791,13.956,14.0585,0.375829,0.286246,0.23096,0.86378,
"T27F6,6",-0.72844,1.53244,O45870,Putative neutral sphingomyelinase,11.9933,12.0009,11.6933,11.6643,12.2745,12.9191,12.0496,13.0223,1.53244,0.0125654,-0.72844,-2.8457,+
"W09H1,5",0.0307076,0.0523299,O45903,"Enoyl-[acyl-carrier-protein] reductase, mitochondrial",15.8918,15.6236,15.8481,15.8562,15.4555,15.6792,15.6142,16.3478,0.0523299,0.826897,0.0307076,0.148938,
lec-1,0.249595,0.5436,O45904,Galectin,16.7587,16.7553,17.1064,16.9688,16.0982,16.6551,16.8555,16.9821,0.5436,0.174803,0.249595,1.17093,
"Y39E4A,3;bckd-1a",0.403913,1.11009,O45924;Q4A1S8,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial;Branched Chain Keto acid Dehydrogenase e1 (E1) subunit",17.1157,16.5785,16.4395,16.4712,16.4551,16.1107,16.0241,16.3993,1.11009,0.0377502,0.403913,2.12627,+
npp-18,0.0525351,0.0780667,O45933,Nucleoporin SEH1,14.8274,14.6113,14.6968,14.4368,14.5893,14.5891,14.0336,15.1503,0.0780667,0.754266,0.0525351,0.216898,
"CELE_Y43F4B,5",-0.248022,3.08916,O45934,Uncharacterized protein,17.7503,17.6708,17.5815,17.6751,17.9388,17.95,17.9218,17.8592,3.08916,0.000599606,-0.248022,-6.19585,+
klp-19,-1.50716,2.68914,O45935,Kinesin-like protein,12.4788,12.2839,12.5821,12.6564,13.3283,13.876,14.6666,14.1589,2.68914,0.00100752,-1.50716,-5.18429,+
"CELE_Y43F4B,7",-0.715677,0.825641,O45936,Uncharacterized protein,14.0386,13.7522,13.5828,13.5713,15.2232,13.9465,13.5376,15.1004,0.825641,0.0802753,-0.715677,-1.65307,
"Y45F10C,2;C08F11,12",1.34447,4.67354,O45941;Q9U3R0,"UPF0375 protein Y45F10C,2;UPF0375 protein C08F11,12",18.7649,18.6892,18.7627,18.7849,17.6934,17.2132,17.4667,17.2506,4.67354,0.000173913,1.34447,11.9106,+
"Y45F10C,4",0.542802,1.09063,O45944,"UPF0375 protein Y45F10C,4",18.4787,18.118,17.8358,18.1166,17.9747,17.1985,17.2172,17.9874,1.09063,0.0397959,0.542802,2.09385,+
"CELE_Y45F10D,2",-3.00108,6.90202,O45945,Uncharacterized protein,12.0191,11.9957,11.7815,11.8585,14.775,14.7894,15.1589,14.9359,6.90202,0,-3.00108,-28.4325,+
rpl-18,-0.106905,0.718167,O45946,60S ribosomal protein L18,19.7853,19.713,19.7204,19.7085,19.8093,20.0281,19.6886,19.8289,0.718167,0.108615,-0.106905,-1.47233,
gly-10,0.774267,1.18545,O45947,Putative polypeptide N-acetylgalactosaminyltransferase 10,13.4461,13.1417,13.0002,13.8031,11.7449,13.1351,12.6944,12.7196,1.18545,0.0308583,0.774267,2.25219,+
"CELE_Y45F10D,4",-0.488557,0.871266,O45948,Uncharacterized protein,16.8802,16.9878,16.8442,16.7854,16.7528,17.1714,18.0846,17.443,0.871266,0.0715175,-0.488557,-1.7292,
csc-1,-1.10953,3.85463,O45952,Chromosome segregation and cytokinesis defective protein 1,15.5496,15.7589,15.8677,15.6971,17.1268,16.7057,16.6191,16.8598,3.85463,0.000416517,-1.10953,-8.55747,+
"CELE_Y6E2A,4",2.65506,4.32837,O45969,Uncharacterized protein,15.2791,14.9369,14.8392,14.3598,12.4017,11.8114,12.021,12.5607,4.32837,0.000125356,2.65506,10.3745,+
"CELE_ZK228,3",0.509333,0.560045,O46009,Uncharacterized protein,14.8248,13.9747,13.9484,14.0145,12.6708,13.7012,13.9405,14.4127,0.560045,0.16747,0.509333,1.19992,
tep-1,-0.492638,2.78525,O46015;Q7JKM0;Q7YTU0,TEP (ThiolEster containing Protein),16.0682,16.0497,16.1751,16.3318,16.6241,16.7292,16.4789,16.7632,2.78525,0.000873016,-0.492638,-5.41555,+
aqp-11,-2.23833,2.34781,O46024,Aquaporin,14.6462,13.6061,14.3786,14.7134,17.4682,15.983,15.6765,17.1699,2.34781,0.00202313,-2.23833,-4.41618,+
"CELE_F37C4,6",0.41579,2.56668,O61196,Uncharacterized protein,15.5824,15.3483,15.4518,15.5534,15.0961,15.1049,14.8805,15.1912,2.56668,0.00136552,0.41579,4.89953,+
"CELE_F15E6,6",-0.177102,0.243242,O61198,Uncharacterized protein,14.8671,14.6517,14.4252,14.4743,14.5447,14.5749,14.3987,15.6084,0.243242,0.429987,-0.177102,-0.598872,
ogdh-1,-0.16193,0.847767,O61199,"2-oxoglutarate dehydrogenase, mitochondrial",18.525,18.4964,18.4155,18.5525,18.7422,18.3937,18.8032,18.6981,0.847767,0.0759289,-0.16193,-1.69002,
gip-1,1.40585,3.44651,O61208;Q8ITY3,Gamma-tubulin complex component,12.7224,13.2377,12.718,12.5971,11.5763,11.1901,11.1851,11.7002,3.44651,0.000676056,1.40585,7.22068,+
"CELE_H17B01,2;CELE_Y51H7C,1",0.84169,0.771206,O61209;Q9N3I0,Uncharacterized protein,15.7773,15.3918,15.2819,15.3938,13.8921,16.1499,13.9441,14.4918,0.771206,0.0936562,0.84169,1.56183,
"CELE_K02D7,1",-2.11499,8.00308,O61217,Purine nucleoside phosphorylase,15.5928,15.515,15.6882,15.7173,17.7012,17.7499,17.7742,17.748,8.00308,0,-2.11499,-43.4638,+
daf-31,-0.0958278,0.925352,O61219,N-alpha-acetyltransferase daf-31,14.6723,14.7893,14.8062,14.8385,14.7977,14.8204,14.9108,14.9607,0.925352,0.0614988,-0.0958278,-1.81919,
ctl-1,0.0944352,0.226549,O61235,Catalase-2,18.1525,18.1822,18.0988,18.0736,17.8035,17.7719,18.065,18.4889,0.226549,0.452506,0.0944352,0.563455,
"CELE_F17E9,5",0.819898,3.18528,O61521,Uncharacterized protein,16.8421,17.159,16.9443,17.129,16.1088,15.9946,16.2196,16.4719,3.18528,0.00060084,0.819898,6.4594,+
"CELE_F17E9,4",-0.239237,0.657394,O61522,Uncharacterized protein,18.4643,18.2587,17.8638,18.339,18.3552,18.4341,18.2834,18.8099,0.657394,0.127497,-0.239237,-1.3688,
"CELE_F17E9,2",1.90279,3.56514,O61524,Uncharacterized protein,13.1807,13.4164,12.6836,13.2138,10.7292,11.2114,11.2522,11.6906,3.56514,0.000739496,1.90279,7.58969,+
pqn-59,-0.796817,3.35581,O61708,Prion-like-(Q/N-rich)-domain-bearing protein,18.1388,17.9827,17.9607,18.0036,19.0744,18.5919,18.7004,18.9063,3.35581,0.000630072,-0.796817,-6.9486,+
"CELE_R119,3",0.188332,0.270901,O61709,Uncharacterized protein,13.4062,14.2971,14.0874,13.6959,13.1305,14.0722,13.911,13.6195,0.270901,0.394004,0.188332,0.656391,
"CELE_R119,2",-0.22611,0.515963,O61710,Uncharacterized protein,12.9614,12.2323,12.6837,12.5457,12.5541,13.1087,13.0028,12.6621,0.515963,0.188535,-0.22611,-1.12182,
rnp-8,-1.53991,1.96889,O61711,RNP (RRM RNA binding domain) containing,13.5579,13.4027,13.2049,13.2629,14.8885,15.3398,13.738,15.6218,1.96889,0.00454394,-1.53991,-3.64716,+
"B0205,6",0.0338926,0.104052,O61741,Uncharacterized protein,16.223,16.3148,16.1203,16.2601,16.2417,16.1569,15.9193,16.4647,0.104052,0.685624,0.0338926,0.282638,
rpn-10,-0.297447,1.0503,O61742,26S proteasome non-ATPase regulatory subunit 4,16.5962,16.6211,16.686,16.6444,16.8201,17.0718,16.5898,17.2559,1.0503,0.0447671,-0.297447,-2.02675,+
"B0205,8",-1.09347,4.83569,O61743,Uncharacterized protein,14.4682,14.2373,14.4609,14.5025,15.6937,15.4465,15.4455,15.4569,4.83569,0.000215686,-1.09347,-12.7026,+
"B0205,10",2.07422,2.18472,O61747,Uncharacterized protein,17.2084,17.203,16.8863,16.3089,15.7607,15.4707,14.1882,13.8901,2.18472,0.00276702,2.07422,4.07546,+
"F37F2,2",-1.22067,3.48883,O61749,Probable signal recognition particle 19 kDa protein,15.7967,15.5172,15.0307,15.4897,16.7852,16.5695,16.735,16.6271,3.48883,0.00069657,-1.22067,-7.35056,+
inx-15,0.782465,0.594044,O61786,Innexin,15.4482,15.3451,14.883,14.9713,13.651,13.9766,13.7061,16.184,0.594044,0.152297,0.782465,1.25941,
inx-16,1.18911,2.21358,O61787,Innexin-16,15.4775,15.3057,15.4527,15.4639,13.4045,14.5162,14.3503,14.6723,2.21358,0.00268997,1.18911,4.13461,+
inx-17,0.170638,0.510089,O61788,Innexin-17,14.5831,14.7124,14.4185,14.2457,14.3288,14.0702,14.2533,14.625,0.510089,0.191485,0.170638,1.11133,
"R12E2,11",0.0588822,0.225812,O61790,Orotate phosphoribosyltransferase,15.8467,15.6825,15.5327,15.5668,15.7969,15.4771,15.6446,15.4745,0.225812,0.453544,0.0588822,0.561878,
mrps-6,-1.69003,4.14574,O61791,"Mitochondrial Ribosomal Protein, Small",12.4362,12.7629,12.5012,12.566,14.6372,13.9535,14.0315,14.4042,4.14574,0.000104019,-1.69003,-9.63687,+
rpn-8,0.509683,2.8484,O61792,"Proteasome Regulatory Particle, Non-ATPase-like",17.4483,17.2678,17.3296,17.293,16.8052,16.6422,17.0424,16.8103,2.8484,0.000823333,0.509683,5.57141,+
"CELE_R12E2,13",-0.376325,2.19545,O61793,Uncharacterized protein,16.1443,16.4596,16.429,16.4679,16.8277,16.6259,16.8332,16.7193,2.19545,0.00269638,-0.376325,-4.0974,+
"CELE_H11E01,3",-0.906515,1.95176,O61802,Uncharacterized protein,13.6663,13.5509,13.7409,13.9312,14.1024,14.6103,14.5459,15.2566,1.95176,0.00466732,-0.906515,-3.61417,+
"B0511,6",1.21959,1.66438,O61815,RNA helicase,18.1626,18.132,18.2715,18.1965,16.0988,17.0024,18.006,16.777,1.66438,0.00894157,1.21959,3.08018,+
mrps-30,0.289465,0.221182,O61818,"Mitochondrial Ribosomal Protein, Small",12.4841,13.7111,13.5291,13.7028,12.3874,12.7437,12.7965,14.3415,0.221182,0.460014,0.289465,0.551948,
"eif-3,E",0.524938,2.53167,O61820,Eukaryotic translation initiation factor 3 subunit E,16.8647,16.8652,16.7606,16.8817,16.1453,16.5374,16.4592,16.1304,2.53167,0.00147269,0.524938,4.82007,+
grl-20,-0.385717,0.492718,O61832,GRound-Like (Grd related),14.1184,13.6678,13.6326,13.7601,13.9382,13.6766,13.9245,15.1824,0.492718,0.201883,-0.385717,-1.08014,
prmt-6,0.878013,1.06371,O61833,PRotein arginine MethylTransferase,14.9677,14.945,14.9138,14.9425,15.0151,13.508,13.1922,14.5416,1.06371,0.0429553,0.878013,2.04905,+
chd-7,1.35575,0.970975,O61845,Chromodomain and Helicase Domain protein,16.695,16.7174,16.6784,16.6866,15.1761,16.8357,15.8927,13.45,0.970975,0.0545516,1.35575,1.89498,
"CELE_K03E5,2",-0.530365,3.46195,O61848,Uncharacterized protein,18.4214,18.6807,18.627,18.5519,19.1195,19.1254,18.9691,19.1885,3.46195,0.000683053,-0.530365,-7.26786,+
"T26C12,1",0.179267,0.504376,O61856,Acetolactate synthase-like protein,15.1306,14.9272,15.139,14.9098,14.7581,15.2365,14.8802,14.5148,0.504376,0.194986,0.179267,1.10109,
arx-7,0.357808,1.17868,O61861,Actin-related protein 2/3 complex subunit 5,16.3251,16.2405,16.0297,16.0034,15.5272,16.0876,15.9675,15.5851,1.17868,0.0310393,0.357808,2.24084,+
dod-19,0.487972,1.05022,O61874,Downstream Of DAF-16 (Regulated by DAF-16),17.2998,17.3449,17.2521,17.3016,16.7148,16.3717,16.665,17.495,1.05022,0.0447527,0.487972,2.02662,+
"CELE_F59B1,2",-1.18252,3.13533,O61880,Uncharacterized protein,18.816,18.9829,18.8813,18.9633,20.4078,19.6829,19.8863,20.3965,3.13533,0.000578947,-1.18252,-6.32138,+
"CELE_F59B1,8",1.36702,3.51786,O61882,Uncharacterized protein,15.667,15.7757,15.6865,15.6314,14.2939,13.9219,14.2744,14.8022,3.51786,0.000708725,1.36702,7.4408,+
"CELE_K10C9,3",-0.0944824,0.400951,O61887,Uncharacterized protein,15.4931,15.6621,15.4968,15.7988,15.7684,15.8675,15.5252,15.6676,0.400951,0.264461,-0.0944824,-0.911371,
lin-40,0.221505,0.461238,O61907;Q76NP4;Q86S28,Uncharacterized protein,14.971,14.9115,14.6143,14.6971,14.3233,15.0564,14.7435,14.1847,0.461238,0.221781,0.221505,1.02305,
ergo-1,0.801572,1.36868,O61931,Piwi-like protein ergo-1,15.6279,15.3033,15.4255,15.473,13.8957,14.9308,15.3164,14.4804,1.36868,0.0191824,0.801572,2.5621,+
ife-3,0.638227,1.72824,O61955,Eukaryotic translation initiation factor 4E-3,17.4073,17.6021,16.9621,17.5548,16.4852,17.0046,16.5316,16.9522,1.72824,0.00781399,0.638227,3.19589,+
let-413,0.0281973,0.0427114,O61967,Protein lap1,14.1707,14.1938,14.1563,13.6195,14.1904,13.569,13.8649,14.4031,0.0427114,0.856941,0.0281973,0.122722,
ttr-47,-0.761095,1.02717,O61977,TransThyretin-Related family domain,17.6071,18.1655,18.0572,18.0337,19.6091,18.5707,17.8587,18.8695,1.02717,0.0471834,-0.761095,-1.98832,+
unc-23,0.0588701,0.300039,O61980,Uncharacterized protein,15.4397,15.3163,15.2795,15.3309,15.4234,15.234,15.0943,15.3793,0.300039,0.360155,0.0588701,0.71557,
mut-16,0.725079,2.61229,O62011;Q9U3S5,MUTator,12.0693,11.8473,11.8183,11.8144,11.1203,10.8213,11.265,11.4425,2.61229,0.00117479,0.725079,5.00432,+
clec-222,-0.105,0.195705,O62024,C-type LECtin,13.7259,13.4372,13.6744,13.5143,13.7163,13.2359,13.6109,14.2086,0.195705,0.500505,-0.105,-0.496464,
ule-4,1.33655,2.75976,O62053,UPF0375 protein ule-4,20.6103,20.3936,20.6323,20.5177,19.2872,18.585,19.165,19.7705,2.75976,0.00093125,1.33655,5.35352,+
"C09F9,2",0.577013,2.0945,O62055,Uncharacterized protein,12.0329,11.9302,11.6163,11.7352,11.1301,11.2225,11.0713,11.5826,2.0945,0.00353337,0.577013,3.89346,+
"C25F9,4",0.592449,1.65013,O62078,Uncharacterized protein,12.0338,11.9018,11.4094,12.0861,11.413,10.9319,11.2713,11.4451,1.65013,0.00921464,0.592449,3.05457,+
fipr-22,-0.0783758,0.18224,O62092,FIP (Fungus-Induced Protein) Related,13.2313,13.2026,13.1175,13.1585,13.1882,13.0201,13.0722,13.743,0.18224,0.523569,-0.0783758,-0.46653,
pbs-2,-0.1648,1.12522,O62102,Proteasome subunit beta type,17.893,17.9207,17.9142,17.8469,17.9548,18.0664,18.2671,17.9457,1.12522,0.0361748,-0.1648,-2.1515,+
prx-11,0.511901,1.59818,O62103,PeRoXisome assembly factor,11.5891,12.0252,11.847,11.7431,11.0688,11.1497,11.2192,11.7192,1.59818,0.0106915,0.511901,2.96179,+
eif-6,-0.533185,3.81142,O62106,Eukaryotic translation initiation factor 6,18.5907,18.5151,18.4841,18.4348,19.1102,19.0209,18.8933,19.1331,3.81142,0.000397942,-0.533185,-8.40662,+
gale-1,-0.919592,2.39139,O62107;Q564Q1,UDP-GALactose 4-Epimerase,20.2143,20.0234,19.775,19.5888,20.7528,21.2267,20.8001,20.5004,2.39139,0.00195164,-0.919592,-4.50993,+
gcsh-1,-0.00831509,0.0279924,O62122,Glycine cleavage system H protein,16.6567,16.5441,16.5721,16.5826,16.8595,16.4899,16.6318,16.4075,0.0279924,0.903653,-0.00831509,-0.081653,
"CELE_D1086,7",0.147337,0.233969,O62125,Uncharacterized protein,14.002,14.551,14.3242,14.3034,13.4839,14.304,14.5241,14.2792,0.233969,0.44226,0.147337,0.579268,
inx-14,0.0814185,0.0500914,O62136,Innexin-14,12.7196,13.4288,12.9706,13.5993,11.6347,13.0002,14.0067,13.751,0.0500914,0.833911,0.0814185,0.142879,
"acox-1,2",0.39727,0.602712,O62137,Acyl-coenzyme A oxidase,12.7818,13.0104,12.9201,13.55,13.1487,12.7293,11.9256,12.8696,0.602712,0.148539,0.39727,1.27448,
"acox-1,1",0.482443,0.997557,O62140,Acyl-coenzyme A oxidase,16.6883,16.7632,16.683,16.6705,16.944,15.8527,15.9587,16.1197,0.997557,0.050814,0.482443,1.93912,
"F09B12,3",-1.45442,6.33026,O62146,Putative phospholipase B-like 2,17.2767,17.1063,17.2269,17.2509,18.7515,18.6237,18.5459,18.7574,6.33026,0,-1.45442,-22.79,+
aly-2,-0.309392,0.76888,O62183,Ref/ALY RNA export adaptor family,16.1986,16.3701,15.7341,15.815,15.9943,16.5497,16.2977,16.5136,0.76888,0.0943335,-0.309392,-1.55792,
psf-2,-0.0509191,0.0399487,O62193,Probable DNA replication complex GINS protein PSF2,12.1389,13.1109,13.7815,13.8257,12.7933,13.3964,13.1293,13.7417,0.0399487,0.866179,-0.0509191,-0.115103,
