geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04, -Log.p.value,Student's T-test q-value eat2_d5_eat2_d1,log2FC,Student's T-test Test statistic eat2_d15_eat2_d1,Sign p-val: 0.05 
marg-1,-0.18839,1.36069,C6KRG1,Pharyngeal MARGginal cell marker,15.5866,15.7553,15.7875,15.7618,15.9073,16.0433,15.7617,15.9324,1.36069,0.0177496,-0.18839,-2.54844,+
grsp-2,1.54904,5.25808,C6KRI7;H2FLG9,Glycine Rich Secreted Protein,16.598,16.8051,16.4955,16.6106,15.1349,15.2803,14.9376,14.9601,5.25808,0,1.54904,15.0048,+
"CELE_T28C6,7",1.22109,2.55382,C6KRI9;Q22847;X5M5W2;X5M900,Uncharacterized protein,14.9293,15.4033,14.8465,15.4711,14.0636,14.2933,13.3915,14.0175,2.55382,0.00111361,1.22109,4.87023,+
"CELE_T20D3,3",2.12977,3.53887,C6KRJ5,Uncharacterized protein,14.9783,15.1369,14.97,15.016,13.6097,12.4082,13.0779,12.4864,3.53887,0.000201641,2.12977,7.50665,+
"CELE_R102,4;R102,4",0.504422,2.99046,C6KRK8;Q21890,"Uncharacterized protein;Uncharacterized protein R102,4",17.1077,17.2108,17.0221,17.0059,16.4847,16.5726,16.4861,16.7854,2.99046,0.000333601,0.504422,5.93386,+
sao-1,-0.61087,2.03014,C6KRN1,Suppressor of aph-1,14.5251,14.4702,14.4371,14.4944,15.4378,14.7832,15.2937,14.8555,2.03014,0.00352727,-0.61087,-3.76627,+
"CELE_D1086,11",1.96882,6.25454,C6KRN4,Uncharacterized protein,18.4738,18.3159,18.2383,18.1997,16.2098,16.2474,16.4149,16.4804,6.25454,0,1.96882,22.1306,+
sqrd-1,1.03434,2.99107,C6KRP5,Sulfide Quinone oxidoReDuctase,15.3627,14.9893,14.8511,14.8781,13.9628,14.1836,13.6318,14.1657,2.99107,0.000334137,1.03434,5.93547,+
nid-1,0.50017,4.01127,C7FZU3;Q93791,NIDogen (Basement membrane protein),16.0893,16.0769,15.9943,16.031,15.6526,15.4141,15.539,15.5851,4.01127,0,0.50017,9.12421,+
"C41G7,9",-0.144212,0.262409,C7FZU5,Uncharacterized protein,16.4394,16.543,16.113,16.4341,16.9669,16.0529,16.7535,16.333,0.262409,0.378065,-0.144212,-0.638879,
pqn-41,-1.023,1.31237,C7IVR4,Polyglutamine-repeat protein pqn-41,12.5746,12.7543,12.1297,12.7701,14.494,12.9835,13.949,12.8942,1.31237,0.0200496,-1.023,-2.46615,+
"CELE_Y47D3A,29",0.65701,0.699021,C7IVS4;Q9NAH1,DNA polymerase,14.9685,14.0463,13.629,14.9122,14.6407,13.1829,13.5853,13.519,0.699021,0.101454,0.65701,1.43984,
"CELE_ZK1058,9",0.596258,2.96833,C9IY22,Uncharacterized protein,17.4655,17.1557,17.1443,17.2266,16.7989,16.468,16.6557,16.6844,2.96833,0.000370546,0.596258,5.87628,+
"CELE_Y54G2A,57",2.11621,3.72959,D0G915,Uncharacterized protein,12.0545,12.0138,11.7843,11.7295,10.4478,9.78613,9.61422,9.26915,3.72959,6.86E-05,2.11621,8.12726,+
fln-1,0.264403,2.40564,D0IMZ5;U4PBJ9;U4PM01;U4PR92,FiLamiN (Actin binding protein) homolog,19.3339,19.4734,19.2324,19.3472,19.0935,18.9925,19.1139,19.1294,2.40564,0.00152359,0.264403,4.54084,+
laf-1,0.33425,1.38268,D0PV95,ATP-dependent RNA helicase laf-1,16.926,16.5995,16.4888,16.7279,16.265,16.3356,16.6046,16.2001,1.38268,0.0166947,0.33425,2.58606,+
glb-17,3.3486,5.17644,D0VWM4;Q20623,GLoBin related,14.0327,14.4165,13.7336,14.0079,10.8534,10.4517,10.351,11.1402,5.17644,0,3.3486,14.5311,+
tdp-1,0.222787,0.626984,D0VWM8,Tar DNA-binding protein homolog 1,14.6511,14.4428,14.4756,14.5592,14.7934,14.1434,14.2011,14.0996,0.626984,0.124772,0.222787,1.3165,
crh-1,3.40358,3.84404,D0Z5N1;D0Z5N2;G5EBL5;G5ECG1;Q8I4D7;Q8I4D8;Q9U2I0,CREB Homolog,17.1568,17.1589,16.8069,16.7188,13.3174,12.7626,13.5573,14.5897,3.84404,7.55E-05,3.40358,8.52026,+
sql-1,-0.169305,1.11534,D0Z5P0,Suppressor of gpa-3QL dye-filling defect,13.7251,13.6727,13.7336,13.7838,13.9624,13.9948,13.6713,13.9639,1.11534,0.0331436,-0.169305,-2.13502,+
"CELE_T27D12,1",3.74442,3.77522,D1MN75;Q22832,Uncharacterized protein,21.0976,21.4186,20.998,21.0993,16.5229,18.6313,17.15,17.3316,3.77522,7.14E-05,3.74442,8.28203,+
ech-2,-0.467025,3.55283,D1MN80;Q20184,Enoyl-CoA Hydratase,14.827,14.833,14.7662,14.8029,15.2268,15.21,15.4537,15.2067,3.55283,0.000204762,-0.467025,-7.55069,+
"CELE_Y25C1A,14",1.2036,2.34628,D3NQ92,Uncharacterized protein,12.0592,11.7512,11.6916,10.8412,10.3836,10.229,10.3156,10.6006,2.34628,0.00170492,1.2036,4.4129,+
bca-2,0.463865,0.676029,D3NQA9;Q2YS41,Carbonic anhydrase,17.0978,16.4495,15.805,15.7292,15.9383,15.5664,15.7935,15.9279,0.676029,0.10848,0.463865,1.40068,
hum-4,-0.818113,1.78742,D3YT13;D3YT14;Q20456;S6EZR2;S6F568;S6FD20,"Heavy chain, Unconventional Myosin;Heavy chain, Unconventional Myosin;Heavy chain, Unconventional Myosin;Heavy chain, Unconventional Myosin;Heavy chain, Unconventional Myosin;Heavy chain, Unconventional Myosin",14.981,14.3008,14.0216,14.9978,15.363,15.3553,15.4808,15.3747,1.78742,0.00656266,-0.818113,-3.30457,+
pyk-2,-0.23576,0.480655,D3YT36;D3YT37;Q23539,Pyruvate kinase,15.9032,15.2591,15.7208,16.0818,16.3766,15.844,15.7824,15.9051,0.480655,0.190906,-0.23576,-1.05835,
"C39E9,8",-0.102637,0.151174,D3YT46,Uncharacterized protein,14.6587,13.9587,14.1642,14.2557,13.8869,14.2072,14.4527,14.9011,0.151174,0.547081,-0.102637,-0.39567,
"sir-2,1",-0.710552,1.43851,D3YT50;Q21921,"Yeast SIR related;NAD-dependent protein deacetylase sir-2,1",11.6416,12.0311,11.8715,11.7698,12.518,13.1597,11.9265,12.552,1.43851,0.014393,-0.710552,-2.68213,+
mars-1,0.39138,2.16004,D3YT56,Methionyl Amino-acyl tRNA Synthetase,18.0621,18.2257,18.0448,18.0209,17.5047,17.7192,17.6488,17.9153,2.16004,0.00259399,0.39138,4.02523,+
rsd-2,0.923707,1.73546,D3YT78;E1B6W0;Q2EEN1;Q9XUE3,Uncharacterized protein,14.0745,14.5852,13.557,14.3494,13.6852,12.8247,13.3077,13.0535,1.73546,0.00732308,0.923707,3.20909,+
asd-2,1.27668,1.8798,D4YW53;G5EFF1,Uncharacterized protein;RNA-binding protein asd-2,18.5999,17.5284,17.423,16.9971,16.0593,16.2714,16.3993,16.7117,1.8798,0.00508396,1.27668,3.47713,+
dct-16,0.658539,2.45288,D4YWC3,"DAF-16/FOXO Controlled, germline Tumor affecting",21.886,21.9501,21.8024,21.9105,21.3791,21.5364,20.9389,21.0605,2.45288,0.00135231,0.658539,4.64427,+
larp-1,0.580185,0.817696,D5MCN2,La-related protein 1,17.9914,17.9253,17.6968,17.7783,16.5675,18.1737,17.4056,16.9244,0.817696,0.0729969,0.580185,1.63978,
sup-26,-0.199532,0.203239,D5MCQ1;D5MCQ7;D5MCR3;D5MCR4;Q7JMB8,SUPpressor,14.259,14.1319,14.106,13.7188,13.9338,14.5134,13.423,15.1438,0.203239,0.457417,-0.199532,-0.513024,
sup-26,-0.520818,1.97375,D5MCQ2;D5MCQ6,SUPpressor,15.7495,16.1242,15.9725,15.876,16.5228,16.1825,16.361,16.7393,1.97375,0.00431613,-0.520818,-3.65654,+
mdt-9,-1.07736,1.92221,D5SGZ9,MeDiaTor,11.8851,11.1252,11.128,11.7664,12.1592,12.5789,12.302,13.1742,1.92221,0.00475068,-1.07736,-3.5576,+
nstp-10,0.0649273,0.163919,D6R8W5;Q968A5,Nucleotide Sugar TransPorter family;GDP-fucose transporter,14.5705,14.5425,14.3332,14.3222,14.0094,14.6109,14.3254,14.5632,0.163919,0.523588,0.0649273,0.425058,
rbc-1,0.39094,1.12011,D6R8W9;J7S122,RaBConnectin related,14.0871,13.528,14.0233,14.0087,13.8811,13.5275,13.3716,13.3032,1.12011,0.032799,0.39094,2.14297,+
"CELE_Y58A7A,1",0.676842,3.74409,D6RYD3,Uncharacterized protein,15.9171,16.1132,15.9448,15.9819,15.5042,15.1659,15.2766,15.3028,3.74409,6.96E-05,0.676842,8.17617,+
"C02D5,4",0.119108,0.326531,D7SFI3,Uncharacterized protein,17.1048,17.2625,17.4316,17.4358,17.3292,17.3042,16.7899,17.3348,0.326531,0.308599,0.119108,0.768246,
dnj-25,0.180547,1.18347,D7SFQ5;D7SFQ6;G5EDJ6,DNaJ domain (Prokaryotic heat shock protein);DNaJ domain (Prokaryotic heat shock protein);Auxilin,14.4705,14.2208,14.3691,14.313,14.1335,14.0051,14.23,14.2826,1.18347,0.0278356,0.180547,2.24887,+
cup-5,1.65445,2.55253,D7UU24;H2KYJ9;H2KYK0;Q8T666;Q8WSP3,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;CUP-5L;Uncharacterized protein,13.2466,13.2718,13.3037,13.0781,11.587,12.4876,11.3032,10.9047,2.55253,0.00111291,1.65445,4.86731,+
ehs-1,0.726815,3.5678,D9N122;Q9BIF4,Eps15 (Endocytosis protein) Homologous Sequence;EHS-1,15.0788,14.9952,15.0051,14.9628,14.556,14.1449,14.2052,14.2286,3.5678,0.000206483,0.726815,7.59815,+
snx-6,0.537397,2.89643,D9PTP5,Sorting NeXin,15.5201,15.5523,15.2395,15.4802,14.9704,14.9685,14.7243,14.9794,2.89643,0.000393736,0.537397,5.69209,+
unc-70,1.29627,3.78323,E0AHA7;G5EG85,Spectrin beta chain,15.9814,15.9013,15.8708,15.8843,15.0675,14.4112,14.4339,14.5402,3.78323,7.21E-05,1.29627,8.30949,+
"CELE_Y111B2A,12",0.868753,2.19401,E0R7L2,Uncharacterized protein,15.8715,16.3245,15.872,16.045,15.0091,15.6901,14.8537,15.085,2.19401,0.00241658,0.868753,4.09445,+
"CELE_ZK1127,13",0.49615,0.82932,E1B6Q6,Uncharacterized protein,14.0812,14.1255,13.6659,13.2446,13.6789,13.5366,13.2151,12.702,0.82932,0.0705499,0.49615,1.65922,
"CELE_F45F2,9",-0.337288,0.598966,E1B6Q7,Uncharacterized protein,14.166,13.2518,13.7594,14.35,14.1894,14.3743,14.3848,13.9278,0.598966,0.134855,-0.337288,-1.26797,
"CELE_F54C8,7;F54C8,7",0.501807,0.552724,E1B6R3;P34445,"Uncharacterized protein;Uncharacterized protein F54C8,7",15.7551,14.4652,14.1149,14.2767,14.4126,13.925,13.7192,14.548,0.552724,0.154815,0.501807,1.18703,
"CELE_F17C11,11",0.32887,0.571476,E1B6S4;Q9BI97,Uncharacterized protein,12.6802,12.265,12.3004,12.4491,12.7851,12.1451,11.6475,11.8016,0.571476,0.146238,0.32887,1.21999,
try-10,-0.438937,0.372675,E1B6T7,TRYpsin-like protease,15.817,15.755,16.5298,16.6929,15.2836,17.1208,17.0758,17.0703,0.372675,0.267942,-0.438937,-0.857756,
gut-2,1.78671,3.84577,E1B6V1;P92022,Uncharacterized protein,17.854,17.7126,17.5339,17.6205,16.3478,15.4229,15.7555,16.0479,3.84577,7.56E-05,1.78671,8.52634,+
"CELE_Y49E10,21",-0.147525,0.182919,E1B6W2,Uncharacterized protein,13.3585,13.2267,13.0913,12.2406,13.6021,12.9973,13.2053,12.7023,0.182919,0.489363,-0.147525,-0.468049,
lgg-2,2.73732,1.35213,E2JKY9;Q23536,Protein lgg;Protein lgg-2,11.9269,11.8924,11.8353,11.8419,8.127,11.2448,10.5793,6.59614,1.35213,0.0181823,2.73732,2.53382,+
dnc-1,1.00292,2.59542,E2JKZ0;Q23542,DyNactin Complex component,16.5585,16.2764,16.3548,16.4554,15.5062,15.912,15.1213,15.094,2.59542,0.00101535,1.00292,4.9654,+
iars-2,0.299265,0.433608,E2JL03,Isoleucyl Amino-acyl tRNA Synthetase,13.6981,14.4856,14.2766,15.0022,14.4641,13.9225,14.1018,13.7772,0.433608,0.221243,0.299265,0.972278,
"CELE_Y60C6A,2",0.129648,0.0510086,E3CTH1,Uncharacterized protein,11.9713,11.9025,11.6658,11.7733,10.0854,10.8865,14.1933,11.6291,0.0510086,0.812056,0.129648,0.145365,
ttr-44,-0.264715,0.573578,E3W741;Q18878,TransThyretin-Related family domain,16.6559,15.923,16.4109,16.6977,16.8698,16.5352,16.4209,16.9204,0.573578,0.145343,-0.264715,-1.22367,
"CELE_H01G02,1",0.637135,0.601445,E3W759;O17902,Uncharacterized protein,16.4413,17.3925,17.4742,16.7141,15.2293,16.7565,16.2407,17.2472,0.601445,0.133997,0.637135,1.27228,
"CELE_Y48G1C,13",2.45851,2.42272,E3WIS3,Uncharacterized protein,18.1709,18.1807,18.4035,18.3155,14.5687,15.6607,17.1736,15.8337,2.42272,0.00144815,2.45851,4.57807,+
dnj-14,0.411963,1.09532,E5QCE7;Q21162,DNaJ domain (Prokaryotic heat shock protein),14.576,14.6232,14.3048,14.4139,14.5256,13.6739,13.9138,14.1567,1.09532,0.0346675,0.411963,2.10166,+
"CELE_T05G5,5;CELE_T05G5,5;T05G5,5",0.23112,0.288455,E5QCF6;E5QCF8;P34558,"Dephospho-CoA kinase 1;Dephospho-CoA kinase 2;Uncharacterized protein T05G5,5",14.9143,14.5745,14.4171,14.2181,15.1036,13.656,14.171,14.2689,0.288455,0.347383,0.23112,0.692207,
nhr-49,-1.9569,2.1306,E5QCI8;O45666,Nuclear Hormone Receptor family;Nuclear hormone receptor family member nhr-49,11.9296,11.7644,11.8843,11.8665,14.6247,13.7971,14.4121,12.4385,2.1306,0.00266132,-1.9569,-3.96575,+
"CELE_T23B5,4",-1.75409,3.52093,E5QCJ3;Q7YWT5,Uncharacterized protein,11.8978,11.8696,11.5873,11.8226,13.2234,13.548,14.1837,13.2386,3.52093,0.000197701,-1.75409,-7.45039,+
"CELE_Y116A8C,30",-0.0730426,0.211972,E8MDW0;Q9U2S7,Uncharacterized protein,15.5331,15.6904,15.5234,15.5842,15.6601,15.8155,15.8651,15.2826,0.211972,0.444067,-0.0730426,-0.532057,
"CELE_H19N07,3",-0.0456624,0.0857988,E9P8A3;O45625,Uncharacterized protein,14.6887,14.8493,14.938,15.0576,14.4923,14.793,15.2333,15.1977,0.0857988,0.704118,-0.0456624,-0.236743,
"CELE_Y95B8A,8",0.835985,2.06234,E9RKC7,Uncharacterized protein,14.9533,15.7968,15.4113,14.9199,14.5717,14.3764,14.5088,14.2805,2.06234,0.00333204,0.835985,3.82964,+
nceh-1,1.52156,3.09541,F0IWV1;Q9XWL5,Neutral Cholesterol Ester Hydrolase homolog,11.97,12.0635,11.4358,12.569,10.5847,10.3425,10.3688,10.6562,3.09541,0.00032368,1.52156,6.21272,+
fkb-1,3.25182,3.39527,F1LIM6,Peptidylprolyl isomerase,16.3995,16.3707,16.2438,16.3612,12.6991,13.4666,12.0446,14.1577,3.39527,0.000180105,3.25182,7.06592,+
ttr-25,2.10299,6.2247,F3Y5P3,TransThyretin-Related family domain,17.5781,17.555,17.406,17.427,15.2051,15.4757,15.2917,15.5816,6.2247,0,2.10299,21.8759,+
"CELE_T21F4,1",-0.528307,1.40847,F5GU60;H2KZS0,Uncharacterized protein,13.9999,14.455,13.8259,14.3225,14.4394,14.532,14.6728,15.0724,1.40847,0.0155022,-0.528307,-2.63034,+
otub-3,0.999917,4.35412,F5GU86;F5GU87;Q19681,OTUBain deubiquitylating protease homolog,15.7017,15.7076,15.5333,15.6657,14.7328,14.6608,14.409,14.806,4.35412,0,0.999917,10.4824,+
mca-1,0.77678,2.30205,F5GU98;G5EC04;G5EC39;G5EFR6,Calcium-transporting ATPase,14.2897,14.4266,14.252,14.4109,14.0464,13.4527,13.556,13.217,2.30205,0.00192133,0.77678,4.31898,+
"CELE_F32B4,4",1.80958,1.76097,F5GUF6;O62203,Uncharacterized protein,14.2288,16.2303,15.1772,15.5575,14.2962,13.0021,12.7488,13.9084,1.76097,0.00690909,1.80958,3.25583,+
"CELE_T04C12,11",0.788208,0.736007,F5GUG4,Uncharacterized protein,16.0697,15.7039,14.4244,15.2275,15.1736,14.5233,13.4936,15.0822,0.736007,0.0910896,0.788208,1.50251,
"CELE_W05B5,1",0.0804403,0.113012,F5GUG6;F5GUH2,Uncharacterized protein,15.8476,15.6988,15.4153,15.7688,15.8967,15.3037,15.0779,16.1306,0.113012,0.631214,0.0804403,0.304707,
lea-1,2.44276,3.74077,F5GUH5,Plant Late Embryo Abundant (LEA) related,14.0938,13.8965,13.9373,14.0107,12.2993,11.1815,11.71,10.9765,3.74077,6.92E-05,2.44276,8.16496,+
strl-1,0.691578,3.24617,F5GUI0;O17883,STeroidogenic acute Regulatory protein Like;Steroidogenic acute regulatory-like protein 1,16.2803,16.1141,16.0098,15.918,15.2413,15.3217,15.4304,15.5624,3.24617,0.000269962,0.691578,6.63083,+
iff-1,-0.407618,0.616561,G1K0V8;P34563,Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A-1,18.9026,18.972,18.1874,18.8754,18.9323,19.9046,18.8725,18.8584,0.616561,0.128682,-0.407618,-1.29849,
iff-1,1.32573,4.31069,G1K0V9,Initiation Factor Five (eIF-5A) homolog,11.8436,11.8132,11.7454,11.3579,10.5272,10.3024,10.3885,10.2391,4.31069,0,1.32573,10.3009,+
pgp-6,1.67586,5.43401,G1K0X0;Q1ZXU6;Q22656,P-GlycoProtein related,16.1243,16.1435,15.9916,15.9796,14.4105,14.1082,14.5224,14.4945,5.43401,0,1.67586,16.0765,+
atgp-2,-1.23254,2.00307,G1K108;O45298,Amino acid Transporter GlycoProtein subunit,12.1134,13.3892,13.1004,12.5076,14.1832,13.6913,13.777,14.3892,2.00307,0.00378206,-1.23254,-3.71341,+
pqn-87,-0.0324526,0.093414,G2HK02;G2HK03;K8ESL3;Q9U207,Prion-like-(Q/N-rich)-domain-bearing protein,14.392,14.5927,14.4721,14.6043,14.8454,14.4567,14.2969,14.592,0.093414,0.6824,-0.0324526,-0.256049,
"CELE_Y66D12A,8",-2.04799,4.09201,G2HK16;Q95Q06,Uncharacterized protein,11.9935,11.985,11.5116,11.6874,14.2739,13.4259,13.9744,13.6952,4.09201,0,-2.04799,-9.42901,+
lin-52,1.36167,5.02498,G3MTX2;Q10120,Uncharacterized protein;Protein lin-52,11.8407,11.906,11.7739,11.8562,10.6541,10.2457,10.4099,10.6204,5.02498,0,1.36167,13.6896,+
trx-2,-3.49639,4.40379,G3MU08;Q17424,Thioredoxin;Probable thioredoxin-2,11.9959,11.9583,11.5261,11.4322,15.1109,14.6252,15.1317,16.0302,4.40379,0,-3.49639,-10.6936,+
"CELE_F55A11,6",1.59495,1.43018,G3MU11;H9G2W4;P90887;Q2L6U7,Uncharacterized protein,13.9324,14.1035,13.9632,13.8876,13.6279,10.8513,12.922,12.1056,1.43018,0.0148325,1.59495,2.66775,+
gsp-1,0.40712,0.647627,G3MU14;Q27497,Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-alpha,16.9014,16.2724,16.0794,15.9719,16.3106,15.8067,15.3269,16.1525,0.647627,0.117366,0.40712,1.35205,
"CELE_ZC434,9",-0.143138,0.905599,G3MU28;G3MU29;G3MU30;Q23318;Q7JLE3,Uncharacterized protein,14.513,14.3628,14.3778,14.4035,14.7749,14.4957,14.4811,14.4782,0.905599,0.05699,-0.143138,-1.78635,
mif-2,0.126812,0.34136,G3MU38;Q18785,MIF (Macrophage migration Inhibitory Factor) related;MIF-like protein mif-2,16.2031,16.3629,16.1361,15.8742,15.8618,16.3268,16.0943,15.7861,0.34136,0.295255,0.126812,0.797304,
math-33;math-33;math-33;math-33;math-33;math-33;math-33;math-33;math-33;math-33;math-33;math-33;math-33;math-33;math-33;usp-7,0.561083,2.88246,G3MU79;G3MU80;G3MU81;G3MU82;G3MU83;N1NSD8;N1NSE3;N1NTD2;N1NTD8;N1NTI7;N1NTJ2;N1NV07;N1NVB4;O45623;O45624;Q7JKC3,Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 7,16.4652,16.2024,16.2059,16.3116,15.8517,15.7357,15.5156,15.8378,2.88246,0.000391401,0.561083,5.6568,+
sec-61,-0.35148,2.60127,G3MU88;O18239,Yeast SEC homolog,18.1797,18.3345,18.2276,18.3275,18.6266,18.4495,18.7178,18.6812,2.60127,0.00101991,-0.35148,-4.97888,+
cdc-26,1.51598,1.17275,G4RT11,Anaphase-promoting complex subunit CDC26,14.3334,14.5268,14.4941,14.5876,12.1388,13.967,11.5064,14.2657,1.17275,0.028716,1.51598,2.23091,+
"CELE_F38A1,8",0.740995,3.22569,G4RYA5,Uncharacterized protein,15.5621,15.5283,15.2923,15.4165,14.8403,14.4808,14.627,14.8873,3.22569,0.000266417,0.740995,6.57276,+
spc-1,0.834365,3.65149,G4S034,SPeCtrin,17.5537,17.3559,17.379,17.4738,16.4597,16.8425,16.4415,16.6813,3.65149,0.000216625,0.834365,7.86808,+
"CELE_K10B3,1",-0.480108,0.359216,G4S035;G5ED15,Uncharacterized protein,12.0452,11.9145,11.6678,11.8278,10.8521,12.687,13.596,12.2407,0.359216,0.279161,-0.480108,-0.831919,
anat-1,2.06547,1.67638,G4S185;G5EDH7,AANAT (Arylalkylamine N-AcetylTransferase) homolog,13.1511,12.4172,12.929,12.7274,10.0168,11.8429,11.8202,9.28286,1.67638,0.00846154,2.06547,3.10182,+
"CELE_F13H8,5",-0.224644,0.346026,G4S428;Q19429,Uncharacterized protein,12.0523,11.9831,11.8378,11.8105,12.0232,11.8862,11.7298,12.943,0.346026,0.290898,-0.224644,-0.806389,
wrb-1,1.27897,2.24929,G4S708;Q8WTM8,WRB (Human W(Tryptophan)-Rich Basic nuclear protein) homolog,14.406,14.2885,14.3041,14.7868,13.3508,13.8812,12.7194,12.7182,2.24929,0.00203859,1.27897,4.20849,+
"CELE_F47G3,4",1.74723,5.88666,G4S7A1,Uncharacterized protein,16.3251,16.4009,16.363,16.3671,14.5551,14.5463,14.8818,14.4839,5.88666,0,1.74723,19.1832,+
"CELE_Y39G10AR,9",1.53002,1.92962,G4SF15;Q95XR3,Uncharacterized protein,14.4817,14.4777,14.4932,14.4362,12.0642,13.3654,13.9268,12.4124,1.92962,0.00468915,1.53002,3.57176,+
"CELE_F25E2,2",2.87362,4.41786,G4SF79,Uncharacterized protein,18.4134,18.1304,18.0108,18.1346,15.0009,14.9686,16.0455,15.1797,4.41786,0,2.87362,10.7542,+
ipla-1,0.637345,2.68635,G4SGU1;G5EEM9;G8JYA8;Q8WQE0,Intracelllar PhosphoLipase A family,14.4371,14.7738,14.7867,14.9139,14.2586,13.9475,14.1416,14.0145,2.68635,0.000690396,0.637345,5.17767,+
gei-15,0.733187,2.43171,G4SI07,GEX Interacting protein,16.7314,16.8749,16.7722,16.7728,15.7785,16.3797,15.7948,16.2656,2.43171,0.00141882,0.733187,4.59776,+
"CELE_Y14H12B,1",-0.556513,2.65232,G4SJZ3;H2L064;Q8ITV5,Uncharacterized protein,14.7789,14.9729,14.6047,14.7654,15.1965,15.4027,15.2196,15.5293,2.65232,0.000799472,-0.556513,-5.09754,+
pqn-52,-0.377213,2.84885,G4SL51,Prion-like-(Q/N-rich)-domain-bearing protein,15.7232,15.9805,15.8689,15.8957,16.2978,16.229,16.1336,16.3166,2.84885,0.000507289,-0.377213,-5.57252,+
ttn-1,1.30071,3.00924,G4SLH0,Titin homolog,18.3512,18.3616,18.1806,18.2221,17.6051,16.6837,16.7523,16.8716,3.00924,0.000337388,1.30071,5.98306,+
"CELE_ZC449,8",-0.0723941,0.135014,G4SLU9,Uncharacterized protein,12.1049,11.9278,11.8913,11.8318,12.5279,12.0755,11.6486,11.7934,0.135014,0.581371,-0.0723941,-0.357719,
"CELE_T10F2,5",1.28838,1.46767,G4SNB8,Uncharacterized protein,13.3153,13.7136,12.9222,14.7278,12.4419,12.7721,11.6065,12.705,1.46767,0.0135867,1.28838,2.73263,+
"CELE_Y48A5A,3",0.577497,1.38332,G4SP89,Uncharacterized protein,15.3005,15.3221,15.2544,15.355,14.9515,14.4279,14.2976,15.245,1.38332,0.0166821,0.577497,2.58715,+
"CELE_Y71G10AL,1",0.846232,3.29147,G4SPY0;G4SPY1,Uncharacterized protein,15.9932,15.9141,15.7947,15.8301,15.2914,15.1258,14.7374,14.9926,3.29147,0.000219178,0.846232,6.76068,+
"slc-36,2",-0.281502,1.10528,G4SQY7,SLC (SoLute Carrier) homolog,14.5853,14.1978,14.3332,14.2595,14.4249,14.4981,14.8756,14.7032,1.10528,0.0339012,-0.281502,-2.11824,+
abtm-1,0.975415,3.6766,G4SRS5,"ABC Transporter, Mitochondrial",15.943,15.7771,15.4751,15.5515,14.7678,14.6019,14.6211,14.8542,3.6766,0.000220796,0.975415,7.95062,+
"CELE_Y39A3CL,4",-1.11382,1.12922,G4SRU7;Q965X3,Uncharacterized protein,14.5196,14.089,14.0295,13.9408,15.9569,14.4864,14.3179,16.2729,1.12922,0.0318574,-1.11382,-2.15817,+
glo-1,-0.273618,0.540315,G5EBF0,Gut granule LOss,12.0065,11.4945,11.5127,11.6586,12.2227,11.3401,12.1204,12.0834,0.540315,0.160118,-0.273618,-1.16511,
"pud-2,1",0.192655,1.33447,G5EBF3,Protein Up-regulated in Daf-2(Gf),20.0074,19.9753,19.9283,19.8773,19.7728,19.5711,19.9201,19.7539,1.33447,0.0190077,0.192655,2.50372,+
"CELE_T28H10,3",2.38537,5.70985,G5EBF4,Uncharacterized protein,18.1298,17.9746,18.0904,17.9727,15.8242,15.3043,15.6384,15.8591,5.70985,0,2.38537,17.9061,+
rde-4,1.27407,2.95866,G5EBF5,RNA interference promoting factor,15.4521,14.9805,15.6275,14.9035,14.3245,13.7425,13.8449,13.9555,2.95866,0.000366771,1.27407,5.85127,+
him-3,-1.50437,2.60283,G5EBG0,High Incidence of Males (Increased X chromosome loss),13.9846,14.0008,13.1714,13.7102,14.6731,15.4196,15.0472,15.7447,2.60283,0.00102057,-1.50437,-4.98247,+
"CELE_Y57G11A,2",-0.543329,1.04362,G5EBG1,Uncharacterized protein,11.9267,11.9,11.7571,11.8465,12.0443,11.9095,13.0769,12.5729,1.04362,0.0390134,-0.543329,-2.01565,+
"CELE_Y43F4B,9",-2.26946,5.15367,G5EBG2,Uncharacterized protein,11.8034,12.014,11.8051,11.8361,14.3741,14.1761,13.7029,14.2833,5.15367,0,-2.26946,-14.4015,+
