geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d15_01,log2 daf2_d15_02,log2 daf2_d15_03,log2 daf2_d15_04,log2 daf2_d10_01,log2 daf2_d10_02,log2 daf2_d10_03,log2 daf2_d10_04, -Log.p.value,Student's T-test q-value daf2_d15_daf2_d10,log2FC,Student's T-test Test statistic daf2_d15_daf2_d10,Sign p-val: 0.05 
"CELE_Y69H2,7",0.752263,1.19979,K8F7X9;Q9U1U3,Uncharacterized protein,13.4628,14.7285,13.3202,14.1181,13.1021,12.9981,13.2666,13.2538,1.19979,0.0531845,0.752263,2.27623,
hpo-34,-0.0332274,0.144816,K8FDY0,Uncharacterized protein,17.1335,17.1044,17.077,17.1832,17.0525,17.0403,17.1358,17.4023,0.144816,0.664653,-0.0332274,-0.380831,
"C07E3,3",0.078748,0.0603516,K8FDZ1;Q17786,Uncharacterized protein,14.2204,14.3407,13.6043,13.2935,14.3908,13.4483,12.8466,14.4583,0.0603516,0.844708,0.078748,0.17045,
zbp-1,-0.00492787,0.0152964,K8FE02;Q21605,Zipcode Binding Protein homolog,15.708,15.5951,15.7203,15.7191,15.6103,15.5009,15.6634,15.9877,0.0152964,0.959376,-0.00492787,-0.0452299,
"CELE_T16G12,7",2.64515,4.06977,K8FE09,Serine/threonine-protein phosphatase,13.3889,14.1561,13.0533,12.8994,10.6251,10.7987,10.6955,10.7979,4.06977,0.001,2.64515,9.34417,+
"CELE_Y54G2A,75",2.04271,3.05797,L8E6I4,Uncharacterized protein,12.9501,13.0685,11.8185,13.3173,10.6538,10.821,10.7332,10.7756,3.05797,0.0026131,2.04271,6.11213,+
"CELE_T23E7,2",-1.82967,4.84498,L8E6J9,Uncharacterized protein,12.1462,11.9764,11.7445,12.0925,14.0044,13.9699,13.5127,13.7913,4.84498,0,-1.82967,-12.7494,+
"CELE_Y69H2,3",1.57951,6.86913,L8E6L7,Uncharacterized protein,20.5992,20.6313,20.4768,20.6784,19.009,19.0013,18.9415,19.1156,6.86913,0,1.57951,28.0736,+
"C09G9,1",-0.982708,2.9297,L8E6N6;L8E712;Q17871,Uncharacterized protein,13.6024,13.8512,13.6163,13.7379,15.1634,14.524,14.5048,14.5464,2.9297,0.00338836,-0.982708,-5.77677,+
"CELE_F55F10,1",0.0909891,0.0593825,L8E6W9,Uncharacterized protein,12.0723,12.0887,11.7247,11.9871,10.839,11.0927,12.5811,12.996,0.0593825,0.846587,0.0909891,0.167868,
"C34D10,2",0.388423,1.12314,L8E6Y3,Uncharacterized protein,14.948,14.6607,15.2963,15.293,14.7737,14.664,14.3897,14.8169,1.12314,0.0643047,0.388423,2.14802,
"C54F6,18",1.33505,2.99699,L8E700,Uncharacterized protein,17.8021,18.1005,17.3654,17.482,16.473,16.4771,15.9026,16.5571,2.99699,0.00309972,1.33505,5.95093,+
"CELE_W05H9,1",0.628231,2.36071,L8E833,Uncharacterized protein,17.3635,17.2941,17.3389,17.8359,16.7153,16.9922,16.7494,16.8625,2.36071,0.0070438,0.628231,4.44381,+
"CELE_F42H10,3;F42H10,3",0.325098,0.819583,L8E951;P34416,"Uncharacterized protein;LIM and SH3 domain protein F42H10,3",15.6266,15.5777,15.1755,15.0817,15.0801,15.422,14.8739,14.7852,0.819583,0.12702,0.325098,1.64294,
"CELE_ZK688,5;ZK688,5",-2.08791,1.97527,L8EC34;P34675,"Uncharacterized protein;Uncharacterized protein ZK688,5",12.2824,12.0538,11.7378,11.6763,13.8474,15.6128,13.0746,13.5671,1.97527,0.0135398,-2.08791,-3.65948,+
ifb-2,-0.403935,2.16566,M1Z854;Q19286,"Intermediate Filament, B;Intermediate filament protein ifb-2",18.1828,18.0413,18.3551,18.4266,18.6211,18.5297,18.7432,18.7275,2.16566,0.00982986,-0.403935,-4.03664,+
npp-8,0.761717,0.750122,M1Z882,Nuclear Pore complex Protein,15.7048,14.9315,14.5027,15.8054,15.0667,15.1837,13.5857,14.0615,0.750122,0.149858,0.761717,1.52633,
pud-4,-0.45035,1.08259,M1ZJ62,Protein Up-regulated in Daf-2(Gf),15.5648,15.4587,15.2317,16.128,15.9525,15.8042,16.175,16.253,1.08259,0.0700152,-0.45035,-2.08047,
"CELE_Y69A2AR,16",-1.29221,1.23199,M1ZJV8;Q95XI7,Uncharacterized protein,10.7565,11.8662,11.4597,12.0962,12.4981,13.3609,13.8043,11.6842,1.23199,0.0496708,-1.29221,-2.33033,+
spk-1,0.0639956,0.0466203,M1ZJY1;Q03563,SR Protein Kinase;Serine/threonine-protein kinase spk-1,14.7622,14.567,13.329,12.8959,13.8642,13.9338,13.4232,14.0769,0.0466203,0.877791,0.0639956,0.133433,
afd-1,-1.3957,2.73991,M1ZJY5;Q86NJ4;Q9BIC0;Q9BIC1;X5LPU4;X5LX70;X5M5Q5;X5M8U5,AFaDin (Actin filament binding protein) homolog,12.1934,11.7899,11.4115,11.9559,12.9143,13.8258,13.186,13.0075,2.73991,0.00408941,-1.3957,-5.30557,+
glo-2,0.805942,1.5564,M1ZK00;O01822,Gut granule LOss;Biogenesis of lysosome-related organelles complex 1 subunit 6,12.9769,13.5987,13.0328,12.9724,12.6336,12.8253,11.8248,12.0734,1.5564,0.0265081,0.805942,2.88785,+
"CELE_Y24F12A,1",1.12877,1.24301,N1NTK1;Q9U2Q7,Uncharacterized protein,12.0525,11.9058,11.7659,11.8738,10.9659,9.37272,11.4538,11.2905,1.24301,0.04874,1.12877,2.34887,+
"C14C10,5",1.39093,0.560076,N1NTN5;Q17971,Uncharacterized protein,18.4421,14.7419,14.409,18.6992,15.1009,15.0201,15.2315,15.3759,0.560076,0.233185,1.39093,1.19998,
"CELE_F08H9,4",2.62351,2.55334,N1NV13;Q19228,Uncharacterized protein,17.2824,16.7786,17.2526,18.4601,13.9826,14.5182,14.887,15.8919,2.55334,0.00521757,2.62351,4.86915,+
"CELE_F17C11,4",-0.732873,1.64023,N1NVB6;Q19515,Uncharacterized protein,12.3004,11.7114,11.3771,11.8491,12.4265,12.4991,12.9623,12.2815,1.64023,0.0229529,-0.732873,-3.03681,+
lst-4,1.22866,1.63213,N1NVC3;Q8I4E2,Lateral Signaling Target;Sorting nexin lst-4,16.329,16.4495,15.5999,17.5303,15.3053,15.1086,15.1233,15.4568,1.63213,0.0233231,1.22866,3.0223,+
rsp-7,-0.0907774,0.0711036,O01159,"Probable splicing factor, arginine/serine-rich 7",14.5996,15.489,13.6258,14.3223,14.9259,15.0474,13.9756,14.4508,0.0711036,0.817551,-0.0907774,-0.198809,
"CELE_T20D3,2",0.24645,0.717483,O01254,Uncharacterized protein,19.5466,19.6353,19.1607,19.7684,19.2862,19.5186,19.0078,19.3127,0.717483,0.16195,0.24645,1.47117,
"CELE_T20D3,6",-0.85417,1.23857,O01257,Uncharacterized protein,14.7845,16.006,15.1666,14.3952,16.1243,16.0835,15.5925,15.9686,1.23857,0.0489943,-0.85417,-2.3414,+
"hsp-12,1",-1.95368,1.07088,O01263,Heat Shock Protein,13.7799,15.139,15.255,11.2842,15.5972,15.8299,15.4285,16.4173,1.07088,0.0723084,-1.95368,-2.06097,
"CELE_F09C8,1",-0.32792,0.369498,O01300,Uncharacterized protein,14.3246,13.633,13.2399,14.9547,14.4537,14.1639,14.4093,14.437,0.369498,0.377775,-0.32792,-0.851676,
cest-1,0.75258,3.49492,O01302,Carboxylic ester hydrolase,15.7566,16.1515,16.0142,15.8148,15.0907,15.2814,15.2383,15.1164,3.49492,0.00184289,0.75258,7.36941,+
"CELE_F02E9,1",0.550618,1.23306,O01314,Uncharacterized protein,13.2786,13.3919,13.6101,13.7583,12.5124,13.0005,12.8109,13.5127,1.23306,0.0495919,0.550618,2.33212,+
csn-2,0.391865,0.611447,O01422,COP9 signalosome complex subunit 2,15.0034,15.3769,14.3796,14.6166,14.517,14.7706,13.841,14.6804,0.611447,0.205967,0.391865,1.28964,
"B0207,6",-0.265023,1.42344,O01426,Uncharacterized protein,14.2095,14.1259,14.3618,14.1957,14.3678,14.3117,14.6426,14.6308,1.42344,0.0342897,-0.265023,-2.65612,+
air-2,-0.548698,1.00216,O01427,Aurora/IPL1-related protein kinase 2,12.033,11.9092,11.6662,11.9986,12.9673,11.7428,12.3398,12.7521,1.00216,0.0839557,-0.548698,-1.94676,
"B0261,7",3.53242,0.412311,O01442,Uncharacterized protein,12.3098,0,11.5482,12.0602,7.41327,3.67153,10.7037,0,0.412311,0.340757,3.53242,0.932677,
"C03G6,5",0.351665,2.12404,O01454,"UPF0376 protein C03G6,5",16.8735,17.2118,16.916,17.1333,16.7126,16.7119,16.5804,16.7229,2.12404,0.0108013,0.351665,3.95256,+
"C03G6,17",-0.812082,3.36829,O01460,Uncharacterized protein,15.3662,15.4931,15.7653,15.7311,16.2108,16.4291,16.4508,16.5134,3.36829,0.00209597,-0.812082,-6.98553,+
unc-94,0.738323,1.86266,O01479,Tropomodulin,15.7056,15.4679,15.0356,15.5005,15.1633,14.5817,14.575,14.4363,1.86266,0.0159021,0.738323,3.44483,+
tyr-4,-0.424828,0.930673,O01497,TYRosinase,16.6803,16.4064,15.6537,16.3295,16.5354,16.915,16.6864,16.6325,0.930673,0.0985367,-0.424828,-1.82803,
stam-1,0.27923,0.779386,O01498,Signal transducing adapter molecule 1,14.8743,15.0708,14.9107,14.8937,14.7887,15.0715,14.4776,14.2948,0.779386,0.140017,0.27923,1.57557,
rpa-2,0.653967,4.2766,O01504,60S acidic ribosomal protein P2,20.8241,20.8815,20.6987,20.6405,20.1879,20.1225,20.032,20.0865,4.2766,0.000439791,0.653967,10.1603,+
"C48B6,2",-1.38687,3.34412,O01513,Putative 40S ribosomal protein S4-like,14.6898,14.4723,14.1131,14.9248,15.839,15.8599,15.8062,16.2423,3.34412,0.00206818,-1.38687,-6.91415,+
"CELE_F19F10,3",0.517852,1.48376,O01516,Uncharacterized protein,16.2659,16.5222,16.715,16.9018,16.042,15.8797,15.9538,16.458,1.48376,0.0303258,0.517852,2.76061,+
ttr-10,-1.68598,0.217211,O01517,TransThyretin-Related family domain,11.9603,0,12.9688,12.05,11.7201,10.8428,10.7602,10.3998,0.217211,0.551309,-1.68598,-0.543395,
"CELE_F19F10,9",0.0573325,0.0537316,O01524,Uncharacterized protein,14.5535,14.6895,13.8913,15.5549,14.8355,14.2722,14.4371,14.9151,0.0537316,0.858731,0.0573325,0.15272,
asp-6,0.681083,2.98145,O01530,Aspartic protease 6,18.7672,19.1823,19.2529,19.0801,18.4922,18.3076,18.3343,18.424,2.98145,0.00315134,0.681083,5.91038,+
asp-12,3.53092,0.359892,O01531,ASpartyl Protease,12.0716,11.3961,0,11.787,0,0,10.7345,10.3966,0.359892,0.387372,3.53092,0.833223,
asp-5,0.626995,1.90644,O01532,ASpartyl Protease,19.3568,19.498,19.025,19.8781,18.7941,18.8639,18.7716,18.8204,1.90644,0.0148439,0.626995,3.52759,+
aars-2,-0.13997,0.381468,O01541,"Alanine--tRNA ligase, cytoplasmic",17.7205,17.7946,18.2777,17.7368,18.0161,17.8155,18.0055,18.2524,0.381468,0.367125,-0.13997,-0.874523,
cpn-3,-0.46223,1.53397,O01542,CalPoNin,20.1814,20.1071,20.4886,20.8136,20.883,20.8445,20.8187,20.8934,1.53397,0.027424,-0.46223,-2.84838,+
mage-1,0.744552,1.15294,O01549,Melanoma-Associated-antiGEn homolog,13.8229,15.0268,13.8777,14.2257,13.6787,13.9481,13.1123,13.2359,1.15294,0.0597501,0.744552,2.19777,
"CELE_F48C1,5",1.42086,2.49804,O01571,Uncharacterized protein,13.8698,14.1582,12.8419,13.3377,12.0901,12.336,12.0339,12.0642,2.49804,0.00561953,1.42086,4.74452,+
"CELE_F48C1,6",0.0600302,0.17866,O01572,Uncharacterized protein,15.8856,16.0009,16.0623,15.7247,15.7464,15.6323,15.9303,16.1244,0.17866,0.609376,0.0600302,0.458494,
npp-11,0.750052,2.88322,O01576,Nuclear Pore complex Protein,16.3182,16.1463,16.0126,16.141,15.3521,15.5343,15.6313,15.1002,2.88322,0.00365445,0.750052,5.65871,+
unc-108,0.836062,2.20395,O01577,Uncharacterized protein,18.1658,18.5614,17.8863,18.4681,17.3382,17.7059,17.1071,17.5863,2.20395,0.00894253,0.836062,4.11483,+
"F53F10,3",-0.289675,0.431049,O01578,Probable mitochondrial pyruvate carrier 2,14.1883,13.1338,14.1678,14.2957,14.1234,13.9462,14.5008,14.374,0.431049,0.323957,-0.289675,-0.967541,
"CELE_K09H11,1",1.46784,1.83706,O01590,Uncharacterized protein,13.4681,14.9336,13.5409,13.876,12.4153,11.7967,12.6475,13.0877,1.83706,0.0165915,1.46784,3.39683,+
"CELE_K09H11,7;CELE_F44E7,2;C53A3,2",1.09627,3.25039,O01591;O16247;O44538,Uncharacterized protein,12.2424,11.5116,11.68,11.8752,10.5861,10.7946,10.7362,10.8073,3.25039,0.0023125,1.09627,6.64284,+
cysl-3,0.707833,1.9303,O01592,Cysteine synthase 3,17.3879,17.7159,18.0054,17.126,16.9571,16.8331,16.8928,16.7207,1.9303,0.0143442,0.707833,3.57306,+
"CELE_R08E5,3",0.0244358,0.0211056,O01593,Uncharacterized protein,16.5962,16.5883,15.4319,15.497,16.6658,15.741,15.8376,15.7713,0.0211056,0.943901,0.0244358,0.0620157,
nuo-2,0.173607,0.448413,O01602;Q86NC2,NADH Ubiquinone Oxidoreductase,17.8608,17.8494,17.6733,17.7856,17.8938,17.8623,17.1719,17.5466,0.448413,0.309337,0.173607,0.999564,
"CELE_T10E9,3",-0.462954,0.995039,O01603,Uncharacterized protein,12.1968,11.9522,11.7579,12.1129,12.8216,12.7507,11.8607,12.4385,0.995039,0.0852694,-0.462954,-1.93494,
ugt-12,0.416306,0.797309,O01614,UDP-GlucuronosylTransferase,12.7381,12.7386,13.5252,13.3248,12.3672,13.0011,12.4092,12.8841,0.797309,0.134477,0.416306,1.60565,
"T19H12,2",0.923007,1.22664,O01615,Acidic leucine-rich nuclear phosphoprotein 32-related protein 2,18.4403,17.8949,18.3468,18.5369,17.1434,16.435,17.9664,17.9819,1.22664,0.050286,0.923007,2.32132,
inx-12,0.401897,1.36128,O01634,Innexin-12,16.1413,16.1759,15.8353,15.6017,15.6411,15.4226,15.3793,15.7037,1.36128,0.0387288,0.401897,2.54944,+
jmjc-1,-1.38741,3.648,O01658,Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66,12.258,12.2234,11.5171,11.902,13.286,13.4616,13.3234,13.3791,3.648,0.0013199,-1.38741,-7.85667,+
hmg-3,0.99473,2.18088,O01683,FACT complex subunit ssrp1-B,14.9427,14.1829,14.8707,15.2512,14.0628,13.7536,13.6088,13.8433,2.18088,0.00954244,0.99473,4.06761,+
"C32F10,8",0.152133,0.450834,O01685,Uncharacterized protein,16.8089,16.7118,16.9251,17.215,16.6635,16.5571,16.7856,17.046,0.450834,0.307364,0.152133,1.00401,
obr-4,0.646922,0.948914,O01686,Oxysterol-binding protein,14.555,14.6275,13.1996,14.3991,13.5957,13.7746,13.3271,13.496,0.948914,0.0943003,0.646922,1.85834,
rps-17,-0.141977,0.849987,O01692,40S ribosomal protein S17,18.1562,18.1742,18.2837,18.3133,18.3573,18.4865,18.1703,18.4812,0.849987,0.118795,-0.141977,-1.69372,
ddo-3,1.56645,4.66892,O01739,D-aspartate oxidase 3,16.9351,16.9194,17.1542,17.4484,15.414,15.6194,15.5831,15.5748,4.66892,0,1.56645,11.8887,+
apm-1,-0.439108,1.88572,O01755,"AdaPtin, Mu/medium chain (Clathrin associated complex)",14.5085,14.2594,14.4574,14.8497,15.0223,14.942,14.8896,14.9776,1.88572,0.0153418,-0.439108,-3.48832,+
"CELE_F55A12,5",-0.0999451,0.231358,O01756,Uncharacterized protein,14.4607,14.0541,14.0821,14.5221,14.5021,14.6664,14.2049,14.1453,0.231358,0.532867,-0.0999451,-0.573717,
nath-10,-1.22277,1.78088,O01757,RNA cytidine acetyltransferase,13.4844,12.4551,11.9971,12.921,13.6822,14.5048,13.751,13.8108,1.78088,0.01836,-1.22277,-3.29249,+
dhs-2,-1.43521,3.41078,O01758;Q86NJ7,"DeHydrogenases, Short chain;DeHydrogenases, Short chain",12.0389,11.6332,11.4495,11.9754,13.3015,12.7923,13.4656,13.2784,3.41078,0.00208835,-1.43521,-7.11246,+
ppk-1,1.29016,3.61805,O01759,PIP Kinase,15.5632,15.2007,14.8481,14.9762,13.7284,13.865,13.9986,13.8356,3.61805,0.00137799,1.29016,7.75928,+
unc-89,0.130751,0.504291,O01761,Muscle M-line assembly protein unc-89,16.7528,16.6234,16.7246,17.0437,16.6267,16.5539,16.5592,16.8816,0.504291,0.268129,0.130751,1.10094,
ncbp-1,-0.110588,0.194326,O01763,Nuclear cap-binding protein subunit 1,14.5959,13.9058,14.6247,14.9405,14.5686,14.6577,14.5245,14.7584,0.194326,0.586341,-0.110588,-0.493419,
ule-1,0.58974,1.3994,O01780,Uterine Lumin Expressed/locailized,20.4517,19.9366,19.4768,19.924,19.4722,19.5785,19.2786,19.1009,1.3994,0.0362595,0.58974,2.61475,+
him-1,-0.585868,0.614289,O01789,Structural maintenance of chromosomes protein 1,12.7534,13.2645,14.0609,14.6399,14.1218,14.4406,13.8573,14.6425,0.614289,0.204481,-0.585868,-1.29456,
rpl-7,0.203996,0.787982,O01802,60S ribosomal protein L7,17.9791,17.9807,18.371,18.4169,17.9298,17.8886,18.0915,18.0219,0.787982,0.137082,0.203996,1.59001,
"rab-11,1",0.0805278,0.395425,O01803,"Ras-related protein rab-11,1",18.15,18.5645,18.3166,18.2712,18.2672,18.2553,18.1853,18.2725,0.395425,0.353879,0.0805278,0.90096,
"got-2,1",1.39371,3.62769,O01804,Aspartate aminotransferase,15.8094,16.0642,15.9346,16.229,14.3895,14.803,14.3185,14.9514,3.62769,0.00127805,1.39371,7.79049,+
acbp-1,0.734763,3.13317,O01805,Acyl-CoA-binding protein homolog 1,19.6985,19.5246,19.8999,19.9058,19.067,18.811,19.0753,19.1363,3.13317,0.00239748,0.734763,6.31546,+
"C44E4,4",-0.00259829,0.0114217,O01806,Uncharacterized protein,19.3983,19.3796,19.4256,19.4119,19.4566,19.5144,19.1815,19.4734,0.0114217,0.96977,-0.00259829,-0.0339173,
lbp-6,0.395433,1.09068,O01812,Fatty acid-binding protein homolog 6,19.3658,19.0373,19.4767,19.7204,18.9294,18.6853,19.1756,19.228,1.09068,0.0688601,0.395433,2.09393,
"ant-1,2",-0.0543876,0.0497634,O01813,Adenine Nucleotide Translocator,22.0884,21.2419,22.2691,22.547,21.9114,21.4425,22.4149,22.5951,0.0497634,0.868543,-0.0543876,-0.141989,
lbp-5,1.49676,3.53883,O01814,Fatty acid-binding protein homolog 5,17.3661,17.4986,17.7438,17.8724,16.5668,16.0017,15.7957,16.1296,3.53883,0.00142857,1.49676,7.50651,+
dhod-1,0.532897,2.05472,O01815,"Dihydroorotate dehydrogenase (quinone), mitochondrial",14.2854,14.6321,14.5692,14.9031,13.9363,14.1017,14.0115,14.2087,2.05472,0.0115004,0.532897,3.81459,+
"cytb-5,2",0.53911,1.18684,O01816,YTochrome B,16.4265,16.7931,16.7321,17.1559,16.2543,15.9574,15.9801,16.7595,1.18684,0.0549974,0.53911,2.25451,
htp-3,0.376347,0.200125,O01820,Him-Three Paralog,13.3846,14.6073,11.3792,11.9488,12.4171,12.882,12.3676,12.1478,0.200125,0.577397,0.376347,0.506197,
"C53H9,2",-0.0573075,0.103676,O01826,Uncharacterized protein,15.7619,15.2687,15.1122,15.9403,15.6764,15.599,15.4326,15.6043,0.103676,0.747554,-0.0573075,-0.281705,
hil-5,-0.857282,0.783309,O01833,"Histone H1,5",13.3282,13.3018,13.3946,14.541,15.8386,14.1421,13.8772,14.1369,0.783309,0.139041,-0.857282,-1.58216,
"CELE_T05E7,1",1.31382,5.34809,O01862,Uncharacterized protein,11.9751,12.0046,11.7397,11.9879,10.55,10.7479,10.4938,10.6603,5.34809,0,1.31382,15.5443,+
nrd-1,3.51811,3.07465,O01864,NRD (Yeast Nuclear pre-mRNA Down-regulation) homolog,17.7552,18.6832,18.1847,19.4949,15.2499,13.7403,15.3893,15.6661,3.07465,0.00256241,3.51811,6.15679,+
"rpl-24,1",-0.380523,0.595785,O01868,60S ribosomal protein L24,17.1121,16.4073,16.8052,16.6997,16.4075,17.1077,17.6066,17.4245,0.595785,0.213696,-0.380523,-1.26244,
rps-10,0.109495,0.325429,O01869,"Ribosomal Protein, Small subunit",19.7385,20.0177,19.6904,19.9353,19.8552,19.8295,19.3783,19.8808,0.325429,0.421554,0.109495,0.766075,
"CELE_D1007,5",-0.929724,2.87292,O01870,Uncharacterized protein,12.0653,12.0033,11.6898,11.8613,12.6876,12.8895,12.5533,13.2082,2.87292,0.00362597,-0.929724,-5.63278,+
pqn-24,0.469205,1.5856,O01876,Prion-like-(Q/N-rich)-domain-bearing protein,17.7304,17.6049,17.3771,17.4894,17.2027,17.2131,16.661,17.2481,1.5856,0.0254322,0.469205,2.93946,+
acl-14,0.0430574,0.131282,O01882,ACyLtransferase-like,14.8053,14.6834,14.8131,14.6899,14.905,14.6757,14.3825,14.8563,0.131282,0.690183,0.0430574,0.348839,
coq-6,0.509178,0.72333,O01884,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",14.0538,14.749,14.5532,13.5726,13.8223,13.3143,13.4554,14.2998,0.72333,0.159874,0.509178,1.48107,
"CELE_R08F11,4",-2.64166,5.59369,O01889,Uncharacterized protein,12.2239,12.0304,11.7218,11.8037,14.7159,14.7074,14.6468,14.2764,5.59369,0,-2.64166,-17.1124,+
"CELE_R08F11,1",0.23229,0.316401,O01893,Non-lysosomal glucosylceramidase,14.6105,14.7896,14.1252,14.4868,14.0606,14.8053,13.5902,14.6269,0.316401,0.430955,0.23229,0.748221,
bra-2,0.294663,0.199062,O01918,BMP Receptor Associated protein family,14.6513,15.4253,13.1048,13.436,13.5425,14.4408,13.453,14.0024,0.199062,0.578414,0.294663,0.503861,
mboa-6,0.743423,1.20305,O01925,Lysophospholipid acyltransferase 5,15.7583,16.7677,15.4782,16.6272,15.4625,15.5934,15.2962,15.3056,1.20305,0.0530482,0.743423,2.28169,
tag-96,1.91759,1.65264,O01969;X5LVA8,Uncharacterized protein,12.2295,12.0654,11.8014,12.0266,8.26072,10.8686,10.5659,10.7573,1.65264,0.022575,1.91759,3.05908,+
emr-1,0.64414,1.36859,O01971,Emerin homolog 1,17.3278,16.7988,16.189,16.9197,16.285,16.3374,15.9658,16.0706,1.36859,0.0383224,0.64414,2.56193,+
"eif-3,H",0.00780058,0.0259463,O01974,Eukaryotic translation initiation factor 3 subunit H,16.5969,16.8086,16.9375,16.8108,16.7961,16.5821,16.799,16.9454,0.0259463,0.930278,0.00780058,0.0758476,
"CELE_T23C6,4",1.56087,3.07735,O02040,Uncharacterized protein,13.4922,13.4909,13.3689,13.73,12.4796,11.9267,11.3219,12.1103,3.07735,0.00256627,1.56087,6.16405,+
san-1,-0.752298,0.871722,O02053,Uncharacterized protein,14.2338,12.8507,12.9216,14.3365,14.191,14.3565,14.0319,14.7724,0.871722,0.113217,-0.752298,-1.72996,
rpl-4,0.141552,0.196629,O02056,60S ribosomal protein L4,17.5843,17.9233,18.8634,17.8471,17.8768,17.9144,18.0527,17.808,0.196629,0.58189,0.141552,0.498504,
ptps-1,-2.5004,3.43021,O02058,Putative 6-pyruvoyl tetrahydrobiopterin synthase,12.2576,11.9708,11.4238,12.0831,14.76,15.1124,13.9232,13.9412,3.43021,0.00195102,-2.5004,-7.17116,+
smz-2,-0.33442,0.72722,O02063,Sperm Meiosis PDZ domain containing proteins,15.3366,15.3977,15.7697,15.8488,15.4576,16.167,16.2628,15.8032,0.72722,0.158218,-0.33442,-1.48766,
"CELE_F19B10,10",1.24408,3.30641,O02075,Uncharacterized protein,12.2941,12.0861,11.4722,12.1087,10.7014,10.6629,10.8036,10.8169,3.30641,0.0019927,1.24408,6.80396,+
"C48E7,1",-0.895697,1.95866,O02082,Uncharacterized protein,18.2305,18.0239,17.2506,17.7156,18.7071,18.6209,19.0362,18.4392,1.95866,0.0140226,-0.895697,-3.62745,+
haf-2,-0.0197525,0.00832969,O02086,HAlF transporter (PGP related),14.353,14.3789,13.5144,11.1517,13.8711,13.6781,12.9593,12.9685,0.00832969,0.977979,-0.0197525,-0.0248206,
msra-1,0.717499,1.69967,O02089,Methionine Sulfoxide Reductase A,15.2658,15.0493,15.2428,16.0113,14.6955,14.8275,14.4346,14.7416,1.69967,0.0205893,0.717499,3.14393,+
rpb-4,0.162045,0.189965,O02092,RNA Polymerase II (B) subunit,15.2405,14.391,15.5882,15.1591,14.5046,14.8725,14.805,15.5484,0.189965,0.593602,0.162045,0.483758,
"C18E3,5",1.21014,4.68136,O02097,Uncharacterized protein,12.1369,12.0908,11.7083,11.8639,10.7319,10.7712,10.7524,10.7038,4.68136,0,1.21014,11.9477,+
"swsn-2,2",0.701165,1.29259,O02101,SWI/SNF nucleosome remodeling complex component,14.8072,14.3758,13.7976,13.7647,13.4596,13.8856,13.3856,13.2099,1.29259,0.0441812,0.701165,2.43261,+
mlt-8,-0.870527,1.97046,O02106,Uncharacterized protein,12.2904,11.4072,11.4716,11.9029,12.4036,12.6563,12.9642,12.5301,1.97046,0.0136388,-0.870527,-3.6502,+
cdc-37,-0.059824,0.139331,O02108;Q336L8,Probable Hsp90 co-chaperone cdc37;Cell Division Cycle related,18.2341,17.8592,18.1976,18.1623,18.0432,17.8458,18.4061,18.3973,0.139331,0.675555,-0.059824,-0.367934,
"CELE_W08F4,3",0.574933,1.79428,O02109,Uncharacterized protein,15.4599,15.7526,15.5009,16.0423,15.3291,15.2315,14.8287,15.0666,1.79428,0.0179018,0.574933,3.31726,+
pcn-1,0.47216,1.21163,O02115,Proliferating cell nuclear antigen,18.1422,17.972,18.372,18.4769,17.5028,17.4462,18.1121,18.0133,1.21163,0.0520537,0.47216,2.2961,
"CELE_E03H12,7",1.35057,3.66673,O02129,Uncharacterized protein,12.1833,11.9964,11.6428,11.814,10.2789,10.7874,10.749,10.419,3.66673,0.00118557,1.35057,7.9181,+
"C46G7,2",-0.897018,1.42769,O02141,Uncharacterized protein,14.9304,15.9731,14.6323,15.7626,16.2644,16.3694,15.9363,16.3165,1.42769,0.0339741,-0.897018,-2.66345,+
grd-14,1.18839,1.1113,O02153,GRounDhog (Hedgehog-like family),13.9088,13.0621,14.5554,13.933,13.6519,11.5443,13.1839,12.3257,1.1113,0.0658907,1.18839,2.12829,
grd-4,2.12988,4.17035,O02154,GRounDhog (Hedgehog-like family),15.8134,16.1229,15.4779,15.6858,13.2748,14.0861,13.5056,13.7139,4.17035,0.000843049,2.12988,9.73341,+
"CELE_T09B4,5",0.189225,0.43749,O02155,Uncharacterized protein,17.0513,17.814,17.0999,17.5611,17.1199,17.3097,17.2705,17.0694,0.43749,0.31816,0.189225,0.979451,
"CELE_T09B4,8",0.79858,1.67094,O02158,Uncharacterized protein,16.9443,16.8593,17.2753,17.7432,16.2377,16.0344,16.6318,16.7239,1.67094,0.0218784,0.79858,3.092,+
tin-44,0.350772,0.981448,O02161,Probable mitochondrial import inner membrane translocase subunit tin-44,14.6809,14.3132,14.8454,14.6965,14.2551,13.8919,14.429,14.5568,0.981448,0.0883231,0.350772,1.91237,
pigv-1,0.737698,1.59249,O02164,GPI mannosyltransferase pigv-1,13.711,14.1048,13.5697,13.8794,12.7282,12.6623,13.4791,13.4445,1.59249,0.0250304,0.737698,2.95169,+
aakg-2,0.743912,1.42781,O02168,AMP-Activated protein Kinase Gamma subunit,14.6712,14.9933,14.1685,15.4628,13.9764,13.9738,14.2178,14.1521,1.42781,0.033991,0.743912,2.66366,+
