geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04, -Log.p.value,Student's T-test q-value N2_d15_N2_d1,log2FC,Student's T-test Test statistic N2_d15_N2_d1,Sign p-val: 0.05 
mdf-1,0.321147,0.613498,G5EFM0,MAD (Yeast Mitosis arrest DeFicient) related,13.2543,13.6872,13.8694,12.8507,12.9909,13.2306,12.8711,13.2845,0.613498,0.137734,0.321147,1.29319,
"CELE_F18C12,3",0.166548,0.240349,G5EFM7,Uncharacterized protein,13.9245,13.1989,12.9995,13.0389,13.3928,12.6533,13.0314,13.4182,0.240349,0.413373,0.166548,0.592775,
rict-1,0.552784,0.550395,G5EFN2,Uncharacterized protein,14.4755,13.4451,14.7216,13.8173,14.2794,12.7874,13.1065,14.0749,0.550395,0.1631,0.552784,1.18293,
"CELE_ZK1321,4",-0.290525,1.75812,G5EFP2,Uncharacterized protein,17.1096,17.0664,17.1359,17.3724,17.4107,17.578,17.5315,17.3262,1.75812,0.00855605,-0.290525,-3.25059,+
mrp-4,0.521042,0.693524,G5EFP3,Uncharacterized protein,13.5021,12.651,12.5731,13.3739,12.7366,11.9703,12.1475,13.1617,0.693524,0.111232,0.521042,1.43049,
sym-1,-0.11901,0.0663112,G5EFP4,SYM-1 protein,12.8419,13.7812,13.4114,15.7329,13.79,14.3522,14.1423,13.9591,0.0663112,0.765765,-0.11901,-0.186234,
fut-3,0.777833,2.05767,G5EFP5,"Alpha-(1,3)-fucosyltransferase fut-3",14.2494,13.6908,14.3864,14.2681,13.2286,13.5888,13.5941,13.072,2.05767,0.004525,0.777833,3.82042,+
acl-7,-1.76618,2.84164,G5EFP8,ACyLtransferase-like,12.4228,12.1139,11.9201,12.6953,13.9169,14.5118,14.4344,13.3537,2.84164,0.00118815,-1.76618,-5.55458,+
mec-5,1.53187,2.01078,G5EFQ9,MEC-5,16.2266,15.594,15.7995,17.265,15.1571,14.3251,14.5736,14.7018,2.01078,0.00515357,1.53187,3.72842,+
tag-297,-1.34057,3.85672,G5EFR0,Uncharacterized protein,12.4962,12.0217,12.3396,12.7436,13.7449,13.6271,13.8172,13.7741,3.85672,0.000116239,-1.34057,-8.56481,+
msi-1,0.0633073,0.0649171,G5EFS2,MuSashI (Fly neural) family,14.5495,14.9515,15.9235,15.75,15.23,15.3932,14.8964,15.4016,0.0649171,0.770127,0.0633073,0.182556,
dcs-1,0.85669,0.859306,G5EFS4,m7GpppX diphosphatase,15.9078,16.0746,13.9365,15.7617,14.7019,14.4655,14.5225,14.564,0.859306,0.0720692,0.85669,1.70927,
"CELE_F45D11,15;CELE_F45D11,14",-3.48958,2.76547,G5EFS5;Q9N5T2,Uncharacterized protein,13.0811,14.0104,12.8122,10.9283,16.1831,16.1334,16.0767,16.3971,2.76547,0.0011926,-3.48958,-5.36738,+
hpl-2,0.48415,0.673234,G5EFS9;Q9U3C6,Chromo-domain protein;HP1 Like (Heterochromatin protein),13.9451,12.5177,13.2269,13.7408,13.2837,12.7899,12.6951,12.7252,0.673234,0.117148,0.48415,1.3959,
hsf-1,2.34132,1.54948,G5EFT5,Heat Shock Factor,13.9173,13.8936,13.738,13.6056,11.6606,9.87892,10.6302,13.6194,1.54948,0.0132194,2.34132,2.87566,+
"ant-1,4",-0.0639997,0.077688,G5EFU2,Adenine Nucleotide Translocator,14.1757,15.2141,14.8302,14.1064,14.3705,14.5932,14.9962,14.6224,0.077688,0.733684,-0.0639997,-0.21592,
"CELE_ZK524,4",1.84435,2.06527,G5EFV2,Uncharacterized protein,12.4298,12.1678,12.2677,12.6853,11.013,9.54753,10.0091,11.6036,2.06527,0.00445283,1.84435,3.83544,+
"hmg-1,1",-0.284028,0.61701,G5EFV4,HMG,17.3404,17.4356,17.1008,17.3967,17.0053,17.6694,17.9132,17.8218,0.61701,0.136775,-0.284028,-1.29927,
pkn-1,2.22219,1.96449,G5EFX2;G5EGE3,Protein Kinase N (PKN) homolog,14.6629,16.1983,15.3949,16.1142,12.9559,13.1624,12.558,14.805,1.96449,0.0055451,2.22219,3.63868,+
ntl-3,-0.850518,0.860829,G5EFX8,NOT-Like (Yeast CCR4/NOT complex component),16.1515,13.9514,14.5639,15.1559,16.2234,15.7484,15.4166,15.8362,0.860829,0.0718484,-0.850518,-1.71181,
sec-31,1.2935,2.68605,G5EFY6,Yeast SEC homolog,15.1702,14.6599,14.7346,15.67,13.7904,14.0081,13.5905,13.6718,2.68605,0.00129127,1.2935,5.17698,+
ipgm-1,-0.527582,0.569521,G5EFZ1,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",15.9176,16.9542,16.9989,17.3918,16.5291,17.29,17.8857,17.6682,0.569521,0.154755,-0.527582,-1.21657,
icln-1,2.21734,2.86233,G5EFZ5;G5EG22,ICLN (ICLn) ion channel homolog,16.9404,15.9709,16.3046,17.4629,14.8497,14.4911,14.6208,13.8479,2.86233,0.00112653,2.21734,5.60621,+
pgp-8,1.54925,3.69359,G5EG03,P-GlycoProtein related,15.5117,14.9439,15.4032,15.8654,13.8396,13.9633,13.9205,13.8038,3.69359,0.00017991,1.54925,8.00689,+
fat-4,-1.28677,3.56024,G5EG11,Delta(5) fatty acid desaturase fat-4,12.3912,11.9966,12.1916,12.2011,13.8879,13.3028,13.2171,13.5197,3.56024,0.000164159,-1.28677,-7.57414,+
dhs-12,0.488362,0.43523,G5EG13,"DeHydrogenases, Short chain",16.3251,17.8,17.7372,18.0873,16.1145,17.0786,17.514,17.2891,0.43523,0.225666,0.488362,0.975277,
crn-2,3.27394,5.87022,G5EG18,Cell death-related nuclease 2,17.9483,17.9399,17.3861,18.1768,14.6617,14.6133,14.5866,14.4938,5.87022,0,3.27394,19.0608,+
nspd-6,0.0221686,0.0147941,G5EG23,"Nematode Specific Peptide family, group D",13.9373,12.7708,13.9407,14.0918,14.4682,12.9905,12.949,14.2442,0.0147941,0.943106,0.0221686,0.0437688,
"R151,8A",0.72961,1.19091,G5EG26,"R151,8A protein",16.4039,15.5993,15.7912,16.9204,15.5609,15.5875,15.5471,15.1008,1.19091,0.0314714,0.72961,2.26133,+
skr-10,0.602205,1.61596,G5EG39,SKR-10,12.2159,12.0552,12.3402,12.4787,12.1505,11.2906,11.5559,11.6843,1.61596,0.0114582,0.602205,2.99344,+
"CELE_W05H12,1",1.98698,2.73121,G5EG41,Uncharacterized protein,12.5371,11.9407,11.9331,12.7805,10.251,10.5005,9.5052,10.9868,2.73121,0.0012166,1.98698,5.28466,+
PRL-1,-0.856769,1.22651,G5EG43,Putative prenylated protein tyrosine phosphatase,11.7788,12.1626,12.3144,12.4436,13.2667,13.7851,12.1668,12.9079,1.22651,0.0285223,-0.856769,-2.32111,+
"CELE_T04A11,1",0.885383,1.29887,G5EG50,Uncharacterized protein,16.2109,15.6142,14.8554,16.4723,14.995,14.9218,14.7647,14.9299,1.29887,0.0240159,0.885383,2.44324,+
pgp-9,0.068239,0.0787932,G5EG58,P-GlycoProtein related,13.8918,12.7685,12.8763,13.0918,13.461,13.2141,13.0806,12.5997,0.0787932,0.730453,0.068239,0.218773,
unc-45,-1.01198,2.43525,G5EG62,UNC-45,14.1295,14.1104,13.7621,13.2408,14.8458,14.8247,14.6372,14.9831,2.43525,0.00217265,-1.01198,-4.6055,+
hid-1,1.01013,0.898457,G5EG65;Q7Z135,HID-1;High temperature-Induced Dauer formation,14.1884,14.5409,14.0634,14.9634,14.8438,13.3224,13.2895,12.2598,0.898457,0.0651785,1.01013,1.77447,
fat-2,-2.05699,4.71731,G5EGA5,Delta(12) fatty acid desaturase fat-2,14.9075,14.8299,14.4585,14.5456,16.3782,16.8846,16.7373,16.9694,4.71731,0,-2.05699,-12.1197,+
dhrs-4,0.467165,2.1126,G5EGA6,Dehydrogenase/reductase SDR family member 4,15.1959,14.954,14.9427,15.1907,14.5795,14.4615,14.4934,14.8804,2.1126,0.0039293,0.467165,3.92962,+
ras-2,0.188165,0.202639,G5EGA7,GTP binding protein,15.4846,14.2752,14.1959,15.4718,14.8785,14.5108,14.5935,14.6921,0.202639,0.468157,0.188165,0.511711,
lec-2,1.41559,4.42449,G5EGB1,Galectin,20.1466,19.6003,19.7951,19.7685,18.4671,18.2877,18.3285,18.565,4.42449,0,1.41559,10.7828,+
ragc-1,0.722442,1.15799,G5EGB3,RAs-related GTP binding protein C homolog,15.3252,15.0404,15.4982,15.4304,15.4968,14.4014,14.0527,14.4536,1.15799,0.0340162,0.722442,2.20622,+
"CELE_DY3,8",1.61191,2.44319,G5EGC1,Uncharacterized protein,13.6472,13.5636,13.4682,14.1712,11.3459,11.8388,12.5481,12.6698,2.44319,0.00218643,1.61191,4.62294,+
skr-12,-1.14743,0.778447,G5EGD5,SKR-12,15.2403,12.1262,15.0701,14.6816,15.4328,15.3946,15.3195,15.561,0.778447,0.0889948,-1.14743,-1.574,
dpy-26,1.49976,1.50584,G5EGE9,Condensin complex subunit dpy-26,12.4474,12.1676,11.2924,12.593,11.3103,9.57697,10.1775,11.4367,1.50584,0.0144708,1.49976,2.79911,+
uso-1,0.131775,0.365221,G5EGG0;Q2EEM5,USO1 (Yeast transport protein) homolog,14.2963,14.0346,13.7281,13.8158,14.0041,13.6537,13.7066,13.9834,0.365221,0.27927,0.131775,0.843473,
rad-51,0.781545,0.353393,G5EGG8;L8E822;Q95Q25,RAD51 short isoform;Uncharacterized protein;Uncharacterized protein,18.5265,17.5447,17.8913,19.0232,19.9426,17.5989,16.0729,16.2451,0.353393,0.290038,0.781545,0.820675,
moc-1,-0.0827398,0.131051,G5EGH2,MOlybdenum Cofactor biosynthesis,14.1388,13.3293,14.0368,14.372,14.2773,13.9929,13.9237,14.014,0.131051,0.599707,-0.0827398,-0.348288,
lon-8,0.470335,0.514147,G5EGH7,Protein lon-8,15.5237,15.0465,14.4958,16.0582,15.2671,14.1909,14.5915,15.1935,0.514147,0.18052,0.470335,1.11858,
zig-1,-0.607295,0.325664,G5EGI7,Zwei Ig domain protein zig-1,14.4818,14.853,14.612,11.5088,14.2761,14.4458,14.5438,14.619,0.325664,0.31508,-0.607295,-0.766536,
ida-1,1.63678,1.82054,G5EGJ5,IA2,12.5623,12.152,12.3373,12.1098,10.5165,9.68893,11.9638,10.445,1.82054,0.00777604,1.63678,3.36601,+
tln-1,0.17979,0.508882,G5EGK1,TaLiN,16.1258,15.9185,16.4496,16.334,16.3038,15.8119,15.8831,16.11,0.508882,0.183365,0.17979,1.10916,
ugt-16,-0.463613,1.50006,G5EGK7,UDP-glucuronosyltransferase,13.9712,14.5162,13.9068,14.2647,14.577,14.8593,14.6433,14.4338,1.50006,0.0146221,-0.463613,-2.78903,+
let-92,0.802488,3.04134,G5EGK8,Serine/threonine-protein phosphatase 2A catalytic subunit,17.2377,17.4875,17.6638,17.5428,16.3932,16.7436,16.8223,16.7627,3.04134,0.000763134,0.802488,6.06784,+
"CELE_T28D6,6",-0.0795701,0.296389,G5EGL2,Uncharacterized protein,16.0193,15.9535,16.271,16.264,16.3872,16.2,16.2252,16.0136,0.296389,0.345345,-0.0795701,-0.708231,
fat-6,-0.80174,1.38905,G5EGN2,Delta(9)-fatty-acid desaturase fat-6,14.3912,13.7186,13.8204,14.913,14.688,15.1434,15.3121,14.9067,1.38905,0.0188715,-0.80174,-2.59699,+
vha-6,-0.18567,1.11195,G5EGP4,V-type proton ATPase subunit a,16.4634,16.6284,16.7897,16.6903,16.6798,16.8861,16.926,16.8225,1.11195,0.0385405,-0.18567,-2.12937,+
cpz-1,-0.15067,0.64007,G5EGP8,CathePsin Z,17.1006,17.224,17.0116,17.1781,17.142,17.4149,17.0695,17.4907,0.64007,0.127992,-0.15067,-1.33905,
"CELE_W02A11,1",0.176608,0.158906,G5EGR8,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A,13.5094,14.4099,15.0056,13.7929,14.6186,13.3647,13.8301,14.1979,0.158906,0.542521,0.176608,0.413552,
gbf-1,-0.00839257,0.0218524,G5EGS5,Uncharacterized protein,14.3979,14.1789,14.2613,14.3535,13.9537,14.4671,14.4659,14.3385,0.0218524,0.91605,-0.00839257,-0.0641587,
syp-1,0.362959,1.09695,G5EGS8,Synaptonemal complex protein SYP-1,14.3609,13.7894,14.3021,14.3317,13.79,13.677,13.7219,14.1433,1.09695,0.0402001,0.362959,2.10438,+
cyp-31a2;cyp-31a3,0.54601,1.13244,G5EGT6;Q9N574,CYtochrome P450 family,12.8593,13.9385,13.2062,13.1595,12.4311,12.871,12.8056,12.8718,1.13244,0.0363562,0.54601,2.16355,+
iffb-1,0.510885,1.60997,G5EGT7,Eukaryotic translation initiation factor eIF5B,16.4541,15.7479,16.0528,16.3534,15.7525,15.5012,15.5697,15.7413,1.60997,0.0116235,0.510885,2.98277,+
egl-30,0.634017,2.39283,G5EGU1,EGL-30,16.3171,16.2957,16.3535,16.745,15.9034,15.8224,15.9231,15.5265,2.39283,0.00233888,0.634017,4.51305,+
"B0416,5",1.44027,4.53823,G8JXY9;Q11073,"Uncharacterized protein;Uncharacterized protein B0416,5",16.0061,15.7206,15.8101,16.2349,14.346,14.6203,14.5241,14.5202,4.53823,0,1.44027,11.285,+
pdxk-1,0.29595,0.268895,G8JXZ7;H1ZUV6;O01824,PyriDoXal Kinase homolog;PyriDoXal Kinase homolog;Putative pyridoxal kinase,15.4831,14.7578,15.1526,13.4762,14.4483,14.7264,14.2118,14.2996,0.268895,0.376719,0.29595,0.652266,
pcm-1,1.86604,1.24707,G8JY24;Q27873,Protein-L-isoaspartate O-methyltransferase,14.8729,12.8317,13.4596,14.5305,13.4903,10.9576,11.0153,12.7673,1.24707,0.0272827,1.86604,2.35571,+
"CELE_K07C11,7;K07C11,7",0.652685,0.987115,G8JY31;Q21268,"Uncharacterized protein;UPF0046 protein K07C11,7",16.2574,16.1628,17.4194,16.9001,15.8753,15.7154,16.4992,16.0391,0.987115,0.0522212,0.652685,1.92178,
ubq-1;ubq-1;ubq-2,1.22559,4.92148,G8JY83;P0CG71;P49632,UBiQuitin;Polyubiquitin-A;Ubiquitin-60S ribosomal protein L40,22.4611,22.3817,22.2881,22.3593,21.2241,21.1824,21.2851,20.8963,4.92148,0,1.22559,13.1413,+
asm-3,-0.5716,1.25221,G8JY85;Q9UAY4,Sphingomyelin phosphodiesterase;Putative sphingomyelin phosphodiesterase asm-3,12.5783,12.0301,12.1155,12.7333,12.6841,13.2007,12.6037,13.2551,1.25221,0.0269905,-0.5716,-2.36438,+
ifc-2,-0.872893,3.95229,G8JY94;Q21067,"Intermediate Filament, C;Intermediate filament protein ifc-2",17.9586,17.9383,18.0447,18.3278,18.8487,18.9397,18.9324,19.0402,3.95229,0.000123636,-0.872893,-8.90704,+
"zfp-1;F54F2,2/F54F2,3/F54F2,4",2.43745,1.18462,G8JYB8;P34447,"Zinc Finger Protein;Uncharacterized protein F54F2,2, isoform a",12.1487,16.6211,15.8291,13.9717,12.3625,12.7954,12.6765,10.9864,1.18462,0.0320604,2.43745,2.2508,+
"gcp-2,1",1.4842,5.25088,G8JYE4;P91406,See cpr;Glutamate carboxypeptidase 2 homolog,17.0297,16.8361,16.936,16.8923,15.5021,15.3383,15.2546,15.6623,5.25088,0,1.4842,14.9625,+
nxt-1,0.982653,1.72366,G8JYG1;Q9U757,NTF2-related eXporT protein;NTF2-related export protein,17.7806,16.5944,17.3785,17.8657,16.4607,16.5154,16.5913,16.1213,1.72366,0.00923627,0.982653,3.18754,+
vps-51,2.51363,5.36855,G8XYY4;O01839,Related to yeast Vacuolar Protein Sorting factor;Vacuolar protein sorting-associated protein 51 homolog,12.4663,11.9875,12.337,12.6218,9.96615,9.92889,9.87726,9.5858,5.36855,0,2.51363,15.6695,+
wdr-4,0.927243,4.35905,G8XYY6;Q23232,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit,15.3678,15.5286,15.4107,15.4768,14.4724,14.6844,14.6033,14.3147,4.35905,0,0.927243,10.5033,+
"CELE_Y48C3A,14",1.17338,0.962139,H1UBJ9,DNA topoisomerase,14.8063,14.1768,12.9653,15.1431,13.7477,12.323,12.4999,13.8273,0.962139,0.0557418,1.17338,1.8803,
zoo-1,-0.279669,0.245223,H1UBK8;H1UBK9;H1UBL0;Q56VX4;Q8I103,ZO-1 (Zonula Occludens tight junctional protein) Ortholog,12.2996,12.0081,12.0299,12.7008,11.259,12.8273,13.2004,12.8702,0.245223,0.406618,-0.279669,-0.603039,
"CELE_Y65B4BL,1",-0.0719225,0.0938412,H1ZUX7,Uncharacterized protein,14.3387,14.3884,13.7258,14.7242,14.6537,13.8897,14.2457,14.6757,0.0938412,0.68963,-0.0719225,-0.257125,
"C06A1,2",-0.546553,0.88657,H2FLG7,Uncharacterized protein,14.8134,15.2142,15.5181,14.1711,15.6839,15.4155,15.6142,15.1895,0.88657,0.0671386,-0.546553,-1.75468,
stl-1,1.25085,1.58488,H2FLJ1,STomatin-Like,15.968,17.083,16.737,17.9964,15.6695,15.7803,15.8121,15.5192,1.58488,0.0123056,1.25085,2.93819,+
lea-1,1.26771,4.73687,H2FLK8,Plant Late Embryo Abundant (LEA) related,19.8455,19.7467,19.8377,20.1744,18.5173,18.6224,18.6658,18.728,4.73687,0,1.26771,12.2142,+
lea-1,1.52517,2.85052,H2FLK9,Plant Late Embryo Abundant (LEA) related,18.0627,17.5827,17.2694,18.2338,16.4204,15.979,16.0086,16.64,2.85052,0.00115484,1.52517,5.57669,+
"CELE_T10C6,6",0.94999,1.25269,H2FLL6;H2FLL7;H2FLL8;H2FLL9;O62376;Q9U372,Uncharacterized protein,12.395,12.1009,12.112,12.7723,11.893,10.879,10.6549,12.1533,1.25269,0.0269912,0.94999,2.36518,+
"CELE_Y38E10A,22",1.19387,3.58377,H2KMK6,Uncharacterized protein,15.6141,16.3071,16.1632,15.8614,14.8355,14.7659,14.8106,14.7583,3.58377,0.000166205,1.19387,7.64905,+
"CELE_Y48G10A,4",1.12818,2.37258,H2KML6;H2KML7,Uncharacterized protein,11.9428,12.5224,12.8231,12.7428,10.9717,11.4908,11.7121,11.3437,2.37258,0.00233272,1.12818,4.46931,+
ain-2,0.52613,0.677879,H2KY58,ALG-1 INteracting protein,15.1479,15.0863,15.1779,16.2285,15.5603,14.4542,14.5202,15.0013,0.677879,0.11588,0.52613,1.40384,
ain-2,0.358085,0.758747,H2KY60,ALG-1 INteracting protein,13.5726,13.3723,13.3448,12.6153,13.0626,12.6813,13.0173,12.7115,0.758747,0.0938318,0.358085,1.54087,
cyp-34a9,-0.0489867,0.0237046,H2KY68;H2KY69,CYtochrome P450 family,12.2511,14.6285,13.5382,11.6126,12.4897,13.0841,13.5186,13.1338,0.0237046,0.909281,-0.0489867,-0.0694596,
pqn-31,0.41187,1.30062,H2KY72;Q7JNW7,Prion-like-(Q/N-rich)-domain-bearing protein,15.8859,15.6334,15.8103,15.9547,15.5124,15.0683,15.2753,15.7807,1.30062,0.0239091,0.41187,2.44622,+
"CELE_F56C9,10",-0.422467,0.505282,H2KY88;Q8MQ22,Uncharacterized protein,12.9977,12.653,12.6021,13.6467,13.8934,12.8865,13.9338,12.8756,0.505282,0.185385,-0.422467,-1.10272,
"CELE_Y25C1A,7",1.24616,2.05611,H2KY99,Uncharacterized protein,15.641,15.2239,14.2731,14.8358,13.3848,14.036,13.9344,13.6339,2.05611,0.00459105,1.24616,3.81733,+
unc-82,2.10777,2.8569,H2KYA5,Uncharacterized protein,17.5264,17.9713,19.1338,18.1497,15.9023,15.7308,16.4469,16.2702,2.8569,0.00116139,2.10777,5.59262,+
ttc-7,0.74213,1.03161,H2KYB6,TeTratriCopeptide repeat domain protein related,12.5173,11.7922,12.2528,12.7167,10.6547,11.715,11.9498,11.9909,1.03161,0.0464594,0.74213,1.99568,+
grld-1,0.0486841,0.0999388,H2KYB8;H2KYB9,Glutamate Receptor Level Decreased,13.1812,13.6684,13.2901,13.4378,12.9796,13.2497,13.5819,13.5715,0.0999388,0.673571,0.0486841,0.272408,
ajm-1,0.388147,2.05518,H2KYC6,Apical Junction Molecule,16.2947,15.9357,16.3385,16.2777,15.8461,15.9106,15.8261,15.7112,2.05518,0.00458628,0.388147,3.81549,+
"C01B10,6",1.03426,1.76508,H2KYC9;Q8MQF7;V6CLC8,Uncharacterized protein,16.386,15.3039,16.3233,16.6755,15.2614,14.8506,15.1241,15.3155,1.76508,0.00856283,1.03426,3.26339,+
nra-4,0.22849,0.667592,H2KYE0;Q9UAN9,Nicotinic Receptor Associated,16.4076,15.9436,15.8363,16.2201,16.0939,15.6598,15.7502,15.9898,0.667592,0.118934,0.22849,1.38626,
"CELE_R11G1,6",0.253112,0.201708,H2KYE1;Q7Z1P8;Q7Z1P9;Q8MPZ6,Uncharacterized protein,14.6684,14.9454,13.5676,14.32,14.3154,15.0089,13.089,14.0758,0.201708,0.469604,0.253112,0.50967,
bas-1,-1.48132,2.68234,H2KYG4;O45137,Biogenic Amine Synthesis related,12.852,13.0935,12.3276,13.441,14.8812,14.1978,14.1612,14.3991,2.68234,0.00128938,-1.48132,-5.1682,+
"C05D9,9",0.52909,2.96027,H2KYG6,Uncharacterized protein,14.949,14.8121,15.025,15.0771,14.5929,14.4834,14.4096,14.261,2.96027,0.000856895,0.52909,5.85543,+
"C07A12,7",1.32535,4.57702,H2KYH5;Q95QX5,Uncharacterized protein,17.1314,16.7498,16.9759,16.8614,15.7298,15.4367,15.4913,15.7593,4.57702,0,1.32535,11.4612,+
"C06G3,5",0.171805,0.489126,H2KYI5;Q86NI2,Uncharacterized protein,17.8104,18.3382,18.1031,18.0706,17.7601,18.0775,17.6573,18.1401,0.489126,0.193869,0.171805,1.07366,
ttr-59,1.49444,4.10297,H2KYJ2,TransThyretin-Related family domain,17.5414,16.9859,17.6173,17.3904,15.7464,15.8935,15.8343,16.0831,4.10297,0,1.49444,9.4711,+
mtch-1,-0.252653,0.828995,H2KYJ5,MiTochondrial Carrier Homolog,17.3811,17.5725,17.7343,17.7383,17.4815,17.9614,17.9681,18.0259,0.828995,0.0786839,-0.252653,-1.65867,
tmd-2,-0.373442,0.758521,H2KYK4;Q8I7M7,TropoMoDulin,12.4519,11.9001,12.2929,12.7494,12.3863,12.9042,13.092,12.5055,0.758521,0.0938656,-0.373442,-1.54049,
"C39D10,8",-1.96649,4.87816,H2KYM0;H2KYM1;Q95QR7,Uncharacterized protein,12.4291,12.1493,12.1726,12.703,14.1606,14.4418,14.4879,14.2298,4.87816,0,-1.96649,-12.918,+
unc-73,0.46551,0.455985,H2KYM2;H2KYM3;H2KYM4;O61528;Q7JNG4;Q7JNG6;Q95Q51,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Guanine nucleotide exchange factor UNC-73A;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein,13.6036,14.3972,14.3471,15.4667,13.347,14.0041,14.5851,14.0166,0.455985,0.212628,0.46551,1.01345,
vps-45,-2.07741,3.67705,H2KYN0,Related to yeast Vacuolar Protein Sorting factor,13.0937,13.277,13.1379,12.3165,15.467,14.8938,14.9341,14.8398,3.67705,0.000177253,-2.07741,-7.9521,+
acdh-13,-0.425103,0.242384,H2KYN3,Acyl CoA DeHydrogenase,15.6806,13.4372,14.0392,13.302,14.1319,15.8701,14.3477,13.8097,0.242384,0.410382,-0.425103,-0.597066,
atg-18,1.47773,2.85715,H2KYN5;O16466,AuTophaGy (Yeast Atg homolog),16.277,16.4725,16.6718,15.5482,14.7831,14.8039,14.9742,14.4974,2.85715,0.00116234,1.47773,5.59326,+
smk-1,0.294455,0.187111,H2KYN6,SMEK (Dictyostelium Suppressor of MEK null) homolog,11.0854,12.8153,12.9109,13.8842,11.7912,12.7135,12.4337,12.5796,0.187111,0.493473,0.294455,0.47741,
lntl-1,1.53281,2.99984,H2KYP1,LIN-24 (Twenty-four) Like,16.0857,16.0345,15.9458,16.9057,14.3392,14.8929,14.7346,14.8737,2.99984,0.000857399,1.53281,5.95839,+
ncx-2,-0.989558,0.822269,H2KYP2;H2KYP4,Na/Ca eXchangers,14.995,15.0655,16.823,13.9972,16.3386,15.854,16.2192,16.4271,0.822269,0.0798487,-0.989558,-1.64743,
"C10G8,8",-0.220722,0.432004,H2KYP5,Uncharacterized protein,14.3236,13.9872,14.9255,14.3404,14.4511,14.4488,14.6102,14.9495,0.432004,0.22763,-0.220722,-0.969309,
pnk-1,0.909382,1.90943,H2KYP7;Q86NC9,PaNtothenate Kinase,15.4682,15.5218,15.9584,15.3289,14.1343,15.1347,14.8728,14.498,1.90943,0.00650431,0.909382,3.53328,+
"C12D12,1",1.50931,3.64837,H2KYQ2;H2KYQ3;Q17921,Uncharacterized protein,17.625,17.8704,17.7983,18.0189,15.8926,16.6922,16.4866,16.2041,3.64837,0.00017341,1.50931,7.85788,+
gyg-1,-0.157963,0.440003,H2KYQ5,Glycogenin-1,17.0379,16.7473,16.3056,16.6336,16.9915,16.7475,16.7894,16.8279,0.440003,0.222698,-0.157963,-0.984088,
vig-1,-0.800188,1.74811,H2KYR1,VIG (Drosophila Vasa Intronic Gene) ortholog,17.9627,18.3824,17.5858,18.0869,18.5352,19.3353,18.5729,18.7751,1.74811,0.00865907,-0.800188,-3.23224,+
srr-4,1.38333,2.51319,H2KYR4;O44618,"Serpentine Receptor, class R;Serpentine Receptor, class R",14.3291,13.2253,13.6651,13.8965,12.4589,12.1708,12.0878,12.8652,2.51319,0.00174507,1.38333,4.77845,+
hsp-43,1.4047,3.54169,H2KYS1,Heat Shock Protein,18.9122,18.5588,18.3152,18.2179,17.394,17.0294,17.0598,16.9022,3.54169,0.000162602,1.4047,7.51552,+
cpna-1,-0.631715,1.17892,H2KYS8,Copine family protein 1,14.9826,13.9013,14.0037,13.8218,15.0387,14.7363,14.7611,14.7003,1.17892,0.0324323,-0.631715,-2.24125,+
"npl-4,1",0.645333,3.67816,H2KYU6;Q95QZ7,NPL (Yeast Nuclear Protein Localization) homolog,15.9547,15.6634,15.802,15.6389,15.2035,15.0525,15.0679,15.1538,3.67816,0.000177778,0.645333,7.95578,+
"C25H3,9",-0.669635,2.00927,H2KYV1,Uncharacterized protein,14.265,14.4121,14.9589,14.4438,15.1834,15.3848,15.2633,14.9268,2.00927,0.00515096,-0.669635,-3.72547,+
"C18C4,5",0.591672,1.4002,H2KYV8;Q8MNV5,Uncharacterized protein,14.4674,15.4883,14.6545,14.7588,14.1766,14.217,14.3299,14.2788,1.4002,0.0182791,0.591672,2.61613,+
ppw-1,1.09526,3.58763,H2KYV9;Q86NJ8,Piwi-like protein,15.803,15.5824,15.2761,15.8369,14.3652,14.6129,14.6327,14.5066,3.58763,0.000167131,1.09526,7.66139,+
"C23H3,2",-0.254848,0.628161,H2KYX4,Uncharacterized protein,16.373,16.0201,16.0566,15.7648,16.0853,16.7045,16.3637,16.0804,0.628161,0.133082,-0.254848,-1.31854,
"C23H5,8",-0.922831,0.86427,H2KYX9;H2KYY0;U4PRA9,Uncharacterized protein,13.6436,14.4611,15.8733,14.9343,15.1597,16.107,16.1228,15.2141,0.86427,0.0710912,-0.922831,-1.71754,
frm-4,-0.529068,0.433052,H2KYZ6;H2KYZ7;Q95Q79,"FERM domain (Protein4,1-ezrin-radixin-moesin) family",14.6639,12.1553,13.9228,14.001,13.9718,14.3048,14.4082,14.1744,0.433052,0.227219,-0.529068,-0.97125,
"CELE_F55A12,2",-3.20914,2.10631,H2KYZ8,Uncharacterized protein,12.4226,11.9043,12.3439,12.4596,16.8989,14.2334,13.9541,16.8807,2.10631,0.00400428,-3.20914,-3.91703,+
