geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04, -Log.p.value,Student's T-test q-value N2_d10_N2_d1,log2FC,Student's T-test Test statistic N2_d10_N2_d1,Sign p-val: 0.05 
"CELE_T16G12,7",4.49968,6.3025,K8FE09,Serine/threonine-protein phosphatase,14.3706,14.0522,14.2133,14.9657,9.87947,9.91964,9.91714,9.8868,6.3025,0,4.49968,22.5461,+
"CELE_Y54G2A,75",1.3855,2.5417,L8E6I4,Uncharacterized protein,14.275,14.4091,14.3104,15.0797,13.3065,12.7904,12.7755,13.6597,2.5417,0.000281298,1.3855,4.84275,+
"CELE_T23E7,2",-0.0227609,0.0368935,L8E6J9,Uncharacterized protein,14.4943,14.1615,14.4654,14.8858,14.6933,14.3186,14.8675,14.2187,0.0368935,0.811619,-0.0227609,-0.106631,
"CELE_Y69H2,3",3.40658,6.41435,L8E6L7,Uncharacterized protein,19.6691,19.3554,19.4751,19.9434,16.2389,16.0552,16.1526,16.3699,6.41435,0,3.40658,23.5449,+
"C09G9,1",-0.0927579,0.214631,L8E6N6;L8E712;Q17871,Uncharacterized protein,14.4575,13.7104,14.3072,14.3981,14.3107,14.3029,14.2883,14.3422,0.214631,0.307561,-0.0927579,-0.53782,
"CELE_F55F10,1",0.913981,2.37763,L8E6W9,Uncharacterized protein,14.1607,14.0422,14.2018,13.8787,12.6225,13.2445,13.5277,13.2328,2.37763,0.00037875,0.913981,4.48021,+
"C34D10,2",2.79547,5.06272,L8E6Y3,Uncharacterized protein,16.3063,16.6954,16.4225,16.2456,13.6364,13.4382,14.1055,13.3077,5.06272,0,2.79547,13.8948,+
"C54F6,18",2.18723,4.17354,L8E700,Uncharacterized protein,15.9747,16.1179,16.056,16.5448,14.0292,13.8875,14.4594,13.5683,4.17354,0,2.18723,9.74603,+
"CELE_W05H9,1",2.20918,4.71911,L8E833,Uncharacterized protein,16.6354,16.0227,16.6694,16.1821,14.1546,14.2472,13.9433,14.3277,4.71911,0,2.20918,12.1284,+
"CELE_F42H10,3;F42H10,3",3.19816,5.08375,L8E951;P34416,"Uncharacterized protein;LIM and SH3 domain protein F42H10,3",17.7843,17.2828,18.0205,18.364,14.7001,14.625,14.6233,14.7105,5.08375,0,3.19816,14.0105,+
"CELE_ZK688,5;ZK688,5",6.29614,3.41355,L8EC34;P34675,"Uncharacterized protein;Uncharacterized protein ZK688,5",17.1301,18.0531,17.9286,19.8467,12.1742,11.597,13.6225,10.3802,3.41355,0,6.29614,7.12083,+
ifb-2,0.409118,2.00896,M1Z854;Q19286,"Intermediate Filament, B;Intermediate filament protein ifb-2",19.4457,19.3174,19.3604,19.7488,19.0929,19.1663,19.0535,18.9232,2.00896,0.000996805,0.409118,3.72487,+
npp-8,1.26682,2.97369,M1Z882,Nuclear Pore complex Protein,14.4974,14.1019,14.3903,15.057,13.247,13.3574,13.0207,13.354,2.97369,4.87E-05,1.26682,5.89019,+
pud-4,-1.63387,1.83657,M1ZJ62,Protein Up-regulated in Daf-2(Gf),13.5891,13.0984,14.3694,15.0367,15.133,16.2087,15.7056,15.5817,1.83657,0.00169319,-1.63387,-3.39591,+
"CELE_Y69A2AR,16",0.539282,1.34602,M1ZJV8;Q95XI7,Uncharacterized protein,13.9495,14.3676,14.2606,14.5938,13.3533,14.0294,14.0267,13.6049,1.34602,0.00727428,0.539282,2.52341,+
spk-1,0.389808,1.43695,M1ZJY1;Q03563,SR Protein Kinase;Serine/threonine-protein kinase spk-1,14.2382,14.1304,14.4718,14.1775,14.218,13.8068,13.6354,13.7985,1.43695,0.00569428,0.389808,2.67944,+
afd-1,2.96977,3.24798,M1ZJY5;Q86NJ4;Q9BIC0;Q9BIC1;X5LPU4;X5LX70;X5M5Q5;X5M8U5,AFaDin (Actin filament binding protein) homolog,14.364,14.434,14.3301,14.9954,10.4868,12.116,11.3143,12.3272,3.24798,0,2.96977,6.63599,+
glo-2,2.35797,3.2009,M1ZK00;O01822,Gut granule LOss;Biogenesis of lysosome-related organelles complex 1 subunit 6,14.4253,14.4487,14.2102,15.1522,11.4123,12.2104,12.8629,12.3189,3.2009,5.51E-05,2.35797,6.50304,+
"CELE_Y24F12A,1",3.39769,3.23441,N1NTK1;Q9U2Q7,Uncharacterized protein,12.8381,14.022,14.3475,15.1725,10.2742,11.1216,10.6136,10.78,3.23441,0,3.39769,6.59743,+
"C14C10,5",4.52368,7.80992,N1NTN5;Q17971,Uncharacterized protein,19.7071,19.6798,19.6537,20.0279,15.0344,15.3004,15.3091,15.3299,7.80992,0,4.52368,40.3495,+
"CELE_F08H9,4",8.99108,5.31273,N1NV13;Q19228,Uncharacterized protein,18.3593,19.1462,17.6877,20.4091,10.0037,9.77558,9.94148,9.91723,5.31273,0,8.99108,15.3302,+
"CELE_F17C11,4",1.35506,2.1465,N1NVB6;Q19515,Uncharacterized protein,14.4599,13.5538,14.0108,14.9389,13.2351,12.4492,12.9603,12.8987,2.1465,0.000668669,1.35506,3.99781,+
lst-4,-0.0260079,0.0389233,N1NVC3;Q8I4E2,Lateral Signaling Target;Sorting nexin lst-4,14.3598,13.7605,14.4612,14.7497,14.6143,14.2672,14.4153,14.1383,0.0389233,0.80303,-0.0260079,-0.112265,
rsp-7,3.35145,4.07833,O01159,"Probable splicing factor, arginine/serine-rich 7",17.6242,18.7067,16.9879,17.6703,14.3334,14.3365,14.4627,14.4506,4.07833,0,3.35145,9.37673,+
"CELE_T20D3,2",-4.72845,6.83167,O01254,Uncharacterized protein,13.9539,14.4279,14.415,14.6211,19.0981,18.8804,19.0169,19.3364,6.83167,0,-4.72845,-27.6702,+
"CELE_T20D3,6",0.754787,1.7272,O01257,Uncharacterized protein,18.2756,17.5901,17.9603,17.285,17.1341,16.7463,17.0413,17.1702,1.7272,0.00234483,0.754787,3.194,+
"hsp-12,1",2.52644,5.72285,O01263,Heat Shock Protein,17.6998,17.6158,18.0453,18.1675,15.4745,15.3707,15.3102,15.2673,5.72285,0,2.52644,17.9971,+
"CELE_F09C8,1",0.00622964,0.00754644,O01300,Uncharacterized protein,15.4926,15.1628,15.0207,16.2296,15.4705,15.5429,15.2962,15.5712,0.00754644,0.960188,0.00622964,0.0225065,
cest-1,-0.13634,0.0950293,O01302,Carboxylic ester hydrolase,14.434,14.2633,14.441,14.9725,14.2991,15.5596,15.3827,13.4146,0.0950293,0.575454,-0.13634,-0.260114,
"CELE_F02E9,1",1.76629,1.71092,O01314,Uncharacterized protein,15.018,14.7002,15.6,16.8967,13.1735,14.1612,14.3388,13.4762,1.71092,0.00250102,1.76629,3.16437,+
csn-2,1.75944,2.84687,O01422,COP9 signalosome complex subunit 2,16.0425,15.2227,15.9126,16.7433,14.3738,14.1431,14.2098,14.1567,2.84687,8.63E-05,1.75944,5.5676,+
"B0207,6",2.26822,3.69621,O01426,Uncharacterized protein,17.0062,17.6014,16.8146,16.3067,14.6243,14.4635,14.6578,14.9103,3.69621,0,2.26822,8.0156,+
air-2,2.03926,3.93323,O01427,Aurora/IPL1-related protein kinase 2,14.1537,14.3934,14.28,14.9273,12.8481,12.3674,12.2257,12.1561,3.93323,0,2.03926,8.83788,+
"B0261,7",2.22615,4.12544,O01442,Uncharacterized protein,14.4473,14.2535,14.1368,14.9594,12.2244,12.4062,12.4505,11.8113,4.12544,0,2.22615,9.55786,+
"C03G6,5",3.07761,4.42448,O01454,"UPF0376 protein C03G6,5",17.5489,17.874,17.2515,17.7796,14.5397,14.6406,13.8775,15.0858,4.42448,0,3.07761,10.7828,+
"C03G6,17",1.44792,2.04701,O01460,Uncharacterized protein,15.9323,15.427,16.2243,16.8735,14.2798,14.4634,14.584,15.3382,2.04701,0.000910968,1.44792,3.79941,+
unc-94,2.29205,4.71719,O01479,Tropomodulin,16.4918,16.1134,16.7989,16.5106,14.3022,13.8836,14.0942,14.4665,4.71719,0,2.29205,12.1191,+
tyr-4,1.57707,3.28236,O01497,TYRosinase,17.2631,16.6705,16.2884,16.7269,15.0241,14.9139,15.2434,15.4592,3.28236,0,1.57707,6.73441,+
stam-1,2.70174,3.87263,O01498,Signal transducing adapter molecule 1,15.904,15.897,16.4062,17.1301,13.8683,13.5451,13.3468,13.7702,3.87263,0,2.70174,8.62098,+
rpa-2,-3.72578,4.92751,O01504,60S acidic ribosomal protein P2,16.6243,16.0061,17.36,16.5829,20.4229,20.4672,20.3711,20.2151,4.92751,0,-3.72578,-13.1727,+
"C48B6,2",0.63516,1.49091,O01513,Putative 40S ribosomal protein S4-like,16.6165,16.0518,16.4349,15.6599,15.3488,15.5687,15.5389,15.7661,1.49091,0.00490804,0.63516,2.77306,+
"CELE_F19F10,3",2.7687,5.51408,O01516,Uncharacterized protein,17.5478,18.1221,17.7914,18.2755,15.2219,15.1831,15.0709,15.1861,5.51408,0,2.7687,16.5881,+
ttr-10,2.01856,2.93848,O01517,TransThyretin-Related family domain,14.3735,14.4408,14.3585,14.6765,11.4423,12.9602,12.7148,12.6578,2.93848,9.01E-05,2.01856,5.79928,+
"CELE_F19F10,9",2.86861,5.48816,O01524,Uncharacterized protein,16.6989,16.6297,16.4713,17.2334,13.9314,13.769,13.8326,14.0258,5.48816,0,2.86861,16.4208,+
asp-6,-1.0045,0.849427,O01530,Aspartic protease 6,16.7558,19.199,18.2762,17.0272,18.4653,18.9771,19.2215,18.6124,0.849427,0.0319854,-1.0045,-1.69279,+
asp-12,5.86915,3.02419,O01531,ASpartyl Protease,13.7639,14.2778,13.1203,15.1037,6.13764,10.2271,8.89301,7.53135,3.02419,5.01E-05,5.86915,6.02244,+
asp-5,2.42838,3.04611,O01532,ASpartyl Protease,21.0811,20.5819,19.9336,21.8088,18.3512,18.3669,18.4061,18.5677,3.04611,5.06E-05,2.42838,6.08052,+
aars-2,2.0141,5.94362,O01541,"Alanine--tRNA ligase, cytoplasmic",19.6566,19.882,19.947,20.0625,17.7794,17.7724,17.9436,17.9963,5.94362,0,2.0141,19.6131,+
cpn-3,-0.737148,2.99233,O01542,CalPoNin,20.0162,19.7418,19.7076,20.192,20.6162,20.6053,20.7876,20.597,2.99233,4.91E-05,-0.737148,-5.93875,+
mage-1,1.40297,2.73583,O01549,Melanoma-Associated-antiGEn homolog,14.4649,14.2581,14.0932,13.8702,13.31,12.7573,12.8337,12.1734,2.73583,0.000203961,1.40297,5.29575,+
"CELE_F48C1,5",1.67958,2.65968,O01571,Uncharacterized protein,14.4518,14.0182,13.3576,14.792,12.2926,12.3239,12.7716,12.5131,2.65968,0.000196828,1.67958,5.1148,+
"CELE_F48C1,6",1.39809,2.41697,O01572,Uncharacterized protein,16.8337,16.9255,16.8676,18.0772,15.7501,15.6755,15.7473,15.9387,2.41697,0.000348208,1.39809,4.56552,+
npp-11,2.86277,3.94758,O01576,Nuclear Pore complex Protein,17.598,17.7015,17.6143,18.5879,15.48,14.4859,14.8638,15.2209,3.94758,0,2.86277,8.88989,+
unc-108,2.75979,3.53978,O01577,Uncharacterized protein,18.7758,18.5148,18.7405,20.1139,16.2848,16.1367,16.2977,16.3867,3.53978,0,2.75979,7.5095,+
"F53F10,3",-0.720088,0.326442,O01578,Probable mitochondrial pyruvate carrier 2,11.8066,15.6994,15.4757,15.3764,14.9587,15.461,15.3902,15.4286,0.326442,0.188034,-0.720088,-0.768071,
"CELE_K09H11,1",0.407151,2.34739,O01590,Uncharacterized protein,14.2332,14.1314,14.273,14.3588,13.8619,13.6505,13.8191,14.0362,2.34739,0.00039957,0.407151,4.41527,+
"CELE_K09H11,7;CELE_F44E7,2;C53A3,2",1.79538,2.98091,O01591;O16247;O44538,Uncharacterized protein,14.4166,14.1952,14.1757,15.0162,11.9723,12.9848,12.8961,12.769,2.98091,4.88E-05,1.79538,5.90897,+
cysl-3,2.00061,3.27346,O01592,Cysteine synthase 3,18.9938,19.3438,18.7616,20.1133,17.3833,17.3595,17.2557,17.2116,3.27346,0,2.00061,6.70881,+
"CELE_R08E5,3",0.75677,0.902061,O01593,Uncharacterized protein,16.7472,17.0711,17.9645,18.3327,16.2056,17.1799,16.7753,16.9275,0.902061,0.0271418,0.75677,1.78046,+
nuo-2,2.23325,3.4215,O01602;Q86NC2,NADH Ubiquinone Oxidoreductase,20.1325,19.1157,19.0096,20.0703,17.5615,17.1641,17.2802,17.3892,3.4215,0,2.23325,7.14481,+
"CELE_T10E9,3",0.595186,1.34382,O01603,Uncharacterized protein,14.2835,13.8241,14.2179,14.7824,13.6972,13.5394,14.0427,13.4479,1.34382,0.007296,0.595186,2.51965,+
ugt-12,0.663639,1.07379,O01614,UDP-GlucuronosylTransferase,15.5723,14.1425,14.7037,14.9863,14.4564,13.8674,14.2165,14.2099,1.07379,0.0164662,0.663639,2.06583,+
"T19H12,2",0.123205,0.0956503,O01615,Acidic leucine-rich nuclear phosphoprotein 32-related protein 2,17.5195,17.2626,18.4042,19.1006,17.3506,18.2712,18.2122,17.96,0.0956503,0.573589,0.123205,0.261674,
inx-12,1.55041,2.64256,O01634,Innexin-12,17.2857,16.3204,17.6763,17.1403,15.2314,15.6277,15.7167,15.6453,2.64256,0.000269463,1.55041,5.07471,+
jmjc-1,10.4781,6.26577,O01658,Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66,23.8953,23.7397,22.7784,23.6195,12.4529,12.2353,13.7934,13.6389,6.26577,0,10.4781,22.2272,+
hmg-3,2.10994,4.5696,O01683,FACT complex subunit ssrp1-B,15.895,16.1382,15.8627,15.4388,13.6201,13.4846,14.016,13.7742,4.5696,0,2.10994,11.4273,+
"C32F10,8",-1.01214,2.70129,O01685,Uncharacterized protein,16.4898,17.0754,16.6359,16.8364,17.3973,18.0736,17.9188,17.6964,2.70129,0.00020058,-1.01214,-5.21314,+
obr-4,1.46126,2.47497,O01686,Oxysterol-binding protein,14.5146,13.8403,14.4349,15.1355,13.1776,13.0941,12.5409,13.2676,2.47497,0.000307577,1.46126,4.69315,+
rps-17,2.3225,2.90333,O01692,40S ribosomal protein S17,20.5512,20.5969,21.3501,22.027,19.3171,18.4526,18.9742,18.4912,2.90333,8.88E-05,2.3225,5.70958,+
ddo-3,2.28381,4.58387,O01739,D-aspartate oxidase 3,17.8796,18.1946,17.7976,17.3224,15.3254,15.4457,15.5742,15.7136,4.58387,0,2.28381,11.4925,+
apm-1,0.158011,0.227728,O01755,"AdaPtin, Mu/medium chain (Clathrin associated complex)",15.6972,15.2021,14.7344,14.5695,15.0327,14.6034,14.812,15.1231,0.227728,0.289962,0.158011,0.565974,
"CELE_F55A12,5",0.758254,2.04086,O01756,Uncharacterized protein,14.3962,14.3677,14.3821,15.1544,13.7142,13.743,13.9334,13.8767,2.04086,0.000909794,0.758254,3.7873,+
nath-10,2.82482,4.55002,O01757,RNA cytidine acetyltransferase,17.0001,16.8043,17.0646,16.5251,14.3963,14.0367,14.2523,13.4094,4.55002,0,2.82482,11.3383,+
dhs-2,0.438077,0.99932,O01758;Q86NJ7,"DeHydrogenases, Short chain;DeHydrogenases, Short chain",14.2869,14.2652,14.424,15.0814,13.8872,14.3391,14.212,13.8669,0.99932,0.0205076,0.438077,1.94205,+
ppk-1,1.34358,2.51518,O01759,PIP Kinase,14.9858,15.0764,14.1264,15.4245,13.5962,13.5839,13.6544,13.4043,2.51518,0.000277122,1.34358,4.78293,+
unc-89,2.24082,4.10047,O01761,Muscle M-line assembly protein unc-89,18.3531,18.5555,18.4396,19.3757,16.4926,16.4144,16.4779,16.3757,4.10047,0,2.24082,9.4615,+
ncbp-1,1.12261,1.37182,O01763,Nuclear cap-binding protein subunit 1,15.1383,15.5909,15.5847,17.1313,14.8114,14.6796,14.7267,14.7372,1.37182,0.00673735,1.12261,2.56746,+
ule-1,3.43815,4.84193,O01780,Uterine Lumin Expressed/locailized,19.3805,18.662,19.6141,19.4926,15.7929,15.4056,16.0724,16.1256,4.84193,0,3.43815,12.734,+
him-1,3.05455,5.26622,O01789,Structural maintenance of chromosomes protein 1,17.2584,16.6665,17.0651,17.499,14.3447,13.9627,13.8814,14.0821,5.26622,0,3.05455,15.0529,+
rpl-7,-0.0433803,0.087003,O01802,60S ribosomal protein L7,19.2995,19.6349,19.8996,19.7028,19.4776,19.9695,19.8267,19.4367,0.087003,0.602446,-0.0433803,-0.239811,
"rab-11,1",2.59855,4.4895,O01803,"Ras-related protein rab-11,1",20.0511,19.9593,20.1051,20.3727,17.7752,16.9335,17.4711,17.9142,4.4895,0,2.59855,11.0673,+
"got-2,1",1.80301,2.70885,O01804,Aspartate aminotransferase,16.5657,17.083,17.3507,18.1759,15.4889,15.3508,15.4205,15.7031,2.70885,0.000201247,1.80301,5.23114,+
acbp-1,0.577285,1.3304,O01805,Acyl-CoA-binding protein homolog 1,20.3994,20.1748,19.437,20.3828,19.6201,19.5727,19.4071,19.485,1.3304,0.0075,0.577285,2.4968,+
"C44E4,4",2.58079,5.23714,O01806,Uncharacterized protein,20.7282,21.0567,20.8951,21.2164,18.5234,17.9795,18.5459,18.5245,5.23714,0,2.58079,14.8819,+
lbp-6,-0.167323,0.366581,O01812,Fatty acid-binding protein homolog 6,19.535,19.3696,19.4847,19.9163,19.6626,20.0523,19.9244,19.3357,0.366581,0.160296,-0.167323,-0.846085,
"ant-1,2",1.60369,2.92223,O01813,Adenine Nucleotide Translocator,24.0969,24.6992,24.5644,24.4931,22.4417,23.3232,23.2488,22.425,2.92223,8.95E-05,1.60369,5.75768,+
lbp-5,1.00278,2.34108,O01814,Fatty acid-binding protein homolog 5,17.8522,17.769,17.7773,18.7031,16.9671,17.0074,17.0458,17.0702,2.34108,0.000422857,1.00278,4.40179,+
dhod-1,0.83823,4.1584,O01815,"Dihydroorotate dehydrogenase (quinone), mitochondrial",15.8122,15.8681,15.8935,16.007,15.106,15.0171,14.8712,15.2337,4.1584,0,0.83823,9.68643,+
"cytb-5,2",2.58631,3.30414,O01816,YTochrome B,18.5811,18.9471,18.9041,19.8804,16.7157,16.0391,16.0974,17.1151,3.30414,0,2.58631,6.79734,+
htp-3,0.873735,1.2857,O01820,Him-Three Paralog,14.4945,14.3886,14.4365,14.9394,13.1142,13.5186,14.6686,13.4627,1.2857,0.0085372,0.873735,2.42094,+
"C53H9,2",1.82297,4.62946,O01826,Uncharacterized protein,17.4312,17.275,17.2653,16.7534,15.3805,15.3371,15.2378,15.4778,4.62946,0,1.82297,11.7033,+
hil-5,-0.717496,0.841646,O01833,"Histone H1,5",15.6904,15.7665,14.5172,16.4642,16.6845,16.2,16.0329,16.3909,0.841646,0.0326618,-0.717496,-1.67981,+
"CELE_T05E7,1",0.593302,1.10872,O01862,Uncharacterized protein,13.975,14.2062,14.3793,14.8928,14.1359,13.2003,13.8495,13.8944,1.10872,0.0148988,0.593302,2.12398,+
nrd-1,11.3253,8.7674,O01864,NRD (Yeast Nuclear pre-mRNA Down-regulation) homolog,24.9576,25.55,24.8358,25.1913,13.9578,13.9282,13.8777,13.4697,8.7674,0,11.3253,58.3154,+
"rpl-24,1",-0.344728,0.721287,O01868,60S ribosomal protein L24,18.8139,19.5077,18.5351,18.9302,19.047,19.4409,19.1593,19.5187,0.721287,0.0474233,-0.344728,-1.47762,+
rps-10,0.775301,3.14661,O01869,"Ribosomal Protein, Small subunit",21.7954,21.7435,21.2748,21.5574,20.8847,20.8408,20.814,20.7305,3.14661,5.34E-05,0.775301,6.35235,+
"CELE_D1007,5",1.98227,3.94694,O01870,Uncharacterized protein,14.4118,13.8838,14.4382,14.8779,12.686,12.3382,12.2717,12.3867,3.94694,0,1.98227,8.8876,+
pqn-24,2.29139,3.36257,O01876,Prion-like-(Q/N-rich)-domain-bearing protein,18.1407,17.7201,18.0695,18.8458,16.5862,15.6721,15.7343,15.6179,3.36257,0,2.29139,6.96859,+
acl-14,2.98889,3.50999,O01882,ACyLtransferase-like,18.3767,17.9606,16.5868,18.0353,14.8496,14.8974,14.7198,14.5371,3.50999,0,2.98889,7.41625,+
coq-6,0.012145,0.0156914,O01884,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",14.441,14.2205,14.0901,15.1465,14.1569,14.6545,14.6222,14.416,0.0156914,0.919253,0.012145,0.0463779,
"CELE_R08F11,4",1.76981,2.75633,O01889,Uncharacterized protein,14.3837,13.8295,14.4498,15.0612,12.8231,12.7771,13.0102,12.0347,2.75633,0.00016129,1.76981,5.34522,+
"CELE_R08F11,1",3.26792,4.98448,O01893,Non-lysosomal glucosylceramidase,15.4323,15.8775,16.039,16.1481,12.7218,12.5267,12.1478,13.029,4.98448,0,3.26792,13.4725,+
bra-2,0.761708,0.689095,O01918,BMP Receptor Associated protein family,14.4337,14.3651,14.2966,14.1206,13.3824,14.1142,14.5501,12.1224,0.689095,0.05232,0.761708,1.42296,
mboa-6,3.37614,5.49539,O01925,Lysophospholipid acyltransferase 5,19.1712,18.9254,18.9822,19.7803,15.7348,15.7329,15.9656,15.9211,5.49539,0,3.37614,16.4673,+
tag-96,2.03081,3.41024,O01969;X5LVA8,Uncharacterized protein,14.3508,14.3919,14.4783,14.6473,11.635,12.8828,12.5072,12.72,3.41024,0,2.03081,7.11084,+
emr-1,2.9385,6.00407,O01971,Emerin homolog 1,18.3616,18.1896,17.8983,18.4027,15.4249,15.0181,15.2759,15.3793,6.00407,0,2.9385,20.0796,+
"eif-3,H",1.74531,1.85409,O01974,Eukaryotic translation initiation factor 3 subunit H,18.7882,18.2791,18.2701,20.4069,17.251,17.2405,17.2713,17.0004,1.85409,0.00158539,1.74531,3.42873,+
"CELE_T23C6,4",2.64271,3.49465,O02040,Uncharacterized protein,13.9317,13.4795,14.3005,14.605,11.5652,10.718,11.9863,11.4764,3.49465,0,2.64271,7.36859,+
san-1,1.58289,1.79515,O02053,Uncharacterized protein,14.4509,14.4353,13.7124,15.0885,11.7503,13.4982,13.2394,12.8677,1.79515,0.00198925,1.58289,3.31887,+
rpl-4,0.889427,1.86098,O02056,60S ribosomal protein L4,19.3301,19.6716,19.0224,20.1677,18.448,18.8167,18.7463,18.6231,1.86098,0.00153827,0.889427,3.44167,+
ptps-1,1.07039,1.92885,O02058,Putative 6-pyruvoyl tetrahydrobiopterin synthase,13.9457,14.439,14.3926,14.4766,13.9154,12.6716,12.957,13.4282,1.92885,0.0013009,1.07039,3.57028,+
smz-2,1.69819,1.3645,O02063,Sperm Meiosis PDZ domain containing proteins,17.0001,17.8842,15.1645,18.0545,15.1859,15.4681,15.3535,15.3031,1.3645,0.00683168,1.69819,2.55494,+
"CELE_F19B10,10",5.39506,5.95047,O02075,Uncharacterized protein,14.2328,14.1599,13.9834,14.9972,9.11973,8.90108,9.2473,8.52495,5.95047,0,5.39506,19.6654,+
"C48E7,1",-0.0528831,0.0314316,O02082,Uncharacterized protein,17.8601,16.3578,18.7653,16.8862,16.9634,17.4986,18.0697,17.5492,0.0314316,0.837334,-0.0528831,-0.0913566,
haf-2,2.26753,3.06849,O02086,HAlF transporter (PGP related),15.2031,15.1028,14.2055,15.8389,13.0348,12.4937,12.6295,13.1223,3.06849,5.12E-05,2.26753,6.14028,+
msra-1,2.50944,6.5692,O02089,Methionine Sulfoxide Reductase A,17.2668,17.1203,17.2234,17.417,14.9247,14.5521,14.8097,14.7032,6.5692,0,2.50944,24.9997,+
rpb-4,2.59883,3.50168,O02092,RNA Polymerase II (B) subunit,17.5216,16.881,17.8593,18.354,14.8038,15.5342,15.0362,14.8464,3.50168,0,2.59883,7.39038,+
"C18E3,5",2.39514,2.99316,O02097,Uncharacterized protein,14.0008,13.4986,14.4704,15.0307,12.4981,11.3917,11.6621,11.8679,2.99316,4.92E-05,2.39514,5.94093,+
"swsn-2,2",2.51748,2.21239,O02101,SWI/SNF nucleosome remodeling complex component,17.0428,16.0753,15.3088,17.8321,14.0496,13.4769,13.934,14.7285,2.21239,0.000605191,2.51748,4.13217,+
mlt-8,0.929757,1.378,O02106,Uncharacterized protein,14.0841,13.8681,13.9051,15.1711,13.382,13.0052,13.0884,13.8337,1.378,0.00663507,0.929757,2.57805,+
cdc-37,1.76752,4.58405,O02108;Q336L8,Probable Hsp90 co-chaperone cdc37;Cell Division Cycle related,19.4226,19.0248,19.2799,19.5557,17.6865,17.4694,17.3017,17.7554,4.58405,0,1.76752,11.4934,+
"CELE_W08F4,3",2.62738,3.26622,O02109,Uncharacterized protein,19.038,17.4466,17.366,17.9629,15.2102,15.172,15.4696,15.4522,3.26622,0,2.62738,6.68804,+
pcn-1,0.819355,1.19581,O02115,Proliferating cell nuclear antigen,18.0697,17.7733,18.7448,19.0149,17.0061,17.8915,17.9407,17.487,1.19581,0.0111996,0.819355,2.26955,+
"CELE_E03H12,7",2.00966,4.27901,O02129,Uncharacterized protein,13.9877,14.3258,13.427,14.0477,11.9727,11.7857,12.0724,11.9187,4.27901,0,2.00966,10.1702,+
"C46G7,2",1.2986,3.25513,O02141,Uncharacterized protein,16.9463,17.2779,17.3231,17.6103,15.7373,16.1688,15.7677,16.2892,3.25513,0,1.2986,6.65636,+
grd-14,0.161888,0.236773,O02153,GRounDhog (Hedgehog-like family),14.0077,13.8795,14.3671,15.0022,14.2111,14.2727,14.3127,13.8124,0.236773,0.279094,0.161888,0.585212,
grd-4,4.52507,8.289,O02154,GRounDhog (Hedgehog-like family),14.3771,14.4367,14.3006,14.7212,9.96312,9.92728,9.95559,9.88935,8.289,0,4.52507,48.5177,+
"CELE_T09B4,5",1.63698,3.43962,O02155,Uncharacterized protein,18.1674,18.6024,18.0065,18.2755,17.092,16.4242,16.2318,16.7557,3.43962,0,1.63698,7.19969,+
"CELE_T09B4,8",1.36992,2.54324,O02158,Uncharacterized protein,18.0308,18.2791,18.0047,19.134,16.7552,17.1308,17.1802,16.9027,2.54324,0.000281516,1.36992,4.84624,+
tin-44,1.03451,3.15367,O02161,Probable mitochondrial import inner membrane translocase subunit tin-44,15.955,16.1986,16.3609,16.5868,15.1012,15.0867,15.2953,15.4801,3.15367,5.35E-05,1.03451,6.37179,+
pigv-1,3.8969,3.3515,O02164,GPI mannosyltransferase pigv-1,16.8043,16.4849,17.5419,17.3989,13.8377,11.6652,13.482,13.6574,3.3515,0,3.8969,6.93588,+
aakg-2,1.43945,3.25834,O02168,AMP-Activated protein Kinase Gamma subunit,15.7906,16.518,16.1758,16.375,14.707,15.1333,14.8378,14.4235,3.25834,0,1.43945,6.66552,+
oxa-1,0.937149,0.711291,O02207,OXA mitochondrial inner membrane insertase homolog,14.3059,14.1725,14.4546,15.12,15.0508,12.1438,13.8561,13.2535,0.711291,0.0490074,0.937149,1.46068,+
"C01A2,4",3.35939,5.61076,O02208,Uncharacterized protein,17.8046,17.4198,17.31,17.9864,14.4933,14.3955,14.2133,13.9812,5.61076,0,3.35939,17.2269,+
tads-1,3.48199,2.80089,O02209,Temporal Asymmetry between Division of Sister cells,16.2259,16.103,16.6868,17.2869,14.0116,13.6084,13.3505,11.4043,2.80089,0.000164147,3.48199,5.45386,+
cbl-1,1.55029,3.63582,O02215,Cystathionine Beta Lyase,17.1604,16.3726,17.1086,16.7794,15.5069,15.1313,15.2427,15.3389,3.63582,0,1.55029,7.81693,+
mrpl-34,0.092366,0.0903959,O02220,"Mitochondrial Ribosomal Protein, Large",13.9628,13.478,13.9349,15.1537,13.9797,13.9582,14.334,13.8882,0.0903959,0.5913,0.092366,0.248425,
gln-6,1.76609,0.806897,O02225,GLutamiNe synthetase (Glutamate-ammonia ligase),17.8612,14.3442,18.1574,19.3221,15.214,16.0649,15.8313,15.5103,0.806897,0.0364238,1.76609,1.62171,+
