geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04, -Log.p.value,Student's T-test q-value daf2_d5_eat2_d5,log2FC,Student's T-test Test statistic daf2_d5_eat2_d5,Sign p-val: 0.05 
gpc-2,0.2107,0.968357,G5ECT6,"G Protein, Gamma subunit",18.8586,18.9836,18.4911,18.9104,18.6274,18.6357,18.5485,18.5893,0.968357,0.0392067,0.2107,1.89063,+
skr-1,1.38172,2.91576,G5ECU1,Skp1-related protein,18.7751,19.5778,18.5066,19.1343,17.4502,17.7617,17.6185,17.6365,2.91576,0.000341434,1.38172,5.74119,+
"CELE_F01G4,6;F01G4,6",-0.46758,2.86506,G5ECU3;P40614,"Uncharacterized protein;Phosphate carrier protein, mitochondrial",20.9296,21.1316,21.1082,21.307,21.6234,21.6375,21.4981,21.5877,2.86506,0.0004406,-0.46758,-5.61306,+
"CELE_F44E5,4",0.193409,0.222897,G5ECU5,Uncharacterized protein,17.9715,18.3313,16.961,17.6521,17.0191,17.8016,17.4766,17.845,0.222897,0.378634,0.193409,0.555633,
alh-3,-1.30765,2.83399,G5ECV9,10-formyltetrahydrofolate dehydrogenase,16.0322,15.6445,16.133,16.7813,17.4799,17.4389,17.4351,17.4678,2.83399,0.000479638,-1.30765,-5.53556,+
ncx-3,0.415535,0.398219,G5ECW0,Na/Ca eXchangers,13.7994,12.122,13.6655,14.2072,13.0501,13.0532,12.9241,13.1046,0.398219,0.209101,0.415535,0.906228,
ehbp-1,-1.13901,0.466443,G5ECW3,EH (Eps-15-homology) domain Binding Protein family,13.7979,13.6967,9.12042,12.7566,13.2707,13.398,13.6005,13.6585,0.466443,0.167975,-1.13901,-1.03254,
dpt-1,-0.83612,3.91084,G5ECW7;Q9U3K7,Dipeptidyl peptidase 3,16.9083,17.0544,16.7584,16.9638,17.8197,17.895,17.5565,17.7581,3.91084,0.000126362,-0.83612,-8.75718,+
cdr-2,0.854343,1.9822,G5ECX9,CaDmium Responsive,17.0491,17.3638,16.7463,16.2738,16.0101,16.0317,16.0163,15.9574,1.9822,0.00240998,0.854343,3.67289,+
dlg-1,1.34904,4.47288,G5ECY0,Drosophila Discs LarGe homolog,17.3793,17.4786,17.6188,17.9208,16.3165,16.298,16.1734,16.2134,4.47288,0.000111304,1.34904,10.9939,+
skr-8,3.61453,2.26943,G5ECY4,SKR-8,18.2051,18.4538,15.338,15.5836,13.0336,13.2358,13.0511,13.8021,2.26943,0.0014419,3.61453,4.25048,+
chn-1,-0.708812,2.17253,G5ECY6,C-term of Hsp70-iNteracting protein (CHIP family),14.2804,13.4925,13.7456,13.8613,14.6584,14.6154,14.3844,14.557,2.17253,0.00175158,-0.708812,-4.0506,+
hum-5,-1.38425,1.97378,G5ECZ0,"Heavy chain, Unconventional Myosin",11.6973,13.082,12.8927,13.3311,14.3071,14.0503,14.318,13.8648,1.97378,0.00243842,-1.38425,-3.65661,+
unc-44,0.56598,2.00929,G5ECZ1,AO66 ankyrin,16.9816,17.2641,16.5716,17.1429,16.449,16.4191,16.3789,16.4494,2.00929,0.00224783,0.56598,3.72551,+
ret-1,-0.396138,2.54723,G5ECZ2;G5EDI2,Reticulon-like protein,18.2169,18.4935,18.4199,18.4933,18.9208,18.6829,18.7893,18.8151,2.54723,0.00079202,-0.396138,-4.85527,+
inos-1,-0.235935,1.19574,G5ED01,INOsitol-3-phosphate Synthase,17.0111,16.8624,16.9912,17.3361,17.3347,17.3249,17.2443,17.2407,1.19574,0.0198357,-0.235935,-2.26943,+
pdi-3,0.838642,3.47529,G5ED07,Protein disulfide-isomerase,20.3011,20.6115,20.5876,20.8564,19.7122,19.7736,19.7803,19.7359,3.47529,0.00019281,0.838642,7.30879,+
unc-1,-1.34418,3.23237,G5ED08;Q21190,Stomatin-like protein UNC-1;Protein unc-1,12.7893,13.4011,12.9633,12.817,14.7224,14.0802,14.1378,14.407,3.23237,0.000208011,-1.34418,-6.59167,+
"C27A7,6",1.16441,2.89203,G5ED11;H9G2Z4,Uncharacterized protein,15.082,15.4835,15.9399,15.8908,14.4096,14.5136,14.3245,14.4909,2.89203,0.000375147,1.16441,5.68095,+
hpo-11,-0.48711,0.948168,G5ED17,Uncharacterized protein,12.9163,13.5457,14.1705,13.4156,13.8805,14.0745,14.0758,13.9657,0.948168,0.0415617,-0.48711,-1.8571,+
rpoa-1,-1.88763,3.89199,G5ED21,DNA-directed RNA polymerase subunit,12.5535,12.6633,12.3464,12.964,14.5189,14.4719,14.1169,14.9699,3.89199,0.000124597,-1.88763,-8.68975,+
him-4,0.265305,0.907847,G5ED27;G5EG33,High Incidence of Males (Increased X chromosome loss);Hemicentin,16.1037,16.6229,16.5077,16.7377,16.3356,16.2968,16.1004,16.1779,0.907847,0.04644,0.265305,1.79008,+
atx-2,2.41206,5.17014,G5ED29,Ataxin-2 homolog,18.1688,18.5418,18.1031,17.7547,15.7863,15.614,15.7302,15.7897,5.17014,0.000202532,2.41206,14.4951,+
"ucr-2,1",0.810405,4.13069,G5ED31;G5EDD1,Ubiquinol-Cytochrome c oxidoReductase complex,18.316,18.6432,18.5429,18.6171,17.8313,17.7239,17.6513,17.671,4.13069,0.000151436,0.810405,9.57826,+
eps-8,-0.390885,2.14619,G5ED33;O18250;Q7YTG1,EPS (Human endocytosis) related,16.4642,16.6893,16.5021,16.7367,17.1657,17.009,16.8232,16.9579,2.14619,0.00179734,-0.390885,-3.99719,+
rme-8,0.903755,0.84277,G5ED36;O62178,Endocytosis protein RME-8;Receptor Mediated Endocytosis,17.2818,15.1227,15.8513,15.161,15.492,14.6542,14.8505,14.8052,0.84277,0.05607,0.903755,1.68168,
cand-1,-0.727272,3.80321,G5ED41,Cullin-associated NEDD8-dissociated protein 1,15.9684,15.8839,16.1056,16.1898,16.9081,16.7623,16.7346,16.6517,3.80321,0.000186802,-0.727272,-8.37821,+
fat-5,-1.03395,3.03877,G5ED44,Delta(9)-fatty-acid desaturase fat-5,12.4144,12.8247,12.9304,12.3578,13.906,13.6415,13.4606,13.6549,3.03877,0.000291092,-1.03395,-6.06103,+
"CELE_K01A12,4",1.58277,3.00522,G5ED56,Uncharacterized protein,14.3409,15.1292,13.8898,14.6773,13.0281,12.8708,12.9467,12.8605,3.00522,0.000284663,1.58277,5.97249,+
"CELE_D1086,9",3.06596,7.36429,G5ED64,Uncharacterized protein,14.9239,14.8237,15.1179,15.04,12.0318,11.9792,11.8859,11.7447,7.36429,0,3.06596,33.9845,+
klp-7,0.493887,0.729944,G5ED75;Q9XU12,Kinesin-like protein,14.844,14.6154,13.6163,15.0627,14.2688,14.0307,13.8479,14.0154,0.729944,0.0772409,0.493887,1.49226,
eea-1,1.30382,3.11994,G5ED80;Q5FC45,"EEA1;EEA1 (Early Endosome Antigen, Rab effector) homolog",14.6241,15.2764,15.0931,15.5181,14.0759,13.7856,13.7028,13.7321,3.11994,0.000264375,1.30382,6.27931,+
"C09G4,4",1.13567,2.01752,G5ED81,"C09G4,4 protein",13.0908,13.3995,12.9268,12.086,11.9462,11.9017,11.4504,11.6621,2.01752,0.00225674,1.13567,3.74158,+
3A339,2.43256,5.28859,G5ED94,3A339,14.1758,14.4722,13.9136,14.4563,11.5647,11.986,11.8719,11.865,5.28859,0,2.43256,15.1856,+
yars-1,-0.05565,0.157171,G5ED95,Tyrosine--tRNA ligase,15.5118,15.6955,15.8929,16.0745,15.8076,16.0294,15.7769,15.7834,0.157171,0.483256,-0.05565,-0.409555,
hcp-4,2.05066,2.87548,G5EDA3,CENP-C-like protein HCP-4,14.6153,15.0178,14.2295,15.4105,11.9902,13.0249,12.9919,13.0635,2.87548,0.000442899,2.05066,5.6392,+
"C06H5,6",-1.60397,3.61359,G5EDA7,Uncharacterized protein,13.0003,13.205,12.2862,13.0224,14.3816,14.5792,14.4516,14.5174,3.61359,0.000163265,-1.60397,-7.74483,+
"CELE_Y45F10B,13",0.29068,1.6321,G5EDA8;G5EGA2,Uncharacterized protein,15.5618,15.8722,15.8717,15.9778,15.6154,15.5412,15.5137,15.4504,1.6321,0.00588585,0.29068,3.02225,+
madd-3,-0.998353,4.34769,G5EDB2,Uncharacterized protein,13.045,12.6667,12.9406,12.9735,13.9097,13.7832,13.911,14.0154,4.34769,0.000181534,-0.998353,-10.4554,+
ppgn-1,0.093013,0.177026,G5EDB6,ParaPleGiN AAA protease family,13.7616,13.6925,13.4422,13.024,13.4166,13.0477,13.4971,13.5868,0.177026,0.448294,0.093013,0.454816,
unc-25,0.77022,3.00441,G5EDB7,Glutamic acid decarboxylase,14.9858,15.5692,15.2189,15.3506,14.6199,14.5218,14.4224,14.4796,3.00441,0.000284488,0.77022,5.97037,+
vha-4,-0.154587,0.764856,G5EDB8,VHA-4,16.3484,16.2716,16.2475,16.108,16.2356,16.6294,16.3059,16.423,0.764856,0.0698455,-0.154587,-1.55115,
arl-8,-0.23523,0.672397,G5EDC6,ARF-Like,16.2694,15.7277,16.4597,16.3334,16.3392,16.5663,16.4349,16.3907,0.672397,0.0911316,-0.23523,-1.39448,
tba-4,-0.921729,3.07665,G5EDD4,Tubulin alpha chain,16.3201,15.8741,16.442,16.4659,17.3228,17.2696,17.0775,17.1191,3.07665,0.000256575,-0.921729,-6.16216,+
skr-2,1.94199,6.83719,G5EDD8,SKR-2,17.4834,17.4839,17.3245,17.4621,15.3425,15.5955,15.5797,15.4683,6.83719,0,1.94199,27.7293,+
hpl-2,-0.273327,0.185531,G5EDE2,Chromo-domain protein,15.2619,13.4679,15.5943,15.4147,15.4352,15.9291,14.8874,14.5804,0.185531,0.434393,-0.273327,-0.473886,
"CELE_W08E3,2",1.589,4.18813,G5EDE4,Uncharacterized protein,15.9327,16.4178,15.7564,16.0851,14.5249,14.6193,14.2383,14.4536,4.18813,0.000157823,1.589,9.80374,+
tpxl-1,1.55176,4.07007,G5EDE7,TPX2 (Targeting Protein for Xenopus Klp2)-Like,16.9572,16.9869,16.9592,16.913,15.7401,15.0435,15.619,15.2067,4.07007,0.000141809,1.55176,9.34531,+
ile-1,-0.0662022,0.185953,G5EDE8,ERGIC-53-like protein,16.497,16.5024,16.0975,16.7063,16.6839,16.4814,16.4342,16.4685,0.185953,0.433704,-0.0662022,-0.474828,
tufm-2,-3.82621,0.648909,G5EDF5,Mitochondrial elongation factor Tu homologue,13.1197,13.0429,12.8719,1.77213,14.7313,13.6908,14.2575,13.4319,0.648909,0.097556,-3.82621,-1.35425,
sek-1,0.773295,1.20166,G5EDF7,Dual specificity mitogen-activated protein kinase kinase sek-1,13.4026,13.0109,12.9115,13.6664,12.3955,13.0565,11.7029,12.7434,1.20166,0.0195769,0.773295,2.27936,+
"M03C11,8",1.6102,3.15397,G5EDG2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 homolog,15.6793,15.7614,14.7712,15.242,13.8461,13.8574,13.4272,13.8824,3.15397,0.000240378,1.6102,6.37262,+
col-117,0.794793,1.16933,G5EDG6,COLlagen,18.4606,17.818,17.2267,18.2057,17.1719,16.5485,17.7009,17.1104,1.16933,0.0212628,0.794793,2.22519,+
fmo-4,3.16632,3.95284,G5EDG8,Flavin-containing monooxygenase,15.7467,15.8761,15.6922,17.0241,13.2916,12.9427,12.4931,12.9463,3.95284,0.000130337,3.16632,8.90905,+
hex-3,-0.590329,1.50306,G5EDG9,HEXosaminidase,13.1031,13.8061,13.3196,12.9169,13.9193,13.7773,14.1063,13.704,1.50306,0.00836485,-0.590329,-2.79426,+
vha-7,0.280065,0.391024,G5EDH1,V-type proton ATPase subunit a,13.3638,13.5487,14.7341,13.8401,13.8077,13.5977,13.443,13.518,0.391024,0.213546,0.280065,0.892647,
"CELE_T11F9,12",2.10004,3.54393,G5EDH2,Uncharacterized protein,20.6042,21.51,20.2466,20.7099,18.5379,18.8544,18.518,18.7601,3.54393,0.000156729,2.10004,7.52259,+
"C14H10,2",1.84038,4.06556,G5EDI1;Q0G832,Uncharacterized protein,13.1519,13.712,13.4322,14.0576,11.7472,11.6801,11.8523,11.7127,4.06556,0.000141119,1.84038,9.3282,+
"CELE_Y20C6A,1",-1.37479,3.7992,G5EDI6;G5EFW4,Uncharacterized protein,12.9875,13.3546,13.0673,12.851,14.7768,14.4772,14.295,14.2106,3.7992,0.000185484,-1.37479,-8.36439,+
ent-1,-1.91641,1.623,G5EDJ3,Equilibrative Nucleoside Transporter,13.9395,14.4274,11.9245,12.1414,15.2852,14.8256,15.0129,14.9747,1.623,0.00607658,-1.91641,-3.006,+
asc-1,0.268718,0.609987,G5EDK1,ASC-1,14.616,15.2329,14.7427,15.5021,14.8103,14.7631,14.7179,14.7276,0.609987,0.108779,0.268718,1.2871,
air-1,0.101515,0.149379,G5EDL3,Aurora/Ipl1 Related kinase,14.5989,14.162,15.2586,14.953,14.9419,14.4319,14.584,14.6086,0.149379,0.498969,0.101515,0.391492,
rilp-1,0.484987,0.406428,G5EDL7;G5EFB9,RILP (Rab7-Interacting Lysosomal Protein) homolog,14.5403,12.3998,13.1635,12.7177,13.3201,12.329,12.8587,12.3736,0.406428,0.20353,0.484987,0.921659,
nrfl-1,0.910303,3.37528,G5EDM4;X5LVA5,NHERF (Mammalian Na/H Exchange Regulatory Factor) Like,18.197,18.6734,18.1418,18.3972,17.5382,17.5037,17.321,17.4054,3.37528,0.000181399,0.910303,7.0063,+
cnb-1,1.59718,4.80595,G5EDN6;H9G2Y1,Protein phosphatase 2B regulatory subunit cnb-1;CalciNeurin B,16.782,16.9348,16.9628,17.2925,15.5823,15.4077,15.3205,15.2729,4.80595,0.00014447,1.59718,12.5537,+
"CELE_Y32F6A,5",0.434485,0.782472,G5EDP0,Uncharacterized protein,17.6814,17.4585,18.1486,18.6985,17.5248,17.5681,17.5742,17.5819,0.782472,0.0667784,0.434485,1.58076,
daf-22,-0.888723,2.59923,G5EDP2,Non-specific lipid-transfer protein-like 2,15.0316,15.5954,15.5152,15.6672,16.292,16.2225,16.6539,16.1959,2.59923,0.000742478,-0.888723,-4.97417,+
fmo-1,-0.0232253,0.049123,G5EDP6,Flavin-containing monooxygenase,13.1457,13.0336,13.0525,12.6786,12.7399,13.2039,12.8157,13.2439,0.049123,0.787974,-0.0232253,-0.14025,
clh-1,-0.111161,0.121099,G5EDQ0;Q22833,Chloride channel protein,15.2497,15.6711,14.7832,16.3135,15.8645,15.7114,15.3685,15.5177,0.121099,0.562656,-0.111161,-0.32438,
hmg-12,1.21964,3.67175,G5EDQ2,HMG,17.6585,18.1548,17.4685,17.6121,16.5781,16.4955,16.5343,16.4075,3.67175,0.000171482,1.21964,7.93463,+
cle-1,0.833603,2.87265,G5EDQ4,CLE-1C protein,17.6947,18.0746,18.1905,18.2594,17.0024,17.3705,17.2577,17.2542,2.87265,0.00044213,0.833603,5.63209,+
"CELE_Y66A7A,7",-0.992065,1.72973,G5EDQ7,Uncharacterized protein,12.9183,13.4168,12.9952,11.9509,13.844,13.7851,13.7915,13.8288,1.72973,0.00442974,-0.992065,-3.19861,+
sur-6,-0.313498,1.5119,G5EDR3,Serine/threonine-protein phosphatase 2A regulatory subunit sur-6,15.6818,15.6786,15.4468,15.9577,15.9977,16.1156,15.9712,15.9344,1.5119,0.00818698,-0.313498,-2.8097,+
pod-1,0.384783,1.91699,G5EDS2;K8F7Z0,POD-1;Uncharacterized protein,16.3088,16.7105,16.783,16.5006,16.1504,16.2279,16.2006,16.1848,1.91699,0.00294394,0.384783,3.54765,+
exos-7,-1.29567,2.27914,G5EDS8,EXOSome (Multiexonuclease complex) component,12.5289,13.1013,13.0209,12.4762,14.735,13.9685,13.4924,14.114,2.27914,0.00144956,-1.29567,-4.27079,+
lin-35,1.10076,4.31771,G5EDT1,Synthetic multivulva protein LIN-35 Rb,12.9042,13.2571,12.8512,12.8628,11.9476,11.9125,11.7432,11.869,4.31771,0.000176024,1.10076,10.33,+
"CELE_T01D3,6",0.179685,0.574757,G5EDT4;G5EEP7,Uncharacterized protein,15.9103,16.3366,16.0256,16.4052,16.2178,16.015,15.8928,15.8333,0.574757,0.121602,0.179685,1.22574,
ubr-5,-1.65927,0.664244,G5EDT9,UBR E3 ubiquitin ligase homolog,13.2059,13.5315,13.1875,12.8515,12.804,12.7684,16.9934,16.8476,0.664244,0.0932395,-1.65927,-1.38053,
pld-1,0.571757,0.330464,G5EDU3,PhosphoLipase D,15.0913,12.13,15.1181,14.9573,13.9143,13.8732,13.6184,13.6038,0.330464,0.261306,0.571757,0.775981,
cyk-3,0.34461,0.489084,G5EDU8;Q8WT44,CYtoKinesis defect,12.7083,13.3794,12.9387,12.6542,12.7172,12.4889,11.8845,13.2115,0.489084,0.156077,0.34461,1.07359,
"CELE_E01G4,6",1.87202,4.10088,G5EDV0,Uncharacterized protein,17.2311,17.6404,17.0288,17.6485,15.2563,15.8152,15.61,15.3794,4.10088,0.00014628,1.87202,9.46306,+
cey-4,-0.642069,2.17606,G5EDV3,"C, Elegans Y-box",18.7443,19.2725,19.3313,19.3789,19.8703,19.9353,19.6656,19.8239,2.17606,0.00173114,-0.642069,-4.05778,+
istr-1,0.515223,1.79771,G5EDV6,Increased Sodium Tolerance Related,16.4405,16.8379,16.4202,17.0029,16.2726,16.231,16.0702,16.0669,1.79771,0.00391443,0.515223,3.3236,+
"CELE_Y53H1B,2",-0.759585,3.29282,G5EDV7,Uncharacterized protein,16.706,16.8767,17.1927,16.811,17.6454,17.7693,17.5786,17.6314,3.29282,0.000216374,-0.759585,-6.76457,+
adbp-1,2.25348,5.77447,G5EDW1,2L737,16.7865,17.1168,16.8021,17.041,14.9407,14.6649,14.5372,14.5897,5.77447,0,2.25348,18.363,+
"CELE_VF13D12L,3",-0.644538,1.46321,G5EDW8,Uncharacterized protein,16.2822,15.6111,16.3599,16.7262,16.9913,16.8194,16.8119,16.9349,1.46321,0.00944047,-0.644538,-2.7249,+
fbxa-101,0.967045,2.44871,G5EDX9,F-box A protein,12.6926,13.2454,12.9026,12.4002,12.0629,11.9757,11.5816,11.7525,2.44871,0.00106921,0.967045,4.63508,+
wars-1,0.664235,3.27037,G5EDY2,Tryptophanyl(W) Amino-acyl tRNA Synthetase,17.6149,17.9397,17.6497,17.9716,17.1303,17.2025,17.0468,17.1393,3.27037,0.000213564,0.664235,6.69996,+
skr-7,1.936,5.00327,G5EDY3,SKR-7,17.9261,17.8724,17.7636,17.767,15.521,16.1519,16.0317,15.8805,5.00327,0.000171582,1.936,13.5728,+
drp-1,-0.23746,0.943742,G5EDY8;Q8WQC9,Dynamin-Related Protein,14.5098,14.8544,15.0117,15.0585,15.047,15.1879,15.0966,15.0528,0.943742,0.0419329,-0.23746,-1.84975,+
umps-1,0.792613,2.88765,G5EDZ2,Uridine 5'-monophosphate synthase,16.8575,17.2113,16.758,17.315,16.3418,16.2591,16.1908,16.1795,2.88765,0.000374488,0.792613,5.66987,+
unc-43,-1.03764,2.81374,G5EDZ5;O62305,Uncharacterized protein;Calcium/calmodulin-dependent protein kinase type II,15.1156,15.1259,15.8547,15.6558,16.45,16.5236,16.4212,16.5078,2.81374,0.00049972,-1.03764,-5.48548,+
"C01B4,7",-1.33676,4.7045,G5EDZ6,Uncharacterized protein,12.7518,13.2368,12.9535,13.0032,14.4346,14.3468,14.1995,14.3114,4.7045,0.000134172,-1.33676,-12.0581,+
cdr-4,0.0630126,0.118719,G5EDZ7,CaDmium Responsive,16.5245,17.292,16.8057,17.2393,16.6829,16.9495,16.9527,17.0243,0.118719,0.56865,0.0630126,0.318614,
cpi-1,2.284,3.4789,G5EDZ9,Cystatin,21.49,20.7378,20.0643,20.8631,18.468,18.6315,18.707,18.2127,3.4789,0.000193126,2.284,7.31992,+
daf-18,0.123806,0.124211,G5EE01,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase daf-18",14.4379,15.0819,13.4741,14.0785,13.9601,14.4572,13.7865,14.3734,0.124211,0.555632,0.123806,0.331892,
hip-1,1.79357,5.97402,G5EE04,Hsp-70 Interacting Protein homolog,20.8296,20.9914,20.9416,21.2278,19.2106,19.2948,19.1381,19.1725,5.97402,0,1.79357,19.8464,+
ccr-4,0.19593,0.270371,G5EE09;Q8I4B4;Q9U1P4,CCR (Yeast CCR4/NOT complex component) homolog,15.898,14.7568,14.5372,15.044,14.8881,14.8929,14.8037,14.8676,0.270371,0.320171,0.19593,0.655302,
"CELE_F39H2,3",0.823368,1.55534,G5EE11,Uncharacterized protein,17.0437,17.4021,16.1576,16.4639,15.9094,15.8652,16.0995,15.8999,1.55534,0.00730541,0.823368,2.88597,+
cash-1,0.26414,0.76295,G5EE12,CKA And Striatin Homolog,16.2767,16.2392,15.6522,15.8728,15.7587,15.7877,15.5246,15.9132,0.76295,0.070179,0.26414,1.54794,
ptr-23,1.06928,3.18143,G5EE13,PaTched Related family,12.631,13.395,12.9275,13.0704,12.0286,12.0069,11.8799,11.8313,3.18143,0.000243669,1.06928,6.44869,+
cua-1,1.74618,3.46132,G5EE14,CU (Copper) ATPase,14.2657,15.0151,14.9866,14.2625,12.878,13.177,12.6324,12.8579,3.46132,0.000190939,1.74618,7.26592,+
"C44H4,4",1.72445,2.59668,G5EE16,Uncharacterized protein,15.561,16.1026,14.941,16.1246,13.4189,14.0822,13.9229,14.4073,2.59668,0.000740967,1.72445,4.96829,+
"CELE_T04F3,1",0.602985,1.64566,G5EE32;G5EGD0,Uncharacterized protein,15.3285,15.6568,14.8224,15.406,14.9314,14.6897,14.4787,14.7018,1.64566,0.0058331,0.602985,3.04654,+
"CELE_W04E12,7",0.455076,1.16328,G5EE34,Uncharacterized protein,13.2157,12.7023,13.5644,12.9115,12.6492,12.5628,12.4878,12.8738,1.16328,0.0217493,0.455076,2.21507,+
"hsp-12,6",2.58073,2.27143,G5EE36,Heat Shock Protein,13.6078,13.2436,14.9387,15.7937,12.0627,12.0261,11.5271,11.6451,2.27143,0.00144317,2.58073,4.25465,+
icp-1,2.11706,4.44882,G5EE37,InCenP homolog,16.7203,17.0358,16.1958,16.3241,14.3964,14.4511,14.5471,14.4131,4.44882,0.000108475,2.11706,10.8885,+
srp-1,0.0603168,0.0902918,G5EE40,SeRPin,16.3002,15.8556,16.6647,16.9845,16.3879,16.4224,16.3759,16.3775,0.0902918,0.64698,0.0603168,0.248161,
cuc-1,0.686185,3.86202,G5EE41,CU (Copper) Chaperonin,16.8748,17.0867,17.0098,17.0641,16.2437,16.5139,16.2513,16.2817,3.86202,0.000121466,0.686185,8.5835,+
"CELE_ZK1098,11",0.643358,2.10261,G5EE42,Uncharacterized protein,17.8001,18.2113,17.4474,17.8681,17.3253,17.2,17.0929,17.1352,2.10261,0.00198858,0.643358,3.90964,+
"CELE_F54D5,12",1.77137,5.64242,G5EE46,Uncharacterized protein,17.5723,17.5181,17.2521,17.2656,15.5233,15.597,15.6074,15.795,5.64242,0,1.77137,17.4412,+
ttr-50,3.79807,7.86399,G5EE48,TransThyretin-Related family domain,20.8,21.0689,21.1543,21.1833,17.2064,17.3381,17.2198,17.2501,7.86399,0,3.79807,41.1982,+
src-1,0.790518,3.15198,G5EE56,Tyrosine protein-kinase src-1,12.6824,12.3973,12.6889,12.9286,12.0036,11.9418,11.725,11.8647,3.15198,0.000239892,0.790518,6.36714,+
"CELE_F12F6,1",0.888754,1.34664,G5EE62,Uncharacterized protein,15.7926,15.6842,14.7013,14.5425,14.0205,14.2024,14.2762,14.6665,1.34664,0.0128162,0.888754,2.52446,+
skr-3,1.05103,4.39103,G5EE67,SKR-3,18.018,18.3078,17.9245,18.2737,17.1059,17.1434,17.0089,17.0617,4.39103,0.000104065,1.05103,10.639,+
mrp-5,-0.173872,0.217496,G5EE72,Uncharacterized protein,15.9224,14.4659,14.776,15.2477,15.3051,15.3801,15.2265,15.1958,0.217496,0.38638,-0.173872,-0.544009,
nud-1,-0.0830355,0.30782,G5EE74,Aspergillus NUclear Division related,17.0358,17.3327,16.9282,16.8293,17.1911,17.078,17.0473,17.1416,0.30782,0.281558,-0.0830355,-0.731146,
SRP54,0.28191,0.574339,G5EE80,Signal recognition particle 54 kDa protein,14.9883,15.8986,15.3245,14.8772,15.0425,14.9787,14.9608,14.979,0.574339,0.121696,0.28191,1.22501,
cdr-1,0.911038,1.98707,G5EE89,CaDmium Responsive,12.893,13.3703,12.2274,12.6081,11.9573,11.9662,11.7633,11.7678,1.98707,0.00239,0.911038,3.68232,+
"CELE_F09B9,4",1.9787,3.8578,G5EE90,Uncharacterized protein,17.4694,18.21,17.7159,17.9581,16.3149,15.8771,15.5311,15.7154,3.8578,0.000121086,1.9787,8.56861,+
slc-25a10,-0.32853,0.96425,G5EE96,Oxoglutarate/malate carrier protein,16.7615,16.4149,17.0082,17.2213,17.1952,17.2196,17.1242,17.1809,0.96425,0.0396694,-0.32853,-1.88381,+
lpr-3,1.78419,2.85343,G5EEA2,LiPocalin-Related protein,13.6634,14.2627,12.8251,13.9683,12.0431,12.014,11.7519,11.7737,2.85343,0.000437071,1.78419,5.58395,+
nex-1,-0.546286,1.32696,G5EEA8,Annexin,19.0559,19.0549,19.8952,19.5853,20.1022,19.9905,19.7644,19.9194,1.32696,0.0135937,-0.546286,-2.49094,+
dpy-14,0.608095,2.44145,G5EEB6,COLlagen structural,14.5873,14.4508,14.2387,14.8005,13.7899,13.8552,14.0601,13.9397,2.44145,0.00111893,0.608095,4.61912,+
vab-10,-0.0153899,0.0229959,G5EEC4;G5EFW2,VAB-10A protein;Uncharacterized protein,17.9934,18.7413,17.9066,17.7067,18.0789,18.1753,18.0337,18.1216,0.0229959,0.895039,-0.0153899,-0.0674336,
scm-1,-0.353655,0.217506,G5EED5,Secretory carrier-associated membrane protein,15.3369,15.8038,15.1714,14.5772,17.3657,14.8597,14.9737,15.1047,0.217506,0.386413,-0.353655,-0.544031,
fut-6,-2.54942,4.56589,G5EEE1,"Alpha-(1,3)-fucosyltransferase fut-6",12.7219,13.2212,12.9736,12.8323,16.0402,15.465,15.1451,15.2964,4.56589,0.00011985,-2.54942,-11.4104,+
elo-1,0.289316,1.19814,G5EEE5,Elongation of very long chain fatty acids protein,19.0039,18.8594,18.4371,18.7825,18.373,18.5695,18.4702,18.5131,1.19814,0.0197188,0.289316,2.27345,+
spas-1,-1.7414,3.55236,G5EEF8;Q8MNV0,SPAStin (Human neurodegeneration-associated AAA ATPase) related;Probable spastin homolog spas-1,12.5119,13.2508,12.9347,13.0483,14.7888,15.1022,14.3355,14.4847,3.55236,0.000158076,-1.7414,-7.54919,+
mce-1,1.28006,5.01243,G5EEG4,Methylmalonyl-CoA Epimerase,18.2968,18.494,18.4212,18.7214,17.1498,17.2527,17.2565,17.1543,5.01243,0.000173442,1.28006,13.622,+
"CELE_T09F3,2",0.656028,1.66179,G5EEG6,Carrier protein (C2),17.1769,17.4634,16.5448,16.7054,16.3863,16.2568,16.3284,16.2948,1.66179,0.0054116,0.656028,3.07552,+
smu-1,-1.74272,2.19685,G5EEG7,SMU-1,13.1133,13.2977,12.7735,12.9978,15.6527,14.3793,15.2696,13.8517,2.19685,0.00172083,-1.74272,-4.10025,+
frm-1,0.00971937,0.0402673,G5EEG8,"FERM domain (Protein4,1-ezrin-radixin-moesin) family",17.0755,17.0215,16.9037,17.2152,17.1407,16.9311,16.9755,17.1298,0.0402673,0.824176,0.00971937,0.115984,
ivd-1,-0.22908,1.02746,G5EEH6,IsoValeryl-CoA Dehydrogenase,16.6314,16.7563,16.6241,17.0287,17.0052,17.1064,17.0431,16.8019,1.02746,0.0329354,-0.22908,-1.9888,+
