geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04, -Log.p.value,Student's T-test q-value N2_d15_N2_d10,log2FC,Student's T-test Test statistic N2_d15_N2_d10,Sign p-val: 0.05 
lgc-34,-2.87864,2.79034,O17274,Ligand-Gated ion Channel,16.8323,17.2338,17.1014,18.0081,19.4374,19.6076,20.1493,21.4958,2.79034,0.000369591,-2.87864,-5.42801,+
tomm-22,-2.51335,4.17091,O17287,Mitochondrial import receptor subunit TOM22 homolog,16.6096,16.2445,16.6619,17.1188,19.4932,19.1426,18.6605,19.3919,4.17091,0,-2.51335,-9.73564,+
mct-6,-0.405175,0.331314,O17328,MonoCarboxylate Transporter family,15.34,15.6575,15.6397,15.6181,16.4218,14.5937,15.8524,17.0082,0.331314,0.238858,-0.405175,-0.777651,
ttr-6,-0.91974,2.68731,O17345,TransThyretin-Related family domain,19.9888,20.0441,20.0143,20.2738,20.733,20.8459,20.9431,21.478,2.68731,0.000348209,-0.91974,-5.17995,+
aagr-4,-1.80438,1.24619,O17352,Acid Alpha Glucosidase Relate,14.4393,13.1078,14.2301,15.3213,16.8689,14.2712,16.3115,16.8644,1.24619,0.0150268,-1.80438,-2.35424,+
srp-2,-1.00838,2.3159,O17365,SeRPin,16.4581,16.3582,16.4866,16.4143,17.5072,17.2172,16.9787,18.0475,2.3159,0.000927354,-1.00838,-4.34825,+
pho-14,-0.471673,0.627916,O17373,Intestinal acid PHOsphatase,17.7095,17.5393,17.7499,18.407,18.0541,17.6792,18.466,19.093,0.627916,0.0880371,-0.471673,-1.31811,
spp-13,-1.30494,1.21372,O17387,SaPosin-like Protein family,13.791,14.1118,13.7034,15.0067,14.7859,15.0521,15.1022,16.8924,1.21372,0.0165617,-1.30494,-2.29961,+
tag-123,-1.6891,0.944185,O17388,Transmembrane 9 superfamily member,15.3428,15.5339,15.1251,16.3361,16.6327,15.5719,17.1977,19.6921,0.944185,0.0348016,-1.6891,-1.85048,+
tth-1,-1.46596,3.81308,O17389,Thymosin beta,19.0977,18.8405,18.6514,19.2242,20.5026,20.1511,20.3245,20.6994,3.81308,0,-1.46596,-8.41237,+
"F52H2,6",-1.99888,3.9594,O17397,Diminuto-like protein,12.539,11.7904,12.331,12.5551,14.1656,13.9978,14.4582,14.5893,3.9594,0,-1.99888,-8.93298,+
"F09G2,8",0.099292,0.0915556,O17405,"Probable phospholipase D F09G2,8",14.9701,13.5754,13.4694,14.335,14.0305,14.3577,14.0694,13.4951,0.0915556,0.664206,0.099292,0.251359,
attf-2,-1.86987,3.78114,O17406,AT hook Transcription Factor family,18.3519,18.0016,17.9063,18.2777,19.7488,20.0439,19.6756,20.5487,3.78114,0,-1.86987,-8.3023,+
"CELE_F09G2,2",-5.22968,6.19111,O17407,Uncharacterized protein,12.4087,12.0476,12.3189,12.8026,17.6099,17.3393,17.3961,18.1511,6.19111,0,-5.22968,-21.5926,+
"CELE_W02D7,5",0.115384,0.1416,O17526,Uncharacterized protein,14.2929,14.3381,14.2642,15.2834,14.2,14.38,14.1671,14.9699,0.1416,0.52742,0.115384,0.373281,
sel-9,-1.23124,2.11399,O17528,Suppressor/enhancer of lin-12 protein 9,16.702,17.5113,16.4972,17.373,17.7011,18.3771,18.5791,18.351,2.11399,0.00173127,-1.23124,-3.9324,+
hil-4,-1.3538,5.86538,O17536,"Histone H1,4",15.8313,16.0005,15.898,15.943,17.2775,17.0976,17.3749,17.3381,5.86538,0,-1.3538,-19.0249,+
clec-223,-1.09415,2.5772,O17562,C-type LECtin,14.8633,14.741,15.0644,14.776,15.5677,15.9253,15.7824,16.5457,2.5772,0.000476489,-1.09415,-4.92356,+
rpl-38,-1.01964,0.579947,O17570,60S ribosomal protein L38,15.9083,17.7451,17.7555,15.3725,16.6397,17.6598,19.2259,17.3347,0.579947,0.101463,-1.01964,-1.23482,
pro-2,0.896853,2.0046,O17580,Nucleolar complex protein 2 homolog,14.9238,15.5147,15.1571,15.0962,14.1711,14.3773,13.7817,14.7743,2.0046,0.00210926,0.896853,3.71638,+
pas-1,0.591473,1.73284,O17586,Proteasome subunit alpha type-6,16.6781,17.1199,17.2606,17.1137,16.0988,16.409,16.73,16.5686,1.73284,0.00386809,0.591473,3.2043,+
"C16C2,4",-2.58339,3.52064,O17591,Uncharacterized protein,15.7602,14.2805,14.6516,15.2564,17.7629,17.2385,17.5953,17.6855,3.52064,0,-2.58339,-7.44948,+
"C25A1,1",-3.17918,4.01477,O17594,Uncharacterized protein,13.8731,13.0113,13.8672,12.6917,16.5244,16.1778,16.445,17.0129,4.01477,0,-3.17918,-9.13721,+
"C27H6,8",-1.1048,3.12136,O17606,"UPF0160 protein C27H6,8",16.3009,15.8751,16.2346,16.122,17.1111,17.0539,17.1039,17.6828,3.12136,6.29E-05,-1.1048,-6.2832,+
ruvb-1,-1.40106,3.73809,O17607,RuvB-like 1,16.2029,16.1049,16.543,15.8081,17.7744,17.4901,17.6012,17.3974,3.73809,0,-1.40106,-8.15589,+
"C29F3,7",-1.86009,3.77893,O17616,Uncharacterized protein,15.1675,15.5131,15.3773,15.2001,17.0012,17.4709,17.5604,16.666,3.77893,0,-1.86009,-8.29475,+
"C29F7,1",-2.18661,3.76292,O17620,Uncharacterized protein,12.4422,11.8861,12.1579,12.578,14.1977,14.1713,14.3518,15.09,3.76292,0,-2.18661,-8.24007,+
"C29F7,2",-1.13914,4.84904,O17621,Uncharacterized protein,15.928,15.6032,15.7418,15.8173,16.7392,16.9718,16.9673,16.9686,4.84904,0,-1.13914,-12.7699,+
"C29F7,3",-1.96509,3.81867,O17622,UMP-CMP kinase 1,15.1956,15.5431,15.3099,15.8033,17.2489,17.279,17.1882,17.9962,3.81867,0,-1.96509,-8.43176,+
"C31C9,2",-0.586648,0.434053,O17626,Uncharacterized protein,18.6649,18.4063,18.1936,19.2083,20.3848,18.2521,18.2369,19.9457,0.434053,0.16406,-0.586648,-0.973102,
ethe-1,1.04,1.80739,O17636,ETHE1 (Human ETHylmalonic Encephalopathy) homolog,14.9061,15.6916,15.2676,14.9297,14.5145,13.4147,14.3288,14.3771,1.80739,0.00319859,1.04,3.34156,+
col-179,-3.4298,1.4413,O17642,COLlagen,17.9691,18.5086,13.9494,18.9082,20.409,20.263,19.9475,22.435,1.4413,0.008743,-3.4298,-2.68696,+
idh-2,-1.51868,2.9371,O17643,Isocitrate dehydrogenase [NADP],15.9651,15.6916,16.0306,15.9437,17.4197,17.426,16.8146,18.0454,2.9371,0.000151337,-1.51868,-5.79575,+
aspm-1,-1.22576,1.53044,O17666,Uncharacterized protein,12.1732,12.972,13.1822,13.4426,13.6112,13.6441,14.4243,14.9936,1.53044,0.00689003,-1.22576,-2.84218,+
sams-1,-0.182783,0.629858,O17680,Probable S-adenosylmethionine synthase 1,18.4576,18.6735,18.6237,18.9392,18.9846,18.5892,19.0045,18.8469,0.629858,0.087527,-0.182783,-1.32146,
"C49F5,7",0.800558,1.08767,O17685,Uncharacterized protein,17.8266,17.3323,17.3437,18.2427,16.0813,16.9606,16.8821,17.6191,1.08767,0.0234936,0.800558,2.08893,+
nasp-2,-0.989445,1.57536,O17687,NASP (Human Nuclear Autoantigenic Sperm Protein) homolog,17.2626,17.835,17.4691,18.2335,18.3571,18.4845,18.4423,19.474,1.57536,0.00610533,-0.989445,-2.92134,+
ril-1,-1.17838,2.00843,O17694,RNAi-Induced Longevity,18.5038,18.1685,18.3255,18.4774,19.1567,19.9444,18.9038,20.1839,2.00843,0.00206291,-1.17838,-3.72383,+
hda-1,-2.10331,4.08012,O17695,Histone deacetylase 1,15.7072,15.4009,15.482,15.938,17.3356,17.5587,17.8357,18.2115,4.08012,0,-2.10331,-9.38358,+
"CELE_D1086,3",-0.864593,1.40267,O17725,Uncharacterized protein,15.4721,16.1283,16.1603,15.9766,16.2669,16.9688,16.4211,17.539,1.40267,0.00978269,-0.864593,-2.62036,+
"CELE_D1086,1",-0.386975,0.140043,O17726,Uncharacterized protein,18.0342,17.5439,17.6085,17.8552,18.4616,16.2524,16.9303,20.9454,0.140043,0.530823,-0.386975,-0.369614,
"CELE_D1086,6",0.292389,0.222451,O17729,Uncharacterized protein,17.7278,17.4082,17.3149,17.9114,17.8494,15.8001,17.5402,18.003,0.222451,0.370394,0.292389,0.554675,
mpst-1,-0.718861,0.872517,O17730,Putative thiosulfate sulfurtransferase mpst-1,16.1192,15.639,15.4355,15.653,15.6366,15.9523,17.3401,16.7931,0.872517,0.0426359,-0.718861,-1.73128,+
"CELE_D2023,4",-1.75563,0.781574,O17731,Uncharacterized protein,15.9925,15.6773,11.5779,16.0728,16.6025,15.9574,17.0615,16.7215,0.781574,0.0554063,-1.75563,-1.57925,
pyc-1,-1.00935,1.68162,O17732,Pyruvate carboxylase 1,16.5359,16.5803,16.9779,17.2472,17.0228,18.0102,18.1716,18.1742,1.68162,0.00443754,-1.00935,-3.11127,+
"CELE_D2023,6",0.545304,0.448761,O17735,Uncharacterized protein,15.3601,15.4172,13.3166,15.2167,13.9339,14.0212,14.3364,14.8378,0.448761,0.15568,0.545304,1.0002,
clec-17,-0.377604,0.5343,O17741,C-type LECtin,13.6286,13.834,14.2927,14.298,13.843,14.239,14.3072,15.1746,0.5343,0.116673,-0.377604,-1.15446,
egl-21,-2.05783,2.6837,O17754,Carboxypeptidase E,14.8533,13.9228,14.6765,14.6056,16.6214,16.4769,15.7625,17.4287,2.6837,0.000347253,-2.05783,-5.17142,+
tkt-1,-1.05268,3.83112,O17759,TransKeTolase homolog,19.0294,19.1176,19.3112,19.3078,20.0369,20.1567,20.2663,20.517,3.83112,0,-1.05268,-8.47511,+
ech-8,-0.619848,1.37871,O17761,Enoyl-CoA Hydratase,13.7067,13.9421,14.4526,13.4481,14.354,14.4221,14.4194,14.8335,1.37871,0.0103503,-0.619848,-2.57926,+
lipl-7,-1.67259,2.94896,O17766,Lipase,14.2675,13.8845,14.7543,15.1596,16.1991,16.1567,16.0329,16.3675,2.94896,0.000153642,-1.67259,-5.82623,+
pes-7,-3.59431,2.10324,O17772,Patterned Expression Site,12.4141,9.77746,9.00913,12.4725,14.2689,14.3687,14.2699,15.143,2.10324,0.00172425,-3.59431,-3.9109,+
col-98,-2.21858,3.81686,O17805,COLlagen,12.4498,11.8712,12.3026,12.7815,14.2742,14.4109,14.4902,15.104,3.81686,0,-2.21858,-8.4255,+
"CELE_F15A4,6",-2.00148,4.07523,O17815,Uncharacterized protein,12.4806,12.0447,12.223,12.6749,14.4397,13.9003,14.4209,14.6681,4.07523,0,-2.00148,-9.36493,+
"CELE_F21A3,3",-2.0279,5.2964,O17829,Uncharacterized protein,12.4875,12.0356,12.3183,12.1551,14.0268,14.2668,14.4078,14.4067,5.2964,0,-2.0279,-15.2323,+
pyk-1,-1.97647,3.35341,O17836,Pyruvate kinase,15.7484,15.5224,15.9179,16.4632,17.9598,17.6444,17.5239,18.4297,3.35341,0,-1.97647,-6.94152,+
mrpl-54,-0.492697,0.433891,O17839,"Mitochondrial Ribosomal Protein, Large",15.6507,17.8965,16.9683,17.4887,17.5317,17.649,17.1058,17.6883,0.433891,0.164099,-0.492697,-0.972801,
"F37H8,5",-1.78845,2.86643,O17861,"GILT-like protein F37H8,5",19.1039,19.5801,19.5104,19.7727,21.5452,21.5132,20.4268,21.6357,2.86643,0.000266338,-1.78845,-5.61648,+
"CELE_F55B11,4",2.37739,4.0693,O17890,Uncharacterized protein,16.8097,16.1301,16.2997,16.8055,14.511,13.746,13.8957,14.3829,4.0693,0,2.37739,9.34237,+
"CELE_F55B11,2",-0.0793481,0.182739,O17891,Uncharacterized protein,20.3374,19.8587,19.6158,20.0138,20.1323,19.8222,20.0248,20.1638,0.182739,0.438525,-0.0793481,-0.467647,
xhd-1,-1.80929,4.09201,O17892,Uncharacterized protein,14.9979,15.2229,15.227,15.446,17.1055,16.82,16.7278,17.4776,4.09201,0,-1.80929,-9.42903,+
"CELE_F55B11,3",-1.64359,1.65723,O17893,Uncharacterized protein,18.7594,18.7359,18.8028,18.9283,19.3908,20.5451,19.9766,21.8882,1.65723,0.00477458,-1.64359,-3.06731,+
haf-3,0.149809,0.184645,O17895,HAlF transporter (PGP related),14.7231,14.4495,14.1994,15.4785,14.4189,14.3514,14.4563,15.0246,0.184645,0.435007,0.149809,0.47191,
copz-1,-1.11028,2.20886,O17901,Probable coatomer subunit zeta,17.5846,16.834,17.2287,17.0865,18.1079,18.5305,17.7768,18.7597,2.20886,0.00120816,-1.11028,-4.12491,+
ctg-1,-1.59622,1.31813,O17907,CRAL/TRIO and GOLD domain containing,15.2646,14.4066,14.3092,14.7991,15.82,15.5321,15.7091,18.1031,1.31813,0.0123149,-1.59622,-2.47593,+
ran-1,-0.782645,2.12775,O17915,GTP-binding nuclear protein ran-1,19.5354,19.5898,19.6413,19.7008,20.408,19.9243,20.3888,20.8767,2.12775,0.00162069,-0.782645,-3.96001,+
"K01G5,5",-0.263237,0.995505,O17919,Putative H/ACA ribonucleoprotein complex subunit 4,16.0147,15.8389,15.4971,15.8026,15.9058,15.9388,16.0923,16.2694,0.995505,0.029889,-0.263237,-1.93572,+
tbb-1,0.696913,0.810153,O17921,Tubulin beta chain,18.1612,18.1168,19.0912,18.1545,18.64,17.8122,17.073,17.2108,0.810153,0.0508904,0.696913,1.62716,
aipl-1,-0.57654,1.87696,O17939,AIP1 (Actin Interacting Protein 1) Like,15.9858,16.0196,16.3255,16.3076,16.8822,16.88,16.3195,16.8629,1.87696,0.00271335,-0.57654,-3.47176,+
"CELE_K10C3,5",-0.846426,2.38471,O17944,Uncharacterized protein,15.2966,15.3708,15.6354,15.5301,16.591,16.0347,16.6128,15.9801,2.38471,0.000720299,-0.846426,-4.49549,+
dld-1,-1.29591,2.23897,O17953,"Dihydrolipoyl dehydrogenase, mitochondrial",17.605,17.6208,17.7654,17.7313,18.5748,19.6008,18.3386,19.3918,2.23897,0.0011047,-1.29591,-4.18706,+
"CELE_LLC1,2",-2.39451,2.7272,O17954,Uncharacterized protein,18.2711,17.5239,17.4246,18.3225,20.7995,19.5975,19.6402,21.0829,2.7272,0.000355056,-2.39451,-5.27503,+
top-1,-2.71468,0.961375,O17966,DNA topoisomerase 1,12.5221,13.6245,7.2904,12.5998,13.7907,14.4403,13.9444,14.7201,0.961375,0.0332588,-2.71468,-1.87903,+
arrd-14,-3.02923,6.5093,O17983,ARRestin Domain protein,15.2677,15.2803,14.9122,15.0967,18.0345,18.1099,18.4304,18.099,6.5093,0,-3.02923,-24.4267,+
pes-9,-0.941948,3.37606,O18000,Patterned Expression Site,18.3405,17.929,18.0966,17.775,18.8796,18.8817,19.0321,19.1154,3.37606,0,-0.941948,-7.0086,+
"CELE_R11H6,4",-0.425138,0.705565,O18002,Uncharacterized protein,14.1469,13.8407,14.0932,13.6037,14.1509,14.3895,13.7935,15.0512,0.705565,0.0696363,-0.425138,-1.45096,
pde-12,-0.365781,0.815563,O18005,PhosphoDiEsterase,15.4764,14.9947,14.8461,15.6015,15.8755,15.7484,15.4158,15.3422,0.815563,0.0499897,-0.365781,-1.63622,+
grl-7,-2.19545,3.77751,O18015;Q52GX6,GRound-Like (Grd related),12.395,12.0314,12.1417,12.5278,14.3624,14.2354,14.11,15.17,3.77751,0,-2.19545,-8.28989,+
igdb-2,-0.0315166,0.0240538,O18023,Ig-like and fibronectin type-III domain-containing protein 2,14.934,14.2858,14.7261,14.1774,13.8609,13.852,15.374,15.1624,0.0240538,0.90242,-0.0315166,-0.0704565,
dhs-4,-2.23079,1.96125,O18030,"DeHydrogenases, Short chain",15.0584,13.4428,14.2774,13.0483,16.2589,15.4568,15.6914,17.3429,1.96125,0.00234812,-2.23079,-3.63244,+
pfd-3,-1.84081,3.38971,O18054,Probable prefoldin subunit 3,16.7012,16.2544,16.7331,16.8165,18.075,18.6156,18.1299,19.0479,3.38971,0,-1.84081,-7.0493,+
"CELE_T13F3,6",-2.16273,4.61455,O18089,Uncharacterized protein,15.7913,15.4513,15.7359,15.59,17.5273,18.2894,17.7765,17.6262,4.61455,0,-2.16273,-11.634,+
"CELE_T20F10,2",0.990582,1.48652,O18092;Q1ZXS4,Uncharacterized protein,15.2743,15.3063,15.047,15.1868,13.2632,14.1817,14.4638,14.9434,1.48652,0.00788474,0.990582,2.76541,+
"CELE_T26E3,4",0.566049,1.10726,O18131,Uncharacterized protein,14.5582,15.2786,14.4105,15.3369,14.0231,14.4176,14.3021,14.5771,1.10726,0.0221733,0.566049,2.12155,+
tba-7,4.28267,4.96841,O18154,Tubulin alpha chain,18.7313,19.2528,19.438,19.1597,14.3454,14.4809,15.0466,15.5782,4.96841,0,4.28267,13.3873,+
"CELE_T28D6,3",-2.23511,3.6661,O18156,Uncharacterized protein,12.0841,11.7377,12.3362,12.6452,14.1825,14.1904,14.3223,15.0485,3.6661,0,-2.23511,-7.91603,+
ogt-1,-0.950796,0.699052,O18158;Q2L6Y4,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase;O-linked GlcNAc Transferase,12.3176,14.2284,14.3355,12.0418,13.5552,14.1319,14.2501,14.7894,0.699052,0.0711206,-0.950796,-1.43989,
pptr-1,-0.637182,1.11134,O18178,Serine/threonine-protein phosphatase 2A regulatory subunit pptr-1,16.1807,16.2658,16.2058,16.6401,16.8589,16.2225,17.2554,17.5043,1.11134,0.0219624,-0.637182,-2.12836,+
mrpl-12,0.403035,0.35396,O18180,"Mitochondrial Ribosomal Protein, Large",17.6841,16.6531,17.3071,16.2328,17.5166,16.274,16.6921,15.7823,0.35396,0.219273,0.403035,0.821772,
"CELE_W09D10,1",0.311184,0.218381,O18181,Uncharacterized protein,13.698,13.1166,13.9003,13.1624,11.7265,13.3276,13.2564,14.322,0.218381,0.376527,0.311184,0.545917,
"CELE_W09D10,5",0.429015,0.328122,O18184,Uncharacterized protein,16.9549,15.4466,15.3696,15.4146,15.5746,14.3861,15.2005,16.3085,0.328122,0.241776,0.429015,0.771378,
mrpl-37,-2.08067,4.98632,O18199,"Mitochondrial Ribosomal Protein, Large",13.7009,14.1347,13.6909,14.1895,15.8206,16.0229,16.0095,16.1857,4.98632,0,-2.08067,-13.4823,+
"mop-25,2",0.0342894,0.0285884,O18211,MO25-like protein 2,13.7254,14.7474,14.5199,14.5352,13.4866,14.3748,14.3558,15.1736,0.0285884,0.885284,0.0342894,0.0833393,
"CELE_Y53C12B,1",-1.14879,1.69002,O18215,Uncharacterized protein,14.7188,14.933,14.7669,14.5607,15.0817,15.5473,16.6959,16.2497,1.69002,0.00435465,-1.14879,-3.12645,+
pno-1,-1.32805,1.39424,O18216,RNA-binding protein pno-1,13.3993,13.5832,13.4776,13.5058,15.2332,13.5846,14.5001,15.9602,1.39424,0.00990581,-1.32805,-2.60588,+
nos-3,-1.91597,3.45183,O18218;O62486,NanOS related,15.1399,15.2499,15.3987,15.9872,17.5084,16.9669,17.16,17.8042,3.45183,0,-1.91597,-7.23689,+
"CELE_Y57G11A,4",-2.12732,3.42768,O18222,Uncharacterized protein,12.4269,12.0334,12.2712,12.5309,14.4916,13.8579,14.2477,15.1745,3.42768,0,-2.12732,-7.16349,+
"CELE_Y57G11B,5",-0.299735,0.488351,O18224,Uncharacterized protein,19.5792,19.4504,19.5244,19.7725,19.6851,19.651,19.5038,20.6855,0.488351,0.135768,-0.299735,-1.07226,
"Y57G11C,3",-1.02588,1.78092,O18229,Putative 6-phosphogluconolactonase,15.6702,15.5841,15.5001,16.298,16.4992,16.2384,17.3291,17.0892,1.78092,0.00353647,-1.02588,-3.29257,+
coq-3,-0.988525,1.94356,O18235,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",14.7709,14.8165,15.0955,15.1949,15.341,15.8151,16.1303,16.5456,1.94356,0.00236029,-0.988525,-3.59844,+
nuo-3,-1.29756,2.35706,O18236,NADH Ubiquinone Oxidoreductase,15.9379,15.0914,15.5304,16.2509,17.378,16.7092,16.8219,17.0917,2.35706,0.000852158,-1.29756,-4.43597,+
rps-18,-0.736369,1.92987,O18240,"Ribosomal Protein, Small subunit",18.8715,18.7914,18.8049,18.8291,19.0494,19.5465,19.5922,20.0542,1.92987,0.00246993,-0.736369,-3.57224,+
"CELE_Y7A9A,1",-0.150409,0.284213,O18256,Uncharacterized protein,14.3708,13.7159,14.232,13.9465,14.5058,14.2922,13.7446,14.3242,0.284213,0.286816,-0.150409,-0.683599,
frg-1,-1.67671,1.58693,O18282,Protein FRG1 homolog,13.9036,13.9299,14.2404,14.388,16.3948,14.9752,14.7428,17.056,1.58693,0.00591253,-1.67671,-2.94182,+
"CELE_ZK909,3",-3.24839,2.92578,O18307,Uncharacterized protein,15.2878,14.9159,14.9663,16.4964,18.498,17.6708,18.7552,19.736,2.92578,0.000149485,-3.24839,-5.76676,+
rps-19,-1.68835,2.97106,O18650,40S ribosomal protein S19,18.5799,19.0235,18.661,18.8797,19.928,20.1498,21.112,20.7078,2.97106,0.000134318,-1.68835,-5.88338,+
"CELE_F26E4,2",-2.21679,4.22487,O18686,Uncharacterized protein,12.4112,11.8707,11.9723,12.4943,14.3893,14.1042,14.2735,14.8486,4.22487,0,-2.21679,-9.95044,+
"CELE_F26E4,6",1.31422,1.73471,O18687,Uncharacterized protein,16.1336,15.0665,16.7175,15.3728,14.5,14.3178,14.2293,14.9864,1.73471,0.00387341,1.31422,3.20772,+
acs-2,-0.194371,0.133178,O18693,Fatty Acid CoA Synthetase family,14.5336,12.7133,13.9805,13.557,13.6274,14.5213,14.5216,12.8915,0.133178,0.548476,-0.194371,-0.353357,
lsm-5,1.02117,0.656644,O18694,LSM Sm-like protein,14.9479,13.5072,14.3745,15.6438,11.9908,13.9778,13.5934,14.8266,0.656644,0.0806599,1.02117,1.36752,
"C24D10,6",0.200781,0.0569889,O44133,Uncharacterized protein,14.1146,19.194,14.7742,14.6674,14.7135,15.5571,15.11,16.5664,0.0569889,0.778674,0.200781,0.16147,
perm-4,0.198902,0.437177,O44144,PERMeable eggshell,22.6398,22.4081,22.1771,22.4185,22.2937,21.906,21.9616,22.6867,0.437177,0.162273,0.198902,0.978873,
perm-2,-0.703302,1.66692,O44145,PERMeable eggshell,22.5899,22.7165,22.8451,22.4464,22.9011,23.3929,23.2079,23.9092,1.66692,0.00464763,-0.703302,-3.08474,+
pas-6,-0.841702,1.734,O44156,Proteasome subunit alpha type-1,17.333,16.5812,17.2381,17.1304,18.4683,17.6487,17.5851,17.9474,1.734,0.00387208,-0.841702,-3.20642,+
vps-37,-0.651751,1.42847,O44158,Related to yeast Vacuolar Protein Sorting factor,14.6851,14.502,14.5327,14.4192,15.3996,14.8933,14.704,15.7491,1.42847,0.00912728,-0.651751,-2.66479,+
"CD4,3",-1.47966,0.718509,O44159,Uncharacterized protein,14.9854,14.4099,14.627,14.808,15.6042,13.7205,18.365,17.0592,0.718509,0.0672236,-1.47966,-1.47291,
"CELE_F15B10,3",-2.48842,3.55544,O44167;V6CK19,Uncharacterized protein,11.3027,11.7013,11.8441,12.7124,14.2938,14.0446,14.4551,14.7206,3.55544,0,-2.48842,-7.55894,+
rfc-2,1.57666,1.41376,O44175,RFC (DNA replication factor) family,16.3067,15.5289,14.9496,17.6462,14.485,14.4058,14.3286,14.9054,1.41376,0.00943975,1.57666,2.63945,+
"CELE_ZC416,6",-2.50964,2.4223,O44183,Uncharacterized protein,12.3197,10.2687,11.9884,12.7246,14.4266,14.1122,14.2625,14.5386,2.4223,0.000675547,-2.50964,-4.57715,+
"F33D4,4",-3.52443,3.59738,O44186,Putative sphingolipid delta(4)-desaturase,13.0465,13.4387,13.8283,13.3305,16.218,16.9963,16.4062,18.1212,3.59738,0,-3.52443,-7.69265,+
rme-2,-1.13961,1.05019,O44191;V6CIR8,Receptor Mediated Endocytosis,13.1961,12.4875,13.1537,14.6143,13.5116,14.6794,14.7574,15.0616,1.05019,0.0258703,-1.13961,-2.02657,+
"CELE_ZK185,3",1.27188,2.26388,O44195,Uncharacterized protein,14.9619,15.9343,16.1605,15.1295,14.4389,14.1916,14.2257,14.2425,2.26388,0.000968164,1.27188,4.23887,+
"F37C4,5",-0.394668,1.33395,O44400,"Protein F37C4,5",19.7499,19.7333,20.0929,20.0001,20.3835,19.9422,20.2727,20.5564,1.33395,0.0117279,-0.394668,-2.50284,+
kgb-1,-1.55709,2.40336,O44408,GLH-binding kinase 1,15.5417,14.7164,15.021,16.1237,17.3056,16.8916,16.5797,16.8542,2.40336,0.000726415,-1.55709,-4.53589,+
"T07A9,8",-2.45028,3.02034,O44410,Ribosomal RNA-processing protein 8,15.6218,15.0079,14.5783,15.3919,18.2507,17.6985,16.655,17.7968,3.02034,5.85E-05,-2.45028,-6.01227,+
nog-1,-0.901615,2.2413,O44411,Nucleolar GTP-binding protein 1,16.8335,16.8509,16.9048,17.1903,17.5705,17.666,17.7148,18.4347,2.2413,0.00110756,-0.901615,-4.1919,+
"CELE_T07A9,10",-1.12551,1.70749,O44412,Uncharacterized protein,13.0728,13.0481,13.9794,12.3899,14.4007,14.0223,13.9946,14.5746,1.70749,0.00417451,-1.12551,-3.15814,+
May-02,-1.461,3.25541,O44441,"ATPase inhibitor mai-2, mitochondrial",20.8675,20.6085,20.891,20.864,22.7019,22.5385,21.8244,22.0103,3.25541,4.31E-05,-1.461,-6.65715,+
"B0546,5;CELE_F16D3,6",0.810388,1.873,O44442;Q19494,Uncharacterized protein,15.0243,15.4644,14.7389,15.311,13.9256,14.3151,14.2982,14.7581,1.873,0.00271855,0.810388,3.46429,+
"C02B10,3",-2.14707,2.59379,O44443,"EGF-like domain-containing protein C02B10,3",17.1673,17.0247,16.112,16.6981,18.7516,18.0305,19.016,19.7923,2.59379,0.000481521,-2.14707,-4.96165,+
"C02B10,4",-1.86324,3.89378,O44444,Uncharacterized protein,15.5904,15.5442,15.7036,15.4802,17.1751,17.2407,17.2896,18.0659,3.89378,0,-1.86324,-8.69614,+
snpn-1,1.70266,0.656484,O44445,SNAPIN protein homolog,15.8411,20.4235,20.4775,16.5303,16.6453,16.3087,16.9104,16.5973,0.656484,0.0806529,1.70266,1.36724,
pdhb-1,-0.716845,1.7292,O44451,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",17.0915,17.4847,17.2141,16.7039,17.8141,18.0076,18.1226,17.4173,1.7292,0.00388195,-0.716845,-3.19765,+
grd-10,-1.95483,2.06452,O44471,GRounDhog (Hedgehog-like family),16.5033,15.5604,15.4971,16.3836,17.6524,17.1377,17.7978,19.1758,2.06452,0.00181804,-1.95483,-3.83394,+
hoe-1,-1.20102,1.94336,O44476,Ribonuclease Z,16.0249,15.8013,15.4902,16.0505,16.7614,17.1378,16.4185,17.8532,1.94336,0.0023594,-1.20102,-3.59805,+
tim-17,-2.24605,3.56393,O44477,Probable mitochondrial import inner membrane translocase subunit Tim17,12.4791,11.6695,12.3268,12.7657,14.4257,14.2379,14.476,15.0857,3.56393,0,-2.24605,-7.58586,+
rpl-20,-1.38483,3.38937,O44480,60S ribosomal protein L18a,17.754,17.596,17.8874,17.3542,18.7338,19.0815,18.8556,19.46,3.38937,0,-1.38483,-7.04827,+
set-9,0.837268,1.60559,O44498,Histone-lysine N-methyltransferase set-9,15.6722,14.9165,15.1425,15.4663,14.3084,14.3986,14.0411,15.1004,1.60559,0.00559291,0.837268,2.97496,+
fnta-1,-1.73985,4.35123,O44501,"FarNesylTransferase, Alpha subunit",15.8644,15.906,15.9113,15.788,17.1665,17.9186,17.5669,17.777,4.35123,0,-1.73985,-10.4703,+
