geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04,log2 daf2_d1_01,log2 daf2_d1_02,log2 daf2_d1_03,log2 daf2_d1_04, -Log.p.value,Student's T-test q-value daf2_d5_daf2_d1,log2FC,Student's T-test Test statistic daf2_d5_daf2_d1,Sign p-val: 0.05 
golg-4,1.92348,4.59739,G5EEK2,GOLGi associated coiled-coil protein homolog,16.1026,16.5085,15.8637,16.3249,14.544,14.155,14.2366,14.1702,4.59739,0,1.92348,11.5547,+
sca-1,-0.28242,1.63665,G5EEK8,Calcium-transporting ATPase,19.1815,19.5644,19.2422,19.4581,19.7143,19.6043,19.6358,19.6215,1.63665,0.00574904,-0.28242,-3.0304,+
vha-5,0.184931,1.43401,G5EEK9,V-type proton ATPase subunit a,17.3634,17.3766,17.3365,17.4069,17.3066,17.1601,17.006,17.2708,1.43401,0.0097808,0.184931,2.67435,+
alp-1,0.378845,1.56851,G5EEL1,ALP/Enigma encoding,17.6652,18.0229,17.9881,18.2192,17.7313,17.6119,17.6044,17.4323,1.56851,0.00688723,0.378845,2.90922,+
plrg-1,0.930838,1.46767,G5EEL2,PLeiotropic ReGulator (Vertebrate) homolog,15.9256,16.0996,15.7789,14.927,15.3824,14.5811,14.6752,14.369,1.46767,0.00905588,0.930838,2.73264,+
hmg-11,1.646,4.02585,G5EEL9,HMG,20.2977,20.3334,19.9779,19.8919,18.8809,18.444,18.237,18.3549,4.02585,0,1.646,9.1786,+
gmn-1,1.4639,2.54925,G5EEM1,GeMiNin homolog,13.4274,13.7021,13.9175,14.4799,13.0163,12.1622,12.1799,12.3128,2.54925,0.000751249,1.4639,4.85986,+
clec-248,-4.8799,5.18315,G5EEM2,C-type LECtin,12.537,11.6435,13.1259,12.9694,17.3754,17.5583,17.4398,17.4219,5.18315,0,-4.8799,-14.5695,+
zyg-9,1.12595,4.30659,G5EEM5,Zygote defective protein 9,15.6319,15.8309,15.6341,15.5716,14.7049,14.2711,14.5851,14.6037,4.30659,0,1.12595,10.2839,+
tap-1,-0.816049,1.08002,G5EEM6,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,12.4767,13.3077,12.814,13.0011,14.0642,13.0689,13.1922,14.5385,1.08002,0.0277217,-0.816049,-2.07619,+
fars-2,0.648657,1.07018,G5EEN1,Phenylalanyl Amino-acyl tRNA Synthetase,16.2423,16.2513,15.5469,16.1249,15.7666,15.7013,15.4907,14.6121,1.07018,0.0284434,0.648657,2.05982,+
gck-3,-0.176321,0.290384,G5EEN4,Germinal center kinase 3,14.391,14.5929,15.225,14.5482,14.9398,14.4395,14.8008,15.2821,0.290384,0.29558,-0.176321,-0.696112,
"CELE_Y39A1A,3",-2.12067,2.55637,G5EEN7,Uncharacterized protein,12.2274,12.1946,12.9923,10.9085,14.1803,14.0946,14.3372,14.1934,2.55637,0.000689034,-2.12067,-4.87604,+
"CELE_F41E7,9",1.38632,1.87907,G5EEQ1,Uncharacterized protein,17.2175,17.6377,16.6766,17.103,16.2144,15.9046,16.2143,14.7562,1.87907,0.00351667,1.38632,3.47574,+
nkcc-1,1.69401,4.02885,G5EEQ4;G5EFE5;H8ESD4;H8ESD5;L8E912,Na-K-Cl Cotransporter homolog,15.6184,15.5782,15.0749,15.3031,14.0428,13.4752,13.7785,13.5022,4.02885,0,1.69401,9.18981,+
sftb-1,0.996147,4.20012,G5EEQ8,Splicing Factor ThreeB (3b) Subunit homolog,16.0859,16.4137,16.1018,16.1727,15.3461,15.0449,15.2641,15.1344,4.20012,0,0.996147,9.85138,+
ger-1,1.55357,3.09254,G5EER4,GDP-L-fucose synthase,16.5503,16.6956,15.9648,16.1666,14.4764,14.5377,14.8658,15.2831,3.09254,0.000374919,1.55357,6.20498,+
alg-1,0.118983,0.365469,G5EES3;G5EGR6,Protein argonaute,14.7311,14.7203,14.6408,15.1703,14.8727,14.51,14.7013,14.7026,0.365469,0.232492,0.118983,0.843949,
ufd-3,1.4146,2.72628,G5EES6;G5EFK5,Ubiquitin Fusion Degradation (Yeast UFD homolog),15.9604,16.0902,15.5578,16.5772,15.0498,14.3924,14.3352,14.7498,2.72628,0.000545949,1.4146,5.27284,+
nspd-5,0.00617886,0.00686321,G5EES8,"Nematode Specific Peptide family, group D",15.954,16.36,15.315,15.2198,15.8302,16.0118,15.569,15.4131,0.00686321,0.968261,0.00617886,0.0204845,
txl-1,-1.66303,2.5215,G5EES9,ThioredoXin-Like,13.9307,13.4341,14.6985,14.8043,15.8275,16.0674,15.5638,16.0609,2.5215,0.00083004,-1.66303,-4.79714,+
dut-1,0.968902,3.52014,G5EET2,DeoxyUTPase,16.1808,16.3768,16.0189,15.8976,14.9562,15.1302,15.1743,15.3377,3.52014,0.000209664,0.968902,7.44791,+
cdr-6,1.81018,4.68834,G5EET3,CaDmium Responsive,17.2119,17.5146,17.148,17.6571,15.7619,15.5873,15.6126,15.329,4.68834,0,1.81018,11.9809,+
hpl-1,0.471364,0.604642,G5EET5,HP1 Like (Heterochromatin protein),12.0949,13.0356,12.9474,13.0428,13.16,12.178,11.9454,11.9519,0.604642,0.110037,0.471364,1.27783,
"pud-1,2",0.347863,1.86682,G5EET8,Protein Up-regulated in Daf-2(Gf),21.0583,21.1833,20.8469,20.8885,20.7616,20.6111,20.7318,20.4812,1.86682,0.00357752,0.347863,3.45266,+
nbet-1,-0.0780675,0.133963,G5EEU1,BET1,14.5084,14.2948,14.9446,15.1943,15.018,14.8669,14.7144,14.655,0.133963,0.529327,-0.0780675,-0.355223,
pud-3,1.32022,3.16419,G5EEV5,5C820,19.2262,19.6424,18.7676,19.4444,18.1744,17.7673,17.964,17.8941,3.16419,0.000334896,1.32022,6.40084,+
"C18B12,6",2.16477,5.24469,G5EEW1,Uncharacterized protein,12.9213,13.2754,12.7541,12.8204,11.0365,10.7123,10.6591,10.7041,5.24469,0,2.16477,14.9261,+
"CELE_F54E12,2",1.4295,2.47374,G5EEW5,Uncharacterized protein,13.1166,13.3878,12.3086,12.9732,11.9559,11.5341,10.9837,11.5945,2.47374,0.000901408,1.4295,4.69042,+
sig-7,0.258801,0.707566,G5EEW6,Peptidyl-prolyl cis-trans isomerase sig-7,13.0663,13.1409,12.9855,12.8344,12.9021,12.2757,13.0312,12.783,0.707566,0.0814825,0.258801,1.45436,
asd-1,0.678728,0.752674,G5EEW7;M1ZJT7;Q86G94,RNA-binding protein ASD-1;Uncharacterized protein;Uncharacterized protein,12.4085,13.3854,13.2486,14.2604,12.0712,13.1619,12.5423,12.8126,0.752674,0.0709538,0.678728,1.53064,
pbrm-1,3.69718,4.31964,G5EEY5,PolyBRoMo domain containing,16.0662,16.5077,17.4435,17.0759,13.5132,12.7203,12.809,13.262,4.31964,0,3.69718,10.338,+
"CELE_ZK1010,2",0.185015,0.243861,G5EEZ0,Uncharacterized protein,13.8803,14.6276,14.5357,13.8234,14.6755,13.984,13.7949,13.6725,0.243861,0.347277,0.185015,0.600175,
"CELE_W09G3,7",0.47022,0.921488,G5EEZ1,Uncharacterized protein,14.2697,14.7501,13.6248,14.2343,13.6993,13.6787,13.532,14.088,0.921488,0.0438517,0.47022,1.81277,+
3E324,0.610005,1.33651,G5EEZ4,3E324,12.961,13.1664,12.6637,12.9889,11.7112,12.4791,12.4091,12.7407,1.33651,0.0131299,0.610005,2.5072,+
tbb-6,3.41595,5.24673,G5EF01,Tubulin beta chain,16.3749,16.9207,16.3784,16.8302,13.1384,13.7192,12.9059,13.0768,5.24673,0,3.41595,14.9381,+
"CELE_W07E11,1",0.568607,5.13052,G5EF05,Uncharacterized protein,17.5065,17.5831,17.6169,17.5192,17.0183,16.9424,17.0574,16.9333,5.13052,0,0.568607,14.2709,+
ncx-1,-1.05749,1.34123,G5EF08;Q1RPT9,Na/Ca eXchangers,12.1872,13.3509,13.5617,14.0358,14.4216,14.5494,13.897,14.4976,1.34123,0.0128605,-1.05749,-2.51523,+
efl-1,2.02825,2.49146,G5EF11,E2F-like (Mammalian transcription factor),13.5113,13.7748,13.8642,14.0687,12.6722,12.0608,10.7032,11.6698,2.49146,0.000836755,2.02825,4.72984,+
5N226,1.82078,4.30121,G5EF26,"Putative low density lipoprotein receptor associated protein (37,4 kD)",16.408,16.7702,15.9752,16.4792,14.6124,14.4914,14.7674,14.4783,4.30121,0,1.82078,10.2616,+
fbxa-136,1.22966,4.59217,G5EF28;G5EGC2,F-box A protein,17.0309,17.3502,17.0102,17.3257,15.9453,15.9639,16.0767,15.8124,4.59217,0,1.22966,11.5307,+
npa-1,-0.260395,0.968213,G5EF32,Nematode Polyprotein Allergen related,20.0179,20.2361,19.7563,19.6436,20.2707,20.0998,20.1687,20.1562,0.968213,0.0383842,-0.260395,-1.89039,+
pat-10,1.59734,4.09941,G5EF37,Paralysed Arrest at Two-fold,19.6965,19.7641,20.0559,20.1498,18.6994,18.2314,18.1426,18.2036,4.09941,0,1.59734,9.4574,+
snf-11,-0.944231,3.42852,G5EF43,Transporter,12.8977,12.9098,12.9858,12.6469,13.5127,13.8645,13.8022,14.0379,3.42852,0.000292152,-0.944231,-7.16604,+
"CELE_Y63D3A,8",-0.105623,0.176216,G5EF48,Uncharacterized protein,13.8785,14.3862,14.2708,13.4917,14.3562,14.0215,14.2329,13.8391,0.176216,0.444343,-0.105623,-0.452991,
swsn-4,1.20185,4.37019,G5EF53,SWI/SNF nucleosome remodeling complex component,15.4829,15.3863,15.4667,15.5737,14.3781,14.3406,14.4253,13.958,4.37019,0,1.20185,10.5503,+
"CELE_Y106G6A,4",0.631518,2.64643,G5EF57,Uncharacterized protein,13.1044,13.4157,12.9895,13.052,12.6642,12.631,12.3712,12.3691,2.64643,0.000554622,0.631518,5.08375,+
ipla-7,2.13187,4.6809,G5EF58,Intracelllar PhosphoLipase A family,12.7523,13.3421,13.0452,12.6363,11.0399,10.6444,10.7921,10.772,4.6809,0,2.13187,11.9455,+
"CELE_Y66A7A,2",2.38423,5.76447,G5EF59,Ribonuclease P/MRP protein subunit POP5,13.1366,13.3194,13.0287,13.0101,11.0512,10.7271,10.6155,10.5641,5.76447,0,2.38423,18.2916,+
stim-1,0.427755,1.37599,G5EF60,Stromal interaction molecule 1,14.9636,15.5197,15.2147,15.1321,14.948,14.663,15.0043,14.5037,1.37599,0.011606,0.427755,2.57461,+
ndg-4,-1.30279,3.84518,G5EF61;Q86MD1,Transmembrane protein NDG-4;Uncharacterized protein,13.0937,13.3716,13.0459,12.7325,14.5842,14.2682,14.234,14.3684,3.84518,6.07E-05,-1.30279,-8.52428,+
sqv-1,1.89543,3.97011,G5EF65;X5M5R6,SQuashed Vulva,14.5491,14.6486,14.2633,14.5739,12.993,12.6618,12.7246,12.0739,3.97011,0,1.89543,8.97218,+
sars-2,0.374167,0.976611,G5EF77,Seryl Amino-acyl tRNA Synthetase,14.8204,14.6473,14.3398,14.6796,14.4875,13.9821,13.9349,14.5859,0.976611,0.0375826,0.374167,1.90434,+
"CELE_K01G5,9",-0.75184,1.79028,G5EF83,Uncharacterized protein,12.9346,13.37,12.6654,12.8645,13.3341,13.8283,13.552,14.1275,1.79028,0.0042752,-0.75184,-3.30986,+
gip-2,1.90333,1.92246,G5EF84,Gamma-tubulin interacting protein 2,15.3761,15.6962,13.4778,14.1924,12.4259,13.0404,12.9642,12.6988,1.92246,0.00317593,1.90333,3.55808,+
"CELE_Y48G10A,1",0.825785,1.87973,G5EF86,S-formylglutathione hydrolase,15.9531,16.3561,16.0614,16.2351,15.7111,15.6752,14.8173,15.0989,1.87973,0.00351933,0.825785,3.47699,+
swsn-1,1.09944,3.82482,G5EF87;H8ESF3,SWI/SNF nucleosome remodeling complex component,16.9579,17.4135,16.903,17.0572,16.0455,16.0462,16.0424,15.7997,3.82482,5.96E-05,1.09944,8.45314,+
"CELE_K01D12,15",1.43087,2.73408,G5EF90,Uncharacterized protein,17.1525,17.1858,16.1617,17.1664,15.3173,15.3521,15.749,15.5245,2.73408,0.000546841,1.43087,5.29155,+
sfa-1,0.173428,0.143334,G5EF97,SF1 protein,13.2645,15.1122,14.1734,14.8916,13.9452,14.3128,13.8147,14.6753,0.143334,0.509837,0.173428,0.377357,
"CELE_ZK1128,7",0.99118,1.61571,G5EF99,Uncharacterized protein,14.9866,14.2908,15.4824,15.3545,14.621,13.8463,13.7984,13.8839,1.61571,0.0059461,0.99118,2.99298,+
bir-1,2.37257,4.95084,G5EFA2,BIR (Baculovirus inhibitory repeat) family,17.0877,17.3183,17.0164,17.5315,14.9151,15.0469,15.0302,14.4713,4.95084,0,2.37257,13.2947,+
cpn-1,0.244798,0.84733,G5EFB5,CPN-1,17.5957,18.1038,17.4702,17.8035,17.4091,17.5893,17.5517,17.444,0.84733,0.0540873,0.244798,1.68929,
rab-8,0.504011,0.816948,G5EFC1,RAB family,17.7405,17.0968,17.2694,17.1237,17.4564,16.7665,16.85,16.1414,0.816948,0.0584468,0.504011,1.63853,
cdc-5l,0.0695927,0.0947484,G5EFC4,Cell Division Cycle related,14.7086,15.3289,15.5639,14.4712,15.1263,14.7456,14.9854,14.9369,0.0947484,0.632123,0.0695927,0.259408,
dap-3,-1.9974,2.09884,G5EFC8,Mammalian cell Death Associated Protein related,11.7815,13.1734,13.8166,12.5972,15.1216,15.1358,15.0822,14.0187,2.09884,0.00218302,-1.9974,-3.90212,+
hmt-1,0.448109,0.865088,G5EFD4,Heavy Metal Tolerance factor,14.3759,14.6224,13.6227,13.7927,13.4316,13.5139,13.7764,13.8993,0.865088,0.0512306,0.448109,1.71891,
"CELE_F46C5,9",0.294783,0.443001,G5EFD7,Uncharacterized protein,14.7234,14.7712,14.6379,15.8717,14.8652,14.674,14.5702,14.7157,0.443001,0.180592,0.294783,0.989611,
"CELE_H03A11,2",1.19551,4.31644,G5EFE3,Uncharacterized protein,18.941,18.9722,18.5994,18.748,17.7506,17.5462,17.7411,17.4406,4.31644,0,1.19551,10.3247,+
"C30H7,2",0.67947,1.48911,G5EFF8;Q304D5,Uncharacterized protein,16.1616,16.3136,16.5687,16.9132,16.0787,15.8436,16.0316,15.2852,1.48911,0.00844828,0.67947,2.76993,+
eif-2bdelta,-0.0260561,0.0630821,G5EFF9;G5EG28,Eukaryotic Initiation Factor,13.844,14.1749,13.6786,14.1451,13.8642,13.8311,14.0665,14.185,0.0630821,0.732042,-0.0260561,-0.177702,
sel-1,1.26221,2.32,G5EFG0,SEL-1,14.6735,15.5896,14.9291,15.1123,13.9517,14.082,13.1721,14.0498,2.32,0.00116147,1.26221,4.35695,+
abcf-2,-0.304595,0.706283,G5EFG4,"ABC transporter, class F",15.8231,16.535,15.6671,16.0714,16.4497,16.3734,16.4282,16.0636,0.706283,0.081767,-0.304595,-1.45218,
ins-17,0.167492,0.388306,G5EFH1,Insulin-like peptide 17,13.0805,13.4176,12.7522,12.9141,12.7507,13.115,12.5862,13.0425,0.388306,0.215298,0.167492,0.887503,
srp-6,0.565837,0.923461,G5EFH4,SeRPin,14.673,14.5898,14.4993,15.7642,14.573,14.2078,14.3464,14.1358,0.923461,0.0437119,0.565837,1.81604,+
agef-1,1.61697,1.78518,G5EFH7,Arf-1 Guanine nucleotide Exchange Factor homolog,13.4545,15.1623,13.3829,14.6186,12.8413,12.9693,12.0837,12.256,1.78518,0.00431583,1.61697,3.30044,+
cbs-1,0.809055,2.47776,G5EFH8,Cystathionine Beta-Synthase,16.7506,16.9683,16.3726,16.2297,15.7217,15.7464,15.7621,15.8547,2.47776,0.000902285,0.809055,4.69934,+
lec-5,0.62684,2.09023,G5EFI4,Galectin,19.2319,19.2201,19.5792,19.7611,19.0394,18.809,18.8398,18.5966,2.09023,0.00222094,0.62684,3.88495,+
klp-12,0.100895,0.172253,G5EFJ0;G5EGS3,Kinesin-like protein,15.8331,15.8838,15.7481,14.939,15.6025,15.3834,15.5361,15.4784,0.172253,0.451845,0.100895,0.444033,
"C08E8,4",1.58164,3.06913,G5EFJ3,Uncharacterized protein,17.0632,16.8931,17.2688,17.8892,16.0953,15.6637,15.4881,15.5406,3.06913,0.000371795,1.58164,6.14198,+
pcp-2,0.327098,0.180625,G5EFJ8,Prolyl Carboxy Peptidase like,15.1171,14.6893,13.5518,13.8018,13.7206,15.733,13.144,13.2541,0.180625,0.436842,0.327098,0.46291,
arf-3,0.012907,0.0534586,G5EFK4,ADP-Ribosylation Factor related,17.5272,17.1862,17.2887,17.4218,17.4077,17.2469,17.3058,17.4117,0.0534586,0.767616,0.012907,0.151984,
hex-2,1.76161,3.23135,G5EFL1,HEXosaminidase,16.482,17.1603,16.3556,16.1467,15.216,14.5573,14.7456,14.5793,3.23135,0.000302098,1.76161,6.58877,+
alp-1,-0.192726,0.0757682,G5EFL5,ALP/Enigma encoding,12.7917,13.3028,12.9037,13.0633,13.2883,11.8352,15.7442,11.9648,0.0757682,0.689414,-0.192726,-0.21095,
mdf-1,0.52755,1.12006,G5EFM0,MAD (Yeast Mitosis arrest DeFicient) related,13.4351,14.4576,13.877,13.6111,13.5905,13.0882,13.3053,13.2867,1.12006,0.0243392,0.52755,2.14288,+
"CELE_F18C12,3",1.26869,3.63071,G5EFM7,Uncharacterized protein,13.1021,13.1855,12.8122,12.5032,11.7023,11.7241,11.51,11.5919,3.63071,5.23E-05,1.26869,7.8003,+
rict-1,0.313323,0.44299,G5EFN2,Uncharacterized protein,15.8835,15.3442,15.5381,14.8839,15.3101,15.6413,14.5506,14.8944,0.44299,0.180549,0.313323,0.989591,
"CELE_ZK1321,4",1.11035,4.30941,G5EFP2,Uncharacterized protein,18.8014,18.9166,19.1527,19.2165,17.9661,17.8575,18.0085,17.8137,4.30941,0,1.11035,10.2956,+
mrp-4,0.38182,0.624461,G5EFP3,Uncharacterized protein,13.2514,13.5388,12.6071,13.4157,12.964,12.2693,12.8123,13.2402,0.624461,0.104073,0.38182,1.31215,
sym-1,2.47918,3.36711,G5EFP4,SYM-1 protein,15.4681,16.6395,15.612,16.3134,13.9134,13.7471,12.9149,13.5409,3.36711,0.00028356,2.47918,6.98202,+
fut-3,1.54762,2.80618,G5EFP5,"Alpha-(1,3)-fucosyltransferase fut-3",14.675,14.7608,14.79,14.8673,13.6512,13.547,12.4166,13.2878,2.80618,0.000473891,1.54762,5.46685,+
acl-7,-0.552966,0.434451,G5EFP8,ACyLtransferase-like,12.9951,13.4094,10.8765,12.5793,12.7386,12.9586,13.0857,13.2894,0.434451,0.185451,-0.552966,-0.973837,
mec-5,2.23574,2.90172,G5EFQ9,MEC-5,17.1731,17.2885,16.6249,18.3693,15.3495,15.3973,14.851,14.9151,2.90172,0.000440778,2.23574,5.70549,+
tag-297,0.725817,0.505699,G5EFR0,Uncharacterized protein,13.7231,14.7711,12.3184,12.1261,13.133,12.3575,12.2791,12.2658,0.505699,0.147328,0.725817,1.10346,
msi-1,0.740022,2.30929,G5EFS2,MuSashI (Fly neural) family,15.5074,15.78,15.95,16.2513,14.9452,15.1982,15.2697,15.1155,2.30929,0.00126069,0.740022,4.33427,+
dcs-1,1.44732,3.52216,G5EFS4,m7GpppX diphosphatase,16.1568,16.4291,15.532,15.9414,14.4748,14.6355,14.6451,14.5146,3.52216,0.000210181,1.44732,7.45422,+
"CELE_F45D11,15;CELE_F45D11,14",-2.16945,6.74136,G5EFS5;Q9N5T2,Uncharacterized protein,17.2521,17.3767,17.3894,17.6171,19.627,19.5903,19.5998,19.496,6.74136,0,-2.16945,-26.721,+
hpl-2,3.16819,3.67544,G5EFS9;Q9U3C6,Chromo-domain protein;HP1 Like (Heterochromatin protein),15.742,15.9956,14.8382,14.9355,12.8571,11.9351,12.4367,11.6097,3.67544,5.42E-05,3.16819,7.9468,+
hsf-1,3.77697,3.58274,G5EFT5,Heat Shock Factor,16.0941,16.2168,16.3524,15.5884,13.6334,12.0779,11.5082,11.9243,3.58274,0.000158918,3.77697,7.64575,+
"ant-1,4",-1.86562,3.00991,G5EFU2,Adenine Nucleotide Translocator,13.1272,12.8099,12.8899,12.8883,15.4266,14.3569,15.1967,14.1974,3.00991,0.000361596,-1.86562,-5.98482,+
"CELE_ZK524,4",0.850896,3.19135,G5EFV2,Uncharacterized protein,12.9476,13.2512,13.0608,12.8579,12.4716,12.0988,12.1255,12.018,3.19135,0.000340599,0.850896,6.47634,+
"hmg-1,1",-0.609116,2.80793,G5EFV4,HMG,17.1671,17.5945,17.2382,17.5352,17.9971,17.9069,17.9981,18.0695,2.80793,0.000474691,-0.609116,-5.47116,+
pkn-1,2.53441,1.68262,G5EFX2;G5EGE3,Protein Kinase N (PKN) homolog,16.7186,16.6127,16.1354,17.8346,14.234,12.2533,15.5019,15.1744,1.68262,0.00523826,2.53441,3.11308,+
ntl-3,1.50211,2.3687,G5EFX8,NOT-Like (Yeast CCR4/NOT complex component),17.2009,17.4545,16.1759,16.6597,15.5339,15.5517,15.5625,14.8347,2.3687,0.0010988,1.50211,4.46096,+
sec-31,2.66749,4.92969,G5EFY6,Yeast SEC homolog,15.7471,16.1151,15.7662,16.5799,13.3903,13.2709,13.3517,13.5256,4.92969,0,2.66749,13.184,+
ipgm-1,0.107275,0.142504,G5EFZ1,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",17.8094,17.4883,18.4322,18.7184,18.0147,18.0703,18.0719,17.8623,0.142504,0.511497,0.107275,0.375407,
icln-1,3.33845,3.67747,G5EFZ5;G5EG22,ICLN (ICLn) ion channel homolog,17.5271,18.0056,16.3193,17.8724,14.4567,14.2546,13.983,13.6763,3.67747,5.42E-05,3.33845,7.95352,+
pgp-8,1.26002,2.14301,G5EG03,P-GlycoProtein related,15.2286,15.8674,15.4756,15.8915,14.1512,15.0389,13.753,14.4798,2.14301,0.00202098,1.26002,3.99077,+
fat-4,1.05814,2.0856,G5EG11,Delta(5) fatty acid desaturase fat-4,13.0285,13.3605,12.7511,12.8315,11.8978,12.2238,12.3364,11.2811,2.0856,0.00226486,1.05814,3.87575,+
dhs-12,-0.813375,2.69493,G5EG13,"DeHydrogenases, Short chain",16.6331,16.8052,17.1727,17.0581,17.9207,17.7584,17.7874,17.4562,2.69493,0.000567132,-0.813375,-5.19804,+
crn-2,2.38216,3.69633,G5EG18,Cell death-related nuclease 2,16.5438,15.8313,15.9309,16.8626,14.3086,13.5707,13.7184,14.0422,3.69633,5.49E-05,2.38216,8.01603,+
nspd-6,1.05022,2.42123,G5EG23,"Nematode Specific Peptide family, group D",15.8146,16.6794,16.2545,16.5708,15.3382,15.2606,15.5568,14.9629,2.42123,0.00100899,1.05022,4.57482,+
"R151,8A",0.0542359,0.0329535,G5EG26,"R151,8A protein",13.3906,15.6845,15.4306,15.7543,15.2029,14.8621,14.9451,15.033,0.0329535,0.850779,0.0542359,0.0956291,
skr-10,1.45364,1.15191,G5EG39,SKR-10,12.0465,13.7988,14.1889,14.6641,13.0333,12.3081,12.1425,11.3997,1.15191,0.0220119,1.45364,2.19606,+
"CELE_W05H12,1",2.24169,4.7893,G5EG41,Uncharacterized protein,12.9004,13.415,12.6547,12.8103,10.8485,10.5716,10.5873,10.8063,4.7893,0,2.24169,12.4711,+
PRL-1,1.98916,6.10571,G5EG43,Putative prenylated protein tyrosine phosphatase,12.7937,12.627,12.908,12.8041,11.0105,10.6709,10.7162,10.7786,6.10571,0,1.98916,20.8885,+
"CELE_T04A11,1",-1.58001,2.77346,G5EG50,Uncharacterized protein,13.9355,12.9233,14.2029,13.782,15.4932,15.2947,15.0261,15.3497,2.77346,0.00055439,-1.58001,-5.3868,+
pgp-9,1.96754,1.92716,G5EG58,P-GlycoProtein related,12.9205,13.3718,12.9033,12.7402,10.7048,9.97442,10.8772,12.5092,1.92716,0.00318329,1.96754,3.56705,+
unc-45,-0.277788,0.957596,G5EG62,UNC-45,14.3131,14.5952,14.8373,14.9034,15.0388,15.0605,14.8465,14.8143,0.957596,0.0398258,-0.277788,-1.87276,+
hid-1,1.70248,1.93259,G5EG65;Q7Z135,HID-1;High temperature-Induced Dauer formation,15.4352,16.1832,14.5312,14.1054,13.6412,13.2954,13.1571,13.3514,1.93259,0.00315283,1.70248,3.57743,+
fat-2,-0.42887,2.73814,G5EGA5,Delta(12) fatty acid desaturase fat-2,15.8253,15.9613,15.8169,16.0198,16.499,16.3246,16.325,16.1901,2.73814,0.000547736,-0.42887,-5.30132,+
dhrs-4,1.16583,3.87943,G5EGA6,Dehydrogenase/reductase SDR family member 4,16.1243,15.9403,15.7611,15.6577,14.8637,14.7756,14.7232,14.4576,3.87943,6.20E-05,1.16583,8.64508,+
ras-2,0.0734575,0.0809538,G5EGA7,GTP binding protein,15.1485,14.7842,15.489,14.1161,15.1953,14.623,14.8691,14.5567,0.0809538,0.672747,0.0734575,0.224337,
lec-2,-0.252547,0.642443,G5EGB1,Galectin,17.8734,17.6503,17.8701,18.2602,18.3509,18.0017,18.4473,17.8644,0.642443,0.0980715,-0.252547,-1.34314,
ragc-1,0.541793,1.36327,G5EGB3,RAs-related GTP binding protein C homolog,15.4523,14.8229,14.8289,15.3322,14.7573,14.7999,14.4844,14.2275,1.36327,0.0119202,0.541793,2.55285,+
"CELE_DY3,8",1.39336,3.48749,G5EGC1,Uncharacterized protein,13.4995,13.3867,13.8292,13.6069,12.6178,12.238,11.8434,12.0498,3.48749,0.000259615,1.39336,7.34643,+
skr-12,1.63015,4.01114,G5EGD5,SKR-12,17.4429,17.5666,17.5683,17.8678,16.2596,15.9084,15.5775,16.1796,4.01114,0,1.63015,9.1237,+
dpy-26,1.00833,1.97991,G5EGE9,Condensin complex subunit dpy-26,12.3354,13.3991,12.9761,12.909,12.1606,11.5271,12.1954,11.7032,1.97991,0.00284315,1.00833,3.66845,+
uso-1,0.0188501,0.0462277,G5EGG0;Q2EEM5,USO1 (Yeast transport protein) homolog,13.4582,13.5475,13.6725,14.0209,13.7645,13.6978,13.4473,13.7141,0.0462277,0.795341,0.0188501,0.132361,
rad-51,4.7174,2.52633,G5EGG8;L8E822;Q95Q25,RAD51 short isoform;Uncharacterized protein;Uncharacterized protein,18.7034,18.5036,17.0989,18.4247,14.7033,13.9277,14.4524,10.7776,2.52633,0.00080198,4.7174,4.80802,+
moc-1,-0.500455,0.600577,G5EGH2,MOlybdenum Cofactor biosynthesis,14.2924,14.996,14.6809,14.8059,14.6655,16.143,15.3893,14.5793,0.600577,0.111437,-0.500455,-1.27077,
lon-8,0.859343,2.36197,G5EGH7,Protein lon-8,17.1943,17.0992,16.5218,16.8594,16.2316,15.8102,15.8929,16.3026,2.36197,0.00113339,0.859343,4.4465,+
zig-1,0.761773,2.24473,G5EGI7,Zwei Ig domain protein zig-1,15.6412,15.5585,15.8421,16.2453,14.9295,15.0303,15.3431,14.9371,2.24473,0.00152505,0.761773,4.19902,+
ida-1,1.48846,1.6481,G5EGJ5,IA2,13.9684,14.0959,12.7759,13.5351,13.0736,11.2236,11.8715,12.2528,1.6481,0.0056669,1.48846,3.05092,+
tln-1,-0.237745,0.831503,G5EGK1,TaLiN,15.7366,16.0402,15.6074,15.4632,16.1577,15.8152,15.9203,15.9053,0.831503,0.0563383,-0.237745,-1.66286,
ugt-16,-0.155429,0.112523,G5EGK7,UDP-glucuronosyltransferase,13.0569,13.363,12.985,12.916,14.7249,12.9448,12.7074,12.5656,0.112523,0.581183,-0.155429,-0.303509,
let-92,0.270917,2.14379,G5EGK8,Serine/threonine-protein phosphatase 2A catalytic subunit,16.4074,16.4771,16.4696,16.4407,16.2969,16.2841,16.091,16.0391,2.14379,0.002,0.270917,3.99234,+
"CELE_T28D6,6",0.453525,1.00628,G5EGL2,Uncharacterized protein,16.1794,15.8854,15.3983,16.3489,15.8036,15.4432,15.3715,15.3795,1.00628,0.0346019,0.453525,1.95361,+
