geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04, -Log.p.value,Student's T-test q-value eat2_d15_N2_d15,log2FC,Student's T-test Test statistic eat2_d15_N2_d15,Sign p-val: 0.05 
unc-82,1.34414,1.6862,H2KYA5,Uncharacterized protein,19.0254,20.0063,19.1363,19.9897,17.5264,17.9713,19.1338,18.1497,1.6862,0.00488669,1.34414,3.11955,+
ttc-7,2.48816,4.70226,H2KYB6,TeTratriCopeptide repeat domain protein related,14.7823,14.6909,14.8161,14.9422,12.5173,11.7922,12.2528,12.7167,4.70226,0,2.48816,12.0474,+
grld-1,1.34638,3.44201,H2KYB8;H2KYB9,Glutamate Receptor Level Decreased,14.445,15.126,14.5449,14.8471,13.1812,13.6684,13.2901,13.4378,3.44201,0.000252296,1.34638,7.20696,+
ajm-1,2.19585,5.72677,H2KYC6,Apical Junction Molecule,18.3216,18.5423,18.2283,18.5378,16.2947,15.9357,16.3385,16.2777,5.72677,0,2.19585,18.0247,+
"C01B10,6",-1.21134,1.7078,H2KYC9;Q8MQF7;V6CLC8,Uncharacterized protein,14.6003,15.3131,14.4987,15.4313,16.386,15.3039,16.3233,16.6755,1.7078,0.00460019,-1.21134,-3.15869,+
nra-4,-0.447303,0.861921,H2KYE0;Q9UAN9,Nicotinic Receptor Associated,15.9347,15.8623,14.9783,15.8433,16.4076,15.9436,15.8363,16.2201,0.861921,0.036673,-0.447303,-1.71363,+
"CELE_R11G1,6",1.36392,1.70116,H2KYE1;Q7Z1P8;Q7Z1P9;Q8MPZ6,Uncharacterized protein,15.597,16.3731,14.9254,16.0616,14.6684,14.9454,13.5676,14.32,1.70116,0.00466873,1.36392,3.14664,+
bas-1,1.95113,3.241,H2KYG4;O45137,Biogenic Amine Synthesis related,14.3433,15.0506,15.0222,15.1025,12.852,13.0935,12.3276,13.441,3.241,0.000251218,1.95113,6.61612,+
"C05D9,9",0.966357,2.69341,H2KYG6,Uncharacterized protein,15.8279,15.7526,16.4563,15.6919,14.949,14.8121,15.025,15.0771,2.69341,0.000628595,0.966357,5.19443,+
"C07A12,7",1.21386,3.59207,H2KYH5;Q95QX5,Uncharacterized protein,17.9251,18.1747,17.9595,18.5147,17.1314,16.7498,16.9759,16.8614,3.59207,0.000144772,1.21386,7.6756,+
"C06G3,5",5.48942,5.96221,H2KYI5;Q86NI2,Uncharacterized protein,22.989,24.0552,23.2947,23.9411,17.8104,18.3382,18.1031,18.0706,5.96221,0,5.48942,19.7554,+
ttr-59,-0.34261,1.19053,H2KYJ2,TransThyretin-Related family domain,17.1823,16.9912,17.0707,16.9204,17.5414,16.9859,17.6173,17.3904,1.19053,0.0150146,-0.34261,-2.26069,+
mtch-1,1.94865,3.89856,H2KYJ5,MiTochondrial Carrier Homolog,19.1464,19.5379,19.4103,20.1263,17.3811,17.5725,17.7343,17.7383,3.89856,0,1.94865,8.7132,+
tmd-2,2.64791,4.82154,H2KYK4;Q8I7M7,TropoMoDulin,14.758,14.9586,14.9684,15.301,12.4519,11.9001,12.2929,12.7494,4.82154,0,2.64791,12.6316,+
"C39D10,8",2.24731,3.36433,H2KYM0;H2KYM1;Q95QR7,Uncharacterized protein,14.4305,14.6364,13.9814,15.395,12.4291,12.1493,12.1726,12.703,3.36433,0.000271345,2.24731,6.97379,+
unc-73,2.09296,1.67676,H2KYM2;H2KYM3;H2KYM4;O61528;Q7JNG4;Q7JNG6;Q95Q51,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Guanine nucleotide exchange factor UNC-73A;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein,15.5482,17.321,15.6398,17.6775,13.6036,14.3972,14.3471,15.4667,1.67676,0.004996,2.09296,3.10249,+
vps-45,2.11782,4.00536,H2KYN0,Related to yeast Vacuolar Protein Sorting factor,14.8858,15.2812,15.0055,15.1238,13.0937,13.277,13.1379,12.3165,4.00536,0,2.11782,9.10223,+
acdh-13,2.12106,2.06641,H2KYN3,Acyl CoA DeHydrogenase,16.0167,16.435,16.2625,16.229,15.6806,13.4372,14.0392,13.302,2.06641,0.00203533,2.12106,3.83769,+
atg-18,3.29231,3.96392,H2KYN5;O16466,AuTophaGy (Yeast Atg homolog),18.8701,20.1989,19.4328,19.6369,16.277,16.4725,16.6718,15.5482,3.96392,0,3.29231,8.94949,+
smk-1,1.90607,1.69631,H2KYN6,SMEK (Dictyostelium Suppressor of MEK null) homolog,14.3783,14.3477,14.5014,15.0927,11.0854,12.8153,12.9109,13.8842,1.69631,0.00473469,1.90607,3.13784,+
lntl-1,1.60606,2.8221,H2KYP1,LIN-24 (Twenty-four) Like,18.045,18.0478,18.0185,17.2846,16.0857,16.0345,15.9458,16.9057,2.8221,0.000406028,1.60606,5.50612,+
ncx-2,2.78339,2.39185,H2KYP2;H2KYP4,Na/Ca eXchangers,18.1605,18.4621,17.6437,17.7481,14.995,15.0655,16.823,13.9972,2.39185,0.00110427,2.78339,4.51093,+
"C10G8,8",2.11059,3.43632,H2KYP5,Uncharacterized protein,17.0134,16.3573,15.9831,16.6652,14.3236,13.9872,14.9255,14.3404,3.43632,0.000250761,2.11059,7.18967,+
pnk-1,3.99375,6.04856,H2KYP7;Q86NC9,PaNtothenate Kinase,19.435,19.6695,19.8971,19.2507,15.4682,15.5218,15.9584,15.3289,6.04856,0,3.99375,20.4298,+
"C12D12,1",1.26736,4.40685,H2KYQ2;H2KYQ3;Q17921,Uncharacterized protein,18.8689,19.1571,19.0806,19.2756,17.625,17.8704,17.7983,18.0189,4.40685,0,1.26736,10.7068,+
gyg-1,-1.89378,2.84838,H2KYQ5,Glycogenin-1,14.7869,15.1784,13.9279,15.2562,17.0379,16.7473,16.3056,16.6336,2.84838,0.000379155,-1.89378,-5.57135,+
vig-1,0.971913,1.66651,H2KYR1,VIG (Drosophila Vasa Intronic Gene) ortholog,18.2602,19.4111,18.8684,19.3657,17.9627,18.3824,17.5858,18.0869,1.66651,0.00509381,0.971913,3.08402,+
srr-4,0.950336,1.3369,H2KYR4;O44618,"Serpentine Receptor, class R;Serpentine Receptor, class R",14.8209,15.4695,14.0092,14.6177,14.3291,13.2253,13.6651,13.8965,1.3369,0.0104906,0.950336,2.50785,+
hsp-43,1.77978,3.74262,H2KYS1,Heat Shock Protein,20.0578,20.4175,19.9999,20.648,18.9122,18.5588,18.3152,18.2179,3.74262,0.000100228,1.77978,8.17122,+
cpna-1,2.67699,3.15081,H2KYS8,Copine family protein 1,16.8327,17.7536,16.5705,16.2607,14.9826,13.9013,14.0037,13.8218,3.15081,0.000258933,2.67699,6.36389,+
"npl-4,1",1.83312,3.2449,H2KYU6;Q95QZ7,NPL (Yeast Nuclear Protein Localization) homolog,17.1974,18.103,17.08,18.0111,15.9547,15.6634,15.802,15.6389,3.2449,0.000252174,1.83312,6.62722,+
"C25H3,9",0.511086,1.09448,H2KYV1,Uncharacterized protein,14.6283,15.3377,14.7836,15.3746,14.265,14.4121,14.9589,14.4438,1.09448,0.0197384,0.511086,2.10026,+
"C18C4,5",1.98387,2.75233,H2KYV8;Q8MNV5,Uncharacterized protein,16.3146,17.0662,16.369,17.5546,14.4674,15.4883,14.6545,14.7588,2.75233,0.000497001,1.98387,5.33554,+
ppw-1,1.27265,1.81779,H2KYV9;Q86NJ8,Piwi-like protein,15.9125,17.4019,16.8365,17.438,15.803,15.5824,15.2761,15.8369,1.81779,0.00354876,1.27265,3.36089,+
"C23H3,2",1.59633,3.0617,H2KYX4,Uncharacterized protein,17.2963,17.768,17.2869,18.2487,16.373,16.0201,16.0566,15.7648,3.0617,0.000264677,1.59633,6.12209,+
"C23H5,8",0.00467539,0.00301403,H2KYX9;H2KYY0;U4PRA9,Uncharacterized protein,14.3946,15.1914,14.2985,15.0465,13.6436,14.4611,15.8733,14.9343,0.00301403,0.98248,0.00467539,0.00903521,
frm-4,1.38887,1.31641,H2KYZ6;H2KYZ7;Q95Q79,"FERM domain (Protein4,1-ezrin-radixin-moesin) family",14.6638,15.1216,15.0408,15.4723,14.6639,12.1553,13.9228,14.001,1.31641,0.0111693,1.38887,2.47302,+
"CELE_F55A12,2",2.44575,5.25781,H2KYZ8,Uncharacterized protein,14.7354,14.5726,15.0098,14.5958,12.4226,11.9043,12.3439,12.4596,5.25781,0,2.44575,15.0032,+
"CELE_T05C3,6",1.90555,3.51674,H2KZ05,Uncharacterized protein,15.6411,16.5522,16.6572,16.2313,14.2432,14.4585,14.6409,14.1171,3.51674,0.000204473,1.90555,7.43728,+
clec-266,-1.96865,2.08903,H2KZ06;H2KZ07,C-type LECtin,14.6655,15.443,14.9787,13.6325,16.7163,16.0435,16.2843,17.5502,2.08903,0.00193231,-1.96865,-3.88256,+
ampd-1,1.27892,2.99819,H2KZ18;H2KZ19,AMP deaminase,18.117,18.0651,17.8007,18.417,16.6406,16.5605,17.3282,16.7549,2.99819,0.000304264,1.27892,5.95407,+
wip-1,1.6537,3.47428,H2KZ22;Q8WT46,Wiskott-Aldrich syndrome protein (WASP)-Interacting Protein and gene assignment,18.4337,17.8913,18.0462,17.8846,16.8437,16.4627,15.9359,16.3987,3.47428,0.00023221,1.6537,7.30568,+
"C27H5,2",2.12058,2.75769,H2KZ24;H2KZ25;H2KZ26;Q8IG43,Uncharacterized protein,14.7079,13.4045,15.0594,14.7927,12.1769,12.1795,12.3429,12.7828,2.75769,0.000497854,2.12058,5.34852,+
hpo-10,2.33063,3.49092,H2KZ29;Q8I7L2,Uncharacterized protein,14.007,14.8949,15.0337,14.697,12.5725,11.7824,12.1781,12.7771,3.49092,0.000235145,2.33063,7.35704,+
tat-4,2.64545,3.61324,H2KZ37,Phospholipid-transporting ATPase,19.2656,20.0655,18.6897,19.0919,16.3627,16.9063,16.9857,16.2762,3.61324,0.000146143,2.64545,7.74371,+
"C30F12,5",-0.069483,0.0922319,H2KZ48,Uncharacterized protein,14.3351,15.0436,14.5646,15.2214,15.1904,14.4051,14.7335,15.1137,0.0922319,0.58679,-0.069483,-0.253067,
mrpl-14,2.81444,4.41694,H2KZ52,"Mitochondrial Ribosomal Protein, Large",14.7351,15.4502,14.622,15.2424,11.8909,12.1854,12.0392,12.6765,4.41694,0,2.81444,10.7502,+
skpo-3,0.323041,0.582454,H2KZ53;Q95QH5,ShK domain and PerOxidase domain containing protein,14.8792,14.8235,14.3098,15.232,14.5128,14.2899,14.1703,14.9793,0.582454,0.0829277,0.323041,1.2392,
clec-88,-0.667805,1.02293,H2KZ57;Q86NG3,C-type LECtin;C-type lectin domain-containing protein 88,13.9366,15.3802,14.9841,14.8773,15.4721,15.2256,15.2935,15.8583,1.02293,0.0241436,-0.667805,-1.98126,+
"CELE_ZC477,3",-0.173872,0.13764,H2KZ70;Q5WRS7,Uncharacterized protein,14.0401,15.0121,14.4454,15.1936,15.0241,13.7693,15.686,14.9072,0.13764,0.45568,-0.173872,-0.36394,
noah-1,2.10894,3.70986,H2KZ73;H8W3Y1;Q8T3B7,NOmpA Homolog (Drosophila nompA: no mechanoreceptor potential A),17.662,18.6172,17.8291,17.6237,16.1151,15.5357,15.8746,15.7709,3.70986,9.73E-05,2.10894,8.0611,+
col-107,2.44026,3.48555,H2KZ76;Q86S35,COLlagen,14.6696,15.3908,14.1008,15.3497,12.5367,12.1766,12.2921,12.7444,3.48555,0.000233083,2.44026,7.34044,+
"CELE_R02F11,3",1.30812,1.37308,H2KZ89;Q5ZR77,Uncharacterized protein,14.8486,14.906,13.8218,15.3695,12.3616,13.8163,14.163,13.3726,1.37308,0.00957596,1.30812,2.56962,+
"CELE_Y48G9A,9",3.80455,4.53201,H2KZ95;Q7YZG5,Protein-tyrosine-phosphatase,18.0948,19.0785,18.8704,17.9525,14.1634,14.693,15.0353,14.8862,4.53201,0,3.80455,11.257,+
"C41G11,1",-1.20446,3.33879,H2KZ98;Q3Y403,Uncharacterized protein,16.4424,16.6667,16.6254,16.119,17.8694,17.3997,17.8807,17.5215,3.33879,0.000266361,-1.20446,-6.8985,+
"CELE_F38A5,2",1.52096,2.84364,H2KZA2;Q95Q55,Uncharacterized protein,17.3745,17.1271,16.4572,17.2787,15.0466,15.6634,15.8932,15.5505,2.84364,0.00037746,1.52096,5.55956,+
"CELE_R148,3",1.83435,3.41045,H2KZA5;Q8ITY8,Uncharacterized protein,16.7929,16.9219,16.4536,17.5037,15.4145,15.0787,14.7454,15.0961,3.41045,0.000246707,1.83435,7.11148,+
"CELE_R148,5",1.8983,2.46785,H2KZA6;Q8ITY9,Uncharacterized protein,17.1288,16.3975,15.8728,17.5382,14.7771,14.4178,14.9584,15.1907,2.46785,0.000959449,1.8983,4.67736,+
"CELE_M01B12,4",2.89643,5.15148,H2KZB7;O61862,Uncharacterized protein,17.5566,17.3775,17.0914,17.6325,14.8833,14.4517,14.624,14.1134,5.15148,0,2.89643,14.3891,+
"CELE_ZK154,6",2.66405,4.85025,H2KZC4;Q94315,Uncharacterized protein,15.0452,15.026,14.7342,14.7273,12.4579,11.6624,12.3033,12.4527,4.85025,0,2.66405,12.7761,+
"CELE_F58F9,3",2.4593,3.69893,H2KZC6;Q20990,Uncharacterized protein,14.8826,15.3168,14.0978,15.002,12.388,11.9824,12.3119,12.7797,3.69893,9.62E-05,2.4593,8.02466,+
"CELE_F53C3,13",1.42604,1.94741,H2KZD2,Uncharacterized protein,18.4085,16.5332,17.5656,17.5366,15.9455,15.8947,16.2213,16.2782,1.94741,0.00277664,1.42604,3.60583,+
csr-1,1.5981,3.79259,H2KZD5;Q27GU1,Chromosome-Segregation and RNAi deficient,17.2616,17.9271,17.3336,17.7042,15.6585,16.0001,15.9889,16.1866,3.79259,0.000104101,1.5981,8.34163,+
"CELE_F48D6,4",2.39216,3.87141,H2KZD9;H2KZE0;Q20560,Uncharacterized protein,14.2521,15.3244,14.8905,14.1954,12.4625,12.1927,12.2114,12.2272,3.87141,0.000110092,2.39216,8.61668,+
"C53B7,3",-1.3448,0.967451,H2KZE4,Uncharacterized protein,13.4847,14.6636,15.0417,14.8586,16.5947,15.5354,14.2582,17.0394,0.967451,0.027398,-1.3448,-1.88912,+
pmt-1,2.4659,1.95092,H2KZF5;Q23552;Q86NB3,Phosphoethanolamine MethylTransferase,16.7347,17.304,18.2653,15.2166,13.9323,14.146,15.033,14.5457,1.95092,0.00275561,2.4659,3.61256,+
test-1,1.40455,1.46941,H2KZF8;O44466,Vertebrate proteoglycan TESTican homolog,14.2899,15.5135,13.7659,14.9415,12.7003,14.1598,13.3221,12.7104,1.46941,0.00781776,1.40455,2.73565,+
"CELE_T23F2,2",0.331178,0.349096,H2KZG3;Q8MPV6,Uncharacterized protein,14.5934,15.2553,15.0545,15.4641,14.7985,14.0566,14.4378,15.7496,0.349096,0.180006,0.331178,0.81235,
acdh-1,-0.381732,1.18342,H2KZG6,Acyl CoA DeHydrogenase,14.8234,15.271,14.7958,15.3784,15.6495,15.4865,15.2838,15.3758,1.18342,0.0154257,-0.381732,-2.24878,+
"CELE_F09F7,5",1.22546,2.19681,H2KZJ1;Q19275,Uncharacterized protein,15.0349,15.5443,14.8818,15.0279,13.3825,13.7163,13.8692,14.6191,2.19681,0.00155985,1.22546,4.10017,+
glrx-3,2.43514,6.48632,H2KZJ5,GLutaRedoXin,18.6843,18.983,18.5946,18.9298,16.4116,16.2559,16.3868,16.3968,6.48632,0,2.43514,24.2104,+
praf-3,0.203218,0.244458,H2KZJ7,PRA1 family protein,15.0172,16.0426,15.0526,16.3263,15.4063,15.467,15.409,15.3435,0.244458,0.273417,0.203218,0.601431,
dpf-3,-0.443812,1.27758,H2KZK7;Q965K3,Dipeptidyl Peptidase Four (IV) family,15.3822,15.3403,14.8781,14.8534,15.6935,15.4099,15.3171,15.8088,1.27758,0.011968,-0.443812,-2.40721,+
"CELE_Y54F10AL,1",2.03194,3.95185,H2KZK9;Q9BL66,Uncharacterized protein,16.8184,17.3735,16.8084,17.2344,14.9064,15.0912,14.6337,15.4755,3.95185,0,2.03194,8.90545,+
"CELE_W04B5,3",-0.934852,1.71588,H2KZL1;Q9UA61,Galectin,14.2424,15.4086,15.0477,15.4424,15.9979,15.9885,16.1765,15.7176,1.71588,0.00452943,-0.934852,-3.17338,+
yars-2,2.20634,2.08262,H2KZL6;Q8MPU1,Tyrosine--tRNA ligase,12.9316,14.7935,14.5794,15.348,12.4037,12.1334,11.5938,12.6962,2.08262,0.00194063,2.20634,3.86983,+
"CELE_ZK1055,6",-0.0528767,0.0474003,H2KZL9;H2KZM0,Uncharacterized protein,14.9794,15.4859,14.9318,15.2516,15.248,15.9956,15.3938,14.2229,0.0474003,0.760581,-0.0528767,-0.135561,
"CELE_F08F1,4",1.57576,2.36094,H2KZN5,Uncharacterized protein,17.8309,18.8155,17.9448,19.1408,16.4784,17.0595,17.1191,16.7719,2.36094,0.00115189,1.57576,4.44429,+
wrk-1,2.01065,3.78164,H2KZN9,Wrapper/Rega-1/Klingon homolog,17.5156,18.2007,17.1409,17.6095,15.3067,15.6476,15.7605,15.7092,3.78164,0.000103044,2.01065,8.30402,+
"CELE_K06A9,1",-0.991224,1.53227,H2KZP5;Q8IFX6,Uncharacterized protein,14.3729,15.362,14.187,15.0249,16.2141,15.3589,15.3793,15.9594,1.53227,0.00678974,-0.991224,-2.84539,+
"CELE_ZK470,2",1.10094,2.5086,H2KZP7,Uncharacterized protein,14.9466,15.1487,14.8661,15.3944,14.3124,13.4805,14.2957,13.8633,2.5086,0.000913974,1.10094,4.76816,+
ugt-39,1.23179,1.2584,H2KZP8,UDP-GlucuronosylTransferase,14.7856,15.4478,14.2804,15.0671,13.0514,12.7281,14.6061,14.2682,1.2584,0.0125659,1.23179,2.37482,+
"CELE_F11D5,1",1.69713,2.67444,H2KZQ0;Q27GT9;Q95ZV5,Uncharacterized protein,14.9052,15.4935,15.0067,15.1609,13.3951,13.3003,12.812,14.2703,2.67444,0.000721556,1.69713,5.14953,+
"CELE_F13B9,1",1.21933,2.55372,H2KZQ8;H2KZQ9;Q95ZV3,Uncharacterized protein,14.3528,14.7004,14.6245,15.2311,13.2387,13.8842,13.2022,13.7065,2.55372,0.000879051,1.21933,4.87001,+
unc-96,2.28074,2.59861,H2KZR3;O76566,Uncharacterized protein,15.7475,17.2419,16.7478,16.4704,15.0463,14.2037,14.4175,13.4172,2.59861,0.000776215,2.28074,4.97274,+
"CELE_T23E7,2",2.13123,4.38373,H2KZS2,Uncharacterized protein,20.4819,21.0362,20.4935,21.1825,18.7631,18.4787,18.5757,18.8518,4.38373,0,2.13123,10.6079,+
larp-5,2.47401,3.09628,H2KZU0;O44760,LARP (RNA binding La related protein) homolog,14.2735,13.7161,14.836,15.4115,12.1031,11.8527,11.8545,12.5307,3.09628,0.000253036,2.47401,6.21507,+
svh-2,4.27318,4.75301,H2KZU7,Tyrosine-protein kinase receptor svh-2,22.9305,23.9617,23.5361,24.4569,19.1433,19.3413,19.6189,19.6889,4.75301,0,4.27318,12.2928,+
"CELE_F23H11,4",2.18819,2.36508,H2KZV4,Uncharacterized protein,13.2768,15.2398,14.6596,15.4371,12.511,12.5948,12.3072,12.4475,2.36508,0.00113949,2.18819,4.45318,+
"CELE_T21H3,1",0.44027,1.23191,H2KZV5,Uncharacterized protein,18.5703,18.7975,18.3895,19.0212,18.0536,18.2942,18.063,18.6066,1.23191,0.0133687,0.44027,2.33018,+
mlp-1,2.17444,2.03378,H2KZV8,MLP/CRP family (Muscle LIM Protein/Cysteine-rich Protein),17.3466,19.1446,17.8989,19.2802,17.2185,15.7879,15.9509,16.0152,2.03378,0.0021319,2.17444,3.77341,+
"CELE_Y38C1AA,1",3.76773,3.90938,H2KZW7,Uncharacterized protein,15.8337,16.8766,15.6085,16.5422,11.5678,13.0001,12.482,12.7401,3.90938,0,3.76773,8.75196,+
flap-1,2.84517,1.3838,H2KZX2,FLi1-Associated Protein homolog,15.7029,16.7113,16.3412,17.1931,12.7781,11.1738,15.9897,14.6262,1.3838,0.00933864,2.84517,2.58798,+
"CELE_T13C2,6",2.82567,3.41252,H2KZX4;Q7JP80,Uncharacterized protein,17.3928,18.7729,17.9709,19.081,15.6733,15.3942,15.2297,15.6178,3.41252,0.000247002,2.82567,7.11772,+
"CELE_F47B7,2",-0.26331,0.10977,H2KZY5;Q20514;Q95QF9,Sulfhydryl oxidase,13.4824,15.4738,14.1757,14.1964,13.8332,13.0091,14.8967,16.6426,0.10977,0.529187,-0.26331,-0.296756,
marg-1,0.735685,0.86856,H2KZY6,Pharyngeal MARGginal cell marker,13.6163,15.306,14.7469,15.3606,13.8442,14.005,13.8309,14.4068,0.86856,0.0361273,0.735685,1.72469,+
hlh-30,2.23916,3.12072,H2KZZ1;H2KZZ2,Helix Loop Helix,17.5408,18.8073,18.9182,18.6276,16.1633,15.988,16.0721,16.7139,3.12072,0.000256016,2.23916,6.28145,+
lmd-3,2.19394,4.79433,H2L003;Q3Y409,LysM Domain (Peptidoglycan binding) protein,17.3066,17.6546,17.3207,17.0338,15.2834,14.8306,15.37,15.0559,4.79433,0,2.19394,12.496,+
cas-1,-1.63943,2.53589,H2L023,Adenylyl cyclase-associated protein,14.709,15.2973,15.0587,15.3451,17.3539,16.5561,15.9679,17.0899,2.53589,0.000907735,-1.63943,-4.82961,+
tag-153,2.57198,2.09237,H2L031,Uncharacterized protein,15.8515,16.8273,15.1556,16.8908,15.1457,12.9866,13.1311,13.1739,2.09237,0.00193297,2.57198,3.88921,+
pmp-5,1.94637,1.94581,H2L034,Peroxisomal Membrane Protein related,14.9079,16.6845,16.2607,16.8095,14.3387,13.7141,13.7475,15.0769,1.94581,0.00277481,1.94637,3.60275,+
pqn-52,2.45913,4.74684,H2L044,Prion-like-(Q/N-rich)-domain-bearing protein,20.0061,20.1458,19.3321,20.0434,17.5238,17.4589,17.1988,17.5094,4.74684,0,2.45913,12.2627,+
"CELE_F46H5,7",0.568692,1.01955,H2L048;Q8MQ42,Uncharacterized protein,18.0567,16.8518,17.988,17.5706,16.9891,17.0718,16.8774,17.254,1.01955,0.0242849,0.568692,1.97566,+
mex-3,2.67338,5.79437,H2L067;Q95R07,Muscle EXcess,14.9054,14.886,14.9864,14.966,12.3451,11.8877,12.2452,12.5722,5.79437,0,2.67338,18.5059,+
"CELE_H14E04,2",-0.50912,0.903534,H2L0A4;H2L0A5;H2L0A6,Uncharacterized protein,14.8998,15.2095,14.1234,15.1915,15.1967,15.5326,15.0956,15.6357,0.903534,0.0331723,-0.50912,-1.78291,+
"CELE_H05C05,1",-2.17051,1.36002,H2L0A8,Uncharacterized protein,13.8053,14.7629,13.5172,15.2093,17.7581,15.9566,14.6036,17.6584,1.36002,0.00988202,-2.17051,-2.5473,+
"CELE_R12C12,9",1.65281,2.97398,H2L0B6;Q21956,Uncharacterized protein,15.6615,15.959,15.0935,15.436,14.3583,13.774,13.3555,14.051,2.97398,0.000300191,1.65281,5.89096,+
emc-1,1.43428,3.28458,H2L0C0,EMC Endoplasmic Membrane protein Complex (Yeast EMC) homolog,16.35,16.2845,16.6488,16.8322,15.2552,14.9241,14.7186,15.4804,3.28458,0.000258208,1.43428,6.74081,+
"CELE_T02B11,3",0.601963,1.80884,H2L0C8,Uncharacterized protein,14.5624,14.5335,14.815,14.7955,14.0274,14.16,13.6608,14.4504,1.80884,0.00363001,0.601963,3.34425,+
ugt-29,0.67963,1.36285,H2L0C9,UDP-GlucuronosylTransferase,17.3096,17.9295,17.5893,18.1251,16.9363,16.7361,16.9344,17.6282,1.36285,0.00981294,0.67963,2.55214,+
"CELE_H28G03,2",2.53057,4.99835,H2L0D2;H2L0D3;Q8MXF4,Uncharacterized protein,14.9937,14.2947,14.6719,14.725,12.4944,12.0018,12.0696,11.9972,4.99835,0,2.53057,13.5465,+
lron-7,0.890274,1.30247,H2L0D5;Q21164,ELRR (Extracellular Leucine-Rich Repeat) ONly,14.4619,15.2439,13.9134,15.0083,14.033,14.1961,13.2985,13.5387,1.30247,0.0114035,0.890274,2.44936,+
"CELE_Y47G6A,19",2.06871,4.2107,H2L0D7;H2L0D8,Uncharacterized protein,14.739,14.4949,14.6416,13.897,12.5588,12.1562,12.3059,12.4766,4.2107,0,2.06871,9.89362,+
"CELE_K04C2,3",2.66175,4.03273,H2L0E2,Uncharacterized protein,14.367,15.1382,14.8729,14.9401,12.1274,11.5584,12.2736,12.7118,4.03273,0,2.66175,9.20434,+
mct-4,1.67388,2.36963,H2L0E5,MonoCarboxylate Transporter family,15.7233,17.1976,16.1486,17.165,14.9073,14.712,15.0072,14.9125,2.36963,0.00112957,1.67388,4.46298,+
gei-4,1.46016,3.47315,H2L0F6;H2L0F7;Q8ITW3,GEX Interacting protein,16.4765,16.906,16.5986,16.5896,15.592,14.7412,15.1112,15.2857,3.47315,0.000231776,1.46016,7.30223,+
"CELE_M01H9,3",2.84987,3.45548,H2L0G8,Uncharacterized protein,16.9733,17.9434,17.3628,17.7125,15.4197,13.9774,14.2324,14.9631,3.45548,0.00022963,2.84987,7.24804,+
chat-1,0.855645,1.31002,H2L0H3,CDC50 family protein chat-1,15.5484,15.5971,15.6902,15.5708,15.2676,13.7663,14.7502,15.1996,1.31002,0.0112978,0.855645,2.46217,+
wapl-1,1.42045,2.01636,H2L0H5;H2L0H6;Q21843;U4PC40,Wings apart-like protein homolog 1;WAPL (Drosophila Wings APart-Like cohesin interactor);WAPL (Drosophila Wings APart-Like cohesin interactor);WAPL (Drosophila Wings APart-Like cohesin interactor),16.4343,15.6124,16.023,16.1951,15.3747,14.0107,14.1337,15.0639,2.01636,0.00229299,1.42045,3.73931,+
lfi-1,-1.71505,1.98765,H2L0I2,Lin-5 (Five) Interacting protein,14.3216,15.1017,15.0525,14.0278,15.5469,16.3197,16.1243,17.3729,1.98765,0.00246914,-1.71505,-3.68346,+
lfi-1,2.1204,4.28193,H2L0I3,Lin-5 (Five) Interacting protein,20.775,21.4611,21.1477,21.3901,19.2474,18.797,18.8778,19.3701,4.28193,0,2.1204,10.1822,+
hum-8,1.26869,2.65936,H2L0I7;U4PBY2,"Heavy chain, Unconventional Myosin;Heavy chain, Unconventional Myosin",14.3955,14.8459,14.8922,14.773,14.0835,13.3932,13.0502,13.305,2.65936,0.000730406,1.26869,5.11405,+
"CELE_T06F4,1",2.47659,3.72654,H2L0J0;Q95ZP6,Uncharacterized protein,14.6029,15.3318,14.233,15.3233,12.4673,12.1044,12.2754,12.7374,3.72654,9.90E-05,2.47659,8.117,+
"CELE_Y45G5AL,1",0.773573,1.49871,H2L0K4;Q8WTM0,Uncharacterized protein,16.7346,17.2625,16.5304,17.4701,16.6826,15.8756,16.2313,16.1138,1.49871,0.00738848,0.773573,2.78667,+
seu-1,1.34968,3.10831,H2L0L8;H2L0L9;Q8IU02,Suppressor of Ectopic Unc-5,15.0407,15.3454,15.0157,15.0091,14.0679,13.3171,13.51,14.1173,3.10831,0.000254712,1.34968,6.24766,+
"CELE_Y37E3,17",0.958597,3.09447,H2L0N9,Uncharacterized protein,18.4206,18.7186,18.516,19.0234,17.7642,17.7764,17.823,17.4806,3.09447,0.000252781,0.958597,6.21018,+
"CELE_ZK6,11",-2.12259,3.07003,H2L0Q1;Q6EZG8,Uncharacterized protein,14.0978,13.9772,14.6161,15.3037,16.7019,16.4661,16.2686,17.0485,3.07003,0.000265734,-2.12259,-6.14438,+
ral-1,1.88039,3.87056,H2L0Q6;Q9N3F8,RAL (Ras-related GTPase) homolog,18.0009,18.4062,18.2703,18.1548,16.3075,16.0571,16.0445,16.9014,3.87056,0.00011,1.88039,8.61365,+
