geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 eat2_d10_01,log2 eat2_d10_02,log2 eat2_d10_03,log2 eat2_d10_04,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04, -Log.p.value,Student's T-test q-value eat2_d10_eat2_d1,log2FC,Student's T-test Test statistic eat2_d10_eat2_d1,Sign p-val: 0.05 
prmt-9,1.71873,4.56177,O02325,PRotein arginine MethylTransferase,15.829,15.8379,15.5476,15.3533,13.837,14.1185,13.7013,14.0361,4.56177,0,1.71873,11.3916,+
"T23D8,3",1.46197,2.09601,O02327,Protein LTV1 homolog,16.5688,15.4242,14.8673,15.5241,14.4905,13.9513,14.0777,14.017,2.09601,0.00285046,1.46197,3.89648,+
"eif-3,C",1.13235,5.30121,O02328,Eukaryotic translation initiation factor 3 subunit C,17.2731,17.2189,17.2249,17.4282,16.2609,16.1144,16.0149,16.2255,5.30121,0,1.13235,15.2611,+
lron-9,-0.773754,1.28415,O02329;Q58A95,ELRR (Extracellular Leucine-Rich Repeat) ONly,13.2105,13.3468,13.1279,13.2126,14.2063,14.2684,13.0615,14.4566,1.28415,0.0173601,-0.773754,-2.41833,+
pri-2,0.571433,0.433217,O02334,DNA primase large subunit,12.6593,13.1069,13.7681,12.3884,13.1568,13.2344,12.1636,11.0822,0.433217,0.173696,0.571433,0.971555,
clec-186,-0.666409,1.30356,O02343,C-type LECtin,12.9954,13.2763,12.3502,13.1783,14.131,13.5151,13.4653,13.3543,1.30356,0.0166727,-0.666409,-2.45121,+
nstp-5,2.82886,3.89559,O02345,Nucleotide Sugar TransPorter family,17.9508,17.7287,17.2419,17.5599,14.9938,15.5161,14.2802,14.3758,3.89559,0.000309368,2.82886,8.7026,+
irg-5,1.06537,1.74295,O02357,Infection Response protein,12.985,13.1756,12.8079,13.0896,12.648,11.3324,11.4814,12.3348,1.74295,0.00574277,1.06537,3.22278,+
"CELE_F35E12,6",1.26688,3.64293,O02358,Uncharacterized protein,17.1563,17.1324,16.5627,16.7147,15.7865,15.4919,15.5824,15.6377,3.64293,0.000381651,1.26688,7.84011,+
dct-17,1.57316,3.34667,O02360;Q52GX8;Q52GY0;Q52GY1,"DAF-16/FOXO Controlled, germline Tumor affecting;DAF-16/FOXO Controlled, germline Tumor affecting;DAF-16/FOXO Controlled, germline Tumor affecting;DAF-16/FOXO Controlled, germline Tumor affecting",17.6181,17.3613,16.638,17.2597,15.7862,15.4801,15.4953,15.8228,3.34667,0.000507937,1.57316,6.92165,+
"CELE_F35E12,10",1.73054,3.99173,O02362,Uncharacterized protein,15.6014,16.1014,15.2684,15.7713,13.9675,14.0105,13.7318,14.1104,3.99173,0.000219883,1.73054,9.05175,+
ifa-2,1.84445,4.66692,O02365,Intermediate filament protein ifa-2,19.5653,19.2975,19.4986,19.587,17.431,17.8474,17.3719,17.9203,4.66692,0,1.84445,11.8792,+
unc-37,0.965273,2.0213,O02482,Transcription factor unc-37,14.6973,14.8916,15.3871,15.5524,14.4795,14.1639,13.728,14.296,2.0213,0.00338558,0.965273,3.74895,+
"ZK1073,1",1.56073,4.13137,O02485,"Uncharacterized protein ZK1073,1",16.872,16.895,16.6536,16.5232,15.518,14.8515,15.1572,15.1742,4.13137,0.000247043,1.56073,9.58088,+
snb-1,1.79453,3.30022,O02495,Synaptobrevin-1,18.6665,18.9552,18.391,18.3837,17.3338,16.2295,16.8833,16.7717,3.30022,0.000490153,1.79453,6.786,+
gpx-1,1.6725,3.04435,O02621,Glutathione peroxidase 1,15.9979,16.2784,15.1846,15.782,13.8788,14.2569,13.9158,14.5013,3.04435,0.000457938,1.6725,6.07584,+
aex-3,-0.767765,0.50964,O02626,MAP kinase-activating death domain protein,15.1335,13.6294,16.3512,16.4057,15.9876,15.9086,15.8715,16.8231,0.50964,0.136022,-0.767765,-1.11052,
cyp-35a2,0.792584,0.79414,O02628,CYtochrome P450 family,13.333,12.9794,12.8311,13.2704,12.677,11.1791,13.4235,11.9639,0.79414,0.0604001,0.792584,1.60033,
cah-6,0.644132,1.6439,O02637,Carbonic AnHydrase,15.2119,14.7151,15.3714,15.1284,14.3189,14.3269,14.2672,14.9373,1.6439,0.00698321,0.644132,3.04338,+
rpl-19,0.0168548,0.0412186,O02639,60S ribosomal protein L19,19.1083,19.1509,19.0046,18.8036,18.6543,19.1888,19.0405,19.1165,0.0412186,0.81082,0.0168548,0.11861,
mdh-2,0.0868425,0.214516,O02640,"Probable malate dehydrogenase, mitochondrial",21.0802,20.8855,20.7101,20.9027,21.221,20.7762,20.6177,20.6163,0.214516,0.372931,0.0868425,0.53757,
cyp-33c8,-0.148573,0.650501,O02641,CYtochrome P450 family,13.1841,13.1285,12.9666,13.0436,13.5211,13.0883,13.1569,13.1507,0.650501,0.0900897,-0.148573,-1.35698,
sucl-2,0.163825,0.575284,O02642,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",17.3779,17.2324,16.8194,16.9026,16.8746,16.9298,16.9316,16.9409,0.575284,0.111857,0.163825,1.22666,
gsp-3;gsp-4,2.0853,1.89879,O02658;P91420,Serine/threonine-protein phosphatase PP1-gamma;Serine/threonine-protein phosphatase PP1-delta,15.4278,16.0428,13.4024,14.4965,12.4854,13.0538,12.9558,12.5333,1.89879,0.00430312,2.0853,3.51307,+
unc-64,2.43419,3.69903,O16000,Syntaxin-1A homolog,16.1912,16.5023,15.6071,15.8209,13.9335,13.158,13.2456,14.0476,3.69903,0.000331429,2.43419,8.02499,+
gst-33,2.78391,5.32399,O16198,Glutathione S-Transferase,13.2863,13.0899,12.8575,13.3288,10.62,10.3034,9.97009,10.5335,5.32399,0,2.78391,15.3981,+
lys-7,3.02437,4.97829,O16202,Lysozyme-like protein 7,18.9652,18.2824,18.4923,19.0405,15.9539,15.3419,15.6079,15.7793,4.97829,0,3.02437,13.4396,+
"CELE_F17A9,4",0.4912,0.718515,O16214,Uncharacterized protein,15.3838,13.8612,14.6914,14.3161,14.1401,14.183,14.1524,13.8123,0.718515,0.0741096,0.4912,1.47292,
"CELE_F17A9,5",-0.181902,0.162027,O16215,Uncharacterized protein,13.8203,15.0519,13.5649,14.9892,15.043,14.604,14.3626,14.1443,0.162027,0.459814,-0.181902,-0.420725,
"F17A9,2",2.75252,1.90028,O16216,CWF19-like protein 1 homolog,19.441,18.9672,19.4107,19.3427,15.3426,18.0099,15.0623,17.7369,1.90028,0.0042872,2.75252,3.51588,+
phat-3,2.74646,4.09982,O16225,PHAryngeal gland Toxin-related,18.7595,19.0608,17.8952,18.5156,16.0858,15.4572,16.0425,15.6597,4.09982,0.000237975,2.74646,9.459,+
"C49G7,3",3.53175,4.59883,O16226,Uncharacterized protein,21.5914,21.9011,20.8421,21.1641,18.1966,17.2928,17.8396,18.0427,4.59883,0,3.53175,11.5613,+
"djr-1,2",-0.277219,0.626648,O16228,"Glutathione-independent glyoxalase DJR-1,2",13.1109,13.0801,12.7637,13.0429,13.0127,13.0698,13.8532,13.1707,0.626648,0.0962473,-0.277219,-1.31592,
"CELE_F44E7,4",0.753757,2.74361,O16249;Q8IA89;Q8MXK1,Uncharacterized protein,17.4878,17.6627,17.3634,17.4876,17.0394,16.4184,16.7947,16.734,2.74361,0.000824044,0.753757,5.31449,+
"CELE_F44E7,9",1.97583,4.19249,O16254,Uncharacterized protein,17.8111,18.2654,17.6232,17.731,16.2087,15.6304,15.6526,16.0357,4.19249,0.000258242,1.97583,9.82103,+
sti-1,1.00599,1.99827,O16259,Stress-induced-phosphoprotein 1,19.1141,19.2298,18.4496,18.8877,18.3549,17.71,17.4319,18.1605,1.99827,0.00352448,1.00599,3.70407,+
"CELE_F40A3,2",0.0468504,0.0949894,O16265,Uncharacterized protein,14.3396,13.7197,13.845,13.9355,13.9014,14.0075,13.5876,14.1559,0.0949894,0.621844,0.0468504,0.260014,
"CELE_F40A3,6",0.20241,0.923769,O16266,Uncharacterized protein,17.2414,16.804,16.8579,17.1596,16.8136,16.772,16.7834,16.8842,0.923769,0.0431619,0.20241,1.81656,+
ugt-61,-0.538453,0.626531,O16276,UDP-glucuronosyltransferase,12.7129,13.1018,12.8254,13.3349,14.5484,12.6993,13.5655,13.3155,0.626531,0.0962232,-0.538453,-1.31572,
"CELE_F59A7,2",2.65815,6.17971,O16281,Uncharacterized protein,13.1247,13.2748,12.8861,13.2618,10.6501,10.2737,10.4123,10.5787,6.17971,0,2.65815,21.4973,+
cysl-4,-0.619174,0.651478,O16284,Cysteine synthase,15.4454,14.4883,13.5391,14.1832,15.2811,14.6519,14.6592,15.5405,0.651478,0.0899108,-0.619174,-1.35866,
"CELE_F32D1,7",1.98933,4.73816,O16291,Uncharacterized protein,16.5712,16.7158,16.5295,16.2571,14.5494,14.4153,14.2675,14.8841,4.73816,0,1.98933,12.2205,+
"F32D1,5",0.221637,0.499194,O16294,GMP reductase,18.092,17.6632,18.1491,18.4099,17.6111,17.9237,17.6953,18.1976,0.499194,0.139948,0.221637,1.09179,
mcm-7,1.59756,3.49497,O16297,DNA helicase,16.9111,17.0621,16.3177,16.5121,15.2422,15.3939,14.8156,14.9612,3.49497,0.000450331,1.59756,7.36958,+
hpo-18,0.140975,0.168644,O16298,Uncharacterized protein,20.2656,20.2521,19.6259,19.4919,20.355,19.364,19.3359,20.0167,0.168644,0.448736,0.140975,0.435838,
dnj-19,0.341697,0.783549,O16303,DNaJ domain (Prokaryotic heat shock protein),16.3344,15.5397,16.275,16.1291,15.983,15.6769,15.4331,15.8184,0.783549,0.0621673,0.341697,1.58257,
cmd-1,1.66718,5.11681,O16305,Calmodulin,20.3128,19.931,20.2726,20.2981,18.3292,18.6666,18.538,18.612,5.11681,0,1.66718,14.1941,+
fkb-3,-0.218078,0.0558373,O16309,Peptidylprolyl isomerase,16.8279,15.6816,14.9143,10.5571,14.7675,14.5168,15.0724,14.4964,0.0558373,0.753446,-0.218078,-0.158382,
"C05C8,2",1.5554,2.27244,O16311,KRR1 small subunit processome component,15.162,14.6585,14.2002,14.5551,13.5201,13.0784,12.2245,13.5312,2.27244,0.00206982,1.5554,4.25675,+
"C05C8,1",1.03703,2.12961,O16314,Uncharacterized protein,16.1445,16.2277,15.2298,15.6939,15.0453,14.919,14.7041,14.4793,2.12961,0.00271803,1.03703,3.96376,+
"C05C8,7",-1.96418,2.21211,O16315,Uncharacterized protein,13.2522,12.981,12.9951,13.2425,14.9091,14.6799,14.2997,16.4389,2.21211,0.00219388,-1.96418,-4.1316,+
"C10B5,3",1.13325,2.58968,O16319,Uncharacterized protein,16.3522,16.2294,16.3264,16.8178,15.843,15.0339,15.0714,15.2446,2.58968,0.00104479,1.13325,4.95218,+
irg-1,3.7663,5.99198,O16327,Infection Response protein,16.9706,16.8303,16.3582,16.6476,13.1154,12.7014,12.7095,13.2151,5.99198,0,3.7663,19.9854,+
catp-3,2.52203,2.20192,O16331,Cation transporting ATPase,14.4289,15.8298,15.0813,16.223,13.4689,13.6935,12.683,11.6295,2.20192,0.00229225,2.52203,4.11065,+
asp-8,0.206093,0.161565,O16338,ASpartyl Protease,12.9866,13.3283,12.8983,13.3509,14.2796,12.035,12.8,12.6252,0.161565,0.46067,0.206093,0.419664,
rpt-2,0.727365,2.26852,O16368,Probable 26S protease regulatory subunit 4,17.4215,17.2367,16.8582,17.0337,16.3725,16.6595,16.0964,16.5124,2.26852,0.00206435,0.727365,4.24856,+
aps-1,-2.33839,2.02148,O16369,"AdaPtin, Small chain (Clathrin associated complex)",13.0922,11.1724,13.4708,11.3018,14.2779,14.8054,15.0117,14.2958,2.02148,0.00338691,-2.33839,-3.74932,+
"CELE_M03F8,6",1.38318,1.81967,O16379,Uncharacterized protein,17.7105,18.6768,17.7264,17.1368,15.6597,16.7588,16.5831,16.7161,1.81967,0.00503948,1.38318,3.36439,+
"C36C5,5",2.76432,3.43256,O16405,Uncharacterized protein,15.8891,15.876,15.199,15.4368,13.4383,13.0143,13.0508,11.8402,3.43256,0.000534181,2.76432,7.17828,+
"C36C5,12",-0.996629,2.67994,O16406,"UPF0376 protein C36C5,12",13.0989,13.2454,12.9991,13.2404,14.3128,13.8339,13.8438,14.5798,2.67994,0.000839558,-0.996629,-5.16253,+
phat-5,-1.28945,1.89205,O16420,PHAryngeal gland Toxin-related,13.2201,13.3478,12.0275,13.316,14.1482,14.8204,14.0734,14.0272,1.89205,0.00435677,-1.28945,-3.50029,+
phat-4,-0.18343,0.474313,O16424,PHAryngeal gland Toxin-related,15.499,15.7839,15.6753,15.5289,15.4686,15.7918,16.2456,15.7148,0.474313,0.152332,-0.18343,-1.04685,
ftn-1,2.41444,4.89899,O16453,Ferritin,12.8689,13.3364,12.6854,12.6296,10.6547,10.305,10.3076,10.5954,4.89899,0,2.41444,13.0249,+
tag-196,2.16763,3.99092,O16454,Uncharacterized protein,17.1967,17.3865,16.7994,16.8523,15.3826,14.4803,14.9898,14.7118,3.99092,0.00021937,2.16763,9.04875,+
vps-60,1.95415,3.62092,O16458,Related to yeast Vacuolar Protein Sorting factor,17.4778,17.1408,16.6917,16.8283,14.8997,14.7086,15.5409,15.1728,3.62092,0.000491418,1.95415,7.76857,+
grd-5,-0.133745,0.252562,O16462,GRounDhog (Hedgehog-like family),18.713,18.7819,18.3259,18.0459,18.9683,18.3935,18.6014,18.4384,0.252562,0.322953,-0.133745,-0.618411,
"CELE_F41E6,12",2.35076,3.42053,O16465,Uncharacterized protein,16.1087,14.9001,15.7132,15.7337,12.9512,13.2245,13.8634,13.0135,3.42053,0.000530806,2.35076,7.14188,+
cyp-33c9,-1.3461,3.80346,O16482,CYtochrome P450 family,13.1969,12.9662,12.9128,13.0065,14.5246,14.6211,14.3717,13.9494,3.80346,0.000289796,-1.3461,-8.37911,+
natc-2,-0.238914,0.263821,O16486,N-alpha-AcetylTransferase C complex subunit,13.7005,12.646,14.2723,13.6783,14.0022,13.4253,13.7109,14.1143,0.263821,0.310983,-0.238914,-0.6418,
"B0238,11",1.22835,2.49654,O16487,Uncharacterized protein,16.2755,16.024,15.6627,16.8001,14.7413,14.9953,15.2185,14.8938,2.49654,0.00115948,1.22835,4.74118,+
"B0238,1",0.524435,0.191966,O16497,Carboxylic ester hydrolase,16.2077,15.3775,17.271,18.2748,16.9975,18.371,14.8029,14.862,0.191966,0.408233,0.524435,0.488196,
atp-4,0.45053,2.89218,O16517,ATP synthase subunit,20.7964,20.8935,20.7576,20.647,20.4989,20.3096,20.2388,20.2451,2.89218,0.000576093,0.45053,5.68133,+
alh-4,0.764845,3.03704,O16518;Q86S57;Q8MXJ7,Aldehyde dehydrogenase,17.6615,17.4914,17.1321,17.3893,16.7421,16.5446,16.5541,16.7741,3.03704,0.000456494,0.764845,6.05644,+
gad-1,-0.504692,0.166675,O16519,Gastrulation defective protein 1,13.3156,13.3533,8.66658,13.3201,12.8812,12.658,12.406,12.7292,0.166675,0.451761,-0.504692,-0.431355,
erfa-1,0.857376,4.11283,O16520,Eukaryotic peptide chain release factor subunit 1,17.0367,17.3333,17.1203,17.1515,16.2808,16.2031,16.2364,16.492,4.11283,0.000241956,0.857376,9.5091,+
hpo-19,-0.787765,3.60201,O16521,NADH-cytochrome b5 reductase,16.5239,16.8585,16.8279,16.5306,17.3598,17.5654,17.4417,17.525,3.60201,0.000482697,-0.787765,-7.70753,+
gba-1,0.522367,2.63125,O16580,Putative glucosylceramidase 1,15.2319,14.9095,15.0595,15.1442,14.5603,14.5655,14.3753,14.7547,2.63125,0.00103544,0.522367,5.04832,+
mtq-2,-0.420315,0.296167,O16582,MethylTransferase modifying glutamine (Q),14.7506,14.1262,14.4582,13.1551,13.2352,15.5527,14.6065,14.7769,0.296167,0.277061,-0.420315,-0.707783,
"C33C12,10",1.6003,2.16407,O16583,Uncharacterized protein,15.162,14.5022,13.3793,14.7264,12.8477,12.518,12.981,13.0221,2.16407,0.0024193,1.6003,4.03341,+
dhs-13,-0.733375,0.880824,O16619,"DeHydrogenases, Short chain",14.572,13.8447,15.609,15.2789,15.1692,15.8622,15.7169,15.4899,0.880824,0.047559,-0.733375,-1.74512,+
"CELE_K02F6,7",0.530806,0.688473,O16628,Uncharacterized protein,12.9576,13.1834,12.4082,13.2394,12.6963,12.4841,11.5019,12.9831,0.688473,0.0808067,0.530806,1.4219,
apd-3,0.289948,0.581381,O16637;Q95X88,AP-3 complex subunit delta,13.3174,13.3035,12.8942,13.2838,13.1133,12.4896,12.6356,13.4005,0.581381,0.109926,0.289948,1.23732,
"C03H5,3",-2.0697,5.49714,O16657,Uncharacterized protein,13.3251,13.2885,12.8793,13.2045,15.4467,15.0964,15.1918,15.2411,5.49714,0,-2.0697,-16.4786,+
nstp-4,1.04583,4.22426,O16658,Nucleotide Sugar TransPorter family,16.3547,16.5371,16.441,16.7765,15.3733,15.4861,15.623,15.4437,4.22426,0.000264789,1.04583,9.94799,+
sdz-24,1.23584,2.92553,O16689,SKN-1 Dependent Zygotic transcript,15.9664,15.7758,15.2016,15.8244,14.4945,14.2489,14.8166,14.2649,2.92553,0.00056465,1.23584,5.76611,+
alg-2,2.21912,1.88077,O16720;Q86B39,Protein argonaute,17.3207,17.7541,17.7565,15.532,15.5978,14.4459,15.3393,14.1039,1.88077,0.00452852,2.21912,3.47895,+
"CELE_T21D12,12",1.45685,2.75459,O16784,Uncharacterized protein,15.1364,15.5399,14.9032,14.3929,13.549,13.2656,13.8869,13.4434,2.75459,0.000794731,1.45685,5.34102,+
pat-6,1.17515,3.12254,O16785,Paralyzed arrest at two-fold protein 6,17.5128,17.6441,17.3601,17.0031,16.5045,15.9221,16.0974,16.2955,3.12254,0.000474132,1.17515,6.2864,+
"pqbp-1,1",1.77085,2.49369,O16786,PQBP1 (Polyglutamine tract-binding neurodegeneration protein) homolog,13.7941,14.714,13.9389,14.396,12.5509,13.2697,11.9649,11.9741,2.49369,0.00119071,1.77085,4.73481,+
cpg-4,0.678118,2.60112,O16883,Chondroitin proteoglycan 4,13.1782,13.3441,12.9406,13.305,12.7788,12.3583,12.352,12.5663,2.60112,0.0010522,0.678118,4.97852,+
"C29G2,6",0.92664,1.73406,O16887,"Uncharacterized protein C29G2,6",14.7463,14.8321,15.7377,14.6318,13.6831,14.2407,14.0241,14.2934,1.73406,0.00586593,0.92664,3.20652,+
ugt-41,-1.46596,2.40902,O16922,UDP-GlucuronosylTransferase,13.2254,13.2941,12.9169,13.1669,15.1704,13.7397,14.6416,14.9155,2.40902,0.00147692,-1.46596,-4.5482,+
"F25G6,8",1.61889,1.8632,O16927,Signal recognition particle 14 kDa protein,17.5169,17.979,16.0163,16.4832,15.6653,15.0929,15.2698,15.4918,1.8632,0.0046011,1.61889,3.44584,+
"CELE_F25G6,9",0.776853,1.85809,O16928,Uncharacterized protein,14.7158,14.0886,13.7517,14.0684,13.5412,13.4517,13.4429,13.0814,1.85809,0.00462582,0.776853,3.43624,+
symk-1,0.649523,1.24146,O16929,SYMpleKin cleavage and polyadenylation factor,13.5668,12.8176,13.8394,13.0072,13.0402,12.3912,12.6887,12.5129,1.24146,0.0192019,0.649523,2.34626,+
sftb-2,0.693892,3.89752,O16997,Splicing Factor ThreeB (3b) Subunit homolog,15.301,15.409,15.4842,15.1212,14.6007,14.6386,14.644,14.6565,3.89752,0.000310383,0.693892,8.70948,+
"W03F9,1",0.967695,1.6305,O16999,Zinc finger protein ZPR1 homolog,16.8527,16.651,15.9551,16.3459,15.9831,15.3016,14.855,15.7942,1.6305,0.00733578,0.967695,3.01939,+
dnj-22,0.388351,0.785295,O17002,DNaJ domain (Prokaryotic heat shock protein),13.2304,12.9626,12.8799,12.9037,13.2078,12.4889,12.091,12.6354,0.785295,0.0619559,0.388351,1.5855,
natc-1,1.40818,2.64947,O17003,N-alpha-AcetylTransferase C complex subunit,15.1945,14.7923,14.9243,14.2237,13.3259,13.723,13.5789,12.8742,2.64947,0.000989648,1.40818,5.09085,+
mrps-2,0.459816,0.698688,O17004,"Mitochondrial Ribosomal Protein, Small",15.071,14.9721,14.1223,14.0784,14.594,13.811,13.8931,14.1064,0.698688,0.0784172,0.459816,1.43928,
mrpl-4,0.13255,0.188672,O17005,"Mitochondrial Ribosomal Protein, Large",14.2353,14.9405,13.6966,14.1893,14.4091,13.9361,14.1547,14.0317,0.188672,0.413485,0.13255,0.480884,
col-143,-0.0794125,0.0443604,O17038,COLlagen,17.1668,15.5506,18.2279,18.0209,17.2815,17.6032,16.9571,17.442,0.0443604,0.797474,-0.0794125,-0.12725,
hpo-8,-0.367414,0.619312,O17040,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase hpo-8,17.3101,16.1807,17.3013,16.7987,17.3783,17.4536,17.1532,17.0754,0.619312,0.0983836,-0.367414,-1.30325,
flp-24,1.37385,2.20454,O17058,FMRFamide-like neuropeptides 24,15.3884,15.3021,14.5165,15.0697,14.0662,13.6658,12.9422,14.1071,2.20454,0.00222806,1.37385,4.11603,+
"CELE_F23F1,4",2.4726,2.9864,O17065,Uncharacterized protein,14.0995,14.5423,14.3236,13.3813,12.0677,10.7234,11.4897,12.1755,2.9864,0.000442272,2.4726,5.92326,+
"CELE_F23F1,5",1.57869,2.68863,O17066,Snurportin-1,15.6382,15.9172,14.7293,15.1345,14.0942,13.9546,13.4264,13.6293,2.68863,0.000842216,1.57869,5.18308,+
rpt-4,0.372597,0.700363,O17071,Probable 26S protease regulatory subunit 10B,17.7757,17.435,17.1378,17.3471,17.626,17.1751,16.7015,16.7028,0.700363,0.0780894,0.372597,1.44212,
ugt-42,-0.214062,0.174415,O17123,UDP-GlucuronosylTransferase,12.53,13.1336,12.7715,13.2584,14.0603,12.0581,12.7883,13.6431,0.174415,0.438,-0.214062,-0.448924,
"C24H12,4",0.811433,2.0733,O17157,Uncharacterized protein,15.27,15.2638,15.047,14.6464,14.6357,14.215,13.8953,14.2354,2.0733,0.00292203,0.811433,3.85132,+
fum-1,0.0028739,0.0042018,O17214,"Probable fumarate hydratase, mitochondrial",19.0623,18.9863,19.6047,19.6275,19.1123,19.7039,19.0461,19.407,0.0042018,0.979863,0.0028739,0.0125788,
rps-22,-0.240659,0.424134,O17218,"Ribosomal Protein, Small subunit",19.8612,19.6394,20.4669,20.4401,19.9979,20.6748,20.2656,20.432,0.424134,0.179226,-0.240659,-0.954713,
mnat-1,-0.350372,0.974959,O17245,MNAT (Menage a trois) TFIIH subunit,13.5217,14.228,14.0111,14.0418,14.4255,14.2612,14.0202,14.4973,0.974959,0.0375893,-0.350372,-1.9016,+
lmtr-5,-1.76704,2.35762,O17268,"Late endosomal/lysosomal adaptor, Mapk (MAPK) and mToR (MTOR) activator homolog",14.1736,13.4056,12.3372,13.2822,15.4059,14.9284,14.8131,15.1194,2.35762,0.00167472,-1.76704,-4.43717,+
heh-1,2.54816,3.83758,O17271,Putative protein heh-1,18.7854,18.3487,18.9097,19.3305,15.6312,16.5251,16.5335,16.4919,3.83758,0.000295525,2.54816,8.49767,+
lgc-34,1.95496,4.9923,O17274,Ligand-Gated ion Channel,17.6394,17.8022,17.5001,17.5961,15.6126,15.439,15.6164,16.0499,4.9923,0,1.95496,13.5142,+
tomm-22,1.97003,3.9743,O17287,Mitochondrial import receptor subunit TOM22 homolog,18.2664,18.0045,17.5228,17.9063,16.3734,15.7815,15.6646,16.0002,3.9743,0.000217341,1.97003,8.98755,+
mct-6,0.336591,1.63093,O17328,MonoCarboxylate Transporter family,16.7608,16.9167,17.0685,16.9952,16.5145,16.6913,16.393,16.796,1.63093,0.00734069,0.336591,3.02016,+
ttr-6,2.55291,6.1727,O17345,TransThyretin-Related family domain,19.0785,19.1477,19.4265,19.487,16.6266,16.6301,16.7865,16.8849,6.1727,0,2.55291,21.4389,+
aagr-4,-1.68522,3.04985,O17352,Acid Alpha Glucosidase Relate,13.3039,13.9462,13.7984,14.513,15.5372,15.5277,15.3288,15.9086,3.04985,0.0004591,-1.68522,-6.09047,+
srp-2,2.4094,5.82326,O17365,SeRPin,17.8934,17.8538,17.4602,17.8268,15.5768,15.1965,15.3136,15.3097,5.82326,0,2.4094,18.7154,+
pho-14,3.85906,6.93253,O17373,Intestinal acid PHOsphatase,18.945,18.836,18.65,19,14.8968,14.8197,15.316,14.9623,6.93253,0,3.85906,28.7696,+
spp-13,0.0672476,0.039483,O17387,SaPosin-like Protein family,14.0744,13.3021,14.0242,12.6888,12.5225,12.7745,14.6188,13.9047,0.039483,0.818118,0.0672476,0.113815,
tag-123,0.783123,0.860294,O17388,Transmembrane 9 superfamily member,15.9191,15.4949,15.5056,16.9282,14.9491,15.4388,14.4455,15.8819,0.860294,0.0501976,0.783123,1.71091,
tth-1,1.9738,4.93498,O17389,Thymosin beta,19.5804,19.6628,19.3307,19.151,17.6906,17.3431,17.278,17.518,4.93498,0,1.9738,13.2116,+
"F52H2,6",1.05945,1.44314,O17397,Diminuto-like protein,14.5695,14.1544,13.1384,13.779,12.4598,12.47,13.518,12.9557,1.44314,0.0114646,1.05945,2.69014,+
"F09G2,8",0.0651858,0.0490233,O17405,"Probable phospholipase D F09G2,8",14.1362,14.4054,13.3126,12.5822,13.9134,13.4169,12.995,13.8505,0.0490233,0.779837,0.0651858,0.139979,
attf-2,2.2198,3.73882,O17406,AT hook Transcription Factor family,19.2045,19.3431,18.4035,18.531,16.8595,16.6039,16.2858,16.8538,3.73882,0.000275728,2.2198,8.15837,+
"CELE_F09G2,2",6.7013,4.44242,O17407,Uncharacterized protein,18.6904,17.3359,15.7168,16.9279,10.5811,10.3415,10.3488,10.5944,4.44242,0,6.7013,10.8606,+
"CELE_W02D7,5",-1.13197,1.00192,O17526,Uncharacterized protein,13.2716,13.2782,12.9274,13.1962,15.3543,12.7554,14.9696,14.122,1.00192,0.0348026,-1.13197,-1.94637,+
sel-9,0.527525,0.375055,O17528,Suppressor/enhancer of lin-12 protein 9,18.2821,17.9576,15.8887,16.619,17.233,16.0592,16.6692,16.6758,0.375055,0.210222,0.527525,0.862303,
hil-4,-2.2375,4.72555,O17536,"Histone H1,4",12.7457,13.2117,12.976,13.3305,15.6126,15.3038,14.9741,15.3235,4.72555,0,-2.2375,-12.1594,+
clec-223,2.1611,4.7115,O17562,C-type LECtin,15.8012,15.5839,15.2437,15.3864,13.4212,13.4788,13.5178,12.9531,4.7115,0,2.1611,12.0917,+
rpl-38,-0.933027,1.75093,O17570,60S ribosomal protein L38,17.7585,17.5656,17.8217,17.5942,19.0919,17.8024,18.7579,18.82,1.75093,0.00564476,-0.933027,-3.2374,+
pro-2,0.590365,1.0164,O17580,Nucleolar complex protein 2 homolog,14.259,13.8983,14.73,14.6597,14.4214,13.3357,13.6319,13.7965,1.0164,0.0335766,0.590365,1.97042,+
pas-1,-0.65171,1.32828,O17586,Proteasome subunit alpha type-6,16.8751,16.7185,17.6195,17.6424,17.642,17.8792,18.1109,17.8302,1.32828,0.015617,-0.65171,-2.49318,+
"C16C2,4",2.00914,2.39172,O17591,Uncharacterized protein,16.5303,16.432,14.9388,15.6322,14.398,13.2233,13.9376,13.9379,2.39172,0.00157778,2.00914,4.51064,+
"C25A1,1",2.68,2.27447,O17594,Uncharacterized protein,15.0348,15.5469,14.4023,14.3621,13.5071,10.8275,11.8305,12.461,2.27447,0.00207257,2.68,4.26102,+
"C27H6,8",0.396457,2.26657,O17606,"UPF0160 protein C27H6,8",16.4596,16.5121,16.6817,16.7733,16.073,16.1679,16.2552,16.3448,2.26657,0.00206071,0.396457,4.2445,+
ruvb-1,0.4203,1.78948,O17607,RuvB-like 1,16.6277,16.136,16.6345,16.5889,16.1068,15.9579,16.1171,16.1241,1.78948,0.00534233,0.4203,3.30838,+
