geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d10_01,log2 daf2_d10_02,log2 daf2_d10_03,log2 daf2_d10_04,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04, -Log.p.value,Student's T-test q-value daf2_d10_daf2_d5,log2FC,Student's T-test Test statistic daf2_d10_daf2_d5,Sign p-val: 0.05 
fbxa-101,-2.1195,4.59479,G5EDX9,F-box A protein,10.6133,10.8124,10.707,10.6301,12.6926,13.2454,12.9026,12.4002,4.59479,0.000113043,-2.1195,-11.5427,+
wars-1,-1.4819,4.52081,G5EDY2,Tryptophanyl(W) Amino-acyl tRNA Synthetase,16.2693,16.2832,16.1255,16.5703,17.6149,17.9397,17.6497,17.9716,4.52081,0.000109015,-1.4819,-11.2068,+
skr-7,-2.36509,4.30567,G5EDY3,SKR-7,15.8694,15.8013,15.2878,14.9103,17.9261,17.8724,17.7636,17.767,4.30567,0.000182137,-2.36509,-10.2801,+
drp-1,-0.280863,0.896512,G5EDY8;Q8WQC9,Dynamin-Related Protein,14.5738,14.5551,14.3504,14.8317,14.5098,14.8544,15.0117,15.0585,0.896512,0.0531702,-0.280863,-1.77123,
umps-1,-0.963687,3.18203,G5EDZ2,Uridine 5'-monophosphate synthase,16.0653,16.2383,15.9227,16.0606,16.8575,17.2113,16.758,17.315,3.18203,0.000672897,-0.963687,-6.45036,+
unc-43,0.21126,0.391402,G5EDZ5;O62305,Uncharacterized protein;Calcium/calmodulin-dependent protein kinase type II,15.2268,15.8666,15.7211,15.7825,15.1156,15.1259,15.8547,15.6558,0.391402,0.227996,0.21126,0.893363,
"C01B4,7",-2.26612,6.08443,G5EDZ6,Uncharacterized protein,10.6834,10.8378,10.6247,10.7349,12.7518,13.2368,12.9535,13.0032,6.08443,0,-2.26612,-20.7165,+
cdr-4,-1.04386,2.50506,G5EDZ7,CaDmium Responsive,15.7815,15.81,15.8108,16.2837,16.5245,17.292,16.8057,17.2393,2.50506,0.00147068,-1.04386,-4.76023,+
cpi-1,-0.48206,0.765125,G5EDZ9,Cystatin,20.3634,20.28,20.0376,20.5459,21.49,20.7378,20.0643,20.8631,0.765125,0.0768251,-0.48206,-1.5516,
daf-18,-0.823128,1.16373,G5EE01,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase daf-18",13.7513,13.6822,13.1905,13.1559,14.4379,15.0819,13.4741,14.0785,1.16373,0.0257942,-0.823128,-2.21581,+
hip-1,-1.5348,5.33706,G5EE04,Hsp-70 Interacting Protein homolog,19.4879,19.3836,19.3775,19.6022,20.8296,20.9914,20.9416,21.2278,5.33706,0,-1.5348,-15.4772,+
ccr-4,-0.900272,1.61094,G5EE09;Q8I4B4;Q9U1P4,CCR (Yeast CCR4/NOT complex component) homolog,14.0357,14.2515,14.1694,14.1782,15.898,14.7568,14.5372,15.044,1.61094,0.00866474,-0.900272,-2.98449,+
"CELE_F39H2,3",-0.970143,1.73659,G5EE11,Uncharacterized protein,15.4791,15.7943,15.9595,15.9539,17.0437,17.4021,16.1576,16.4639,1.73659,0.0065231,-0.970143,-3.21115,+
cash-1,-0.77174,2.28728,G5EE12,CKA And Striatin Homolog,15.3213,14.994,15.1806,15.458,16.2767,16.2392,15.6522,15.8728,2.28728,0.00224338,-0.77174,-4.28788,+
ptr-23,-0.00231528,0.00235034,G5EE13,PaTched Related family,13.1248,13.2713,12.1651,13.4533,12.631,13.395,12.9275,13.0704,0.00235034,0.989451,-0.00231528,-0.00705098,
cua-1,-1.32588,2.42126,G5EE14,CU (Copper) ATPase,13.7407,12.7855,13.3286,13.3717,14.2657,15.0151,14.9866,14.2625,2.42126,0.00179583,-1.32588,-4.57489,+
"C44H4,4",-1.82456,2.79555,G5EE16,Uncharacterized protein,14.0519,13.6236,13.478,14.2775,15.561,16.1026,14.941,16.1246,2.79555,0.000885553,-1.82456,-5.44077,+
"CELE_T04F3,1",-0.773405,2.16462,G5EE32;G5EGD0,Uncharacterized protein,14.4787,14.7025,14.3393,14.5994,15.3285,15.6568,14.8224,15.406,2.16462,0.00298992,-0.773405,-4.03452,+
"CELE_W04E12,7",1.67052,3.84167,G5EE34,Uncharacterized protein,14.6986,14.9387,14.6992,14.7394,13.2157,12.7023,13.5644,12.9115,3.84167,0.000191646,1.67052,8.51197,+
"hsp-12,6",2.01187,1.72193,G5EE36,Heat Shock Protein,16.1544,15.9222,16.6794,16.8754,13.6078,13.2436,14.9387,15.7937,1.72193,0.0066186,2.01187,3.1844,+
icp-1,-2.00687,4.2023,G5EE37,InCenP homolog,14.5141,14.7554,14.4307,14.5483,16.7203,17.0358,16.1958,16.3241,4.2023,0.000164818,-2.00687,-9.86006,+
srp-1,-1.46645,2.93133,G5EE40,SeRPin,14.9313,14.814,15.1582,15.0357,16.3002,15.8556,16.6647,16.9845,2.93133,0.000763563,-1.46645,-5.78096,+
cuc-1,-0.707887,2.08181,G5EE41,CU (Copper) Chaperonin,16.0212,16.7885,16.0607,16.3334,16.8748,17.0867,17.0098,17.0641,2.08181,0.0033977,-0.707887,-3.86821,+
"CELE_ZK1098,11",-0.58111,1.51501,G5EE42,Uncharacterized protein,17.3288,17.5019,16.8695,17.3022,17.8001,18.2113,17.4474,17.8681,1.51501,0.0104229,-0.58111,-2.81515,+
"CELE_F54D5,12",-1.43565,5.36818,G5EE46,Uncharacterized protein,16.0093,15.926,15.8823,16.0479,17.5723,17.5181,17.2521,17.2656,5.36818,0,-1.43565,-15.6672,+
ttr-50,-2.28445,5.12412,G5EE48,TransThyretin-Related family domain,18.7981,18.8776,18.3847,19.0083,20.8,21.0689,21.1543,21.1833,5.12412,0.000175676,-2.28445,-14.235,+
src-1,-1.98172,5.48576,G5EE56,Tyrosine protein-kinase src-1,10.5523,10.7302,10.6846,10.8032,12.6824,12.3973,12.6889,12.9286,5.48576,0,-1.98172,-16.4054,+
"CELE_F12F6,1",-2.35385,2.10767,G5EE62,Uncharacterized protein,13.4364,13.7903,12.55,11.5284,15.7926,15.6842,14.7013,14.5425,2.10767,0.00323682,-2.35385,-3.91975,+
skr-3,-1.59354,5.23333,G5EE67,SKR-3,16.5083,16.5907,16.4093,16.6417,18.018,18.3078,17.9245,18.2737,5.23333,0,-1.59354,-14.8597,+
mrp-5,0.295337,0.336015,G5EE72,Uncharacterized protein,14.9102,15.2619,15.5816,15.8397,15.9224,14.4659,14.776,15.2477,0.336015,0.272773,0.295337,0.786864,
nud-1,-0.281847,1.31719,G5EE74,Aspergillus NUclear Division related,16.7544,16.8041,16.6543,16.7857,17.0358,17.3327,16.9282,16.8293,1.31719,0.0175896,-0.281847,-2.47434,+
SRP54,-0.22212,0.369188,G5EE80,Signal recognition particle 54 kDa protein,15.1268,15.2557,14.6879,15.1298,14.9883,15.8986,15.3245,14.8772,0.369188,0.24418,-0.22212,-0.851082,
cdr-1,6.61684,3.39804,G5EE89,CaDmium Responsive,20.9047,16.7659,19.9485,19.9469,12.893,13.3703,12.2274,12.6081,3.39804,0.000568857,6.61684,7.07423,+
"CELE_F09B9,4",-1.44575,2.51122,G5EE90,Uncharacterized protein,16.5999,16.8547,16.4556,15.6602,17.4694,18.21,17.7159,17.9581,2.51122,0.00144457,-1.44575,-4.77403,+
slc-25a10,0.13929,0.313996,G5EE96,Oxoglutarate/malate carrier protein,16.8111,16.9507,17.0609,17.1403,16.7615,16.4149,17.0082,17.2213,0.313996,0.292537,0.13929,0.743448,
lpr-3,-1.5632,2.03536,G5EEA2,LiPocalin-Related protein,12.5323,12.6237,11.5026,11.808,13.6634,14.2627,12.8251,13.9683,2.03536,0.00361691,-1.5632,-3.77651,+
nex-1,-1.22107,1.84133,G5EEA8,Annexin,17.7174,17.6253,18.6695,18.6948,19.0559,19.0549,19.8952,19.5853,1.84133,0.00531529,-1.22107,-3.40481,+
dpy-14,-1.16064,2.46994,G5EEB6,COLlagen structural,13.1636,13.0199,13.9964,13.2547,14.5873,14.4508,14.2387,14.8005,2.46994,0.00162099,-1.16064,-4.68198,+
vab-10,0.126692,0.200609,G5EEC4;G5EFW2,VAB-10A protein;Uncharacterized protein,18.1799,17.9288,18.3467,18.3993,17.9934,18.7413,17.9066,17.7067,0.200609,0.43367,0.126692,0.507259,
scm-1,-0.42969,0.841021,G5EED5,Secretory carrier-associated membrane protein,14.8464,14.8155,14.8244,14.6842,15.3369,15.8038,15.1714,14.5772,0.841021,0.0623421,-0.42969,-1.67876,
fut-6,0.41561,1.31686,G5EEE1,"Alpha-(1,3)-fucosyltransferase fut-6",13.7078,13.2472,13.1033,13.3532,12.7219,13.2212,12.9736,12.8323,1.31686,0.0175839,0.41561,2.47378,+
elo-1,-0.90283,3.00165,G5EEE5,Elongation of very long chain fatty acids protein,17.796,17.6823,17.877,18.1163,19.0039,18.8594,18.4371,18.7825,3.00165,0.000723464,-0.90283,-5.96314,+
spas-1,0.947345,1.72301,G5EEF8;Q8MNV0,SPAStin (Human neurodegeneration-associated AAA ATPase) related;Probable spastin homolog spas-1,13.6807,14.2546,13.2631,14.3366,12.5119,13.2508,12.9347,13.0483,1.72301,0.00662111,0.947345,3.18636,+
mce-1,-0.187223,0.795157,G5EEG4,Methylmalonyl-CoA Epimerase,18.0922,18.4166,18.2713,18.4045,18.2968,18.494,18.4212,18.7214,0.795157,0.0706955,-0.187223,-1.60204,
"CELE_T09F3,2",-1.08099,1.88832,G5EEG6,Carrier protein (C2),16.2314,16.2135,15.8559,15.2657,17.1769,17.4634,16.5448,16.7054,1.88832,0.00488925,-1.08099,-3.49322,+
smu-1,0.275184,0.44049,G5EEG7,SMU-1,13.4134,13.5361,13.754,12.5795,13.1133,13.2977,12.7735,12.9978,0.44049,0.194476,0.275184,0.984986,
frm-1,-0.140564,0.689993,G5EEG8,"FERM domain (Protein4,1-ezrin-radixin-moesin) family",16.8862,16.8044,16.8318,17.1313,17.0755,17.0215,16.9037,17.2152,0.689993,0.0938015,-0.140564,-1.42448,
ivd-1,-0.793582,3.00453,G5EEH6,IsoValeryl-CoA Dehydrogenase,15.7626,16.2135,15.9199,15.9701,16.6314,16.7563,16.6241,17.0287,3.00453,0.000724476,-0.793582,-5.97069,+
npp-10,-0.807405,4.18711,G5EEH9,Nuclear pore complex protein Nup98-Nup96,15.8622,15.9768,15.8903,16.0604,16.6712,16.6177,16.8054,16.925,4.18711,0.000161742,-0.807405,-9.79967,+
asp-1,-0.331502,0.436083,G5EEI4,ASpartyl Protease,19.218,19.1437,18.8121,18.2309,19.553,19.677,18.8512,18.6495,0.436083,0.197123,-0.331502,-0.976852,
chp-1,-0.883318,2.21707,G5EEI8,CHORD Protein,14.426,14.2511,13.6735,13.636,14.8055,14.742,15.073,14.8994,2.21707,0.00264714,-0.883318,-4.1418,+
"CELE_K11D9,3",0.942173,1.26097,G5EEI9,Uncharacterized protein,12.9952,13.5664,13.2502,13.4188,13.1057,11.418,12.8115,12.1267,1.26097,0.0201165,0.942173,2.37915,+
msd-2,-1.50064,4.89606,G5EEJ7,Major Sperm protein Domain containing,17.6193,17.3856,17.5174,17.8988,19.0402,19.0613,19.1117,19.2105,4.89606,0.000139037,-1.50064,-13.0098,+
aqp-4,1.86179,3.81092,G5EEK0,AQuaPorin or aquaglyceroporin related,14.1898,14.8686,14.8793,15.0589,13.0989,12.8319,12.5986,13.02,3.81092,0.000186603,1.86179,8.40489,+
golg-4,-2.20743,4.44068,G5EEK2,GOLGi associated coiled-coil protein homolog,14.1258,14.1528,13.5486,14.1428,16.1026,16.5085,15.8637,16.3249,4.44068,0.000101761,-2.20743,-10.853,+
sca-1,-0.516012,2.80079,G5EEK8,Calcium-transporting ATPase,18.8671,18.8986,18.7622,18.8542,19.1815,19.5644,19.2422,19.4581,2.80079,0.000888331,-0.516012,-5.45363,+
vha-5,0.157437,0.548233,G5EEK9,V-type proton ATPase subunit a,17.5141,17.6188,17.8064,17.1738,17.3634,17.3766,17.3365,17.4069,0.548233,0.14021,0.157437,1.17911,
alp-1,-1.17498,2.82349,G5EEL1,ALP/Enigma encoding,16.597,16.4249,16.9431,17.2304,17.6652,18.0229,17.9881,18.2192,2.82349,0.000871009,-1.17498,-5.50956,+
plrg-1,-0.721265,1.08385,G5EEL2,PLeiotropic ReGulator (Vertebrate) homolog,14.8513,15.6355,14.6597,14.6995,15.9256,16.0996,15.7789,14.927,1.08385,0.031345,-0.721265,-2.08255,+
hmg-11,-0.82114,2.78105,G5EEL9,HMG,19.3809,19.0703,19.5481,19.217,20.2977,20.3334,19.9779,19.8919,2.78105,0.000908416,-0.82114,-5.4053,+
gmn-1,-1.90864,2.81859,G5EEM1,GeMiNin homolog,12.1019,11.2365,12.5059,12.0481,13.4274,13.7021,13.9175,14.4799,2.81859,0.000867133,-1.90864,-5.49745,+
clec-248,2.9475,3.85736,G5EEM2,C-type LECtin,15.4215,15.4553,15.4108,15.7782,12.537,11.6435,13.1259,12.9694,3.85736,0.000193789,2.9475,8.56708,+
zyg-9,-0.58393,3.78978,G5EEM5,Zygote defective protein 9,14.9879,15.0998,15.1866,15.0586,15.6319,15.8309,15.6341,15.5716,3.78978,0.000245863,-0.58393,-8.33195,+
tap-1,0.742079,2.00415,G5EEM6,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,13.7189,13.8843,13.4781,13.4865,12.4767,13.3077,12.814,13.0011,2.00415,0.00398804,0.742079,3.7155,+
fars-2,-1.78811,3.26236,G5EEN1,Phenylalanyl Amino-acyl tRNA Synthetase,14.0656,14.5736,13.7521,14.6216,16.2423,16.2513,15.5469,16.1249,3.26236,0.000521022,-1.78811,-6.67701,+
gck-3,-0.123432,0.21053,G5EEN4,Germinal center kinase 3,14.9577,14.5359,14.504,14.2657,14.391,14.5929,15.225,14.5482,0.21053,0.418673,-0.123432,-0.528927,
"CELE_Y39A1A,3",1.09162,1.06062,G5EEN7,Uncharacterized protein,13.8249,13.5501,12.4522,12.862,12.2274,12.1946,12.9923,10.9085,1.06062,0.0332341,1.09162,2.0439,+
"CELE_F41E7,9",-0.664592,1.21228,G5EEQ1,Uncharacterized protein,16.7201,16.9439,15.9913,16.3212,17.2175,17.6377,16.6766,17.103,1.21228,0.0228046,-0.664592,-2.29718,+
nkcc-1,-2.30994,2.57493,G5EEQ4;G5EFE5;H8ESD4;H8ESD5;L8E912,Na-K-Cl Cotransporter homolog,12.0369,14.0754,13.5424,12.6802,15.6184,15.5782,15.0749,15.3031,2.57493,0.00133634,-2.30994,-4.91837,+
sftb-1,-1.11799,4.65556,G5EEQ8,Splicing Factor ThreeB (3b) Subunit homolog,15.0945,14.9972,14.9825,15.2279,16.0859,16.4137,16.1018,16.1727,4.65556,0.000116854,-1.11799,-11.8257,+
ger-1,-1.01836,1.41436,G5EER4,GDP-L-fucose synthase,15.4687,16.24,14.6767,14.9184,16.5503,16.6956,15.9648,16.1666,1.41436,0.0136836,-1.01836,-2.64048,+
alg-1,0.96103,3.47951,G5EES3;G5EGR6,Protein argonaute,15.8315,15.71,15.6672,15.8979,14.7311,14.7203,14.6408,15.1703,3.47951,0.000516494,0.96103,7.3218,+
ufd-3,-0.719995,1.81725,G5EES6;G5EFK5,Ubiquitin Fusion Degradation (Yeast UFD homolog),15.308,15.4162,15.219,15.3625,15.9604,16.0902,15.5578,16.5772,1.81725,0.00550079,-0.719995,-3.35989,+
nspd-5,-1.59569,2.14331,G5EES8,"Nematode Specific Peptide family, group D",14.8215,13.5133,13.7711,14.3601,15.954,16.36,15.315,15.2198,2.14331,0.00312704,-1.59569,-3.99136,+
txl-1,0.251025,0.285011,G5EES9,ThioredoXin-Like,14.1536,14.2914,14.9237,14.503,13.9307,13.4341,14.6985,14.8043,0.285011,0.322463,0.251025,0.685219,
dut-1,-1.23747,3.79872,G5EET2,DeoxyUTPase,14.6156,15.1096,14.8285,14.9703,16.1808,16.3768,16.0189,15.8976,3.79872,0.000184834,-1.23747,-8.36272,+
cdr-6,-1.79099,4.29217,G5EET3,CaDmium Responsive,15.8999,15.6082,15.2822,15.5773,17.2119,17.5146,17.148,17.6571,4.29217,0.00017962,-1.79099,-10.2243,+
hpl-1,-2.82466,2.06834,G5EET5,HP1 Like (Heterochromatin protein),10.4369,10.8625,7.87606,10.6467,12.0949,13.0356,12.9474,13.0428,2.06834,0.00346667,-2.82466,-3.84151,+
"pud-1,2",-2.04356,4.91448,G5EET8,Protein Up-regulated in Daf-2(Gf),18.9866,18.8252,19.3102,18.6808,21.0583,21.1833,20.8469,20.8885,4.91448,0.000143646,-2.04356,-13.105,+
nbet-1,-0.65044,1.7138,G5EEU1,BET1,14.0803,14.0558,14.1462,14.058,14.5084,14.2948,14.9446,15.1943,1.7138,0.00676853,-0.65044,-3.16961,+
pud-3,-1.90134,3.70943,G5EEV5,5C820,17.4287,17.6579,16.9748,17.414,19.2262,19.6424,18.7676,19.4444,3.70943,0.000351648,-1.90134,-8.05967,+
"C18B12,6",0.576769,1.33705,G5EEW1,Uncharacterized protein,13.3378,13.1839,14.0892,13.4674,12.9213,13.2754,12.7541,12.8204,1.33705,0.0166431,0.576769,2.50812,+
"CELE_F54E12,2",-4.17369,1.31336,G5EEW5,Uncharacterized protein,3.7895,10.8469,9.82456,10.6304,13.1166,13.3878,12.3086,12.9732,1.31336,0.0177594,-4.17369,-2.46784,+
sig-7,0.077019,0.0943685,G5EEW6,Peptidyl-prolyl cis-trans isomerase sig-7,13.3915,13.6591,12.3273,12.9573,13.0663,13.1409,12.9855,12.8344,0.0943685,0.655307,0.077019,0.258452,
asd-1,-0.108998,0.0929364,G5EEW7;M1ZJT7;Q86G94,RNA-binding protein ASD-1;Uncharacterized protein;Uncharacterized protein,13.1227,12.8841,13.0693,13.7908,12.4085,13.3854,13.2486,14.2604,0.0929364,0.658728,-0.108998,-0.254845,
pbrm-1,-3.14606,2.29192,G5EEY5,PolyBRoMo domain containing,14.5245,13.8911,14.4198,11.6736,16.0662,16.5077,17.4435,17.0759,2.29192,0.00220138,-3.14606,-4.29763,+
"CELE_ZK1010,2",-0.151388,0.171383,G5EEZ0,Uncharacterized protein,13.8202,14.5941,14.418,13.4291,13.8803,14.6276,14.5357,13.8234,0.171383,0.48231,-0.151388,-0.44206,
"CELE_W09G3,7",-1.34688,2.32432,G5EEZ1,Uncharacterized protein,13.2304,13.0542,12.2887,12.9181,14.2697,14.7501,13.6248,14.2343,2.32432,0.00215586,-1.34688,-4.36613,+
3E324,1.99564,4.76641,G5EEZ4,3E324,15.0305,15.2348,14.6643,14.833,12.961,13.1664,12.6637,12.9889,4.76641,0.000126214,1.99564,12.3584,+
tbb-6,1.00808,3.20499,G5EF01,Tubulin beta chain,17.6393,17.7343,17.4844,17.6785,16.3749,16.9207,16.3784,16.8302,3.20499,0.000681926,1.00808,6.51451,+
"CELE_W07E11,1",-0.127482,1.40971,G5EF05,Uncharacterized protein,17.3926,17.3703,17.5494,17.4037,17.5065,17.5831,17.6169,17.5192,1.40971,0.0138075,-0.127482,-2.63248,+
ncx-1,0.0473564,0.0402351,G5EF08;Q1RPT9,Na/Ca eXchangers,13.4861,13.0046,13.4826,13.3517,12.1872,13.3509,13.5617,14.0358,0.0402351,0.833319,0.0473564,0.115895,
efl-1,-0.943533,1.86292,G5EF11,E2F-like (Mammalian transcription factor),12.4146,12.9415,12.5612,13.5275,13.5113,13.7748,13.8642,14.0687,1.86292,0.0050836,-0.943533,-3.44531,+
5N226,-1.58402,3.68469,G5EF26,"Putative low density lipoprotein receptor associated protein (37,4 kD)",14.8913,15.0539,14.5206,14.8306,16.408,16.7702,15.9752,16.4792,3.68469,0.000344828,-1.58402,-7.97737,+
fbxa-136,-1.41544,3.70306,G5EF28;G5EGC2,F-box A protein,15.9099,15.5426,15.4869,16.1158,17.0309,17.3502,17.0102,17.3257,3.70306,0.000349345,-1.41544,-8.03843,+
npa-1,0.662927,2.55279,G5EF32,Nematode Polyprotein Allergen related,20.6586,20.5628,20.5618,20.5224,20.0179,20.2361,19.7563,19.6436,2.55279,0.00135866,0.662927,4.8679,+
pat-10,-1.83012,4.34982,G5EF37,Paralysed Arrest at Two-fold,17.9373,17.7799,18.3417,18.287,19.6965,19.7641,20.0559,20.1498,4.34982,0.000189091,-1.83012,-10.4643,+
snf-11,1.48932,4.04442,G5EF43,Transporter,14.324,13.9585,14.6123,14.5027,12.8977,12.9098,12.9858,12.6469,4.04442,0.000145049,1.48932,9.24829,+
"CELE_Y63D3A,8",-0.0390544,0.0659987,G5EF48,Uncharacterized protein,14.0207,14.0836,13.9403,13.8264,13.8785,14.3862,14.2708,13.4917,0.0659987,0.74153,-0.0390544,-0.18541,
swsn-4,-1.27604,6.84777,G5EF53,SWI/SNF nucleosome remodeling complex component,14.1404,14.1805,14.2409,14.2436,15.4829,15.3863,15.4667,15.5737,6.84777,0,-1.27604,-27.8429,+
"CELE_Y106G6A,4",-0.41044,0.230052,G5EF57,Uncharacterized protein,13.4362,13.7275,13.1327,10.6233,13.1044,13.4157,12.9895,13.052,0.230052,0.390278,-0.41044,-0.570935,
ipla-7,-2.06102,4.22806,G5EF58,Intracelllar PhosphoLipase A family,11.2604,10.846,10.637,10.7884,12.7523,13.3421,13.0452,12.6363,4.22806,0.000169935,-2.06102,-9.96325,+
"CELE_Y66A7A,2",0.926345,4.42865,G5EF59,Ribonuclease P/MRP protein subunit POP5,14.0365,13.9882,13.9853,14.1903,13.1366,13.3194,13.0287,13.0101,4.42865,0.000100971,0.926345,10.8008,+
stim-1,-0.33648,1.30063,G5EF60,Stromal interaction molecule 1,14.903,14.872,14.6774,15.0318,14.9636,15.5197,15.2147,15.1321,1.30063,0.0183804,-0.33648,-2.44624,+
ndg-4,0.713773,1.85006,G5EF61;Q86MD1,Transmembrane protein NDG-4;Uncharacterized protein,13.3801,13.7084,14.1638,13.8464,13.0937,13.3716,13.0459,12.7325,1.85006,0.00520096,0.713773,3.42118,+
sqv-1,-2.1912,5.08236,G5EF65;X5M5R6,SQuashed Vulva,12.5371,12.2513,11.9727,12.5091,14.5491,14.6486,14.2633,14.5739,5.08236,0.000167742,-2.1912,-14.0028,+
sars-2,-0.305096,0.826162,G5EF77,Seryl Amino-acyl tRNA Synthetase,14.0394,14.1309,14.3654,14.731,14.8204,14.6473,14.3398,14.6796,0.826162,0.0648986,-0.305096,-1.65394,
"CELE_K01G5,9",-2.3117,4.96741,G5EF83,Uncharacterized protein,10.702,10.8088,10.3958,10.6811,12.9346,13.37,12.6654,12.8645,4.96741,0.000151603,-2.3117,-13.382,+
gip-2,-1.88848,1.29839,G5EF84,Gamma-tubulin interacting protein 2,13.0849,13.6412,13.3579,11.1047,15.3761,15.6962,13.4778,14.1924,1.29839,0.0184036,-1.88848,-2.44243,+
"CELE_Y48G10A,1",-0.711995,3.5615,G5EF86,S-formylglutathione hydrolase,15.4313,15.5201,15.3895,15.4168,15.9531,16.3561,16.0614,16.2351,3.5615,0.000545817,-0.711995,-7.57812,+
swsn-1,-1.35364,4.11775,G5EF87;H8ESF3,SWI/SNF nucleosome remodeling complex component,15.4867,15.8319,15.8497,15.7487,16.9579,17.4135,16.903,17.0572,4.11775,0.000152493,-1.35364,-9.52808,+
"CELE_K01D12,15",-2.32763,2.67373,G5EF90,Uncharacterized protein,13.9865,14.5903,14.1315,15.6476,17.1525,17.1858,16.1617,17.1664,2.67373,0.00112441,-2.32763,-5.14787,+
sfa-1,0.358099,0.348518,G5EF97,SF1 protein,14.86,15.0289,14.6278,14.3574,13.2645,15.1122,14.1734,14.8916,0.348518,0.260424,0.358099,0.811228,
"CELE_ZK1128,7",-1.13393,1.76771,G5EF99,Uncharacterized protein,14.1982,14.211,13.9024,13.267,14.9866,14.2908,15.4824,15.3545,1.76771,0.00616421,-1.13393,-3.26822,+
bir-1,-2.27887,4.07864,G5EFA2,BIR (Baculovirus inhibitory repeat) family,15.2161,15.4236,14.5562,14.6425,17.0877,17.3183,17.0164,17.5315,4.07864,0.000146893,-2.27887,-9.37794,+
cpn-1,-0.34973,1.09793,G5EFB5,CPN-1,17.3333,17.3508,17.2328,17.6575,17.5957,18.1038,17.4702,17.8035,1.09793,0.0302193,-0.34973,-2.106,+
rab-8,-0.93934,2.76835,G5EFC1,RAB family,16.172,16.2646,16.5692,16.4672,17.7405,17.0968,17.2694,17.1237,2.76835,0.000902829,-0.93934,-5.37438,+
cdc-5l,-0.288563,0.500237,G5EFC4,Cell Division Cycle related,14.7822,14.6284,14.6276,14.88,14.7086,15.3289,15.5639,14.4712,0.500237,0.162121,-0.288563,-1.09366,
dap-3,1.38039,1.6195,G5EFC8,Mammalian cell Death Associated Protein related,14.1128,13.9779,14.1151,14.6845,11.7815,13.1734,13.8166,12.5972,1.6195,0.00837881,1.38039,2.99975,+
hmt-1,0.326596,0.479101,G5EFD4,Heavy Metal Tolerance factor,14.5459,14.4529,13.8842,14.8371,14.3759,14.6224,13.6227,13.7927,0.479101,0.17208,0.326596,1.05554,
"CELE_F46C5,9",-1.02578,1.74367,G5EFD7,Uncharacterized protein,13.857,13.673,14.1624,14.2087,14.7234,14.7712,14.6379,15.8717,1.74367,0.00645953,-1.02578,-3.2241,+
"CELE_H03A11,2",-0.988375,2.95517,G5EFE3,Uncharacterized protein,18.0563,18.0045,17.4173,17.829,18.941,18.9722,18.5994,18.748,2.95517,0.000776567,-0.988375,-5.84226,+
"C30H7,2",-0.602138,1.85461,G5EFF8;Q304D5,Uncharacterized protein,15.9053,15.797,16.0545,15.7917,16.1616,16.3136,16.5687,16.9132,1.85461,0.00514468,-0.602138,-3.42971,+
eif-2bdelta,0.245411,0.469299,G5EFF9;G5EG28,Eukaryotic Initiation Factor,13.9351,14.1906,13.9115,14.7871,13.844,14.1749,13.6786,14.1451,0.469299,0.177485,0.245411,1.03774,
sel-1,-0.882123,1.93665,G5EFG0,SEL-1,14.29,14.5814,13.9241,13.9804,14.6735,15.5896,14.9291,15.1123,1.93665,0.00434963,-0.882123,-3.5852,+
abcf-2,0.1915,0.432044,G5EFG4,"ABC transporter, class F",16.1653,16.1543,16.1604,16.3825,15.8231,16.535,15.6671,16.0714,0.432044,0.199612,0.1915,0.969384,
ins-17,0.802151,1.40677,G5EFH1,Insulin-like peptide 17,14.1924,14.1236,13.0402,14.0168,13.0805,13.4176,12.7522,12.9141,1.40677,0.0139052,0.802151,2.62742,+
srp-6,-0.12079,0.132121,G5EFH4,SeRPin,14.693,15.2466,14.6943,14.4093,14.673,14.5898,14.4993,15.7642,0.132121,0.559354,-0.12079,-0.35084,
agef-1,-1.86388,1.99584,G5EFH7,Arf-1 Guanine nucleotide Exchange Factor homolog,12.957,12.3426,12.0439,11.8192,13.4545,15.1623,13.3829,14.6186,1.99584,0.00397278,-1.86388,-3.69934,+
cbs-1,-0.199355,0.459389,G5EFH8,Cystathionine Beta-Synthase,16.2458,16.5117,16.186,16.5804,16.7506,16.9683,16.3726,16.2297,0.459389,0.183101,-0.199355,-1.01967,
lec-5,0.117922,0.308766,G5EFI4,Galectin,19.441,19.4041,19.6266,19.7922,19.2319,19.2201,19.5792,19.7611,0.308766,0.297691,0.117922,0.733035,
klp-12,0.0946898,0.142631,G5EFJ0;G5EGS3,Kinesin-like protein,15.8774,15.7651,15.3475,15.7928,15.8331,15.8838,15.7481,14.939,0.142631,0.537067,0.0946898,0.375706,
"C08E8,4",0.514743,1.14452,G5EFJ3,Uncharacterized protein,17.6141,17.8524,17.686,18.0208,17.0632,16.8931,17.2688,17.8892,1.14452,0.0267631,0.514743,2.18371,+
pcp-2,-0.610201,0.819054,G5EFJ8,Prolyl Carboxy Peptidase like,13.6195,13.7344,13.5739,13.7913,15.1171,14.6893,13.5518,13.8018,0.819054,0.0659449,-0.610201,-1.64206,
