geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d15_01,log2 daf2_d15_02,log2 daf2_d15_03,log2 daf2_d15_04,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04, -Log.p.value,Student's T-test q-value daf2_d15_eat2_d15,log2FC,Student's T-test Test statistic daf2_d15_eat2_d15,Sign p-val: 0.05 
"F33D4,4",-3.27434,4.50815,O44186,Putative sphingolipid delta(4)-desaturase,12.1795,12.0207,11.5765,11.9726,14.5713,15.3924,15.0612,15.8218,4.50815,0.00012012,-3.27434,-11.1502,+
rme-2,-2.54596,3.0082,O44191;V6CIR8,Receptor Mediated Endocytosis,13.1212,13.3169,13.6714,13.206,14.7662,16.5617,15.7622,16.4093,3.0082,0.000216582,-2.54596,-5.98031,+
"CELE_ZK185,3",-0.0372393,0.0436099,O44195,Uncharacterized protein,14.591,14.7319,14.1618,15.1966,14.4826,15.1876,14.8983,14.2617,0.0436099,0.74423,-0.0372393,-0.125191,
"F37C4,5",-1.09955,2.94552,O44400,"Protein F37C4,5",19.969,20.0816,20.0309,20.0453,20.7587,21.48,20.859,21.4272,2.94552,0.000211921,-1.09955,-5.81739,+
kgb-1,-0.902946,1.07267,O44408,GLH-binding kinase 1,14.9751,15.7185,14.2568,15.2028,15.0126,16.4052,16.2311,16.1162,1.07267,0.0185946,-0.902946,-2.06396,+
"T07A9,8",-1.83504,2.52486,O44410,Ribosomal RNA-processing protein 8,15.4273,14.8389,16.007,16.2096,16.9049,17.9315,17.3021,17.6845,2.52486,0.000611866,-1.83504,-4.80469,+
nog-1,-2.23767,3.36589,O44411,Nucleolar GTP-binding protein 1,14.8361,16.3219,15.4082,15.2864,17.5807,17.8021,17.5619,17.8586,3.36589,0.000153473,-2.23767,-6.97841,+
"CELE_T07A9,10",-1.3213,1.9538,O44412,Uncharacterized protein,13.6652,13.3747,13.4339,12.2947,14.2728,14.8981,14.0787,14.8041,1.9538,0.00218986,-1.3213,-3.6181,+
May-02,-1.26603,4.8396,O44441,"ATPase inhibitor mai-2, mitochondrial",21.0016,21.2403,20.9952,20.9897,22.1211,22.4396,22.2759,22.4543,4.8396,8.15E-05,-1.26603,-12.7223,+
"B0546,5;CELE_F16D3,6",-1.95208,2.38956,O44442;Q19494,Uncharacterized protein,12.6783,14.2846,13.2207,12.4558,14.934,15.4869,14.8343,15.1926,2.38956,0.000732919,-1.95208,-4.50596,+
"C02B10,3",-2.36588,4.57954,O44443,"EGF-like domain-containing protein C02B10,3",16.8896,16.8043,16.1759,16.8159,18.8652,19.0653,18.8469,19.3719,4.57954,0.000129032,-2.36588,-11.4727,+
"C02B10,4",-0.428995,3.02853,O44444,Uncharacterized protein,16.4529,16.2448,16.2419,16.3268,16.7221,16.6838,16.6805,16.896,3.02853,0.000218617,-0.428995,-6.03391,+
snpn-1,1.37284,0.932804,O44445,SNAPIN protein homolog,14.5982,15.9684,17.9012,16.4882,15.7396,14.2844,14.7821,14.6586,0.932804,0.0268098,1.37284,1.83157,+
pdhb-1,-3.18791,4.16266,O44451,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",16.7011,17.1074,16.4843,17.0824,20.7914,20.1791,19.6458,19.5106,4.16266,9.29E-05,-3.18791,-9.70318,+
grd-10,-1.12871,2.26933,O44471,GRounDhog (Hedgehog-like family),16.943,17.2052,16.5011,16.71,18.0708,17.6768,17.5853,18.5413,2.26933,0.000933691,-1.12871,-4.25026,+
hoe-1,-0.63141,1.83303,O44476,Ribonuclease Z,16.4988,16.5013,15.9943,16.0812,16.8396,16.7853,17.2768,16.6997,1.83303,0.00262717,-0.63141,-3.3893,+
tim-17,-3.13358,4.41674,O44477,Probable mitochondrial import inner membrane translocase subunit Tim17,12.2037,11.7817,11.6953,11.7932,14.6695,15.5422,14.429,15.3675,4.41674,0.00011257,-3.13358,-10.7494,+
rpl-20,-2.15007,3.53208,O44480,60S ribosomal protein L18a,17.354,17.5024,17.5133,17.7146,18.9378,19.9847,19.5649,20.1973,3.53208,0.000135307,-2.15007,-7.48532,+
set-9,1.22718,3.02359,O44498,Histone-lysine N-methyltransferase set-9,16.572,16.0894,15.6257,16.114,14.9838,14.9867,14.7518,14.7701,3.02359,0.000218151,1.22718,6.02086,+
fnta-1,-3.3096,4.7673,O44501,"FarNesylTransferase, Alpha subunit",15.326,14.8236,14.8609,15.6908,18.3531,18.5607,18.1102,18.9156,4.7673,7.63E-05,-3.3096,-12.3627,+
cogc-8,-3.207,6.05597,O44502,Conserved oligomeric Golgi complex subunit 8,11.7903,11.7654,11.6143,12.0564,14.9905,15.3723,14.7863,14.9051,6.05597,0.000375,-3.207,-20.4888,+
"CELE_R02D3,1",-2.015,2.82413,O44503;U4PFH6,Uncharacterized protein,17.139,15.9674,16.1785,16.5847,18.2048,18.8648,17.8929,18.9671,2.82413,0.000258824,-2.015,-5.51113,+
"CELE_F42G8,10",-2.73908,5.48274,O44509,Uncharacterized protein,16.1131,16.2284,16.7137,16.7441,19.1191,19.2936,19.1832,19.1597,5.48274,0.000171429,-2.73908,-16.386,+
moc-3,-2.76526,4.45449,O44510,Adenylyltransferase and sulfurtransferase MOCS3,12.1137,11.9233,11.2933,11.9254,14.3672,14.5286,14.3211,15.0998,4.45449,0.000115607,-2.76526,-10.9133,+
sph-1,-2.72573,7.78353,O44511,SynaptoPHysin,15.3195,15.2412,15.2115,15.0101,17.9646,17.9318,17.8814,17.9075,7.78353,0,-2.72573,-39.9417,+
isp-1,-1.49139,3.85214,O44512,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",19.3953,19.4441,19.797,20.0003,20.8757,21.2383,21.1627,21.3255,3.85214,0.000107837,-1.49139,-8.54869,+
"CELE_F56A11,5",0.433359,0.723723,O44517;U4PC34,Uncharacterized protein,14.9088,15.102,14.6493,14.3021,14.8815,14.4976,13.8597,13.9901,0.723723,0.0492319,0.433359,1.48174,+
gex-2,-2.26358,2.9437,O44518,Cytoplasmic FMR1-interacting protein homolog,14.0616,13.6469,13.937,15.2524,16.9606,16.4224,16.2137,16.3557,2.9437,0.000211658,-2.26358,-5.8127,+
acdh-3,-0.695519,0.964374,O44549,Acyl CoA DeHydrogenase,16.8192,17.476,17.5259,16.8255,17.2637,18.6289,17.444,18.0921,0.964374,0.0246348,-0.695519,-1.88401,+
"CELE_K06A5,2",-3.86323,5.61525,O44551,Uncharacterized protein,12.2286,12.0261,11.7463,12.0228,15.6439,16.0985,15.431,16.3032,5.61525,0.00020979,-3.86323,-17.2571,+
alh-5,-0.302829,0.36646,O44555,Aldehyde dehydrogenase,15.5233,13.9446,14.8803,14.9043,14.8612,15.4136,14.8576,15.3314,0.36646,0.152175,-0.302829,-0.845853,
"CELE_T22B11,4",-4.44923,5.14658,O44561,Uncharacterized protein,11.8108,11.8076,11.6974,12.0712,16.7523,15.8245,16.8717,15.7354,5.14658,0.000110497,-4.44923,-14.3614,+
lam-1,-1.91176,5.98051,O44565,"LAMinin related, See also lmb",17.3847,17.4185,17.1637,17.4551,19.2616,19.3587,19.0708,19.3779,5.98051,0.000331492,-1.91176,-19.8965,+
"CELE_W03F8,4",-2.37579,5.26063,O44566,Uncharacterized protein,15.8116,16.0613,16.0188,15.9482,18.7074,18.4419,18.0768,18.1169,5.26063,0.000127932,-2.37579,-15.0199,+
"W03F8,3",-2.99779,5.07098,O44568,"Probable peptide chain release factor 1, mitochondrial",12.018,11.6904,11.5772,11.6081,14.8622,14.1901,14.7512,15.0812,5.07098,0.00010118,-2.99779,-13.9401,+
tni-4,-3.42551,4.27412,O44572,Troponin I 4,14.4651,14.5701,14.0572,14.3012,17.2998,18.5511,17.2087,18.0359,4.27412,0.00010101,-3.42551,-10.1502,+
"CELE_F48G7,5;CELE_F48G7,8",0.161942,0.0581481,O44585;O44587,Uncharacterized protein,15.8444,16.052,12.3282,16.4828,14.9984,15.4767,14.4215,15.1631,0.0581481,0.67486,0.161942,0.164572,
hacd-1,-3.02357,5.27856,O44608,Hydroxy-Acyl-CoA Dehydrogenase,12.0465,12.0214,11.668,11.9426,14.6428,14.7175,14.9723,15.4403,5.27856,0.000131579,-3.02357,-15.126,+
"CELE_K11D12,7",-1.53333,3.80495,O44622,Uncharacterized protein,17.0868,16.7934,16.6999,16.7829,18.0887,18.3469,18.2268,18.834,3.80495,0.000104369,-1.53333,-8.38423,+
pqn-51,-0.771513,1.5373,O44625,Prion-like-(Q/N-rich)-domain-bearing protein,14.3528,13.7864,14.2443,14.9497,14.8892,15.186,14.9198,15.4243,1.5373,0.00582819,-0.771513,-2.85423,+
cyp-35a5,-3.08677,4.8396,O44649,CYtochrome P450 family,12.1888,12.0189,11.4333,11.6618,14.4871,15.2875,14.8082,15.0671,4.8396,8.16E-05,-3.08677,-12.7223,+
cyp-34a8,-2.67687,3.34616,O44658,CYtochrome P450 family,12.8367,12.7517,13.3442,13.6035,14.9215,16.0726,15.7784,16.471,3.34616,0.000152216,-2.67687,-6.92014,+
nlp-31;nlp-29;nlp-28,2.95985,4.39123,O44662;O44664;O44665,Neuropeptide-like protein 31;Neuropeptide-like protein 29;Neuropeptide-like protein 28,17.8431,17.422,18.1477,17.2145,14.4706,15.0947,14.9096,14.3129,4.39123,0.000110294,2.95985,10.6399,+
"C14C6,6",-0.348989,0.49605,O44670,Uncharacterized protein,14.4313,14.3277,14.8161,14.1231,14.9802,15.4871,14.3839,14.2429,0.49605,0.0960435,-0.348989,-1.08614,
"C14C6,2",0.677177,1.28205,O44675,Uncharacterized protein,18.0182,17.9972,18.0831,18.5747,18.1848,17.3744,17.3734,17.032,1.28205,0.0104853,0.677177,2.41476,+
cpn-4,-2.56567,3.16239,O44727,CalPoNin,16.6492,16.1868,17.4482,17.319,18.7997,19.8034,19.2634,19.9993,3.16239,0.00018075,-2.56567,-6.39586,+
prp-17,-2.42605,3.55846,O44729,Yeast PRP (Splicing factor) related,13.4062,14.1186,13.5976,14.7736,16.1851,16.3688,16.398,16.6482,3.55846,0.000137265,-2.42605,-7.56849,+
zig-7,-1.73811,3.23687,O44730,Zwei Ig domain protein zig-7,13.0339,13.3761,12.8787,12.7081,14.9723,15.059,14.8296,14.0882,3.23687,0.000186047,-1.73811,-6.6044,+
"CELE_F54D7,2",1.18339,2.52878,O44732,Uncharacterized protein,15.8903,16.1223,16.3421,16.0523,15.0295,14.3034,14.9438,15.3966,2.52878,0.000612303,1.18339,4.81355,+
"CELE_F57B10,8",-2.70101,4.30822,O44734,Uncharacterized protein,12.3024,11.932,11.7525,11.8452,14.6164,14.9275,15.072,14.0203,4.30822,0.00010327,-2.70101,-10.2906,+
"CELE_F57B10,5",-0.753991,1.1724,O44738,Uncharacterized protein,13.8242,14.2662,14.1416,14.2999,14.6044,15.4917,14.1205,15.3313,1.1724,0.0142124,-0.753991,-2.23033,+
bag-1,-1.3991,4.10887,O44739,BAG family molecular chaperone regulator 1,16.7667,16.9289,16.5266,16.5448,17.8025,18.2509,18.0266,18.2833,4.10887,8.88E-05,-1.3991,-9.49383,+
"CELE_F57B10,4",-3.33944,4.90687,O44741,Uncharacterized protein,12.2084,11.1721,11.6937,12.093,14.9182,15.1272,15.0709,15.4086,4.90687,8.65E-05,-3.33944,-13.0656,+
app-1,-1.32241,3.41318,O44750,Xaa-Pro aminopeptidase app-1,16.6246,16.5247,16.5763,16.8282,17.9195,18.1659,17.4893,18.2689,3.41318,0.000127047,-1.32241,-7.11969,+
"CELE_F33D11,10;CELE_Y65B4A,6",-0.53305,1.21587,O44781;Q9BL61,Uncharacterized protein,16.9648,16.601,17.0484,17.3562,17.3695,17.9024,17.1301,17.7005,1.21587,0.0125871,-0.53305,-2.30321,+
vpr-1,-0.43155,1.19547,O44782,Major sperm protein,16.8635,16.8763,16.7717,17.109,17.0512,17.6772,17.0148,17.6034,1.19547,0.0132991,-0.43155,-2.26897,+
usp-39,-3.99865,3.8543,O44787,Ubiquitin Specific Protease,14.2431,14.8094,14.6901,12.8141,18.2055,18.3216,18.1379,17.8864,3.8543,0.00010804,-3.99865,-8.5563,+
bath-4,-4.01516,5.78379,O44815,BTB and MATH domain containing,14.5513,14.1222,14.5693,15.0295,18.3049,18.6554,18.5226,18.8501,5.78379,0.000252101,-4.01516,-18.4298,+
fgt-1,-1.39312,3.73166,O44827,Facilitated glucose transporter protein 1,16.1185,16.3535,15.8484,16.1833,17.2557,17.8558,17.3512,17.6135,3.73166,0.000101117,-1.39312,-8.13424,+
nep-2,1.64596,2.62411,O44857,Neprilysin-2,16.0845,17.3836,16.2545,16.2843,14.8384,14.5767,14.7785,15.2295,2.62411,0.000418502,1.64596,5.03174,+
clec-150,-2.80195,4.37623,O44871,C-type LECtin,14.2361,14.7088,14.3514,15.1253,17.1845,17.9226,17.2263,17.296,4.37623,0.000108108,-2.80195,-10.576,+
inx-13,-3.14402,4.73249,O44887,Innexin,16.9685,16.311,16.212,17.0945,19.5154,19.9651,19.6396,20.0419,4.73249,0.000148331,-3.14402,-12.193,+
"CELE_ZK484,3",-3.26366,6.03577,O44895,Uncharacterized protein,14.9001,15.0673,14.4611,14.886,18.0337,18.2375,17.8483,18.2498,6.03577,0.000363636,-3.26366,-20.3286,+
haf-9,-4.61973,5.64478,O44897,HAlF transporter (PGP related),15.2044,15.2532,14.7944,15.2786,19.1467,19.6195,20.0036,20.2396,5.64478,0.000216606,-4.61973,-17.4572,+
msrp-2,-2.47913,5.2704,O44898,MS Related Protein,17.6455,17.7533,17.2286,17.6438,19.7463,20.1519,19.9988,20.2907,5.2704,0.000130152,-2.47913,-15.0776,+
pck-1,-0.726075,2.31371,O44906,Phosphoenolypyruvate CarboxyKinase,18.8305,18.4864,18.9804,19.01,19.8038,19.2596,19.6528,19.4953,2.31371,0.000865378,-0.726075,-4.34363,+
"CELE_W10G11,19",1.20832,2.05544,O44923,Uncharacterized protein,15.7892,16.2057,15.4032,16.7113,14.5185,15.2168,14.8155,14.7253,2.05544,0.00163234,1.20832,3.81602,+
"C17F3,1",-2.77939,4.03498,O44946,Uncharacterized protein,15.6148,16.5594,15.5849,15.9973,18.7372,18.8623,18.1687,19.1059,4.03498,0.000121469,-2.77939,-9.21278,+
"C34B2,5",-3.71064,3.45205,O44951,Uncharacterized protein,15.0615,15.1201,14.4284,15.0295,17.297,19.3316,18.4817,19.3716,3.45205,0.00012962,-3.71064,-7.23758,+
lonp-1,-2.2664,5.6567,O44952,"Lon protease homolog, mitochondrial",14.863,14.9204,15.2605,15.2386,17.2182,17.5608,17.2654,17.3038,5.6567,0.000218978,-2.2664,-17.5386,+
"C34B2,10",-2.44664,3.42034,O44953,Probable signal peptidase complex subunit 1,14.7514,14.9183,14.7875,14.8024,16.9109,17.7716,16.4758,17.8879,3.42034,0.000127554,-2.44664,-7.1413,+
sdha-2,-1.74577,3.69688,O44954,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",16.1736,16.5315,15.9571,16.0203,17.4995,18.3188,18.0552,17.7922,3.69688,0.000147381,-1.74577,-8.01785,+
"C34B2,8",-2.20622,3.29782,O44955,Uncharacterized protein,15.6035,15.5789,15.6147,15.2267,16.829,18.1901,17.7201,18.1094,3.29782,0.000189394,-2.20622,-6.77904,+
riok-1,-4.84335,5.51348,O44959,Serine/threonine-protein kinase RIO1,12.8241,11.8871,13.0173,13.0278,17.7086,17.343,17.3485,17.7296,5.51348,0.000180723,-4.84335,-16.5842,+
"CELE_F56C11,3",-0.189842,0.121415,O44975,Sulfhydryl oxidase,14.5945,15.4769,15.8113,13.2978,14.935,15.4406,14.8794,14.685,0.121415,0.453834,-0.189842,-0.325145,
"CELE_K02F2,5",1.21185,2.03967,O44983,Uncharacterized protein,15.7552,15.2722,16.2883,16.2735,14.6272,14.2686,14.5802,15.2656,2.03967,0.0017098,1.21185,3.78497,+
teg-4,-1.98581,3.87196,O44985,Tumorous Enhancer of Glp-1(Gf),15.2658,15.7028,15.0134,15.1677,17.0056,17.3678,16.9863,17.7333,3.87196,0.000109137,-1.98581,-8.61859,+
"CELE_K09H9,8",-0.620778,1.16343,O44990,Uncharacterized protein,13.6576,14.2117,13.7455,13.4616,14.5414,14.0912,13.9557,14.9714,1.16343,0.0145195,-0.620778,-2.21531,+
lpd-6,-2.05511,5.12871,O44991,LiPid Depleted,14.5076,14.9683,14.778,14.7309,16.8803,16.7648,17.0382,16.522,5.12871,0.000107527,-2.05511,-14.2608,+
"CELE_K09H9,2",-4.38108,2.84274,O44992,Uncharacterized protein,12.2606,12.0281,9.31108,12.0472,16.7314,15.5341,15.8782,15.0276,2.84274,0.000260561,-4.38108,-5.55731,+
"CELE_K12C11,1",-2.45885,3.80874,O44995,Uncharacterized protein,17.9171,17.3493,18.0804,18.3121,20.0439,20.8088,19.9891,20.6525,3.80874,0.000104814,-2.45885,-8.39734,+
"CELE_W10C8,5",-1.33309,2.04591,O45011,Uncharacterized protein,16.997,16.6961,17.3739,17.3032,18.4073,18.929,17.5437,18.8226,2.04591,0.00169575,-1.33309,-3.79723,+
nol-5,-2.53784,5.26563,O45012,NucleOLar protein,17.0716,16.9411,16.4778,16.8109,19.1249,19.5688,19.2268,19.5322,5.26563,0.000128755,-2.53784,-15.0494,+
"CELE_W01B11,6",0.518405,0.431409,O45017,Uncharacterized protein,15.0317,15.2372,15.2031,15.7386,15.0294,15.4315,13.2691,15.407,0.431409,0.119442,0.518405,0.968208,
"C35B1,5",0.80213,1.45712,O45060,Uncharacterized protein,19.0775,19.0215,18.8873,19.194,17.6865,18.541,17.8395,18.9048,1.45712,0.00686203,0.80213,2.71434,+
"C11D2,4",-2.76089,1.90715,O45069,Uncharacterized protein,13.5159,15.5808,11.9518,13.131,15.9057,16.3356,16.1302,16.8516,1.90715,0.00232694,-2.76089,-3.52893,+
"CELE_F53H1,3",-5.33493,6.50756,O45074,Uncharacterized protein,12.276,11.9219,12.4344,12.1166,17.499,17.5345,17.065,17.9902,6.50756,0,-5.33493,-24.4103,+
"CELE_F53H1,4",-2.8787,2.98486,O45075;Q86MG4,Uncharacterized protein,13.6621,14.8814,14.0602,14.457,18.0272,17.488,16.1035,16.9568,2.98486,0.000214495,-2.8787,-5.91927,+
"C17H12,8",-0.86624,0.427323,O45078,Uncharacterized protein,14.4939,11.2469,15.2298,14.4407,14.494,14.9751,14.3895,15.0176,0.427323,0.121113,-0.86624,-0.960635,
"C17H12,11",-0.0197201,0.0335328,O45082,Uncharacterized protein,16.3197,16.6578,16.2881,16.8115,16.2907,16.7256,16.8838,16.2559,0.0335328,0.798193,-0.0197201,-0.0972522,
"C17H12,4",0.135146,0.467544,O45083,Uncharacterized protein,15.09,15.1806,15.203,15.1732,15.169,14.773,14.8512,15.3131,0.467544,0.105603,0.135146,1.03455,
"C17H12,2",-2.97856,3.80164,O45086,Uncharacterized protein,12.3032,11.6861,11.6173,11.1026,14.3325,15.423,14.4607,14.4073,3.80164,0.000104179,-2.97856,-8.37281,+
dyci-1,-2.19396,5.55135,O45087,"DYnein Chain, light Intermediate",15.516,15.2139,15.2552,15.4799,17.2959,17.6694,17.4979,17.7778,5.55135,0.000193548,-2.19396,-16.8316,+
faah-3,-2.78183,4.13113,O45089,Fatty Acid Amide Hydrolase homolog,12.2748,12.0944,11.6427,11.9086,14.3432,15.5009,14.501,14.7028,4.13113,9.01E-05,-2.78183,-9.57995,+
"CELE_F57H12,6",-1.13648,1.83191,O45097,Uncharacterized protein,16.2854,15.528,16.2367,16.1095,17.996,16.7837,16.7788,17.1468,1.83191,0.0026256,-1.13648,-3.38721,+
mec-17,-2.92676,3.26591,O45100,Alpha-tubulin N-acetyltransferase 1,13.5533,13.4002,12.36,12.4814,14.9812,15.9244,16.2486,16.3478,3.26591,0.000187705,-2.92676,-6.68717,+
ech-5,-1.71371,1.65286,O45106,Enoyl-CoA Hydratase,15.9727,15.9389,16.0934,16.3179,18.3921,18.2193,16.1394,18.4269,1.65286,0.00415062,-1.71371,-3.05947,+
mrpl-2,0.176456,0.251076,O45110,"Mitochondrial Ribosomal Protein, Large",14.8987,15.5327,15.0179,14.2934,14.7102,14.4616,14.7612,15.1038,0.251076,0.240157,0.176456,0.615306,
"C05D2,8",-0.746518,2.19532,O45136,Uncharacterized protein,13.7379,14.4369,14.1933,13.9717,15.0427,14.5695,14.7703,14.9434,2.19532,0.00106457,-0.746518,-4.09712,+
"C34H4,1",2.89604,2.97212,O45144,Uncharacterized protein,17.6605,17.7056,17.3184,17.2904,14.1242,15.4543,13.4764,15.3358,2.97212,0.000213511,2.89604,5.88613,+
era-1,0.188003,0.145459,O45146,Embryonic mRna (mRNA) Anterior,14.3202,15.3589,14.9132,16.4776,14.9095,15.2887,14.6521,15.4677,0.145459,0.397433,0.188003,0.382337,
dlst-1,-1.95439,1.53776,O45148,DihydroLipoamide S-SuccinylTransferase,18.2948,18.0423,18.1092,18.5726,21.2717,21.4775,19.0497,19.0377,1.53776,0.00579725,-1.95439,-2.85505,+
sna-1,0.784266,0.852673,O45149,Small Nuclear RNA (snRNA) Associated protein,15.162,15.783,14.7481,15.2365,14.7581,14.2859,13.4039,15.3447,0.852673,0.0336107,0.784266,1.69821,+
fbxa-65,-0.888093,1.42515,O45159,F-box A protein,14.2747,14.4556,13.6663,13.7133,14.9601,15.0456,14.1837,15.4729,1.42515,0.00747215,-0.888093,-2.65907,+
folt-2,-2.93703,3.94399,O45166,Folate-like transporter 2,12.2772,11.5491,11.7151,11.8434,14.9601,15.4995,14.5359,14.1375,3.94399,0.000115436,-2.93703,-8.87687,+
ifc-1,-2.79813,4.63093,O45168,Intermediate filament protein ifc-1,17.3318,16.7701,17.4567,17.917,20.1891,20.1374,20.2592,20.0823,4.63093,0.00013468,-2.79813,-11.7102,+
"CELE_K07H8,10",-3.54833,6.0921,O45181,Uncharacterized protein,16.1805,16.0421,16.1363,16.1977,19.3999,20.108,19.438,19.804,6.0921,0.000379747,-3.54833,-20.7784,+
ads-1,-3.04017,5.51135,O45218,Alkyldihydroxyacetonephosphate synthase,14.6554,14.8818,15.0073,14.9227,17.6872,17.6179,17.968,18.3549,5.51135,0.000179641,-3.04017,-16.5705,+
rpl-29,-2.87639,5.61055,O45226,60S ribosomal protein L29,12.0115,11.9795,11.6503,12.1051,14.8772,15.0254,14.929,14.4204,5.61055,0.000206897,-2.87639,-17.2255,+
"B0513,4",1.41634,2.07859,O45227,Uncharacterized protein,20.0937,19.5054,19.9559,20.2241,18.0685,18.8902,17.8798,19.2752,2.07859,0.00157302,1.41634,3.86182,+
"B0513,5",-2.72445,1.4718,O45228,"Proline dehydrogenase 1, mitochondrial",14.4817,14.5274,14.503,15.0239,16.2623,17.0314,20.2312,15.909,1.4718,0.0066844,-2.72445,-2.7398,+
"C04H5,1",-0.945478,1.42573,O45241,Multifunctional methyltransferase subunit TRM112-like protein,14.0186,14.1188,15.1494,15.1124,15.9324,15.3693,15.7387,15.1407,1.42573,0.00744018,-0.945478,-2.66008,+
mog-4,-0.302407,0.235193,O45244,Probable pre-mRNA-splicing factor ATP-dependent RNA helicase mog-4,14.277,15.2076,14.0766,13.98,14.6103,15.5286,13.5031,15.1089,0.235193,0.256926,-0.302407,-0.581865,
dlat-2,0.231567,0.931467,O45279,DihydroLipoyllysine-residue AcetylTransferase,15.147,15.3284,14.9637,15.0665,14.8685,15.116,14.6355,14.9593,0.931467,0.0268947,0.231567,1.82935,+
gly-8,-1.28658,1.61654,O45293,Probable N-acetylgalactosaminyltransferase 8,14.1452,13.1603,14.6661,15.1176,15.3088,15.6763,15.6881,15.5621,1.61654,0.0046395,-1.28658,-2.99447,+
ddo-1,-2.63621,3.43084,O45307,D-aspartate oxidase 1,11.9134,11.9186,11.5,11.7817,14.273,15.2421,13.54,14.6034,3.43084,0.000128257,-2.63621,-7.17306,+
"C49A1,10",0.477895,2.34797,O45310,Uncharacterized protein,15.92,16.1652,16.0142,16.1198,15.5356,15.6474,15.7828,15.3419,2.34797,0.000782757,0.477895,4.41651,+
"C54E10,6",-4.91819,3.45817,O45316,Uncharacterized protein,15.8533,12.993,15.1437,15.6953,19.477,20.2092,19.769,19.9028,3.45817,0.000130346,-4.91819,-7.25628,+
tin-13,-0.164877,0.254952,O45319,Mitochondrial import inner membrane translocase subunit tim-13,17.8944,18.2806,17.4047,17.4013,17.5916,18.3438,17.8449,17.8603,0.254952,0.23688,-0.164877,-0.623396,
osm-11,-2.5013,4.3233,O45346,Uncharacterized protein,18.1654,18.5583,17.5207,17.9449,20.7044,20.2582,20.516,20.7159,4.3233,0.000104076,-2.5013,-10.3533,+
"CELE_F14H3,6",0.0454428,0.0499863,O45367,Uncharacterized protein,14.9415,14.8396,14.8079,14.7295,14.6826,15.142,13.9404,15.3718,0.0499863,0.712966,0.0454428,0.142594,
"CELE_F17B5,1",-3.71187,3.18324,O45373,Uncharacterized protein,11.8482,10.1192,12.4706,10.3695,14.8754,15.047,15.0294,14.7031,3.18324,0.000181901,-3.71187,-6.45371,+
tps-2,-1.87799,3.84213,O45380,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 2",14.9567,14.7976,14.9307,15.4318,17.0441,16.9621,16.4157,17.2069,3.84213,0.000107299,-1.87799,-8.51358,+
mltn-9,-2.87586,2.76369,O45381,MLt-TeN (Mlt-10) related,12.0978,11.8056,11.0501,11.9515,15.0054,13.1908,14.8456,15.3667,2.76369,0.000276817,-2.87586,-5.36305,+
"CELE_F21H7,5",1.04848,1.61645,O45386,Major sperm protein,15.8821,15.8344,15.7701,15.7428,13.7656,15.0082,14.8719,15.3897,1.61645,0.00463818,1.04848,2.99431,+
"CELE_F22B8,7",0.917543,1.2667,O45394,Uncharacterized protein,14.4128,15.8172,15.7535,16.066,14.5297,14.6818,14.3697,14.798,1.2667,0.0109673,0.917543,2.38882,+
"CELE_F22G12,4",-3.06391,3.43797,O45398,Uncharacterized protein,12.7793,12.4518,14.1459,13.7622,16.2246,16.494,16.006,16.6704,3.43797,0.000128773,-3.06391,-7.19468,+
exl-1,-1.21176,1.38234,O45405,Chloride intracellular channel exl-1,13.2523,12.9228,13.3268,14.1191,13.6709,15.4181,14.2917,15.0873,1.38234,0.00833515,-1.21176,-2.58548,+
kbp-3,-2.42201,3.43143,O45406,Kinetochore-binding protein 3,14.3782,14.9785,13.9793,13.7452,16.7245,16.3944,16.3958,17.2545,3.43143,0.000128385,-2.42201,-7.17486,+
"CELE_F31D4,2",-1.63451,2.88126,O45417,Uncharacterized protein,13.4168,13.2777,12.5872,13.4382,14.7502,15.1773,14.2535,15.0768,2.88126,0.00022687,-1.63451,-5.65377,+
fkb-6,-2.67872,5.57886,O45418,Peptidylprolyl isomerase,17.1062,17.2087,17.3357,17.4838,19.7493,20.1928,19.7098,20.1975,5.57886,0.00020339,-2.67872,-17.0135,+
mccc-1,-0.995735,2.45575,O45430,MethylCrotonoyl-Coenzyme A Carboxylase (Alpha),17.0002,17.0322,16.847,17.0294,17.6612,18.2488,17.5708,18.411,2.45575,0.000641179,-0.995735,-4.65061,+
"CELE_F32B6,3",-1.71595,2.50837,O45431,Uncharacterized protein,14.2932,14.1552,13.7422,14.5084,15.2101,16.7023,16.061,15.5893,2.50837,0.000631804,-1.71595,-4.76765,+
clec-62,-0.643488,0.648,O45440;O45441,C-type LECtin,13.0671,14.1032,14.9107,13.906,13.7953,14.773,14.9208,15.072,0.648,0.0608964,-0.643488,-1.35268,
clec-65,-2.03765,4.34937,O45443,C-type LECtin,18.7575,19.0188,18.1863,18.3991,20.6214,20.7298,20.4604,20.7007,4.34937,0.000106007,-2.03765,-10.4624,+
clec-63,-3.22528,6.35161,O45444,C-type LECtin,19.7393,19.6851,19.5549,19.7488,22.6595,22.8864,22.8024,23.281,6.35161,0,-3.22528,-22.9794,+
