geneName,log2FC,pvalue,Leading.proteins,Proteins,Protein.names,Positions.within.proteins,Localization.prob,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04, -Log.p.value, Student's T-test q-value N2_d15_N2_d5,log2FC,Student's T-test Test statistic N2_d15_N2_d5,Sign p-val: 0.05 
brp-1,0.165402,0.356384,I2HAF4,I2HAF4;I2HAF6;Q9U1S2;Q67X91,,18;18;18;18,1,29.6276,29.1112,28.6807,29.0805,28.8903,28.8923,28.958,29.0977,0.356384,0.290715,0.165402,0.826456,
brp-1,0.623132,0.858418,I2HAF4,I2HAF4;I2HAF6;Q9U1S2;Q67X91,,3;3;3;3,1,27.3357,27.3295,27.6961,26.933,27.0276,26.2612,26.0494,27.4635,0.858418,0.0672294,0.623132,1.70779,
rpl-30,-1.83857,2.3983,I2HAJ2;Q9XWS4,I2HAJ2;Q9XWS4,,17;38,1,21.2496,19.5145,20.1857,20.1648,21.622,22.548,22.1438,22.155,2.3983,0.00224311,-1.83857,-4.52492,+
rpl-30,-2.24683,2.7611,I2HAJ2,I2HAJ2,,4,1,20.0665,18.3097,19.1222,18.9494,21.8423,21.5351,20.8754,21.1823,2.7611,0.00102738,-2.24683,-5.35677,+
his-40;his-2;his-74,0.477128,0.736151,K7ZUH9;Q27532,K7ZUH9;P08898;Q27532,Histone H3;Histone H3.3-like type 2,80;80;80,1,25.6692,25.0302,25.971,25.754,25.5159,24.5302,24.9281,25.5418,0.736151,0.0942671,0.477128,1.50276,
his-40;his-2,-1.15634,0.56029,K7ZUH9,K7ZUH9;P08898,Histone H3,37;37,0.819633,21.2593,21.3895,21.2235,17.4404,21.4971,21.448,21.4924,21.5006,0.56029,0.156682,-1.15634,-1.20036,
zbp-1,-0.580791,0.48941,Q6A582,Q6A582;K8ERX1;Q21605;K8FE02,,251;251;375;375,1,21.4781,20.6192,19.2952,19.864,21.6213,20.3753,20.8034,20.7797,0.48941,0.192841,-0.580791,-1.07417,
cdh-12,-2.0834,2.23637,K8F801,K8F801,,1704,1,18.8653,19.3457,18.3619,20.3757,21.3529,21.3414,20.6762,21.9118,2.23637,0.00354562,-2.0834,-4.18166,+
lev-11,-4.24039,4.15521,K8FDX2,K8FDX2,,266,1,19.5494,21.2769,20.1634,21.2451,24.7641,24.8377,25.0628,24.5317,4.15521,0,-4.24039,-9.67393,+
,-1.52951,1.01175,K8FDZ1,K8FDZ1;Q17786,,1155;351,0.5,18.0084,19.4614,21.4522,20.8655,21.2486,21.5058,21.3389,21.8123,1.01175,0.0477224,-1.52951,-1.96269,+
,-1.0933,0.703036,K8FDZ1,K8FDZ1;Q17786,,1156;352,0.5,18.3357,18.4254,20.4056,20.71,19.5417,20.7795,21.5348,20.3938,0.703036,0.104537,-1.0933,-1.44666,
,-2.20794,2.18254,L8E833;Q23179,L8E833;Q23179,,293;301,1,19.3605,21.0966,20.8708,19.6716,21.737,22.157,23.2602,22.6771,2.18254,0.00392473,-2.20794,-4.071,+
,4.89893,6.04702,L8E833;Q23179,L8E833;Q23179,,401;409,1,31.0056,30.4705,29.9988,30.4131,25.5837,25.7443,25.7397,25.2246,6.04702,0,4.89893,20.4176,+
,0.992424,0.747622,L8E833;Q23179,L8E833;Q23179,,104;104,0.936167,22.5523,23.3938,24.1864,24.7677,23.743,23.1713,22.1711,21.8451,0.747622,0.091436,0.992424,1.52212,
,3.01739,3.06124,L8E833;Q23179,L8E833;Q23179,,106;106,0.757092,23.342,23.3938,24.4293,24.7677,21.6008,20.0305,21.0157,21.2162,3.06124,0.00063837,3.01739,6.12088,+
,0.574452,0.735991,L8E833;Q23179,L8E833;Q23179,,236;236,1,24.5805,25.3487,24.9102,26.1107,24.6476,24.1266,24.9369,24.9413,0.735991,0.0943528,0.574452,1.50248,
,-1.15517,2.06311,L8E833;Q23179,L8E833;Q23179,,251;251,1,26.534,26.1866,25.8315,26.4144,27.1748,26.888,27.4237,28.1007,2.06311,0.00508333,-1.15517,-3.83116,+
,0.175922,0.0817023,L8E833;Q23179,L8E833;Q23179,,258;258,1,25.2796,24.1843,25.5491,26.0952,26.1451,23.8351,24.072,26.3522,0.0817023,0.745487,0.175922,0.22626,
,-4.42499,4.01337,L8E833;Q23179,L8E833;Q23179,,289;297,0.999146,19.3188,19.7659,18.9946,17.8667,23.6895,24.0222,22.9848,22.9495,4.01337,0.000219178,-4.42499,-9.13201,+
ZK688.5,3.13897,3.51605,L8EC34,L8EC34;P34675,Uncharacterized protein ZK688.5,297;297,1,24.3853,23.1271,25.0663,24.1671,20.9972,20.9976,21.4079,20.7874,3.51605,0.000255102,3.13897,7.43513,+
ifb-2,-2.40561,1.58919,M1Z854,M1Z854;Q19286,Intermediate filament protein ifb-2,255;255,1,24.7684,25.5516,22.643,24.078,25.2325,27.7158,26.5433,27.1718,1.58919,0.0124772,-2.40561,-2.94583,+
ifb-2,-0.883035,0.609872,M1Z854,M1Z854;Q19286,Intermediate filament protein ifb-2,341;341,1,19.9321,20.4272,18.4628,21.6141,20.5958,21.513,21.1599,20.6997,0.609872,0.136425,-0.883035,-1.28691,
ifb-2,-1.05955,0.690456,M1Z854,M1Z854;Q19286,Intermediate filament protein ifb-2,88;88,1,18.9395,21.236,18.7842,19.8453,19.6692,21.3553,20.2458,21.7728,0.690456,0.10813,-1.05955,-1.42527,
,-1.41731,0.835081,N1NSD4,N1NSD4;Q5WRM9,,31;106,1,17.3884,20.1696,21.2298,19.3101,21.3062,20.4169,21.4101,20.6339,0.835081,0.0715895,-1.41731,-1.66884,
,-1.93621,1.89567,O01477,O01477,,84,0.578786,21.4721,20.1075,19.8276,21.7543,22.7137,23.1949,21.9758,23.022,1.89567,0.00673589,-1.93621,-3.50716,+
soap-1,-4.00771,2.95562,O01485,O01485,,1824,1,18.9393,20.3502,21.5734,19.2112,24.2205,24.8576,23.3624,23.6644,2.95562,0.0008,-4.00771,-5.84341,+
stam-1,-0.632345,0.199757,O01498,O01498,Signal transducing adapter molecule 1,161,1,29.113,28.2956,27.664,23.697,28.3146,27.2027,27.2565,28.5252,0.199757,0.484864,-0.632345,-0.505387,
stam-1,-1.34607,1.51157,O01498,O01498,Signal transducing adapter molecule 1,281,0.801298,18.6269,20.315,20.4946,20.3825,21.5938,21.1069,20.891,21.6115,1.51157,0.014838,-1.34607,-2.80913,+
stam-1,-2.21996,1.81045,O01498,O01498,Signal transducing adapter molecule 1,137,1,20.8952,18.6835,17.9781,19.0145,21.6266,20.6847,21.5055,21.6343,1.81045,0.00775862,-2.21996,-3.34724,+
rpa-2,-4.83489,3.01985,O01504,O01504,60S acidic ribosomal protein P2,49,1,21.6765,19.5926,19.2372,18.3913,24.9123,25.1607,23.3824,24.7818,3.01985,0.000771475,-4.83489,-6.01099,+
rpa-2,-4.6279,2.88056,O01504,O01504,60S acidic ribosomal protein P2,59,0.996775,20.3136,19.7885,20.6632,17.3686,25.1011,23.505,24.185,23.8544,2.88056,0.000969521,-4.6279,-5.652,+
rpa-2,-3.59043,2.30988,O01504,O01504,60S acidic ribosomal protein P2,84,0.923296,18.8245,18.5145,19.35,21.3475,24.3498,23.5907,22.381,22.0766,2.30988,0.00302033,-3.59043,-4.33553,+
rpa-2,-6.01693,3.38501,O01504,O01504,60S acidic ribosomal protein P2,61,1,20.7869,20.7215,17.4114,20.7655,26.2378,26.0583,25.4256,26.0313,3.38501,0.000461538,-6.01693,-7.03525,+
aars-2,1.13554,1.27984,O01541,O01541,"Alanine--tRNA ligase, cytoplasmic",748,1,21.3029,21.2511,22.3679,22.8424,21.3054,20.5234,20.2326,21.1607,1.27984,0.0258076,1.13554,2.41103,+
cpn-3,-1.90017,2.53888,O01542,O01542,,98,1,19.7191,18.5067,19.9731,20.0351,21.9138,21.3336,21.1454,21.4419,2.53888,0.0016737,-1.90017,-4.83635,+
npp-11,-1.58616,1.95778,O01576,O01576,,569,0.999999,19.7343,18.4284,18.5753,19.2311,20.935,19.93,20.1735,21.2752,1.95778,0.00614375,-1.58616,-3.62575,+
npp-11,-0.232421,0.280984,O01576,O01576,,630,1,20.6996,21.2783,21.5629,20.3827,21.3151,20.5844,21.425,21.5287,0.280984,0.367577,-0.232421,-0.677026,
unc-108,2.12396,1.35299,O01577,O01577,,130,1,25.8803,26.8299,26.419,24.4778,22.1408,23.3561,25.1868,24.4273,1.35299,0.0215516,2.12396,2.5353,+
,-1.04466,0.939583,O01591,O01591;O16247;O44538,,59;76;86,0.999361,21.3425,19.1416,19.8257,19.3734,21.6058,20.8553,20.2781,21.1227,0.939583,0.0548392,-1.04466,-1.84283,
T19H12.2,-1.08402,0.614223,O01615,O01615,Acidic leucine-rich nuclear phosphoprotein 32-related protein 2,39,0.632288,21.1526,21.3663,18.0885,19.2664,21.7882,20.7191,21.238,20.4646,0.614223,0.134502,-1.08402,-1.29444,
T19H12.2,-1.59504,0.756447,O01615,O01615,Acidic leucine-rich nuclear phosphoprotein 32-related protein 2,107,1,17.4268,20.9684,20.4297,17.2577,20.7665,20.1618,19.9858,21.5487,0.756447,0.0891095,-1.59504,-1.53699,
T19H12.2,-1.01658,0.750895,O01615,O01615,Acidic leucine-rich nuclear phosphoprotein 32-related protein 2,132,1,20.8312,19.7386,18.3303,19.6241,21.5683,19.7646,20.1083,21.1494,0.750895,0.0907265,-1.01658,-1.52764,
inx-12,2.61791,3.78284,O01634,O01634,Innexin-12,400,1,23.4737,23.6457,23.6813,23.221,21.3148,21.4081,20.1342,20.6929,3.78284,0.000352113,2.61791,8.30812,+
inx-12,5.78506,4.44592,O01634,O01634,Innexin-12,393,0.997642,27.4116,27.097,26.2607,28.3488,21.9405,21.5377,20.6008,21.8988,4.44592,0,5.78506,10.8759,+
inx-12,0.462572,0.401667,O01634,O01634,Innexin-12,183,1,22.066,22.5942,21.9004,20.3068,21.5469,21.3296,21.1396,21.001,0.401667,0.252057,0.462572,0.912719,
,-1.06662,2.33586,O01681,O01681,,240,1,25.5804,25.2241,24.834,25.4806,26.1101,26.2921,26.121,26.8622,2.33586,0.00280355,-1.06662,-4.39066,+
rps-17,-3.88712,3.84168,O01692,O01692,40S ribosomal protein S17,128,0.607496,21.4694,21.1221,19.8831,20.2246,24.2347,24.0929,25.2744,24.6457,3.84168,0.000381679,-3.88712,-8.51199,+
rps-17,-1.91881,2.94946,O01692,O01692,40S ribosomal protein S17,72,1,18.9032,18.8655,19.358,20.1329,21.4188,20.8761,21.5219,21.118,2.94946,0.000872504,-1.91881,-5.82751,+
rps-17,-4.84796,3.58389,O01692,O01692,40S ribosomal protein S17,32,1,19.7138,21.141,18.2546,19.848,23.8972,24.7764,24.8168,24.8587,3.58389,0.000275482,-4.84796,-7.64941,+
rps-17,-1.31975,1.99093,O01692,O01692,40S ribosomal protein S17,110,1,20.5101,20.1661,19.1933,19.7041,21.8108,21.1734,20.7924,21.076,1.99093,0.00583439,-1.31975,-3.68981,+
rps-17,-5.71658,3.8943,O01692,O01692,40S ribosomal protein S17,19,1,21.3848,19.612,19.8023,20.0266,26.4366,24.5804,25.691,26.9839,3.8943,0.000393701,-5.71658,-8.698,+
unc-89,1.43182,1.5919,O01761,O01761,Muscle M-line assembly protein unc-89,2325,1,24.59,26.6407,24.8797,25.6587,23.5664,24.2186,24.2538,24.0032,1.5919,0.01246,1.43182,2.95065,+
rpl-7,-0.367723,0.401815,O01802,O01802,60S ribosomal protein L7,32,1,20.5798,19.6873,21.4184,20.8292,20.4662,21.1003,21.1341,21.285,0.401815,0.252108,-0.367723,-0.912997,
rpl-7,-0.262043,0.507153,O01802,O01802,60S ribosomal protein L7,52,1,20.2663,20.0631,20.2118,20.5083,20.063,21.0109,20.266,20.7577,0.507153,0.183116,-0.262043,-1.10607,
rpl-7,-0.987114,0.906928,O01802,O01802,60S ribosomal protein L7,74,1,18.6875,19.811,20.7563,20.8184,20.8914,20.424,21.5314,21.1747,0.906928,0.0594903,-0.987114,-1.78856,
rpl-7,-0.331267,0.147798,O01802,O01802,60S ribosomal protein L7,144,0.999961,21.5627,21.081,19.3516,19.7787,20.7889,21.6167,18.8656,21.8279,0.147798,0.588332,-0.331267,-0.387806,
rpl-7,-2.51151,2.28,O01802,O01802,60S ribosomal protein L7,123,1,19.8265,18.2381,19.7614,20.1758,23.2041,21.6648,21.6986,21.4805,2.28,0.00318852,-2.51151,-4.2726,+
rpl-7,7.04965,3.71086,O01802,O01802,60S ribosomal protein L7,62,1,29.0759,28.863,26.3556,27.4044,21.1807,21.5565,19.1193,21.6439,3.71086,0.000318471,7.04965,8.06444,+
rpl-7,-0.869123,0.853712,O01802,O01802,60S ribosomal protein L7,120,0.808203,19.6433,19.6253,21.2774,21.4863,21.5803,21.2694,21.2875,21.3718,0.853712,0.0679489,-0.869123,-1.69994,
acbp-1,-1.87913,1.80552,O01805,O01805,Acyl-CoA-binding protein homolog 1,50,0.831718,19.2014,18.8291,18.1303,20.509,21.4372,21.4643,20.9233,20.3615,1.80552,0.00784046,-1.87913,-3.3381,+
acbp-1,-1.6666,1.23189,O01805,O01805,Acyl-CoA-binding protein homolog 1,16,1,20.412,21.6915,18.4612,19.9285,22.0696,22.294,21.6773,21.1188,1.23189,0.0282296,-1.6666,-2.33014,+
acbp-1,-5.62294,3.98527,O01805,O01805,Acyl-CoA-binding protein homolog 1,13,0.999813,21.4675,19.5963,18.6587,19.9371,25.3131,25.2224,25.4414,26.1744,3.98527,0.000434783,-5.62294,-9.0279,+
,1.76206,1.53277,O01806,O01806,,15,0.999673,25.5,25.1731,23.4925,24.6291,23.9831,23.1273,21.8849,22.7512,1.53277,0.0143097,1.76206,2.84627,+
,2.6448,3.69998,O01806,O01806,,108,0.600192,23.2339,24.1185,24.5,24.3121,21.7746,21.5036,21.3638,20.9434,3.69998,0.00031348,2.6448,8.02816,+
,-1.90665,1.40183,O01806,O01806,,220,1,21.0991,21.6786,20.3986,18.5124,21.936,22.498,21.957,22.9243,1.40183,0.0188023,-1.90665,-2.61893,+
lbp-6,-0.631459,0.656083,O01812,O01812,Fatty acid-binding protein homolog 6,38,0.999982,20.5155,19.1895,21.217,20.392,20.607,21.4994,20.9088,20.8246,0.656083,0.118456,-0.631459,-1.36655,
lbp-6,-1.07911,0.780764,O01812,O01812,Fatty acid-binding protein homolog 6,22,1,19.4555,21.5012,18.5997,21.0656,21.0395,21.3857,21.2765,21.2368,0.780764,0.0832121,-1.07911,-1.57789,
rpl-24.1,-1.53533,1.25097,O01868,O01868,60S ribosomal protein L24,96,1,21.2817,19.7868,18.8508,18.764,21.6382,20.6609,20.775,21.7504,1.25097,0.0271621,-1.53533,-2.36229,+
rps-10,-8.22882,6.88757,O01869,O01869,,30,1,19.7179,20.4934,20.3317,20.1147,28.0862,28.3045,28.0922,29.0901,6.88757,0,-8.22882,-28.2743,+
rps-10,-11.1266,6.32624,O01869,O01869,,45,0.996455,19.3285,17.6252,18.089,17.3841,29.1674,29.2827,28.687,29.7963,6.32624,0,-11.1266,-22.7545,+
rps-10,-4.00249,3.07105,O01869,O01869,,48,1,21.3837,20.9284,19.5891,18.9416,23.9475,23.4434,24.7256,24.7363,3.07105,0.00064494,-4.00249,-6.14714,+
rps-10,-1.60008,2.24316,O01869,O01869,,125,1,32.1226,32.8921,31.1602,31.5662,33.4312,33.6246,33.6819,33.4036,2.24316,0.00345472,-1.60008,-4.19575,+
rps-10,-4.93139,3.00198,O01869,O01869,,57,1,19.8212,21.6752,19.3859,20.5037,26.4286,26.3745,24.4404,23.8681,3.00198,0.000824281,-4.93139,-5.964,+
rps-10,-2.01933,1.01153,O01869,O01869,,93,1,21.7916,22.633,22.6194,25.6585,25.6649,23.5198,25.4301,26.165,1.01153,0.0476999,-2.01933,-1.96233,+
rps-10,-3.79057,2.39494,O01869,O01869,,95,1,20.337,21.2567,18.9528,20.8105,23.8736,25.3833,22.3412,24.9211,2.39494,0.00223625,-3.79057,-4.51763,+
rps-10,-6.61083,3.67615,O01869,O01869,,25,0.830796,20.5391,21.7822,19.5822,18.7018,25.3848,26.6262,27.5617,27.476,3.67615,0.000302115,-6.61083,-7.94913,+
,-2.98152,1.90242,O01893,O01893,Non-lysosomal glucosylceramidase,308,0.820604,21.9587,21.3258,18.2802,21.2618,24.1378,23.5574,23.2183,23.839,1.90242,0.00671007,-2.98152,-3.51994,+
,0.584568,0.330451,O01893,O01893;A0A168H9S8,Non-lysosomal glucosylceramidase,641;151,1,26.7005,27.1477,24.3772,27.4659,26.289,25.7643,25.0773,26.2225,0.330451,0.314527,0.584568,0.775955,
spin-1,-1.27469,1.5438,O01927,O01927,,505,1,19.4656,20.4579,18.7049,19.71,20.8866,20.7469,20.273,21.5307,1.5438,0.0136317,-1.27469,-2.86567,+
spin-1,-0.549757,0.538369,O01927,O01927,,35,1,24.6812,25.5357,23.5526,24.6081,25.3248,24.8489,24.6621,25.741,0.538369,0.167028,-0.549757,-1.16167,
spin-1,2.22664,1.56406,O01927,O01927,,5,1,26.0303,25.6468,28.248,26.566,25.5472,23.8327,23.2947,24.9098,1.56406,0.0130775,2.22664,2.90136,+
,-3.13304,3.50182,O01963,O01963,,457,0.76884,19.3832,19.3067,19.2075,19.5534,23.0485,23.3654,21.6875,21.8816,3.50182,0.000251256,-3.13304,-7.39082,+
cuti-1,-1.59727,0.72831,O02051,O02051,,190,1,20.4997,21.1998,19.262,18.6115,23.2316,22.6546,19.3042,20.7716,0.72831,0.0965182,-1.59727,-1.4895,
rpl-4,-2.72587,2.19018,O02056,O02056,60S ribosomal protein L4,274,0.86543,20.8893,18.2295,19.8292,20.9472,22.8556,22.8171,23.0184,22.1077,2.19018,0.00384448,-2.72587,-4.0866,+
rpl-4,3.80317,4.09861,O02056,O02056,60S ribosomal protein L4,238,1,24.4284,23.827,25.1142,24.888,20.2331,20.3524,21.0203,21.439,4.09861,0,3.80317,9.45432,+
rpl-4,-1.10592,1.41349,O02056,O02056,60S ribosomal protein L4,13,1,19.5941,20.652,20.7292,19.7634,21.8309,21.4175,21.4745,20.4395,1.41349,0.0184934,-1.10592,-2.63897,+
rpl-4,2.49103,2.27892,O02056,O02056,60S ribosomal protein L4,300,1,26.4536,25.0903,26.2331,25.0941,22.7669,22.379,23.2852,24.4758,2.27892,0.00326266,2.49103,4.27033,+
,-6.61881,3.78665,O02082,O02082,,153,1,19.5923,21.2607,19.476,18.7521,25.7178,28.1647,25.7987,25.8753,3.78665,0.000353357,-6.61881,-8.32122,+
rpb-4,4.23518,3.24309,O02092,O02092,,135,0.978687,25.4053,24.6607,24.5783,26.8859,21.442,21.6518,20.1077,21.388,3.24309,0.000513834,4.23518,6.62206,+
pcn-1,-1.06068,0.46055,O02115,O02115,Proliferating cell nuclear antigen,165,0.999998,20.5915,17.0136,20.598,21.2782,21.2427,21.2404,19.7981,21.4429,0.46055,0.210208,-1.06068,-1.02179,
pcn-1,-0.916676,0.583694,O02115,O02115,Proliferating cell nuclear antigen,13,0.964457,19.3394,21.9027,20.6111,18.6538,20.9189,21.2123,20.621,21.4216,0.583694,0.146554,-0.916676,-1.24136,
,-1.27915,1.15727,O02155,O02155,,130,1,21.5234,19.1148,19.4094,19.9193,21.6973,21.5883,20.998,20.7999,1.15727,0.033299,-1.27915,-2.20502,+
,2.09682,0.822823,O02155,O02155,,116,1,23.578,22.2241,26.3856,20.7507,21.3693,21.4908,19.8887,21.8023,0.822823,0.073192,2.09682,1.64836,
pck-2,-5.4041,4.76324,O02286,O02286;Q7JKI2;Q7JKI1,,64;28;64,1,20.0558,20.1763,20.6637,18.8526,24.8265,25.7113,25.1764,25.6507,4.76324,0,-5.4041,-12.3428,+
pck-2,-1.27861,1.20928,O02286,O02286;Q7JKI1,,12;12,1,18.8259,21.0724,19.6632,19.2548,20.8203,20.9871,20.4105,21.7129,1.20928,0.0297223,-1.27861,-2.29215,+
eif-3.C,-0.62327,1.00105,O02328,O02328,Eukaryotic translation initiation factor 3 subunit C,676,0.999803,20.212,20.9862,19.9634,20.94,20.8741,21.631,21.2732,20.8164,1.00105,0.0486442,-0.62327,-1.94492,+
nstp-5,-0.591719,0.464878,O02345,O02345;E5QCI0,,377;217,1,19.91,21.607,21.2078,20.2468,21.6452,21.7673,20.0969,21.8291,0.464878,0.207527,-0.591719,-1.02969,
nstp-5,1.30929,1.51982,O02345,O02345;E5QCI0,,389;229,1,24.9278,24.2864,23.6834,25.3625,23.7512,23.5217,22.4557,23.2944,1.51982,0.0145791,1.30929,2.82356,+
ifa-2,-1.509,0.981593,O02365,O02365,Intermediate filament protein ifa-2,256,1,20.1973,19.1211,20.1837,18.1519,21.7631,21.4109,19.084,21.4321,0.981593,0.0503724,-1.509,-1.91261,
ifa-2;ifa-3,-1.12585,0.801125,O02365;Q21065,O02365;Q21065,Intermediate filament protein ifa-2;Intermediate filament protein ifa-3,411;411,1,19.4053,19.5653,21.4673,18.809,21.8192,19.9075,21.1373,20.8861,0.801125,0.0781168,-1.12585,-1.61204,
ifa-2,0.0360789,0.016164,O02365,O02365,Intermediate filament protein ifa-2,378,1,21.4243,19.7876,21.1868,21.0561,20.6828,21.7709,19.0128,21.844,0.016164,0.945804,0.0360789,0.0477502,
snb-1,-1.79868,0.680478,O02495,O02495,Synaptobrevin-1,71,1,31.0916,30.4218,29.6174,25.4694,31.1154,31.1267,30.3864,31.1665,0.680478,0.111028,-1.79868,-1.40827,
snb-1,0.383143,0.0816722,O02495,O02495,Synaptobrevin-1,77,1,28.9333,24.754,24.2458,26.4958,29.5597,23.6814,24.3235,25.3318,0.0816722,0.745381,0.383143,0.226183,
snb-1,0.188872,0.132725,O02495,O02495,Synaptobrevin-1,51,1,29.2261,29.3639,27.9258,28.7814,28.4249,29.8396,27.8228,28.4543,0.132725,0.62104,0.188872,0.352278,
snb-1,-6.68229,5.19332,O02495,O02495,Synaptobrevin-1,39,0.999158,18.1586,18.4276,19.6974,19.6164,25.8624,25.5395,25.0915,26.1356,5.19332,0,-6.68229,-14.6279,+
snb-1,-1.00125,0.272539,O02495,O02495,Synaptobrevin-1,44,1,27.9521,26.2252,21.4373,27.2355,27.7605,25.9373,26.4616,26.6957,0.272539,0.378289,-1.00125,-0.659756,
snb-1,1.88789,1.59912,O02495,O02495,Synaptobrevin-1,22,1,23.6272,22.9994,21.3042,23.9709,20.5463,21.5009,20.8442,21.4587,1.59912,0.012261,1.88789,2.96347,+
gpx-1;gpx-2,-0.172541,0.095147,O02621;O62327,O02621;O62327;U4PB05,Glutathione peroxidase 1;Glutathione peroxidase 2;Glutathione peroxidase,88;88;104,1,18.7184,21.3883,20.4797,21.2022,20.7949,21.2672,20.0771,20.3395,0.095147,0.710542,-0.172541,-0.26041,
cyp-35a2,-1.47176,1.38714,O02628,O02628,,253,1,20.461,20.432,18.1474,20.2548,21.5295,21.2935,21.1088,21.2503,1.38714,0.0194977,-1.47176,-2.59371,+
rpl-19,-3.07764,2.03622,O02639,O02639,60S ribosomal protein L19,153,1,17.5223,19.9015,18.4229,21.1385,22.5509,22.6259,22.1594,21.9596,2.03622,0.00543607,-3.07764,-3.77819,+
rpl-19,-1.86293,1.89385,O02639,O02639,60S ribosomal protein L19,92,1,20.3466,17.967,19.6035,19.3988,20.8773,21.736,21.0638,21.0906,1.89385,0.00681081,-1.86293,-3.50369,+
mdh-2,-1.74365,1.10314,O02640,O02640,"Probable malate dehydrogenase, mitochondrial",229,1,20.3846,20.393,17.173,20.4787,21.3447,20.969,21.4216,21.6686,1.10314,0.0376267,-1.74365,-2.11468,+
mdh-2,-0.517423,0.466297,O02640,O02640,"Probable malate dehydrogenase, mitochondrial",318,1,20.5279,20.5131,19.1103,21.1345,21.1031,20.2312,21.404,20.6173,0.466297,0.206439,-0.517423,-1.03227,
cyp-33c8,-3.2209,2.62583,O02641,O02641,,94,0.99441,20.1289,18.5365,18.547,21.0011,22.8615,22.8975,23.1108,22.2273,2.62583,0.00123731,-3.2209,-5.03573,+
cyp-33c8,1.86185,1.71389,O02641,O02641,,104,1,22.2157,21.957,22.8195,24.409,20.7034,20.627,21.5215,21.1019,1.71389,0.00952124,1.86185,3.16977,+
unc-64,0.77533,1.00957,O16000,O16000,Syntaxin-1A homolog,242,1,24.2375,23.6042,22.9906,22.7636,22.6706,22.1255,22.5239,23.1745,1.00957,0.0478077,0.77533,1.95908,+
unc-64,0.885593,0.663173,O16000,O16000,Syntaxin-1A homolog,96,1,26.0831,24.7078,23.7266,23.9876,24.0702,24.2704,22.6605,23.9614,0.663173,0.116348,0.885593,1.3787,
,1.28108,0.946656,Q8MXK1,Q8MXK1;O16249;Q8IA89;Q6A598;G5ED87,,330;330;271;330;271,1,26.087,26.9884,26.0239,25.2199,25.33,23.2515,24.6118,26.0016,0.946656,0.054038,1.28108,1.85459,
mcm-7,-0.53155,0.360544,O16297,O16297,DNA helicase,34,1,18.7999,21.3993,20.975,19.8225,21.0701,21.2448,20.6818,20.1264,0.360544,0.286781,-0.53155,-0.834479,
dnj-19,-3.69719,2.79308,O16303,O16303,,298,0.859467,21.217,19.1828,20.5235,18.2094,23.5798,23.5703,23.1903,23.581,2.79308,0.00106199,-3.69719,-5.43471,+
dnj-19,-3.36291,2.04545,O16303,O16303,,374,1,20.794,20.8118,17.7254,21.0586,24.0063,24.2141,22.5282,23.0928,2.04545,0.00530041,-3.36291,-3.79633,+
dnj-19,-4.34083,2.59832,O16303,O16303,,332,1,19.6713,21.7707,19.51,18.0151,24.6248,24.6459,24.1494,22.9104,2.59832,0.00136121,-4.34083,-4.97208,+
cmd-1,-0.652597,0.331895,O16305,O16305,Calmodulin,22,0.999998,20.0744,21.8199,21.6038,18.5979,21.9447,20.5353,20.5391,21.6873,0.331895,0.312953,-0.652597,-0.778791,
cmd-1,-1.89247,1.78311,O16305,O16305,Calmodulin,31,1,22.853,23.5669,24.7921,22.644,26.2454,25.0639,25.2593,24.8573,1.78311,0.00812299,-1.89247,-3.29661,+
cmd-1,2.24026,3.99402,O16305,O16305;A0A0K3AVX0,Calmodulin,76;40,1,25.0526,25.5773,25.365,25.9714,23.5862,23.4099,23.1235,22.8857,3.99402,0.000442478,2.24026,9.0602,+
cmd-1,0.515663,0.231678,O16305,O16305;A0A0K3AVX0,Calmodulin,78;42,1,27.2462,26.9792,24.8107,27.5299,27.4567,25.8086,24.4647,26.7734,0.231678,0.435105,0.515663,0.574396,
cmd-1,0.0623994,0.0211062,O16305,O16305;A0A0K3AVX0,Calmodulin,95;59,1,26.4104,25.9604,24.2928,22.1947,23.7337,24.9374,24.7853,25.1522,0.0211062,0.931266,0.0623994,0.0620176,
catp-3,-0.826031,1.02112,O16331,O16331,,26,0.999979,24.7014,24.1996,23.3236,24.9619,25.0218,24.7893,24.9436,25.736,1.02112,0.046594,-0.826031,-1.97827,+
catp-3,-0.967086,0.775433,O16331,O16331,,709,1,20.5219,20.4928,19.0659,18.8694,19.8327,20.118,21.4106,21.457,0.775433,0.0845469,-0.967086,-1.56893,
rpt-2,-1.18441,1.6507,O16368,O16368,Probable 26S protease regulatory subunit 4,261,0.999946,19.4495,19.7203,19.7762,20.3766,21.7263,20.3041,20.6068,21.4232,1.6507,0.0105923,-1.18441,-3.05559,+
rpt-2,-0.931813,1.25645,O16368,O16368,Probable 26S protease regulatory subunit 4,379,1,19.7616,20.2938,20.1048,20.9491,21.7533,21.5543,20.3806,21.1485,1.25645,0.0269947,-0.931813,-2.37152,+
C36C5.12,-5.38168,3.25973,O16406,O16406,UPF0376 protein C36C5.12,193,1,19.5559,21.4662,17.9519,19.181,23.9941,25.2113,24.8464,25.6299,3.25973,0.000526316,-5.38168,-6.6695,+
