geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04, -Log.p.value,Student's T-test q-value N2_d5_N2_d1,log2FC,Student's T-test Test statistic N2_d5_N2_d1,Sign p-val: 0.05 
"CELE_T23F2,2",0.627088,1.7609,H2KZG3;Q8MPV6,Uncharacterized protein,14.056,13.7116,13.9713,14.4721,13.6672,13.1325,13.4326,13.4703,1.7609,0.011442,0.627088,3.25569,+
acdh-1,-2.56312,1.56831,H2KZG6,Acyl CoA DeHydrogenase,14.5778,12.0541,16.1376,15.2485,16.8985,17.2827,17.1168,16.9724,1.56831,0.0173839,-2.56312,-2.90886,+
"CELE_F09F7,5",0.782887,0.719153,H2KZJ1;Q19275,Uncharacterized protein,13.4324,13.562,14.0459,14.486,11.682,13.6443,13.5842,13.4841,0.719153,0.12238,0.782887,1.474,
glrx-3,0.0674,0.316338,H2KZJ5,GLutaRedoXin,16.0339,15.9188,15.9536,16.009,16.0522,16.0613,15.7175,15.8148,0.316338,0.355226,0.0674,0.748098,
praf-3,-0.15021,0.293487,H2KZJ7,PRA1 family protein,15.5354,14.9829,14.9498,15.7238,15.2894,15.6352,15.5565,15.3116,0.293487,0.38038,-0.15021,-0.702382,
dpf-3,1.29749,4.28781,H2KZK7;Q965K3,Dipeptidyl Peptidase Four (IV) family,16.2136,16.4047,16.0606,16.4166,15.2532,14.8333,14.8846,14.9345,4.28781,0.000522876,1.29749,10.2064,+
"CELE_Y54F10AL,1",0.820235,2.79791,H2KZK9;Q9BL66,Uncharacterized protein,15.3795,14.8282,14.8701,14.7623,14.2863,14.101,14.1238,14.048,2.79791,0.00186667,0.820235,5.44654,+
"CELE_W04B5,3",0.616802,2.53456,H2KZL1;Q9UA61,Galectin,16.216,16.3277,15.917,16.341,15.481,15.7268,15.7175,15.409,2.53456,0.00296674,0.616802,4.82659,+
yars-2,-1.40561,2.75927,H2KZL6;Q8MPU1,Tyrosine--tRNA ligase,11.8485,11.1032,11.2745,11.6106,13.1057,12.3357,12.7715,13.2464,2.75927,0.00199643,-1.40561,-5.35234,+
"CELE_ZK1055,6",0.797543,1.28033,H2KZL9;H2KZM0,Uncharacterized protein,13.1271,12.9909,13.7081,12.7982,12.2353,13.121,12.1975,11.8803,1.28033,0.0326341,0.797543,2.41187,+
"CELE_F08F1,4",0.75468,2.24657,H2KZN5,Uncharacterized protein,16.4926,16.7485,16.5051,16.3644,15.5728,16.0713,16.0204,15.4274,2.24657,0.00493859,0.75468,4.20282,+
wrk-1,-0.134917,0.469779,H2KZN9,Wrapper/Rega-1/Klingon homolog,15.5107,15.7569,15.4756,15.2379,15.4308,15.7822,15.6935,15.6143,0.469779,0.231799,-0.134917,-1.03861,
"CELE_K06A9,1",0.92933,3.1433,H2KZP5;Q8IFX6,Uncharacterized protein,15.4522,15.1633,15.4701,15.5607,14.4854,14.2692,14.3621,14.8121,3.1433,0.00160384,0.92933,6.34325,+
"CELE_ZK470,2",-0.1961,0.143292,H2KZP7,Uncharacterized protein,14.3228,14.0652,12.0571,13.6598,13.6602,13.9412,13.8405,13.4475,0.143292,0.606529,-0.1961,-0.377257,
ugt-39,-0.538675,0.758971,H2KZP8,UDP-GlucuronosylTransferase,13.1888,13.1857,12.6716,13.0604,12.7199,13.79,13.4699,14.2814,0.758971,0.110336,-0.538675,-1.54124,
"CELE_F11D5,1",1.22822,2.01994,H2KZQ0;Q27GT9;Q95ZV5,Uncharacterized protein,14.4215,13.9062,13.5568,14.917,13.2891,12.6187,13.0061,12.9749,2.01994,0.00718916,1.22822,3.74631,+
"CELE_F13B9,1",0.592102,0.852318,H2KZQ8;H2KZQ9;Q95ZV3,Uncharacterized protein,14.8139,13.7799,13.3742,13.6376,13.0059,13.7107,13.2015,13.3191,0.852318,0.0884224,0.592102,1.69761,
unc-96,0.567765,1.31719,H2KZR3;O76566,Uncharacterized protein,15.3107,14.9982,14.8354,15.8439,14.8211,14.5494,14.6334,14.7132,1.31719,0.0298521,0.567765,2.47434,+
"CELE_T23E7,2",0.909295,3.4853,H2KZS2,Uncharacterized protein,19.1285,19.1283,19.2179,19.4129,18.3585,18.0945,18.2175,18.5799,3.4853,0.000711811,0.909295,7.33967,+
larp-5,1.9274,0.763229,H2KZU0;O44760,LARP (RNA binding La related protein) homolog,15.5472,14.9717,14.673,13.5135,12.7484,13.1512,15.39,9.70625,0.763229,0.109119,1.9274,1.54841,
svh-2,1.69028,2.58697,H2KZU7,Tyrosine-protein kinase receptor svh-2,14.6378,14.3585,13.7402,14.8823,12.4748,12.3193,13.3926,12.671,2.58697,0.0027343,1.69028,4.94596,+
"CELE_F23H11,4",1.06999,1.09263,H2KZV4,Uncharacterized protein,10.9548,11.2041,11.1849,11.5377,9.30702,11.2558,10.7205,9.31812,1.09263,0.0495687,1.06999,2.09718,+
"CELE_T21H3,1",1.52246,4.94142,H2KZV5,Uncharacterized protein,20.0103,19.9355,20.0617,20.1599,18.4376,18.7363,18.6376,18.266,4.94142,0,1.52246,13.2453,+
mlp-1,1.11924,2.56591,H2KZV8,MLP/CRP family (Muscle LIM Protein/Cysteine-rich Protein),16.9799,16.5573,16.5243,17.012,15.9804,15.5434,15.1676,15.9053,2.56591,0.00286614,1.11924,4.89778,+
"CELE_Y38C1AA,1",0.646287,0.658322,H2KZW7,Uncharacterized protein,13.08,12.6135,12.3254,13.8273,12.6207,11.633,11.8913,13.1159,0.658322,0.140791,0.646287,1.37039,
flap-1,1.24612,1.66037,H2KZX2,FLi1-Associated Protein homolog,14.9425,15.2307,14.8033,14.4592,13.8551,13.8028,14.256,12.5373,1.66037,0.0141473,1.24612,3.07296,+
"CELE_T13C2,6",0.609012,1.38522,H2KZX4;Q7JP80,Uncharacterized protein,14.2463,13.8136,14.6721,14.814,13.8591,13.5852,13.8067,13.8589,1.38522,0.0257951,0.609012,2.59042,+
"CELE_F47B7,2",0.21617,0.421745,H2KZY5;Q20514;Q95QF9,Sulfhydryl oxidase,13.4579,13.615,13.372,13.9913,13.7127,12.8828,13.5754,13.4005,0.421745,0.264315,0.21617,0.950271,
marg-1,0.410307,1.35636,H2KZY6,Pharyngeal MARGginal cell marker,14.8499,14.895,14.7144,14.9203,14.8917,14.2061,14.3331,14.3075,1.35636,0.0272779,0.410307,2.54104,+
hlh-30,1.58494,3.54696,H2KZZ1;H2KZZ2,Helix Loop Helix,16.3009,16.5071,16.1976,16.6467,15.0307,14.4334,15.2354,14.6132,3.54696,0.000750831,1.58494,7.53214,+
lmd-3,0.734505,2.34299,H2L003;Q3Y409,LysM Domain (Peptidoglycan binding) protein,15.4106,14.8925,15.003,15.3887,14.3754,14.5641,14.6339,14.1835,2.34299,0.00442907,0.734505,4.40586,+
cas-1,1.105,1.67615,H2L023,Adenylyl cyclase-associated protein,16.1304,15.76,15.3636,16.1205,15.5348,14.0893,14.4909,14.8394,1.67615,0.0135583,1.105,3.10139,+
tag-153,2.37868,3.27326,H2L031,Uncharacterized protein,15.6484,15.1333,14.7062,15.8897,13.0742,12.7877,12.4431,13.5579,3.27326,0.00127957,2.37868,6.70823,+
pmp-5,-0.559465,4.21734,H2L034,Peroxisomal Membrane Protein related,14.6227,14.4454,14.3919,14.4635,14.9641,15.0432,15.073,15.0812,4.21734,0.000484848,-0.559465,-9.92021,+
pqn-52,0.295185,1.86995,H2L044,Prion-like-(Q/N-rich)-domain-bearing protein,16.885,16.9698,16.7287,17.0459,16.6334,16.4727,16.6215,16.7212,1.86995,0.00943467,0.295185,3.45855,+
"CELE_F46H5,7",0.0963993,0.481158,H2L048;Q8MQ42,Uncharacterized protein,16.6864,16.564,16.616,16.8709,16.5474,16.6221,16.4452,16.7371,0.481158,0.225064,0.0963993,1.05926,
mex-3,-0.235217,0.283952,H2L067;Q95R07,Muscle EXcess,14.355,14.2517,14.555,13.2808,14.3416,14.0467,14.8986,14.0965,0.283952,0.390796,-0.235217,-0.683068,
"CELE_H14E04,2",0.43293,1.98834,H2L0A4;H2L0A5;H2L0A6,Uncharacterized protein,14.7854,14.9669,14.7597,14.4453,14.3664,14.2844,14.3876,14.1871,1.98834,0.00761799,0.43293,3.68479,+
"CELE_H05C05,1",0.798608,0.986744,H2L0A8,Uncharacterized protein,14.9039,13.8165,15.4624,14.171,13.8575,14.2489,13.3191,13.7339,0.986744,0.0646671,0.798608,1.92117,
"CELE_R12C12,9",-0.399845,0.751901,H2L0B6;Q21956,Uncharacterized protein,13.882,13.3996,12.7844,13.6841,13.555,13.8796,14.0657,13.8493,0.751901,0.112426,-0.399845,-1.52933,
emc-1,0.0822027,0.306129,H2L0C0,EMC Endoplasmic Membrane protein Complex (Yeast EMC) homolog,14.8621,14.672,14.6532,14.9983,14.8896,14.6206,14.5526,14.7939,0.306129,0.366273,0.0822027,0.727769,
"CELE_T02B11,3",-0.570133,0.694774,H2L0C8,Uncharacterized protein,13.4933,12.4363,13.6271,13.8308,14.6126,13.46,13.708,13.8875,0.694774,0.129542,-0.570133,-1.43262,
ugt-29,1.62368,3.93866,H2L0C9,UDP-GlucuronosylTransferase,16.5596,16.2812,16.3073,17.0148,14.9684,14.7327,14.9098,15.0572,3.93866,0.000519362,1.62368,8.85754,+
"CELE_H28G03,2",0.49908,0.246365,H2L0D2;H2L0D3;Q8MXF4,Uncharacterized protein,12.3417,12.2464,11.4915,8.84527,11.0342,10.705,10.6039,10.5854,0.246365,0.436242,0.49908,0.605438,
lron-7,-0.940603,2.61807,H2L0D5;Q21164,ELRR (Extracellular Leucine-Rich Repeat) ONly,14.2912,14.3858,14.2655,14.3156,14.791,15.6968,15.3045,15.2282,2.61807,0.00238957,-0.940603,-5.01772,+
"CELE_Y47G6A,19",-0.0189927,0.0382198,H2L0D7;H2L0D8,Uncharacterized protein,13.6434,13.7891,13.4808,13.7994,13.685,13.4976,13.4668,14.1393,0.0382198,0.873149,-0.0189927,-0.110315,
"CELE_K04C2,3",1.18889,1.38433,H2L0E2,Uncharacterized protein,15.1186,14.3543,14.2471,14.387,12.4247,13.7207,14.2856,12.9204,1.38433,0.0258289,1.18889,2.5889,+
mct-4,-0.74474,4.34245,H2L0E5,MonoCarboxylate Transporter family,14.534,14.8177,14.6206,14.7372,15.4066,15.5128,15.422,15.347,4.34245,0.000559441,-0.74474,-10.4334,+
gei-4,0.562725,0.636599,H2L0F6;H2L0F7;Q8ITW3,GEX Interacting protein,15.6794,13.7618,15.3285,15.1653,14.4726,14.3432,14.4441,14.4242,0.636599,0.148051,0.562725,1.33308,
"CELE_M01H9,3",1.21996,4.92022,H2L0G8,Uncharacterized protein,15.4191,15.3061,15.3846,15.4812,14.2903,14.1825,14.3035,13.9348,4.92022,0,1.21996,13.1348,+
chat-1,1.01455,1.03346,H2L0H3,CDC50 family protein chat-1,13.7002,13.3009,13.5182,14.6508,13.5294,12.6166,11.6877,13.2782,1.03346,0.0573434,1.01455,1.99877,
wapl-1,1.53911,1.2596,H2L0H5;H2L0H6;Q21843;U4PC40,Wings apart-like protein homolog 1;WAPL (Drosophila Wings APart-Like cohesin interactor);WAPL (Drosophila Wings APart-Like cohesin interactor);WAPL (Drosophila Wings APart-Like cohesin interactor),14.9213,13.9701,15.0076,15.5089,12.67,12.1088,13.9012,14.5715,1.2596,0.0339349,1.53911,2.37684,+
lfi-1,1.3366,1.30854,H2L0I2,Lin-5 (Five) Interacting protein,16.6011,16.864,15.6571,16.6927,15.6221,15.0345,13.831,15.9808,1.30854,0.0304972,1.3366,2.45966,+
lfi-1,1.27764,4.11033,H2L0I3,Lin-5 (Five) Interacting protein,18.7033,18.6091,18.6936,19.0332,17.6752,17.2889,17.3454,17.6191,4.11033,0.00052459,1.27764,9.49943,+
hum-8,-0.53687,0.962728,H2L0I7;U4PBY2,"Heavy chain, Unconventional Myosin;Heavy chain, Unconventional Myosin",13.9151,12.9437,12.9745,12.8622,13.799,13.5797,13.4065,14.0578,0.962728,0.0686853,-0.53687,-1.88128,
"CELE_T06F4,1",0.915527,2.0017,H2L0J0;Q95ZP6,Uncharacterized protein,11.3587,11.0099,11.1872,11.2826,10.9201,10.3136,10.1472,9.79538,2.0017,0.00752152,0.915527,3.71073,+
"CELE_Y45G5AL,1",-0.0678177,0.111188,H2L0K4;Q8WTM0,Uncharacterized protein,15.2968,14.8636,15.0689,15.7056,15.2317,15.695,15.2082,15.0712,0.111188,0.672876,-0.0678177,-0.300238,
seu-1,2.32144,3.24012,H2L0L8;H2L0L9;Q8IU02,Suppressor of Ectopic Unc-5,15.1093,14.7403,15.1924,15.485,12.4025,12.2478,13.6439,12.9472,3.24012,0.00132984,2.32144,6.61364,+
"CELE_Y37E3,17",-0.131876,1.37779,H2L0N9,Uncharacterized protein,17.3452,17.4685,17.3059,17.2976,17.545,17.4526,17.411,17.5361,1.37779,0.0260384,-0.131876,-2.57769,+
"CELE_ZK6,11",0.344939,1.26248,H2L0Q1;Q6EZG8,Uncharacterized protein,17.2928,16.866,16.9742,17.3569,16.8211,16.5855,16.729,16.9745,1.26248,0.0336837,0.344939,2.3817,+
ral-1,0.45839,0.938134,H2L0Q6;Q9N3F8,RAL (Ras-related GTPase) homolog,15.8866,15.8627,15.3707,16.3845,15.7736,15.2122,15.1846,15.5006,0.938134,0.0725902,0.45839,1.84043,
"CELE_Y71H2AM,20",-0.445063,0.25457,H2L0S3,Serine/threonine-protein phosphatase 2A activator,11.4858,11.1803,11.178,11.6072,13.4197,10.8698,10.4022,12.5399,0.25457,0.425172,-0.445063,-0.6226,
"CELE_Y71H2AM,15",2.40562,5.83164,H2L0S5,Uncharacterized protein,16.8145,16.6736,16.7727,16.6833,14.3165,14.6677,14.2599,14.0777,5.83164,0,2.40562,18.7766,+
"CELE_Y119D3B,12",1.26877,2.27537,H2L0S8,Uncharacterized protein,14.4838,14.3198,13.7419,14.949,13.1493,12.6692,13.1431,13.4579,2.27537,0.00480999,1.26877,4.26291,+
cyld-1,-0.885381,0.792305,H2L265;H2L266;Q7JMS4,CYLinDromatosis (Human disease gene) homolog,11.3343,11.0614,11.37,11.7333,11.8477,13.7559,12.2004,11.2365,0.792305,0.101624,-0.885381,-1.59726,
"CELE_F40F8,11",-0.309352,0.877737,H2L297;Q0G828,Uncharacterized protein,14.4726,14.217,14.607,14.9594,14.7723,15.0951,14.9263,14.6997,0.877737,0.0831637,-0.309352,-1.73998,
"CELE_F40F8,5",1.91273,3.45201,H2L2A0;H2L2A1;H2L2A2;H2L2A3;H2L2A4;H2L2A5;H2L2A6,Uncharacterized protein,17.1475,17.0207,16.8647,17.7048,15.6713,14.9144,14.9779,15.5232,3.45201,0.000844376,1.91273,7.23744,+
"CELE_F19B6,1",-0.45607,2.6693,H2L2A8;Q19583;Q9U3I7,Uridine kinase,14.1638,14.0295,14.0642,14.0442,14.7522,14.4876,14.3502,14.5361,2.6693,0.00225442,-0.45607,-5.13742,+
atn-1,-1.05283,2.15044,H2L2C8,AcTiniN,11.4569,11.0672,11.2014,11.6698,11.7421,12.4798,12.7312,12.6535,2.15044,0.00570202,-1.05283,-4.00579,+
tba-1,0.481745,2.4312,H2L2E8;O18688,Tubulin alpha chain,20.4382,20.6087,20.3812,20.1174,19.84,19.9514,19.8939,19.9333,2.4312,0.00371158,0.481745,4.59664,+
hmp-2,-0.792502,1.87426,H2L2I2;O44326,HuMPback (Dorsal lumps);Beta-catenin-like protein hmp-2,12.5076,12.0398,12.1244,12.689,12.7251,13.0513,13.2219,13.5325,1.87426,0.00940303,-0.792502,-3.46668,+
"CELE_R05A10,1",0.769968,1.30031,H2L2I9;H2L2J0,Uncharacterized protein,13.7179,13.2749,13.0939,14.2967,13.2003,12.5222,12.5744,13.0066,1.30031,0.0310217,0.769968,2.44568,+
sms-1,1.00208,1.68101,H2L2K5;Q9U3D4,SphingoMyelin Synthase;Phosphatidylcholine:ceramide cholinephosphotransferase 1,11.3974,11.1229,11.0702,11.647,10.7276,10.1797,9.52996,10.7919,1.68101,0.0133587,1.00208,3.11016,+
"CELE_Y11D7A,10",0.0225875,0.011735,H8ESE9;H8ESF0;Q9U2R7,Uncharacterized protein,16.3609,16.3668,14.9682,14.2472,16.5871,15.1039,14.9899,15.1718,0.011735,0.958635,0.0225875,0.0348355,
"CELE_Y59A8B,19",-1.36315,2.35688,H8ESH3;H8ESH4,Uncharacterized protein,11.2836,10.9409,11.1418,11.6663,12.5601,13.2911,12.6443,11.9897,2.35688,0.00441562,-1.36315,-4.4356,+
"frm-5,1;frm-5,1;frm-5,2",0.218765,0.307156,H8W3Y2;Q33BL4;Q9N531,"FERM domain (Protein4,1-ezrin-radixin-moesin) family",12.5402,12.5405,12.4858,13.1397,12.8294,11.9112,12.1341,12.9564,0.307156,0.365085,0.218765,0.72982,
"CELE_F08B12,4",5.64267,8.05928,H9G2R5,Uncharacterized protein,15.6606,15.4461,15.3165,15.8674,10.0188,9.84884,9.96442,9.88787,8.05928,0,5.64267,44.414,+
idh-1,-0.462692,0.784189,H9G2T4;Q21032,Isocitrate dehydrogenase [NADP],19.0505,19.3342,19.6152,18.6118,20.042,19.7861,19.1106,19.5237,0.784189,0.103265,-0.462692,-1.58364,
dur-1,1.21873,2.76243,H9G2T6,Dauer Up-Regulated,11.4449,11.1504,11.2505,11.6583,10.1023,10.6775,10.1337,9.71562,2.76243,0.002,1.21873,5.36,+
kin-20,-0.146186,0.18327,H9G2V4;Q20471,Protein KINase;Casein kinase I isoform delta,13.0656,12.7385,12.9535,13.8965,13.5154,12.7757,13.3911,13.5567,0.18327,0.53335,-0.146186,-0.468836,
mdt-28,1.26117,1.21141,H9G301;O18692,MeDiaTor,14.328,12.7509,12.9022,14.9496,12.5536,12.5184,12.6471,12.1668,1.21141,0.0375864,1.26117,2.29573,+
"CELE_R13H4,2",-0.13071,0.584949,H9G321,Uncharacterized protein,16.8848,16.8271,17.1066,17.1295,17.0051,17.0038,17.158,17.3039,0.584949,0.169727,-0.13071,-1.24356,
mpst-3,0.68488,1.41656,H9G340;H9G341;Q9XTW9,MercaptoPyruvate SulfurTransferase homolog;MercaptoPyruvate SulfurTransferase homolog;Sulfurtransferase,16.3471,15.2426,16.0916,16.244,15.3486,15.3664,15.3565,15.1144,1.41656,0.0240451,0.68488,2.64427,+
"CELE_F54B8,4",2.98358,5.2502,H9G342;O45562,Uncharacterized protein,17.3575,17.9738,17.361,17.7878,14.4705,14.4136,14.698,14.9637,5.2502,0,2.98358,14.9585,+
acl-2,1.74336,2.19233,I2HA82;Q22267,ACyLtransferase-like;Putative 1-acyl-sn-glycerol-3-phosphate acyltransferase acl-2,18.0785,16.7447,16.1475,16.9387,14.911,15.1221,15.3772,15.5256,2.19233,0.00541265,1.74336,4.091,+
"CELE_F28C6,8",-0.888973,1.72053,I2HA91,Uncharacterized protein,15.5535,15.1564,14.5994,14.3963,15.7126,16.0236,15.6157,15.9095,1.72053,0.0122729,-0.888973,-3.18184,+
col-184,0.539995,0.754727,I2HA94;Q19470,COLlagen,16.0449,15.0665,14.8717,16.1998,15.3116,14.9197,14.8759,14.9158,0.754727,0.111586,0.539995,1.53409,
pah-1,0.16285,1.03577,I2HA98;P90925,PhenylAlanine Hydroxylase;Probable phenylalanine-4-hydroxylase 1,16.2787,16.5646,16.4214,16.5312,16.1981,16.4116,16.3188,16.216,1.03577,0.0572411,0.16285,2.00261,
"CELE_F01G4,4",-1.00778,0.408704,I2HAE5;Q19104,Uncharacterized protein,10.651,11.4519,12.7527,15.4305,14.0354,13.7755,12.702,13.8044,0.408704,0.273598,-1.00778,-0.925925,
brp-1,1.26431,4.05809,I2HAF6;Q9U1S2,Bypass of Response to Pheromone in yeast,16.2877,16.0846,16.6271,16.511,15.0821,15.168,14.9539,15.2491,4.05809,0.00058312,1.26431,9.29988,+
lec-3,-0.59782,3.12,I2HAG1;Q09581,Galectin;32 kDa beta-galactoside-binding lectin lec-3,17.4163,17.7257,17.3903,17.5747,17.963,18.1618,18.2068,18.1669,3.12,0.00157547,-0.59782,-6.27948,+
"C23H5,15",3.91116,0.707124,I2HAH4,Uncharacterized protein,9.69621,10.1843,10.6482,14.534,9.95503,9.85011,0,9.61293,0.707124,0.125733,3.91116,1.45361,
"CELE_K07F5,15",-0.88317,1.66662,I7J4C6,Uncharacterized protein,14.9036,14.1464,15.3237,14.7491,16.0453,15.5711,15.713,15.326,1.66662,0.0140151,-0.88317,-3.08421,+
"CELE_F54D11,4",0.632895,1.08352,J3K004,Uncharacterized protein,15.0207,15.7638,15.5135,15.6674,14.6459,15.5926,14.4223,14.773,1.08352,0.0507241,0.632895,2.08201,
his-57;his-57;his-3;his-35,-2.4914,3.62134,J7S164;J7SA65;P09588;Q27485,Histone H2A,19.0393,18.9209,18.4347,19.7218,21.043,21.4907,21.8991,21.6496,3.62134,0.000623468,-2.4914,-7.76993,+
let-526,0.26962,0.305238,J7SA49,Uncharacterized protein,11.9705,11.4573,11.0129,10.9739,11.5936,10.4352,11.5494,10.7578,0.305238,0.367023,0.26962,0.725988,
"CELE_Y9C9A,16",-2.04343,2.05704,J7SF87;Q9N2S1,Uncharacterized protein,12.7519,11.5802,10.3417,11.739,13.4143,14.1117,13.2077,13.8529,2.05704,0.00668525,-2.04343,-3.81916,+
his-40,1.33183,1.83938,K7ZUH9,Histone H3,11.3597,9.98743,10.6496,11.6915,9.3441,9.80714,9.58718,9.62254,1.83938,0.00999796,1.33183,3.40117,+
hpo-27,0.396303,1.58605,K8ERU3,Uncharacterized protein,14.4671,14.6619,14.7651,14.5124,13.8662,14.2464,14.3705,14.3381,1.58605,0.0168451,0.396303,2.94026,+
"CELE_F42A6,6",1.17024,0.40743,K8ERU5;U4PBW7,Uncharacterized protein,14.9699,9.79675,13.8846,14.5349,12.651,11.7842,11.0526,13.0174,0.40743,0.274731,1.17024,0.923538,
tnt-4,0.229938,0.280538,K8ERV5,TropoNin T,17.4212,16.5074,17.0915,18.1073,17.1278,17.0628,16.8647,17.1525,0.280538,0.394978,0.229938,0.676117,
"CELE_F13E9,11",-1.14071,2.39455,K8ERZ3;K8ESG8,Uncharacterized protein,11.4637,11.2189,11.1999,11.6302,12.9956,12.1434,12.8316,12.1049,2.39455,0.004,-1.14071,-4.51677,+
"CELE_Y105E8A,1",1.22096,2.3927,K8ES47;Q9NF23,Uncharacterized protein,15.4773,14.9899,15.0549,15.465,14.7289,13.8858,13.7786,13.7099,2.3927,0.00405991,1.22096,4.51277,+
lev-11,0.13545,0.217516,K8ESC3,Uncharacterized protein,22.4545,22.8572,22.779,21.9581,22.1716,22.5206,22.7062,22.1086,0.217516,0.475991,0.13545,0.544053,
"atg-4,1",0.357588,0.92993,K8ESC5;Q9NA30,Cysteine protease,14.1357,14.0919,13.8133,14.6832,13.9937,13.649,13.7871,13.864,0.92993,0.0738784,0.357588,1.8268,
cth-1,0.252505,0.751427,K8ESE2;O45391,CystaTHionine gamma lyase,17.4007,17.8911,17.9325,17.7782,17.7544,17.4859,17.5432,17.2089,0.751427,0.112538,0.252505,1.52853,
"CELE_F13D2,1",-1.38743,0.373678,K8ESF0;K8F7Z5,Uncharacterized protein,15.9973,18.631,20.9478,17.2757,19.4367,16.674,22.6371,19.6537,0.373678,0.301946,-1.38743,-0.859673,
"CELE_Y16B4A,2",-0.450008,1.99742,K8ESM2,Carboxypeptidase,15.4906,15.709,15.9312,15.9712,16.1775,16.2618,16.1185,16.3442,1.99742,0.00756051,-0.450008,-3.70242,+
"CELE_W07E11,1",-1.05455,1.93793,K8F7V7,Uncharacterized protein,11.3381,11.2123,11.2138,11.736,12.9388,11.7057,12.3848,12.6892,1.93793,0.00852711,-1.05455,-3.58766,+
"CELE_Y73F8A,24",-0.0738053,0.0938029,K8F7X5;Q9NA35,General transcription factor IIH subunit 4,12.305,12.7353,13.354,12.323,13.1641,12.6852,12.4556,12.7077,0.0938029,0.715842,-0.0738053,-0.257028,
"CELE_Y69H2,7",0.666515,1.28621,K8F7X9;Q9U1U3,Uncharacterized protein,13.6372,13.2353,13.9786,14.482,13.1879,13.2859,12.9443,13.2489,1.28621,0.0322792,0.666515,2.4218,+
hpo-34,0.942785,3.76102,K8FDY0,Uncharacterized protein,17.5665,17.6935,17.5857,17.7234,16.8653,16.4271,16.6266,16.8789,3.76102,0.000514851,0.942785,8.2336,+
"C07E3,3",-2.30048,3.22567,K8FDZ1;Q17786,Uncharacterized protein,11.4303,10.9176,11.1535,11.6531,14.3051,12.7974,13.5295,13.7243,3.22567,0.00135045,-2.30048,-6.57271,+
zbp-1,-0.23696,1.26318,K8FE02;Q21605,Zipcode Binding Protein homolog,15.6942,15.5216,15.6437,15.5021,15.691,15.7145,15.8293,16.0747,1.26318,0.0336472,-0.23696,-2.38289,+
"CELE_T16G12,7",4.28414,4.53554,K8FE09,Serine/threonine-protein phosphatase,14.0334,13.2089,14.5029,14.9944,9.87947,9.91964,9.91714,9.8868,4.53554,0.000581818,4.28414,11.2729,+
"CELE_Y54G2A,75",-1.1608,2.32773,L8E6I4,Uncharacterized protein,11.753,11.7246,12.0129,12.3984,13.3065,12.7904,12.7755,13.6597,2.32773,0.00449454,-1.1608,-4.37336,+
"CELE_T23E7,2",-3.21874,5.73544,L8E6J9,Uncharacterized protein,11.4298,11.1996,11.1081,11.4856,14.6933,14.3186,14.8675,14.2187,5.73544,0,-3.21874,-18.0858,+
"CELE_Y69H2,3",1.54548,4.04161,L8E6L7,Uncharacterized protein,17.8465,17.5154,17.4953,18.1413,16.2389,16.0552,16.1526,16.3699,4.04161,0.000568579,1.54548,9.2377,+
"C09G9,1",-0.773061,2.86004,L8E6N6;L8E712;Q17871,Uncharacterized protein,13.1851,13.6718,13.8217,13.4733,14.3107,14.3029,14.2883,14.3422,2.86004,0.001756,-0.773061,-5.60049,+
"CELE_F55F10,1",0.893477,2.02674,L8E6W9,Uncharacterized protein,13.6439,14.1388,14.1153,14.3034,12.6225,13.2445,13.5277,13.2328,2.02674,0.00706834,0.893477,3.7596,+
"C34D10,2",0.661032,1.6022,L8E6Y3,Uncharacterized protein,13.9004,14.5325,14.4232,14.276,13.6364,13.4382,14.1055,13.3077,1.6022,0.016111,0.661032,2.96893,+
"C54F6,18",-2.29728,4.26539,L8E700,Uncharacterized protein,11.5367,11.7985,12.0041,11.4162,14.0292,13.8875,14.4594,13.5683,4.26539,0.000509554,-2.29728,-10.1145,+
"CELE_W05H9,1",1.44309,4.53081,L8E833,Uncharacterized protein,15.3477,15.5815,15.7301,15.7859,14.1546,14.2472,13.9433,14.3277,4.53081,0.000573991,1.44309,11.2516,+
"CELE_F42H10,3;F42H10,3",0.331352,1.27265,L8E951;P34416,"Uncharacterized protein;LIM and SH3 domain protein F42H10,3",15.3961,14.939,14.8362,14.8131,14.7001,14.625,14.6233,14.7105,1.27265,0.0332211,0.331352,2.39887,+
"CELE_ZK688,5;ZK688,5",0.679583,0.429515,L8EC34;P34675,"Uncharacterized protein;Uncharacterized protein ZK688,5",12.0232,12.7319,12.9836,12.7535,12.1742,11.597,13.6225,10.3802,0.429515,0.25883,0.679583,0.9647,
ifb-2,-2.13697,7.09569,M1Z854;Q19286,"Intermediate Filament, B;Intermediate filament protein ifb-2",17.0464,16.9323,16.8189,16.8904,19.0929,19.1663,19.0535,18.9232,7.09569,0,-2.13697,-30.6399,+
npp-8,0.789243,1.36557,M1Z882,Nuclear Pore complex Protein,14.0122,13.529,13.7169,14.8781,13.247,13.3574,13.0207,13.354,1.36557,0.0267123,0.789243,2.55678,+
pud-4,-1.10957,1.99497,M1ZJ62,Protein Up-regulated in Daf-2(Gf),13.9621,14.6692,14.8984,14.6611,15.133,16.2087,15.7056,15.5817,1.99497,0.0075657,-1.10957,-3.69766,+
