geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d10_01,log2 daf2_d10_02,log2 daf2_d10_03,log2 daf2_d10_04,log2 eat2_d10_01,log2 eat2_d10_02,log2 eat2_d10_03,log2 eat2_d10_04, -Log.p.value,Student's T-test q-value daf2_d10_eat2_d10,log2FC,Student's T-test Test statistic daf2_d10_eat2_d10,Sign p-val: 0.05 
ida-1,-0.12,0.195574,G5EGJ5,IA2,12.9717,13.0102,12.2676,12.9655,13.2608,13.0916,12.516,12.8265,0.195574,0.413941,-0.12,-0.496176,
tln-1,-0.608142,1.89542,G5EGK1,TaLiN,16.5295,16.4978,16.0858,16.6584,17.3294,17.1775,16.8264,16.8707,1.89542,0.00428777,-0.608142,-3.50667,+
ugt-16,1.67886,2.50093,G5EGK7,UDP-glucuronosyltransferase,14.7401,14.5763,14.1128,15.697,13.094,13.2919,12.7704,13.2544,2.50093,0.0013701,1.67886,4.75099,+
let-92,-1.061,3.69909,G5EGK8,Serine/threonine-protein phosphatase 2A catalytic subunit,16.6576,17.0057,16.8059,17.0212,17.892,17.6733,18.1306,18.0386,3.69909,6.83E-05,-1.061,-8.02519,+
"CELE_T28D6,6",-1.04722,3.48327,G5EGL2,Uncharacterized protein,15.1903,15.1003,15.492,15.6705,16.3849,16.5473,16.4225,16.2874,3.48327,0.000231434,-1.04722,-7.3334,+
fat-6,-1.70404,3.09509,G5EGN2,Delta(9)-fatty-acid desaturase fat-6,13.8176,13.8727,13.8476,13.5317,15.5001,15.0056,15.183,16.197,3.09509,0.000435021,-1.70404,-6.21187,+
vha-6,-1.92003,5.40442,G5EGP4,V-type proton ATPase subunit a,15.5646,15.4368,15.6672,15.7455,17.5272,17.2381,17.6794,17.6496,5.40442,0,-1.92003,-15.8912,+
cpz-1,0.058423,0.204821,G5EGP8,CathePsin Z,17.3366,17.3079,17.4805,17.3004,17.4472,17.4593,17.009,17.2762,0.204821,0.399265,0.058423,0.516484,
"CELE_W02A11,1",-0.467607,0.845767,G5EGR8,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A,14.3551,14.7222,14.0263,14.0939,14.8102,15.3371,14.2272,14.6933,0.845767,0.0542635,-0.467607,-1.68668,
gbf-1,-1.81721,5.84048,G5EGS5,Uncharacterized protein,13.1858,13.3109,13.396,13.4124,15.2439,14.9175,15.1344,15.2782,5.84048,0,-1.81721,-18.8414,+
syp-1,0.0848956,0.109156,G5EGS8,Synaptonemal complex protein SYP-1,13.2552,13.5605,12.4329,13.2042,13.3338,12.8189,12.6983,13.2622,0.109156,0.59444,0.0848956,0.295246,
cyp-31a2;cyp-31a3,-1.87243,2.48863,G5EGT6;Q9N574,CYtochrome P450 family,11.2403,12.0964,12.1518,11.5954,13.3739,12.8554,14.3587,13.9856,2.48863,0.00138721,-1.87243,-4.72352,+
iffb-1,-0.766037,2.42931,G5EGT7,Eukaryotic translation initiation factor eIF5B,15.7645,15.8169,15.3745,15.4718,16.3813,16.7274,16.1677,16.2154,2.42931,0.00152792,-0.766037,-4.59251,+
egl-30,-0.969357,3.4159,G5EGU1,EGL-30,16.4482,16.3726,16.131,16.7002,17.5285,17.4654,17.2318,17.3039,3.4159,0.00022352,-0.969357,-7.1279,+
"B0416,5",-1.27165,4.08104,G8JXY9;Q11073,"Uncharacterized protein;Uncharacterized protein B0416,5",14.9302,14.893,14.765,15.2757,16.0423,16.2391,16.2337,16.4354,4.08104,0,-1.27165,-9.38707,+
pdxk-1,-3.17015,3.99216,G8JXZ7;H1ZUV6;O01824,PyriDoXal Kinase homolog;PyriDoXal Kinase homolog;Putative pyridoxal kinase,14.2132,14.755,14.6426,13.6091,18.0692,17.5355,17.3619,16.934,3.99216,8.65E-05,-3.17015,-9.05333,+
pcm-1,-0.913487,1.47662,G8JY24;Q27873,Protein-L-isoaspartate O-methyltransferase,13.8361,14.2941,13.3633,13.3668,15.3053,14.6179,14.136,14.455,1.47662,0.0108191,-0.913487,-2.74818,+
"CELE_K07C11,7;K07C11,7",-1.41622,3.18178,G8JY31;Q21268,"Uncharacterized protein;UPF0046 protein K07C11,7",16.1892,16.0682,15.8914,16.6338,17.8752,17.532,17.2158,17.8243,3.18178,0.000315029,-1.41622,-6.44966,+
ubq-1;ubq-1;ubq-2,-1.28686,1.51671,G8JY83;P0CG71;P49632,UBiQuitin;Polyubiquitin-A;Ubiquitin-60S ribosomal protein L40,20.7459,19.4823,20.9965,20.079,22.258,20.8479,21.8904,21.4548,1.51671,0.00965172,-1.28686,-2.81813,+
asm-3,-2.48782,6.30998,G8JY85;Q9UAY4,Sphingomyelin phosphodiesterase;Putative sphingomyelin phosphodiesterase asm-3,10.661,10.8126,10.5509,10.5269,13.057,13.3166,12.9134,13.2157,6.30998,0,-2.48782,-22.6115,+
ifc-2,-0.623853,1.80504,G8JY94;Q21067,"Intermediate Filament, C;Intermediate filament protein ifc-2",18.1987,18.0971,18.533,18.7146,18.9426,18.7045,19.1497,19.242,1.80504,0.00519664,-0.623853,-3.33719,+
"zfp-1;F54F2,2/F54F2,3/F54F2,4",3.38679,1.35892,G8JYB8;P34447,"Zinc Finger Protein;Uncharacterized protein F54F2,2, isoform a",14.0341,14.7002,14.0526,14.2115,7.18589,13.289,12.1071,10.8692,1.35892,0.0142911,3.38679,2.54542,+
"gcp-2,1",0.136571,0.31689,G8JYE4;P91406,See cpr;Glutamate carboxypeptidase 2 homolog,17.2574,17.2321,17.2411,17.0998,17.3845,17.3099,16.6011,16.9886,0.31689,0.266494,0.136571,0.749192,
nxt-1,1.08177,1.84223,G8JYG1;Q9U757,NTF2-related eXporT protein;NTF2-related export protein,16.7895,17.5371,16.4648,16.7363,15.8869,16.3559,15.6441,15.3138,1.84223,0.00475287,1.08177,3.4065,+
vps-51,-2.48628,6.84959,G8XYY4;O01839,Related to yeast Vacuolar Protein Sorting factor;Vacuolar protein sorting-associated protein 51 homolog,10.6003,10.7712,10.7099,10.6065,13.2314,13.2299,12.9217,13.2501,6.84959,0,-2.48628,-27.8625,+
wdr-4,-2.17621,5.21815,G8XYY6;Q23232,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit,13.6919,13.5263,14.027,13.4602,15.8565,16.0469,15.6807,15.8261,5.21815,0,-2.17621,-14.7713,+
"CELE_Y48C3A,14",-0.528344,2.06626,H1UBJ9,DNA topoisomerase,13.695,13.7114,13.4409,13.4835,14.3882,14.0605,13.8198,14.1756,2.06626,0.00299798,-0.528344,-3.83738,+
zoo-1,0.608392,0.932886,H1UBK8;H1UBK9;H1UBL0;Q56VX4;Q8I103,ZO-1 (Zonula Occludens tight junctional protein) Ortholog,13.5816,14.6437,13.4576,13.2714,13.1829,13.3585,12.7795,13.1999,0.932886,0.0429296,0.608392,1.83171,+
"CELE_Y65B4BL,1",0.48968,0.615424,H1ZUX7,Uncharacterized protein,14.7595,14.9646,14.2516,14.7161,14.3829,14.8081,13.1924,14.3497,0.615424,0.103634,0.48968,1.29652,
"C06A1,2",0.545155,0.903062,H2FLG7,Uncharacterized protein,15.8761,15.5789,15.8516,16.2561,15.6039,15.2776,14.6175,15.8832,0.903062,0.0463458,0.545155,1.78213,+
stl-1,-1.16265,3.2762,H2FLJ1,STomatin-Like,15.4438,15.2517,15.9148,15.8679,16.6767,16.9558,16.7696,16.7267,3.2762,0.000245211,-1.16265,-6.71668,+
lea-1,0.617416,3.10367,H2FLK8,Plant Late Embryo Abundant (LEA) related,20.721,20.583,20.8853,20.8911,20.2859,19.9704,20.1859,20.1686,3.10367,0.000438318,0.617416,6.23508,+
lea-1,0.193473,0.263357,H2FLK9,Plant Late Embryo Abundant (LEA) related,18.9089,19.1123,18.552,18.4917,18.836,19.1175,17.9043,18.4333,0.263357,0.320719,0.193473,0.64084,
"CELE_T10C6,6",-2.32441,6.1672,H2FLL6;H2FLL7;H2FLL8;H2FLL9;O62376;Q9U372,Uncharacterized protein,10.6417,10.8714,10.7906,10.7834,13.1486,13.3097,12.8395,13.0869,6.1672,0,-2.32441,-21.3932,+
"CELE_Y38E10A,22",-1.02963,3.56582,H2KMK6,Uncharacterized protein,14.3841,14.5316,14.2156,14.4905,15.6771,15.5375,15.1349,15.3909,3.56582,0.000157943,-1.02963,-7.59184,+
"CELE_Y48G10A,4",-2.3831,2.69086,H2KML6;H2KML7,Uncharacterized protein,10.6875,10.734,9.23375,10.818,12.2724,13.2456,12.3359,13.1518,2.69086,0.000983888,-2.3831,-5.18837,+
ain-2,-1.0816,3.49202,H2KY58,ALG-1 INteracting protein,15.1864,14.9017,14.9026,14.9454,15.9679,16.4544,15.93,15.9102,3.49202,0.000232639,-1.0816,-7.36043,+
ain-2,1.17894,1.26723,H2KY60,ALG-1 INteracting protein,15.4403,14.5762,13.4705,13.3932,13.0249,13.2334,12.8961,13.0101,1.26723,0.018165,1.17894,2.38972,+
cyp-34a9,0.21622,0.212028,H2KY68;H2KY69,CYtochrome P450 family,15.2306,15.2448,14.9791,15.0406,13.9216,15.7938,15.2441,14.6707,0.212028,0.388429,0.21622,0.532179,
pqn-31,-0.74527,3.6634,H2KY72;Q7JNW7,Prion-like-(Q/N-rich)-domain-bearing protein,16.2911,16.4806,16.237,16.1615,17.015,17.2284,16.9596,16.9483,3.6634,6.63E-05,-0.74527,-7.90714,+
"CELE_F56C9,10",-0.720775,1.7135,H2KY88;Q8MQ22,Uncharacterized protein,13.5049,13.12,12.9435,12.6925,13.5828,13.4876,13.9514,14.1223,1.7135,0.00635803,-0.720775,-3.16905,+
"CELE_Y25C1A,7",-0.419181,0.270435,H2KY99,Uncharacterized protein,13.7257,14.8773,13.661,13.4425,15.1142,15.2874,14.0911,12.8907,0.270435,0.313193,-0.419181,-0.655434,
unc-82,-0.114594,0.0985534,H2KYA5,Uncharacterized protein,17.2261,16.8099,16.495,16.8545,18.0041,16.0615,16.9216,16.8568,0.0985534,0.623233,-0.114594,-0.268948,
ttc-7,-1.78682,1.79552,H2KYB6,TeTratriCopeptide repeat domain protein related,11.4619,9.788,12.1121,11.7712,13.3299,13.269,12.6513,13.0303,1.79552,0.00531975,-1.78682,-3.31955,+
grld-1,-0.85177,0.404717,H2KYB8;H2KYB9,Glutamate Receptor Level Decreased,13.1288,14.0409,12.3099,12.7799,16.2143,12.226,14.0556,13.1707,0.404717,0.1991,-0.85177,-0.918448,
ajm-1,0.560188,2.40426,H2KYC6,Apical Junction Molecule,16.7874,16.6455,16.6129,16.9379,16.2718,16.4235,16.0133,16.0345,2.40426,0.00155772,0.560188,4.53785,+
"C01B10,6",2.34526,3.88561,H2KYC9;Q8MQF7;V6CLC8,Uncharacterized protein,17.0799,17.2595,16.8342,16.6588,14.3398,15.3196,14.3969,14.395,3.88561,7.93E-05,2.34526,8.66702,+
nra-4,-0.4683,1.16348,H2KYE0;Q9UAN9,Nicotinic Receptor Associated,15.2834,15.4995,15.4213,15.4716,15.764,16.4436,15.883,15.4585,1.16348,0.0233101,-0.4683,-2.2154,+
"CELE_R11G1,6",-1.61099,3.32643,H2KYE1;Q7Z1P8;Q7Z1P9;Q8MPZ6,Uncharacterized protein,14.6407,15.1504,14.1682,14.5834,16.3541,15.8849,16.3611,16.3865,3.32643,0.000253165,-1.61099,-6.86228,+
bas-1,-0.838402,0.882939,H2KYG4;O45137,Biogenic Amine Synthesis related,13.7166,12.3288,13.8963,14.2865,14.739,13.7824,14.6839,14.3766,0.882939,0.0491685,-0.838402,-1.74864,+
"C05D9,9",-0.56647,1.14875,H2KYG6,Uncharacterized protein,15.0363,15.9616,15.4627,14.8395,16.0425,15.7242,15.9633,15.836,1.14875,0.024158,-0.56647,-2.19077,+
"C07A12,7",-0.0487924,0.155774,H2KYH5;Q95QX5,Uncharacterized protein,17.0445,17.261,16.9046,17.0771,17.2488,17.2865,16.8704,17.0766,0.155774,0.486198,-0.0487924,-0.40633,
"C06G3,5",-0.995345,3.73864,H2KYI5;Q86NI2,Uncharacterized protein,17.3079,17.3944,17.7992,17.6833,18.6342,18.541,18.4559,18.535,3.73864,7.06E-05,-0.995345,-8.15776,+
ttr-59,-1.24242,3.53398,H2KYJ2,TransThyretin-Related family domain,17.2503,17.2111,16.9748,17.0024,18.5754,18.4443,17.9096,18.4792,3.53398,0.000239286,-1.24242,-7.49129,+
mtch-1,-0.31307,0.324588,H2KYJ5,MiTochondrial Carrier Homolog,17.3548,17.0686,18.0763,18.3362,17.4599,17.6165,18.5122,18.4996,0.324588,0.259795,-0.31307,-0.764416,
tmd-2,-0.920986,2.24089,H2KYK4;Q8I7M7,TropoMoDulin,12.0821,12.0802,11.8683,12.5821,13.345,13.2846,12.6457,13.0214,2.24089,0.00206407,-0.920986,-4.19104,+
"C39D10,8",-0.199775,0.256527,H2KYM0;H2KYM1;Q95QR7,Uncharacterized protein,12.9548,13.0225,13.2799,13.1931,13.5945,13.3384,12.4426,13.8738,0.256527,0.328252,-0.199775,-0.626673,
unc-73,-1.71151,4.49903,H2KYM2;H2KYM3;H2KYM4;O61528;Q7JNG4;Q7JNG6;Q95Q51,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Guanine nucleotide exchange factor UNC-73A;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein,14.5113,14.7572,14.5136,14.1238,16.2733,16.2271,15.9491,16.3025,4.49903,0,-1.71151,-11.1096,+
vps-45,-0.945679,0.881427,H2KYN0,Related to yeast Vacuolar Protein Sorting factor,12.8288,14.7772,13.7563,15.2187,15.0455,15.3351,15.0251,14.9581,0.881427,0.0493672,-0.945679,-1.74612,+
acdh-13,0.472795,0.173242,H2KYN3,Acyl CoA DeHydrogenase,13.5974,16.2791,17.2461,15.6886,14.5278,17.3886,14.7348,14.2689,0.173242,0.453291,0.472795,0.446273,
atg-18,-1.82082,4.04826,H2KYN5;O16466,AuTophaGy (Yeast Atg homolog),14.9834,14.9713,15.0995,15.2009,17.3069,16.4864,16.6588,17.0863,4.04826,8.95E-05,-1.82082,-9.26275,+
smk-1,-1.01257,1.08972,H2KYN6,SMEK (Dictyostelium Suppressor of MEK null) homolog,12.0602,12.3914,11.4347,12.8229,12.5757,13.687,14.0071,12.4896,1.08972,0.0280855,-1.01257,-2.09233,+
lntl-1,-1.27668,3.62317,H2KYP1,LIN-24 (Twenty-four) Like,15.4301,15.503,15.5161,15.8586,17.0171,17.0445,16.4673,16.8857,3.62317,0.000163654,-1.27668,-7.77584,+
ncx-2,-0.859501,1.33389,H2KYP2;H2KYP4,Na/Ca eXchangers,16.1621,15.8723,15.188,16.4876,17.1502,17.0822,16.2833,16.6324,1.33389,0.0152467,-0.859501,-2.50273,+
"C10G8,8",0.48895,0.689199,H2KYP5,Uncharacterized protein,13.7968,14.6388,14.4182,14.5841,13.9899,13.0379,14.2821,14.1722,0.689199,0.0842911,0.48895,1.42313,
pnk-1,0.868882,0.385362,H2KYP7;Q86NC9,PaNtothenate Kinase,15.4958,15.3981,14.9144,14.9839,14.2169,15.217,16.2098,11.673,0.385362,0.212269,0.868882,0.881919,
"C12D12,1",-0.955495,2.1904,H2KYQ2;H2KYQ3;Q17921,Uncharacterized protein,16.2332,15.9119,16.5956,16.5051,17.4711,17.231,17.5795,16.7861,2.1904,0.00233206,-0.955495,-4.08706,+
gyg-1,-2.01908,3.39864,H2KYQ5,Glycogenin-1,17.5,17.5883,17.1224,17.1096,19.9609,19.5436,18.7837,19.1085,3.39864,0.000220395,-2.01908,-7.07602,+
vig-1,-0.603852,2.51018,H2KYR1,VIG (Drosophila Vasa Intronic Gene) ortholog,17.513,17.5368,17.6894,17.9663,18.2933,18.2245,18.1318,18.4713,2.51018,0.0013781,-0.603852,-4.77171,+
srr-4,-0.221493,0.257925,H2KYR4;O44618,"Serpentine Receptor, class R;Serpentine Receptor, class R",13.9828,14.1285,12.9517,13.6731,14.0735,14.4222,13.8206,13.3059,0.257925,0.326682,-0.221493,-0.629579,
hsp-43,-0.68117,3.78167,H2KYS1,Heat Shock Protein,18.063,18.2568,18.3846,18.3815,19.0324,18.9693,18.9251,18.8837,3.78167,7.30E-05,-0.68117,-8.30413,+
cpna-1,-0.59202,3.71169,H2KYS8,Copine family protein 1,14.6982,14.5103,14.5106,14.5358,15.1386,15.3233,15.0666,15.0944,3.71169,6.91E-05,-0.59202,-8.06722,+
"npl-4,1",-0.245098,0.939214,H2KYU6;Q95QZ7,NPL (Yeast Nuclear Protein Localization) homolog,15.4368,15.3095,15.4192,15.5551,15.3533,15.878,15.612,15.8577,0.939214,0.0420403,-0.245098,-1.84222,+
"C25H3,9",-0.588827,1.72395,H2KYV1,Uncharacterized protein,14.9361,15.0182,15.3344,15.1431,15.5824,15.3693,15.6927,16.1428,1.72395,0.00617289,-0.588827,-3.18808,+
"C18C4,5",0.22561,0.532011,H2KYV8;Q8MNV5,Uncharacterized protein,15.1122,15.3082,15.2002,15.643,15.0881,15.0856,14.7068,15.4808,0.532011,0.132688,0.22561,1.1504,
ppw-1,-1.23453,5.20915,H2KYV9;Q86NJ8,Piwi-like protein,14.4956,14.5792,14.4731,14.6942,15.6145,15.9363,15.7921,15.8372,5.20915,0,-1.23453,-14.7192,+
"C23H3,2",-1.15862,5.43935,H2KYX4,Uncharacterized protein,15.3983,15.4718,15.5444,15.6044,16.6052,16.7625,16.7526,16.533,5.43935,0,-1.15862,-16.1101,+
"C23H5,8",-0.754757,2.21608,H2KYX9;H2KYY0;U4PRA9,Uncharacterized protein,14.0466,13.7941,13.5839,13.8255,14.5323,14.8104,14.1397,14.7867,2.21608,0.00221955,-0.754757,-4.13976,+
frm-4,-1.32527,2.77297,H2KYZ6;H2KYZ7;Q95Q79,"FERM domain (Protein4,1-ezrin-radixin-moesin) family",13.8264,13.5453,14.4179,14.4301,15.6377,15.4503,15.3092,15.1234,2.77297,0.00078781,-1.32527,-5.38561,+
"CELE_F55A12,2",2.7345,1.91849,H2KYZ8,Uncharacterized protein,16.2008,16.3187,16.9455,13.5115,13.2133,12.7644,12.8743,13.1865,1.91849,0.00418502,2.7345,3.55052,+
"CELE_T05C3,6",-1.68496,2.2029,H2KZ05,Uncharacterized protein,14.6116,15.089,13.6603,14.6182,16.4474,16.5894,15.3578,16.3244,2.2029,0.00230914,-1.68496,-4.11267,+
clec-266,-0.549227,1.91975,H2KZ06;H2KZ07,C-type LECtin,17.0799,17.1814,16.9556,17.2582,17.9001,17.7904,17.2632,17.7183,1.91975,0.00413155,-0.549227,-3.55292,+
ampd-1,-1.1055,3.936,H2KZ18;H2KZ19,AMP deaminase,16.8692,16.5909,16.8883,17.0866,18.1295,18.0155,17.7875,17.9246,3.936,8.20E-05,-1.1055,-8.84787,+
wip-1,-0.995442,4.12105,H2KZ22;Q8WT46,Wiskott-Aldrich syndrome protein (WASP)-Interacting Protein and gene assignment,15.5175,15.6755,15.5772,15.7724,16.8512,16.4635,16.5181,16.6916,4.12105,0,-0.995442,-9.54086,+
"C27H5,2",1.4673,3.34446,H2KZ24;H2KZ25;H2KZ26;Q8IG43,Uncharacterized protein,14.4153,14.3984,14.3049,14.5437,13.278,13.3156,12.711,12.4885,3.34446,0.000214058,1.4673,6.91516,+
hpo-10,-0.0696833,0.155489,H2KZ29;Q8I7L2,Uncharacterized protein,13.0645,12.6551,12.9235,13.3625,13.3267,12.927,12.9891,13.0416,0.155489,0.48665,-0.0696833,-0.405671,
tat-4,-1.29999,2.29644,H2KZ37,Phospholipid-transporting ATPase,15.9132,15.9801,16.5038,16.1917,17.384,16.7611,18.0727,17.571,2.29644,0.00179115,-1.29999,-4.30716,+
"C30F12,5",-1.28732,2.16974,H2KZ48,Uncharacterized protein,14.5305,14.9824,14.8213,15.1269,16.8037,16.1356,15.3917,16.2793,2.16974,0.00244528,-1.28732,-4.04493,+
mrpl-14,-1.34245,3.22643,H2KZ52,"Mitochondrial Ribosomal Protein, Large",13.089,13.2472,12.6842,13.3268,14.4893,14.5528,14.0064,14.6685,3.22643,0.000323442,-1.34245,-6.57486,+
skpo-3,-1.53861,4.37429,H2KZ53;Q95QH5,ShK domain and PerOxidase domain containing protein,14.7657,14.5372,14.445,14.9988,16.1091,16.3774,16.0795,16.3351,4.37429,0,-1.53861,-10.5677,+
clec-88,-2.05739,5.63177,H2KZ57;Q86NG3,C-type LECtin;C-type lectin domain-containing protein 88,15.023,15.086,15.0486,15.1404,17.235,17.4004,17.0124,16.8798,5.63177,0,-2.05739,-17.3688,+
"CELE_ZC477,3",-0.120497,0.121798,H2KZ70;Q5WRS7,Uncharacterized protein,14.1803,14.5028,13.8641,13.5664,14.7107,14.6588,13.6233,13.6027,0.121798,0.562509,-0.120497,-0.326072,
noah-1,0.0546772,0.0478567,H2KZ73;H8W3Y1;Q8T3B7,NOmpA Homolog (Drosophila nompA: no mechanoreceptor potential A),15.2085,15.4562,14.9168,14.8164,15.6959,15.6624,14.5746,14.2463,0.0478567,0.794047,0.0546772,0.136805,
col-107,-0.0667648,0.0731019,H2KZ76;Q86S35,COLlagen,12.6399,12.3568,13.6255,12.988,13.3455,13.2022,12.6058,12.7237,0.0731019,0.702869,-0.0667648,-0.204022,
"CELE_R02F11,3",0.645107,2.2544,H2KZ89;Q5ZR77,Uncharacterized protein,13.5442,13.7728,13.4905,13.3186,13.0494,13.1225,12.7681,12.6056,2.2544,0.00202439,0.645107,4.2191,+
"CELE_Y48G9A,9",-3.21366,3.78182,H2KZ95;Q7YZG5,Protein-tyrosine-phosphatase,12.5971,11.8466,12.8438,11.9317,15.5836,14.6555,15.8696,15.9652,3.78182,7.30E-05,-3.21366,-8.30463,+
"C41G11,1",-1.05715,2.41578,H2KZ98;Q3Y403,Uncharacterized protein,17.7162,18.005,17.3743,17.6982,18.9732,19.1817,18.4993,18.3681,2.41578,0.00156279,-1.05715,-4.56294,+
"CELE_F38A5,2",-1.71222,3.89342,H2KZA2;Q95Q55,Uncharacterized protein,14.6486,14.5407,14.8185,15.0697,16.8835,16.3778,16.1214,16.5436,3.89342,8.00E-05,-1.71222,-8.69486,+
"CELE_R148,3",-0.394268,2.29554,H2KZA5;Q8ITY8,Uncharacterized protein,14.7252,14.6749,14.9749,14.8635,15.3588,15.2297,15.1589,15.0681,2.29554,0.00178957,-0.394268,-4.30526,+
"CELE_R148,5",-0.76447,2.65919,H2KZA6;Q8ITY9,Uncharacterized protein,14.7856,14.6089,14.7235,14.9303,15.8643,15.2462,15.3976,15.598,2.65919,0.00104797,-0.76447,-5.11364,+
"CELE_M01B12,4",-0.59147,2.39318,H2KZB7;O61862,Uncharacterized protein,14.8333,14.9242,14.656,14.7339,15.0277,15.4704,15.5185,15.4968,2.39318,0.00155053,-0.59147,-4.51381,+
"CELE_ZK154,6",0.794392,2.17276,H2KZC4;Q94315,Uncharacterized protein,14.1375,14.2015,13.9505,13.5092,13.2913,13.2572,12.8003,13.2725,2.17276,0.00241008,0.794392,4.05107,+
"CELE_F58F9,3",-0.767541,1.3267,H2KZC6;Q20990,Uncharacterized protein,11.6853,12.9586,12.397,11.8557,13.0891,13.1138,12.663,13.1009,1.3267,0.0154997,-0.767541,-2.49051,+
"CELE_F53C3,13",-0.94786,3.86889,H2KZD2,Uncharacterized protein,15.5522,15.3887,15.2252,15.6512,16.5496,16.3104,16.3086,16.4403,3.86889,7.78E-05,-0.94786,-8.60775,+
csr-1,-1.32788,4.01774,H2KZD5;Q27GU1,Chromosome-Segregation and RNAi deficient,14.7574,14.3122,14.506,14.8959,15.9021,15.8513,16.1368,15.8928,4.01774,8.80E-05,-1.32788,-9.1483,+
"CELE_F48D6,4",0.781498,1.10758,H2KZD9;H2KZE0;Q20560,Uncharacterized protein,15.8717,14.8478,15.9847,15.9457,15.0413,14.5443,14.43,15.5083,1.10758,0.0267443,0.781498,2.12208,+
"C53B7,3",1.2089,1.89111,H2KZE4,Uncharacterized protein,17.5548,17.9058,17.6292,18.6507,17.1199,17.1533,16.3769,16.2547,1.89111,0.00436432,1.2089,3.4985,+
pmt-1,-2.44596,4.3965,H2KZF5;Q23552;Q86NB3,Phosphoethanolamine MethylTransferase,13.1867,13.135,13.1707,12.424,15.2495,15.8183,15.2454,15.3871,4.3965,0,-2.44596,-10.6624,+
test-1,-0.783787,1.25534,H2KZF8;O44466,Vertebrate proteoglycan TESTican homolog,11.8927,12.7769,12.1347,12.0134,13.341,13.1546,12.1996,13.2576,1.25534,0.0186365,-0.783787,-2.36965,+
"CELE_T23F2,2",-2.34102,5.97241,H2KZG3;Q8MPV6,Uncharacterized protein,10.6868,10.5598,10.7965,10.6646,13.2173,13.1569,12.7423,12.9553,5.97241,0,-2.34102,-19.834,+
acdh-1,2.32946,3.13461,H2KZG6,Acyl CoA DeHydrogenase,16.753,16.0054,17.1022,17.3652,14.21,15.0011,14.6705,14.0263,3.13461,0.000414276,2.32946,6.31941,+
"CELE_F09F7,5",-0.620767,0.83968,H2KZJ1;Q19275,Uncharacterized protein,14.1283,13.8561,14.4302,13.5393,14.8301,13.72,14.6712,15.2158,0.83968,0.0552017,-0.620767,-1.67652,
glrx-3,-0.434347,0.959854,H2KZJ5,GLutaRedoXin,16.3652,16.4272,16.3858,16.5286,17.2037,17.205,16.2387,16.7967,0.959854,0.0396663,-0.434347,-1.87651,+
praf-3,-0.2041,0.259889,H2KZJ7,PRA1 family protein,15.0003,15.1579,15.3933,15.542,16.1749,14.8668,15.7561,15.1122,0.259889,0.324449,-0.2041,-0.633657,
dpf-3,-1.13232,3.91066,H2KZK7;Q965K3,Dipeptidyl Peptidase Four (IV) family,15.1257,14.9422,14.946,15.1104,16.4504,16.2685,15.9668,15.9679,3.91066,8.07E-05,-1.13232,-8.75654,+
"CELE_Y54F10AL,1",-0.479345,0.178514,H2KZK9;Q9BL66,Uncharacterized protein,16.2636,13.832,13.1694,14.0873,13.7677,15.0988,13.4315,16.9716,0.178514,0.443775,-0.479345,-0.458167,
"CELE_W04B5,3",-0.175095,1.06698,H2KZL1;Q9UA61,Galectin,15.8913,15.5549,15.6148,15.7506,15.8506,15.9017,15.7839,15.9757,1.06698,0.0297303,-0.175095,-2.05449,+
yars-2,-2.25074,4.56568,H2KZL6;Q8MPU1,Tyrosine--tRNA ligase,10.7148,10.8099,10.7194,10.7866,13.1699,13.0722,12.446,13.3456,4.56568,0,-2.25074,-11.4094,+
"CELE_ZK1055,6",-0.828258,1.66357,H2KZL9;H2KZM0,Uncharacterized protein,14.3134,14.3919,13.5354,14.6788,15.0471,15.1995,14.745,15.2409,1.66357,0.00715248,-0.828258,-3.07872,+
"CELE_F08F1,4",-2.9638,3.40382,H2KZN5,Uncharacterized protein,15.1738,14.2982,15.4924,15.6667,18.1136,17.3421,18.3306,18.6999,3.40382,0.00022094,-2.9638,-7.09156,+
wrk-1,-2.48607,4.07253,H2KZN9,Wrapper/Rega-1/Klingon homolog,15.1454,15.0849,15.5663,15.8218,18.0934,18.3395,17.4573,17.6725,4.07253,9.12E-05,-2.48607,-9.35466,+
"CELE_K06A9,1",-0.651362,2.26504,H2KZP5;Q8IFX6,Uncharacterized protein,15.6379,15.905,15.3121,15.4824,16.3198,16.3378,15.9723,16.313,2.26504,0.00188884,-0.651362,-4.24129,+
"CELE_ZK470,2",0.54297,0.413232,H2KZP7,Uncharacterized protein,14.7441,14.4254,14.811,14.8367,13.2755,15.6591,14.4588,13.2518,0.413232,0.193773,0.54297,0.934398,
ugt-39,0.0714209,0.0292132,H2KZP8,UDP-GlucuronosylTransferase,13.6045,13.8841,13.027,11.9901,15.1544,11.9218,12.8793,12.2644,0.0292132,0.8697,0.0714209,0.0851052,
"CELE_F11D5,1",-0.847767,2.07344,H2KZQ0;Q27GT9;Q95ZV5,Uncharacterized protein,13.4402,13.4192,12.8503,13.5819,14.3011,13.9431,14.531,13.9075,2.07344,0.00298906,-0.847767,-3.85161,+
