geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04, -Log.p.value,Student's T-test q-value daf2_d5_N2_d5,log2FC,Student's T-test Test statistic daf2_d5_N2_d5,Sign p-val: 0.05 
"CELE_F59A2,2",0.828895,2.57814,B6VQ41,Uncharacterized protein,15.1133,15.44,14.8557,14.867,14.0791,14.1075,14.2702,14.5037,2.57814,0.00183369,0.828895,4.92571,+
ptr-24,-3.12736,4.43116,B6VQ55;B6VQ56,PaTched Related family,13.1401,12.8758,12.9223,12.8773,16.106,16.4935,16.4503,15.2753,4.43116,0,-3.12736,-10.8117,+
"CELE_F11C1,5",0.306853,0.157203,B6VQ59;Q19346;Q7JMA4,Uncharacterized protein,12.0933,14.5732,14.4365,14.3477,13.2549,13.0517,12.9927,14.924,0.157203,0.563705,0.306853,0.409629,
"CELE_Y43F8B,1",0.283247,0.804896,B7FAR9;D9PTN8,Uncharacterized protein,18.8891,18.841,19.2274,19.3188,18.637,18.5232,18.8916,19.0915,0.804896,0.0857315,0.283247,1.61836,
sam-10,-2.03444,2.99786,B7FAS6,Single-stranded DNA-binding protein homolog sam-10,13.0476,13.4206,13.0436,12.9128,15.0923,16.0562,14.8501,14.5637,2.99786,0.00080695,-2.03444,-5.95322,+
dic-1,-1.46111,2.02912,B7WN63;H2KZC8,DICE1 (Deleted In Cancer) homolog,18.0754,18.1891,18.1522,19.6352,20.2252,20.0375,19.8693,19.7644,2.02912,0.00530086,-1.46111,-3.76428,+
unc-68,1.44699,1.83529,B7WN66;I2HAA6;I2HAA7;Q94279,Uncharacterized protein,13.0759,13.231,12.6154,12.969,11.5395,10.7791,12.6507,11.1341,1.83529,0.00788792,1.44699,3.39352,+
"CELE_T05H10,4;T05H10,4",-1.00693,0.718898,B7WN71;Q09348,"Uncharacterized protein;Uncharacterized protein T05H10,4",14.4011,14.6479,15.5634,13.3412,15.8117,16.2801,15.8871,14.0024,0.718898,0.107146,-1.00693,-1.47357,
"CELE_M05D6,5",-0.470764,2.38583,B7WN91,Uncharacterized protein,15.3661,15.4515,15.713,15.7918,15.9978,16.0272,16.0805,16.0999,2.38583,0.00246819,-0.470764,-4.49791,+
ctg-2,0.800737,1.67227,B7WN92,CRAL/TRIO and GOLD domain containing,14.4582,14.8873,14.3879,15.3911,13.7307,13.8963,14.0126,14.2818,1.67227,0.0117114,0.800737,3.09438,+
rpl-32,-1.29542,2.97828,B7WN95,"Ribosomal Protein, Large subunit",18.1137,17.9064,17.9827,18.7288,19.3172,19.3598,19.8177,19.4186,2.97828,0.000789424,-1.29542,-5.90213,+
"CELE_F37H8,3",1.24688,1.92276,B7WNA1;O17860,Uncharacterized protein,14.6714,15.0149,14.2591,13.7468,13.6714,13.2556,13.1719,12.6058,1.92276,0.00648773,1.24688,3.55867,+
clec-146,0.46494,0.513238,B7WNB3;O18202,C-type LECtin,15.4512,14.8623,13.9801,13.7379,13.7563,13.9413,14.1263,14.3478,0.513238,0.185155,0.46494,1.11696,
tnt-3,0.138005,0.273341,B9WRS6;H2KYL8,TropoNin T,16.4974,17.0799,16.2796,16.3893,16.6635,16.1828,16.3124,16.5355,0.273341,0.379973,0.138005,0.661402,
mlt-11,2.00498,3.99973,B9WRT9;C1P658;C1P659;H9G336,Uncharacterized protein,15.1827,15.5988,15.3569,15.7079,13.7421,13.3203,12.9912,13.7728,3.99973,0.000123515,2.00498,9.08136,+
hrpu-1,-0.48343,1.45529,B9WRU1,Heterogeneous nuclear RibonucleoProtein U,13.0514,13.0758,13.035,13.0213,13.595,13.1477,13.9873,13.3873,1.45529,0.0189458,-0.48343,-2.71116,+
kcc-2,1.0056,0.822377,C0KDV0;G5EEC9;H2KZC2;H2KZC3;V6CJH3,K+/Cl-Cotransporter,15.9924,15.9276,13.5813,14.2658,13.8177,13.827,13.918,14.1821,0.822377,0.0821007,1.0056,1.64761,
ced-7,-1.08477,3.05273,C0P274;P34358,Uncharacterized protein;ABC transporter ced-7,12.9223,13.1435,13.0287,12.7964,14.0239,13.8928,14.5212,13.792,3.05273,0.000844444,-1.08477,-6.09816,+
"CELE_F17C8,9",0.328283,0.815122,C0P278,Uncharacterized protein,15.4222,15.7818,14.9892,15.0749,14.8777,14.8453,15.0041,15.2278,0.815122,0.08337,0.328283,1.63548,
unc-119,-0.0758185,0.0896297,C0P283;G5EGP9;Q10658,Uncharacterized protein;Uncharacterized protein;Protein unc-119,13.0842,13.3969,12.6241,13.053,13.752,12.654,12.7119,13.3435,0.0896297,0.719424,-0.0758185,-0.246484,
mrpl-46,0.996444,1.88421,C0VXV6,"Mitochondrial Ribosomal Protein, Large",15.7649,16.2221,16.7317,16.7056,15.7284,15.5221,15.2468,14.9413,1.88421,0.00694223,0.996444,3.48545,+
"CELE_F40G9,5",0.0868831,0.078874,C0Z1Y6,Uncharacterized protein,12.8526,13.405,12.6614,12.9304,12.1324,12.5133,13.0437,13.8124,0.078874,0.747065,0.0868831,0.218982,
"CELE_F40G9,17",-0.0870512,0.0569665,C0Z1Y9,Uncharacterized protein,13.4242,14.7974,15.0223,14.2874,14.9622,15.1769,14.38,13.3603,0.0569665,0.810894,-0.0870512,-0.16141,
"CELE_Y54G11A,17",0.220739,0.265323,C0Z3L6,Uncharacterized protein,14.5487,14.0785,13.5669,13.6132,13.1901,13.784,13.5532,14.3971,0.265323,0.389431,0.220739,0.644903,
let-767,0.27997,0.321922,C1P622;Q09517,Uncharacterized protein;Very-long-chain 3-oxooacyl-coA reductase let-767,17.1269,17.419,16.6056,18.1997,17.0774,16.9506,17.4799,16.7233,0.321922,0.326911,0.27997,0.759153,
dnj-16,-0.291017,1.21996,C1P627;Q22028,DNaJ domain (Prokaryotic heat shock protein),14.2134,14.3862,14.4507,14.5381,14.3745,14.7776,14.766,14.8344,1.21996,0.0314967,-0.291017,-2.3101,+
cfim-2,0.971117,3.72435,C1P629;C6KRJ2;Q18937,Cleavage Factor IM (CFIm) homolog,15.9337,15.9838,16.1309,16.1767,14.8777,15.3765,15.0308,15.0555,3.72435,0.000253623,0.971117,8.10966,+
magi-1,-3.28219,2.34538,C1P633;C1P635,MAGI (Membrane Associated Guanylate kinase Inverted) homolog,12.8485,13.2515,10.5774,12.3824,15.402,15.4287,16.7742,14.5838,2.34538,0.00265342,-3.28219,-4.41098,+
"CELE_F55D12,2",1.50554,4.67598,C1P648;Q20833,Uncharacterized protein,13.1255,12.7998,12.8736,12.853,11.4504,11.2232,11.275,11.6811,4.67598,0,1.50554,11.9221,+
"C39B5,5",-0.137047,0.273044,C2BR91,Cystatin,14.4407,14.9412,15.0758,15.0352,15.1944,14.6267,14.9421,15.2778,0.273044,0.380069,-0.137047,-0.660792,
"CELE_Y32H12A,2",-0.915622,0.712159,C2BR94;H2L0N5,Uncharacterized protein,13.1346,13.3788,13.0612,12.7915,13.974,12.5789,15.5809,13.8949,0.712159,0.109545,-0.915622,-1.46215,
smg-3,-2.06836,1.86026,C2BR97;G5EDT8,Suppressor with Morphological effect on Genitalia;SMG-3,12.8526,12.8634,12.8045,12.7234,16.5958,14.0011,14.102,14.8185,1.86026,0.00732715,-2.06836,-3.44032,+
"CELE_F56B3,4",0.502515,0.658477,C3JXE2;H2L086,Uncharacterized protein,15.4044,15.551,15.5999,15.2472,14.1506,15.4177,14.5521,15.6718,0.658477,0.126728,0.502515,1.37066,
"CELE_Y34B4A,8",1.6722,3.10376,C5NU64,Uncharacterized protein,12.9187,13.3826,12.2587,12.6921,11.303,11.2284,10.7509,11.281,3.10376,0.000840336,1.6722,6.23533,+
csn-6,0.906783,2.30905,C5VUK2;Q95PZ0,COP-9 SigNalosome subunit;COP9 signalosome complex subunit 6,15.3776,15.8474,15.1804,15.5119,14.5852,15.0057,14.3809,14.3183,2.30905,0.00275227,0.906783,4.33375,+
marg-1,-0.497425,1.66125,C6KRG1,Pharyngeal MARGginal cell marker,15.0083,15.2012,15.0727,15.337,15.7532,15.2481,15.6792,15.9284,1.66125,0.0119207,-0.497425,-3.07454,+
grsp-2,2.17383,3.49471,C6KRI7;H2FLG9,Glycine Rich Secreted Protein,18.7493,18.997,18.667,18.5994,16.8976,16.7446,15.7425,16.9328,3.49471,0.000339568,2.17383,7.36876,+
"CELE_T28C6,7",1.3367,3.12482,C6KRI9;Q22847;X5M5W2;X5M900,Uncharacterized protein,16.4694,16.678,16.3024,16.8309,15.6556,14.9138,14.965,15.3995,3.12482,0.000780384,1.3367,6.29263,+
"CELE_T20D3,3",1.58933,2.79376,C6KRJ5,Uncharacterized protein,16.0832,16.5455,16.0015,16.5609,15.2274,14.4608,14.129,15.0165,2.79376,0.0012187,1.58933,5.43638,+
"CELE_R102,4;R102,4",0.0458598,0.0746635,C6KRK8;Q21890,"Uncharacterized protein;Uncharacterized protein R102,4",17.1781,17.3517,17.5161,18.0551,17.451,17.1979,17.5262,17.7424,0.0746635,0.758797,0.0458598,0.208084,
sao-1,0.734873,1.22687,C6KRN1,Suppressor of aph-1,16.274,16.2693,16.5374,17.2164,15.9227,15.543,15.4522,16.4398,1.22687,0.0310802,0.734873,2.32171,+
"CELE_D1086,11",0.725356,1.46969,C6KRN4,Uncharacterized protein,19.0839,19.5251,18.991,18.9998,18.622,18.5574,17.7402,18.7787,1.46969,0.0182767,0.725356,2.73615,+
sqrd-1,2.5606,3.3083,C6KRP5,Sulfide Quinone oxidoReDuctase,16.3531,16.7601,16.6129,17.3137,13.7139,13.885,14.0756,15.123,3.3083,0.000453106,2.5606,6.80943,+
nid-1,0.3651,0.691775,C7FZU3;Q93791,NIDogen (Basement membrane protein),16.039,16.8296,16.1745,16.7707,16.0706,15.871,15.8757,16.5361,0.691775,0.115587,0.3651,1.42752,
"C41G7,9",0.899142,1.06253,C7FZU5,Uncharacterized protein,17.3209,16.8221,16.6729,16.1274,15.5969,16.8779,15.6894,15.1826,1.06253,0.0449069,0.899142,2.04708,+
pqn-41,0.83405,1.94478,C7IVR4,Polyglutamine-repeat protein pqn-41,14.9064,15.7148,15.383,15.5565,14.9177,14.6776,14.2293,14.4,1.94478,0.00618324,0.83405,3.60078,+
"CELE_Y47D3A,29",-1.31508,0.699722,C7IVS4;Q9NAH1,DNA polymerase,13.0899,14.8145,10.4943,12.9052,14.7239,14.0621,13.7241,14.0542,0.699722,0.113238,-1.31508,-1.44103,
"CELE_ZK1058,9",0.54815,1.65337,C9IY22,Uncharacterized protein,16.2088,16.7961,16.8032,16.6248,16.1507,15.927,15.8313,16.3313,1.65337,0.0122522,0.54815,3.06038,+
"CELE_Y54G2A,57",3.36487,4.03891,D0G915,Uncharacterized protein,14.2159,15.2861,15.1905,14.0392,11.478,10.925,11.1753,11.6939,4.03891,0.000130326,3.36487,9.22757,+
fln-1,0.852982,3.48351,D0IMZ5;U4PBJ9;U4PM01;U4PR92,FiLamiN (Actin binding protein) homolog,19.8581,20.2871,19.884,20.1437,19.2338,19.137,19.3141,19.076,3.48351,0.000335227,0.852982,7.33413,+
laf-1,0.17433,0.49529,D0PV95,ATP-dependent RNA helicase laf-1,15.8008,16.2931,16.4454,16.2388,15.8389,16.0583,16.2254,15.9582,0.49529,0.19462,0.17433,1.08477,
glb-17,0.347872,0.981244,D0VWM4;Q20623,GLoBin related,12.9327,12.3314,12.7307,12.9685,12.1685,12.4048,12.3153,12.6833,0.981244,0.0547896,0.347872,1.91203,
tdp-1,0.722628,0.615214,D0VWM8,Tar DNA-binding protein homolog 1,15.1423,15.7507,15.462,13.563,14.3051,14.4932,13.4939,14.7354,0.615214,0.141045,0.722628,1.29616,
crh-1,-0.71216,2.21541,D0Z5N1;D0Z5N2;G5EBL5;G5ECG1;Q8I4D7;Q8I4D8;Q9U2I0,CREB Homolog,14.4975,14.5049,14.2116,14.193,15.2881,15.2682,15.0522,14.6471,2.21541,0.00337656,-0.71216,-4.13839,+
sql-1,0.818098,1.33717,D0Z5P0,Suppressor of gpa-3QL dye-filling defect,14.78,14.4262,14.5244,13.4814,13.0455,13.5098,13.5693,13.815,1.33717,0.0248591,0.818098,2.50832,+
"CELE_T27D12,1",1.17406,1.90428,D1MN75;Q22832,Uncharacterized protein,21.4307,21.5149,21.6157,21.4657,20.7017,21.0667,19.6593,19.9031,1.90428,0.00662678,1.17406,3.52348,+
ech-2,-0.148098,0.0541915,D1MN80;Q20184,Enoyl-CoA Hydratase,15.8042,11.4291,14.8964,14.5788,14.0483,14.2745,14.2729,14.7051,0.0541915,0.819199,-0.148098,-0.153958,
"CELE_Y25C1A,14",2.81981,1.69737,D3NQ92,Uncharacterized protein,12.8033,13.26,12.9586,12.3833,11.4472,8.57458,8.44721,11.657,1.69737,0.0109442,2.81981,3.13976,+
bca-2,2.63858,2.9478,D3NQA9;Q2YS41,Carbonic anhydrase,18.8992,20.2001,18.4066,18.6339,16.5522,15.7694,16.5891,16.6749,2.9478,0.000939002,2.63858,5.82324,+
hum-4,0.594383,0.86648,D3YT13;D3YT14;Q20456;S6EZR2;S6F568;S6FD20,"Heavy chain, Unconventional Myosin;Heavy chain, Unconventional Myosin;Heavy chain, Unconventional Myosin;Heavy chain, Unconventional Myosin;Heavy chain, Unconventional Myosin;Heavy chain, Unconventional Myosin",14.4695,15.6898,14.2436,15.1055,14.4182,13.9485,14.4049,14.3594,0.86648,0.0731556,0.594383,1.72122,
pyk-2,0.361356,0.935415,D3YT36;D3YT37;Q23539,Pyruvate kinase,16.2788,16.3666,16.8286,16.8093,15.8335,16.423,16.2058,16.3756,0.935415,0.0612443,0.361356,1.83591,
"C39E9,8",6.87013,7.89795,D3YT46,Uncharacterized protein,18.3014,18.5139,17.9593,18.1738,11.3992,11.1208,11.2757,11.6722,7.89795,0,6.87013,41.7403,+
"sir-2,1",1.50015,2.69938,D3YT50;Q21921,"Yeast SIR related;NAD-dependent protein deacetylase sir-2,1",12.6263,13.3843,12.9814,12.2794,11.4546,10.9697,11.1414,11.7052,2.69938,0.00128149,1.50015,5.2086,+
mars-1,0.631488,2.74158,D3YT56,Methionyl Amino-acyl tRNA Synthetase,18.4796,18.8639,18.6107,18.9226,18.2404,18.0832,18.0581,17.9692,2.74158,0.00132476,0.631488,5.30962,+
rsd-2,-0.362802,1.06219,D3YT78;E1B6W0;Q2EEN1;Q9XUE3,Uncharacterized protein,13.0968,13.1563,12.7964,12.7786,12.9762,13.6454,13.1947,13.4631,1.06219,0.0448923,-0.362802,-2.04652,+
asd-2,1.73982,1.92616,D4YW53;G5EFF1,Uncharacterized protein;RNA-binding protein asd-2,16.7619,18.4023,17.0039,16.218,15.139,15.5275,15.078,15.6824,1.92616,0.00640734,1.73982,3.56516,+
dct-16,0.986765,3.32695,D4YWC3,"DAF-16/FOXO Controlled, germline Tumor affecting",23.1707,23.0356,22.8893,22.9523,22.2245,22.2696,21.8571,21.7496,3.32695,0.00039555,0.986765,6.8638,+
larp-1,-0.415705,0.601056,D5MCN2,La-related protein 1,16.8206,17.8471,18.2283,17.9045,17.8739,18.0205,18.4294,18.1395,0.601056,0.146001,-0.415705,-1.27161,
sup-26,0.17724,0.207772,D5MCQ1;D5MCQ7;D5MCR3;D5MCR4;Q7JMB8,SUPpressor,16.3422,16.6106,15.5595,16.0398,16.0074,15.752,15.4459,16.6378,0.207772,0.472471,0.17724,0.522926,
sup-26,0.90326,2.06382,D5MCQ2;D5MCQ6,SUPpressor,17.5504,18.044,18.1564,18.343,17.1103,16.6926,17.1907,17.4872,2.06382,0.00505438,0.90326,3.83257,+
mdt-9,0.121376,0.385242,D5SGZ9,MeDiaTor,13.117,13.3195,12.9063,12.9561,12.6737,13.1473,13.0397,12.9526,0.385242,0.269857,0.121376,0.881693,
nstp-10,0.736563,0.590965,D6R8W5;Q968A5,Nucleotide Sugar TransPorter family;GDP-fucose transporter,14.1436,13.958,15.9795,15.9722,14.2619,14.4534,13.7646,14.6272,0.590965,0.150192,0.736563,1.25405,
rbc-1,-0.303119,0.203634,D6R8W9;J7S122,RaBConnectin related,12.5173,12.8,12.5406,12.3662,14.4517,12.2413,12.957,11.7867,0.203634,0.478938,-0.303119,-0.513889,
"CELE_Y58A7A,1",1.03976,2.36873,D6RYD3,Uncharacterized protein,15.7061,15.8559,15.2563,16.2809,14.7465,14.5619,14.6254,15.0062,2.36873,0.0025466,1.03976,4.46103,+
"C02D5,4",1.91341,3.94725,D7SFI3,Uncharacterized protein,19.3524,19.5481,19.1876,19.1427,17.199,17.7476,17.6889,16.9416,3.94725,0.000235828,1.91341,8.8887,+
dnj-25,1.36102,0.987444,D7SFQ5;D7SFQ6;G5EDJ6,DNaJ domain (Prokaryotic heat shock protein);DNaJ domain (Prokaryotic heat shock protein);Auxilin,15.2475,15.3246,14.0845,14.5675,14.1008,14.2334,13.9228,11.523,0.987444,0.0541465,1.36102,1.92233,
cup-5,1.02449,3.12537,D7UU24;H2KYJ9;H2KYK0;Q8T666;Q8WSP3,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;CUP-5L;Uncharacterized protein,13.5916,13.9201,14.2068,14.1535,12.9228,13.1718,12.9047,12.7746,3.12537,0.000781217,1.02449,6.29412,+
ehs-1,0.66935,2.87245,D9N122;Q9BIF4,Eps15 (Endocytosis protein) Homologous Sequence;EHS-1,15.4861,15.7546,15.5061,15.8812,14.9538,14.9274,14.8788,15.1906,2.87245,0.00104912,0.66935,5.63159,+
snx-6,0.294397,2.52097,D9PTP5,Sorting NeXin,15.9283,16.0396,16.0854,15.8815,15.5828,15.681,15.758,15.7353,2.52097,0.002135,0.294397,4.79595,+
unc-70,1.19602,1.85614,E0AHA7;G5EG85,Spectrin beta chain,16.1132,16.5254,15.4501,15.0113,14.7754,14.6742,14.4177,14.4488,1.85614,0.00738604,1.19602,3.43258,+
"CELE_Y111B2A,12",0.311077,1.86356,E0R7L2,Uncharacterized protein,15.3814,15.6861,15.4156,15.2742,15.0969,15.182,15.1448,15.0893,1.86356,0.00731137,0.311077,3.44651,+
"CELE_ZK1127,13",-2.1495,4.42341,E1B6Q6,Uncharacterized protein,13.0218,13.3723,12.7896,13.0173,15.2776,15.1875,14.7827,15.5512,4.42341,0,-2.1495,-10.7782,+
"CELE_F45F2,9",0.70682,1.66061,E1B6Q7,Uncharacterized protein,14.4008,14.4748,14.6187,14.2311,13.8423,13.8078,14.1318,13.1162,1.66061,0.0119747,0.70682,3.07339,+
"CELE_F54C8,7;F54C8,7",1.476,3.33263,E1B6R3;P34445,"Uncharacterized protein;Uncharacterized protein F54C8,7",16.0461,16.075,15.8225,16.313,14.4545,14.5505,14.228,15.1196,3.33263,0.000332094,1.476,6.88041,+
"CELE_F17C11,11",1.97389,2.38563,E1B6S4;Q9BI97,Uncharacterized protein,12.6423,13.3723,12.9372,12.5116,11.3955,10.8505,9.79134,11.5305,2.38563,0.00246662,1.97389,4.49747,+
try-10,0.242241,0.17817,E1B6T7,TRYpsin-like protease,15.4153,16.863,17.3312,17.6561,16.0468,16.563,16.7836,16.9033,0.17817,0.522625,0.242241,0.457391,
gut-2,1.85769,3.0071,E1B6V1;P92022,Uncharacterized protein,18.5897,18.6997,18.896,18.8439,17.2615,16.3085,17.5594,16.4692,3.0071,0.000819608,1.85769,5.97744,+
"CELE_Y49E10,21",1.60354,1.47495,E1B6W2,Uncharacterized protein,12.9774,13.3073,12.6428,12.8252,11.9838,12.2407,9.71898,11.395,1.47495,0.0180837,1.60354,2.74528,+
lgg-2,3.06308,2.18225,E2JKY9;Q23536,Protein lgg;Protein lgg-2,13.1466,13.4038,12.9034,12.8666,8.99125,11.3343,11.246,8.4966,2.18225,0.00361133,3.06308,4.07041,+
dnc-1,0.206545,0.754596,E2JKZ0;Q23542,DyNactin Complex component,15.2134,15.0783,15.1872,15.1872,15.143,15.1846,14.8973,14.6152,0.754596,0.0971672,0.206545,1.53387,
iars-2,1.31764,2.53764,E2JL03,Isoleucyl Amino-acyl tRNA Synthetase,15.8231,16.0277,15.9894,16.6741,15.3895,14.4923,14.6568,14.7051,2.53764,0.00195781,1.31764,4.83355,+
"CELE_Y60C6A,2",1.6672,3.73739,E3CTH1,Uncharacterized protein,13.0136,12.987,12.3408,12.9394,11.3285,10.7864,11.1817,11.3155,3.73739,0.000257353,1.6672,8.15354,+
ttr-44,0.50913,1.16156,E3W741;Q18878,TransThyretin-Related family domain,16.371,16.7513,16.7677,17.2313,16.0422,16.1523,16.1839,16.7064,1.16156,0.0359404,0.50913,2.2122,+
"CELE_H01G02,1",3.94388,3.85679,E3W759;O17902,Uncharacterized protein,20.6255,20.1288,19.2372,20.864,16.4356,15.4201,16.5513,16.6728,3.85679,0.000290456,3.94388,8.56506,+
"CELE_Y48G1C,13",-0.135643,0.207522,E3WIS3,Uncharacterized protein,17.6623,17.2705,17.6486,17.674,17.5052,17.3089,17.5841,18.3997,0.207522,0.472872,-0.135643,-0.522381,
dnj-14,1.12556,0.896859,E5QCE7;Q21162,DNaJ domain (Prokaryotic heat shock protein),14.4185,17.3427,15.8758,15.3112,14.2649,14.4406,14.7252,15.0153,0.896859,0.0676528,1.12556,1.77181,
"CELE_T05G5,5;CELE_T05G5,5;T05G5,5",0.74863,2.30553,E5QCF6;E5QCF8;P34558,"Dephospho-CoA kinase 1;Dephospho-CoA kinase 2;Uncharacterized protein T05G5,5",14.627,14.0582,14.4504,14.8244,13.6677,13.9152,13.6895,13.6931,2.30553,0.00282467,0.74863,4.32633,+
nhr-49,0.92177,2.16332,E5QCI8;O45666,Nuclear Hormone Receptor family;Nuclear hormone receptor family member nhr-49,13.1452,13.23,12.9051,12.4648,12.24,12.1624,12.0843,11.5713,2.16332,0.0037718,0.92177,4.03187,+
"CELE_T23B5,4",-0.532044,0.67479,E5QCJ3;Q7YWT5,Uncharacterized protein,12.9462,13.1956,12.8658,11.6963,13.3427,13.1531,12.736,13.6003,0.67479,0.121054,-0.532044,-1.39856,
"CELE_Y116A8C,30",-0.262275,0.275974,E8MDW0;Q9U2S7,Uncharacterized protein,16.2584,16.3652,16.2088,16.2435,17.28,16.7078,15.4271,16.71,0.275974,0.376947,-0.262275,-0.666795,
"CELE_H19N07,3",-0.0329149,0.0272421,E9P8A3;O45625,Uncharacterized protein,14.7711,14.7652,14.3975,15.1003,15.7701,14.8125,14.7101,13.8731,0.0272421,0.904207,-0.0329149,-0.0795271,
"CELE_Y95B8A,8",1.00088,2.33997,E9RKC7,Uncharacterized protein,15.518,15.3463,14.9814,15.6781,14.7139,14.5311,13.9125,14.3626,2.33997,0.0026452,1.00088,4.39943,+
nceh-1,1.64635,6.21257,F0IWV1;Q9XWL5,Neutral Cholesterol Ester Hydrolase homolog,13.0624,12.9645,12.9456,12.8581,11.4719,11.1808,11.25,11.3425,6.21257,0,1.64635,21.7732,+
fkb-1,3.85787,3.86152,F1LIM6,Peptidylprolyl isomerase,17.3617,17.7755,17.44,17.6916,12.7132,13.6823,13.592,14.85,3.86152,0.000291667,3.85787,8.58171,+
ttr-25,1.93779,5.03895,F3Y5P3,TransThyretin-Related family domain,19.3944,19.5328,19.0322,19.4053,17.1695,17.4927,17.3626,17.5887,5.03895,0,1.93779,13.7652,+
"CELE_T21F4,1",0.437551,0.455553,F5GU60;H2KZS0,Uncharacterized protein,14.393,13.8938,13.4442,13.8858,14.5827,12.9216,12.9766,13.3856,0.455553,0.218626,0.437551,1.01266,
otub-3,0.753692,3.25581,F5GU86;F5GU87;Q19681,OTUBain deubiquitylating protease homolog,15.4539,15.9219,15.6491,15.6553,14.9136,14.9733,14.751,15.0276,3.25581,0.000592765,0.753692,6.65829,+
mca-1,-0.682286,1.38633,F5GU98;G5EC04;G5EC39;G5EFR6,Calcium-transporting ATPase,13.141,13.368,12.8241,12.5981,14.1062,13.1305,13.7054,13.7182,1.38633,0.0225833,-0.682286,-2.59231,+
"CELE_F32B4,4",3.30464,2.14717,F5GUF6;O62203,Uncharacterized protein,17.63,17.8836,16.1311,17.313,13.7633,13.1825,12.758,16.0353,2.14717,0.00386514,3.30464,3.99917,+
"CELE_T04C12,11",-1.70259,2.32003,F5GUG4,Uncharacterized protein,12.372,13.3385,12.7993,12.9871,14.7108,14.2057,15.4577,13.9329,2.32003,0.00277073,-1.70259,-4.35702,+
"CELE_W05B5,1",-0.15205,0.201383,F5GUG6;F5GUH2,Uncharacterized protein,15.5713,15.695,15.6156,14.8624,16.079,15.0214,15.4537,15.7983,0.201383,0.482265,-0.15205,-0.508957,
lea-1,2.41166,2.53548,F5GUH5,Plant Late Embryo Abundant (LEA) related,17.0196,17.263,16.2798,15.4684,14.4229,14.676,13.3475,13.9377,2.53548,0.00198878,2.41166,4.82867,+
strl-1,1.40645,4.34713,F5GUI0;O17883,STeroidogenic acute Regulatory protein Like;Steroidogenic acute regulatory-like protein 1,16.4433,16.5868,16.61,17.0078,15.2421,15.1017,15.2964,15.3818,4.34713,0,1.40645,10.453,+
iff-1,0.0629926,0.408258,G1K0V8;P34563,Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A-1,19.4838,19.2749,19.3544,19.2692,19.416,19.2736,19.218,19.2227,0.408258,0.252023,0.0629926,0.92509,
iff-1,1.92576,5.65748,G1K0V9,Initiation Factor Five (eIF-5A) homolog,13.0039,13.4285,13.0449,13.0242,11.109,11.2243,11.161,11.3042,5.65748,0,1.92576,17.544,+
pgp-6,-0.0722373,0.572982,G1K0X0;Q1ZXU6;Q22656,P-GlycoProtein related,15.8299,16.0452,15.8659,16.0375,15.975,16.0513,16.0002,16.041,0.572982,0.157382,-0.0722373,-1.22263,
atgp-2,-1.89679,0.639694,G1K108;O45298,Amino acid Transporter GlycoProtein subunit,13.0571,13.338,12.7649,13.0544,19.1703,13.7847,13.1926,13.654,0.639694,0.13284,-1.89679,-1.33841,
pqn-87,0.729122,1.77978,G2HK02;G2HK03;K8ESL3;Q9U207,Prion-like-(Q/N-rich)-domain-bearing protein,15.0643,15.9009,15.0265,15.2577,14.8517,14.4944,14.5082,14.4787,1.77978,0.00888592,0.729122,3.29046,+
"CELE_Y66D12A,8",0.406632,0.875777,G2HK16;Q95Q06,Uncharacterized protein,14.4967,14.8278,14.2864,14.3625,14.4004,13.6484,13.8426,14.4554,0.875777,0.071404,0.406632,1.73671,
lin-52,-1.63521,2.74265,G3MTX2;Q10120,Uncharacterized protein;Protein lin-52,13.1111,13.0225,12.911,12.9614,14.7361,14.1295,14.2223,15.4589,2.74265,0.0013301,-1.63521,-5.31217,+
trx-2,-1.37325,3.93251,G3MU08;Q17424,Thioredoxin;Probable thioredoxin-2,13.0259,13.07,12.7145,12.9663,14.6713,14.1471,14.0788,14.3723,3.93251,0.000313199,-1.37325,-8.83524,+
"CELE_F55A11,6",3.33381,2.05066,G3MU11;H9G2W4;P90887;Q2L6U7,Uncharacterized protein,12.5933,13.2616,12.9549,12.8103,10.1875,8.29641,8.06384,11.7372,2.05066,0.0051778,3.33381,3.8066,+
gsp-1,0.0236948,0.0380217,G3MU14;Q27497,Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-alpha,15.9302,16.4716,15.6506,16.3692,16.2487,16.2224,15.8207,16.0352,0.0380217,0.868331,0.0236948,0.109765,
"CELE_ZC434,9",1.14879,4.00518,G3MU28;G3MU29;G3MU30;Q23318;Q7JLE3,Uncharacterized protein,15.4123,15.2809,15.2708,15.7041,14.1388,14.3798,14.4177,14.1367,4.00518,0.000124105,1.14879,9.10157,+
mif-2,-1.53644,2.23682,G3MU38;Q18785,MIF (Macrophage migration Inhibitory Factor) related;MIF-like protein mif-2,12.6922,13.8728,13.8784,12.8061,14.4141,15.2407,14.8559,14.8845,2.23682,0.00321754,-1.53644,-4.18261,+
